Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre
20/01/2014,18,1432,735,634,1188,2008,2228,1585,1146,618,865,116,292,139,377,1504,1298,675,1187,479,2607,1617,348,807,697,718,510,147,1021
20/01/2014,19,1079,399,193,352,1559,1774,725,555,346,285,116,226,113,189,1142,882,418,1274,312,1857,801,167,633,499,659,592,126,687
20/01/2014,20,830,431,132,211,1410,1325,519,437,304,160,64,219,86,122,937,707,281,525,262,1605,446,198,551,320,651,458,121,340
20/01/2014,21,674,200,100,138,1118,1050,348,339,183,99,37,137,82,45,798,605,228,204,218,1148,360,128,522,247,434,356,73,377
20/01/2014,22,439,187,70,73,838,858,232,179,172,66,25,64,40,44,557,439,247,527,175,930,234,123,436,230,277,278,53,246
20/01/2014,23,207,148,51,78,477,522,108,122,122,46,14,54,44,23,407,307,192,533,138,617,142,81,225,169,131,115,55,125
21/01/2014,0,105,42,17,23,187,215,46,41,51,14,5,37,16,7,90,117,58,20,67,139,47,21,126,34,89,29,25,61
21/01/2014,1,46,17,2,21,63,66,18,23,14,2,1,10,7,1,33,50,26,11,44,85,15,12,81,18,32,24,17,25
21/01/2014,2,45,11,1,12,51,33,11,13,10,3,3,1,0,3,23,30,14,4,47,39,19,15,31,18,17,31,9,9
21/01/2014,3,18,4,2,5,25,27,6,10,6,4,2,1,2,1,31,22,6,14,16,42,8,2,22,5,3,3,5,17
21/01/2014,4,10,3,1,6,17,33,2,15,15,6,0,12,6,5,39,14,27,15,20,23,18,18,33,8,15,4,12,47
21/01/2014,5,23,55,29,98,71,69,25,45,18,56,11,17,4,37,103,114,67,29,59,142,175,34,36,56,6,7,14,123
21/01/2014,6,77,224,205,716,192,211,97,78,129,375,101,72,35,181,332,500,248,171,124,566,649,157,113,231,39,46,27,300
21/01/2014,7,326,813,827,2393,391,565,315,237,424,1458,185,238,105,471,754,1133,544,366,309,1320,1986,512,154,600,106,74,73,726
21/01/2014,8,718,1729,1697,4588,803,1166,770,644,1020,2883,282,295,118,558,1369,2293,1006,499,540,2664,3317,994,304,840,152,170,164,1284
21/01/2014,9,556,887,854,1668,783,1389,919,910,1063,1026,178,123,48,199,835,1118,395,561,701,1834,1617,581,296,466,197,175,141,782
21/01/2014,10,631,547,486,775,1066,2049,1342,1519,1525,485,154,152,54,146,972,925,304,966,1037,1979,1160,453,449,418,313,273,229,775
21/01/2014,11,937,642,394,832,1532,2668,2049,2234,1765,537,143,215,111,224,1304,1117,384,621,1237,2082,1196,438,612,473,497,385,230,993
21/01/2014,12,1658,1538,709,1208,2319,4075,3324,3807,2767,1141,311,394,233,672,1818,1965,659,559,2015,3070,1853,724,1202,913,872,744,316,1498
21/01/2014,13,1790,1516,704,1223,2367,3986,3492,4256,2748,982,279,414,219,462,1896,1882,503,547,1655,3102,1732,652,1173,829,900,648,310,1740
21/01/2014,14,1674,721,519,845,2479,3581,2779,3155,1994,534,176,258,131,260,1630,1439,548,408,1105,2954,1268,482,850,790,820,445,245,1380
21/01/2014,15,1725,674,586,1165,2564,3406,2647,2886,1761,798,173,272,125,228,1969,1492,612,526,767,3094,1607,463,981,839,837,521,166,1621
21/01/2014,16,1819,728,967,2192,2478,3469,2622,2903,1546,1781,240,312,138,357,2361,1799,848,901,586,3478,2844,532,883,1049,698,350,154,1699
21/01/2014,17,2059,1145,1458,3038,2603,3542,2680,2719,1501,2549,254,333,156,727,2603,2433,1292,1392,608,3905,3559,739,1052,1274,802,484,224,2134
21/01/2014,18,1479,677,611,1199,2156,2548,1876,1402,715,1009,203,322,150,427,2127,1532,812,2136,528,2861,1758,405,983,849,777,676,172,1510
21/01/2014,19,1104,408,201,358,1817,1913,936,679,348,248,132,220,98,162,1459,958,439,961,372,1941,862,166,824,433,727,680,103,1089
21/01/2014,20,918,286,154,208,1588,1603,621,384,248,169,84,190,80,105,951,695,260,243,264,1507,493,137,694,180,675,542,100,429
21/01/2014,21,637,260,130,109,1263,1238,323,281,200,103,37,151,83,76,1526,708,305,128,250,1157,429,148,546,166,515,468,86,991
21/01/2014,22,386,141,65,67,804,752,213,183,126,56,43,65,43,41,683,488,262,691,214,866,243,76,388,180,412,324,42,294
21/01/2014,23,303,131,71,53,620,1083,167,194,137,40,15,45,32,31,464,350,177,1328,152,732,155,103,357,112,237,298,33,204
22/01/2014,0,101,73,38,36,287,399,35,68,95,35,10,27,9,14,184,179,70,188,99,388,52,50,239,77,135,161,26,81
22/01/2014,1,53,39,25,16,113,162,30,33,25,9,1,5,4,5,55,59,21,47,59,143,13,31,126,35,99,50,25,27
22/01/2014,2,33,18,11,14,112,76,13,4,8,2,5,7,3,2,23,25,14,31,42,36,7,22,59,19,40,23,14,16
22/01/2014,3,35,17,5,5,52,72,20,15,11,3,2,3,1,1,37,16,8,18,19,41,2,3,40,5,43,23,3,28
22/01/2014,4,9,21,9,2,15,53,6,27,5,3,3,8,1,3,32,37,55,17,37,30,29,9,38,36,14,5,1,35
22/01/2014,5,27,66,25,98,82,81,23,23,36,57,18,13,3,29,88,101,67,25,39,157,177,40,37,60,10,8,10,100
22/01/2014,6,67,242,212,730,208,212,84,107,134,375,80,73,42,155,309,504,270,133,79,535,567,156,112,284,47,29,22,282
22/01/2014,7,309,775,842,2259,398,567,330,272,445,1409,191,229,91,423,847,1129,524,382,207,1366,1988,547,163,535,76,86,82,981
22/01/2014,8,826,1784,1854,4754,870,1140,774,680,973,2515,275,313,131,578,1440,2207,985,490,458,2540,3211,1011,303,851,157,158,148,1618
22/01/2014,9,619,894,838,1629,866,1368,943,915,1150,985,151,185,52,206,934,1170,402,421,532,1949,1589,463,342,464,234,163,127,921
22/01/2014,10,1030,642,463,763,1050,2118,1493,1518,1386,414,157,231,103,169,1227,1063,398,980,597,2188,1325,425,416,498,331,274,120,1145
22/01/2014,11,1049,742,536,736,1344,2726,2123,2252,1814,537,150,256,181,243,1576,1273,408,644,656,2435,1253,490,608,648,482,488,152,1351
22/01/2014,12,1699,1767,755,1107,2324,3839,3479,3920,2757,1220,384,457,255,620,2150,2278,708,754,1154,3092,2026,726,1304,1092,893,787,257,1760
22/01/2014,13,1855,1523,781,1148,2436,3971,4031,3970,2746,1021,233,433,245,478,2208,1994,533,554,1016,3170,1787,761,1204,980,993,690,219,1999
22/01/2014,14,1678,765,531,858,2340,3714,2930,3053,1972,502,146,295,165,209,1837,1671,578,566,814,2862,1334,529,921,797,776,512,187,1679
22/01/2014,15,1757,737,621,1053,2545,3839,2727,3038,1700,800,150,323,160,243,2142,1652,739,518,692,2984,1651,454,778,1070,841,542,138,1845
22/01/2014,16,1936,737,948,2139,2437,3476,2708,2817,1703,1678,229,370,176,399,2274,1831,784,618,776,3457,2657,541,829,954,690,405,189,1897
22/01/2014,17,2127,1121,1492,2987,2607,3343,2886,2502,1420,2554,294,419,222,735,2754,2749,1274,1092,1181,4082,3471,760,1102,1135,791,534,297,2149
22/01/2014,18,1464,681,630,1160,2240,2513,1931,1376,731,1213,187,284,153,480,1953,1631,817,1679,1501,3103,1758,400,1063,777,855,582,398,1506
22/01/2014,19,1090,446,258,468,1972,2133,1158,707,556,363,120,311,141,185,1488,1136,431,1075,1683,2359,931,257,872,397,791,714,467,1094
22/01/2014,20,960,235,151,251,1623,1724,688,433,268,155,84,265,108,123,1153,811,252,299,1514,1703,459,137,783,273,618,586,527,878
22/01/2014,21,570,181,133,171,1284,1238,374,347,225,103,60,164,89,63,866,630,264,133,1020,1389,410,122,640,216,467,468,473,415
22/01/2014,22,354,170,102,74,1027,793,276,212,189,79,47,81,47,43,871,478,224,115,771,1171,286,74,579,167,335,383,236,802
22/01/2014,23,340,169,99,80,798,1392,210,202,233,47,19,47,28,32,1746,466,242,1175,264,1042,172,110,435,98,225,275,70,1219
23/01/2014,0,107,48,12,22,255,301,85,76,64,24,11,17,8,7,229,174,56,119,126,319,60,32,237,52,115,117,29,123
23/01/2014,1,61,29,10,6,105,92,42,28,20,10,1,11,0,2,58,59,27,11,65,87,11,10,132,27,67,41,11,44
23/01/2014,2,31,10,4,10,59,42,18,15,5,3,8,12,2,2,24,27,10,8,52,55,9,9,75,12,35,22,7,21
23/01/2014,3,26,8,8,7,40,36,21,8,4,6,3,1,0,5,36,18,15,33,49,24,6,8,63,10,10,10,7,32
23/01/2014,4,9,7,2,5,15,46,8,11,6,3,4,0,6,4,24,27,38,10,28,31,15,6,32,15,7,8,4,30
23/01/2014,5,22,62,26,112,87,78,24,24,27,57,24,20,7,23,131,83,69,20,65,139,166,39,26,59,12,10,14,151
23/01/2014,6,82,240,173,645,208,211,90,114,108,394,74,71,30,165,335,420,260,125,141,581,643,156,153,211,40,30,36,369
23/01/2014,7,317,812,753,2243,449,504,346,290,424,1389,193,251,87,446,773,1119,555,383,323,1404,1883,533,180,491,76,88,86,952
23/01/2014,8,718,1744,1542,4632,928,1090,789,689,882,2771,283,347,128,560,1357,2265,987,463,547,2492,3234,975,336,644,206,196,226,1569
23/01/2014,9,538,928,721,1586,835,1299,953,932,915,1032,175,226,80,214,987,1141,375,348,627,1769,1785,632,334,451,256,123,140,864
23/01/2014,10,743,629,490,922,1027,1942,1500,1510,1133,569,169,217,72,164,1172,1001,356,553,797,1957,1283,474,468,422,315,311,194,837
23/01/2014,11,1027,728,475,771,1254,2587,2101,2230,1654,568,151,270,132,266,1326,1291,487,461,1107,2054,1274,489,654,596,432,223,230,1126
23/01/2014,12,1778,1671,680,1209,2121,3608,3301,3799,2777,1222,381,382,197,637,1862,2020,566,630,1859,3190,2049,689,1178,829,933,0,323,1500
23/01/2014,13,1836,1610,671,1254,2273,3950,3459,4109,2680,975,254,386,235,498,1866,1989,556,520,1541,3010,1714,677,1047,796,962,0,327,1542
23/01/2014,14,1497,849,485,829,2348,3554,2762,2952,1984,569,143,322,165,187,1767,1503,520,367,1045,2661,1348,458,798,755,781,0,156,1393
23/01/2014,15,1412,741,594,1214,2437,3342,2784,2749,1749,818,130,255,118,224,1765,1410,552,370,669,2722,1766,396,869,661,809,0,158,1511
23/01/2014,16,1395,672,846,1894,2316,2957,2327,2505,1567,1428,246,240,114,355,2078,1425,703,545,551,3265,1440,536,798,711,600,0,165,1577
23/01/2014,17,1904,1161,1337,2875,2647,3473,2750,2604,1445,2390,263,310,157,727,2436,2044,1261,1328,651,3672,2363,662,973,1168,785,0,221,1740
23/01/2014,18,1463,615,562,1025,2378,2861,2115,1825,873,1036,188,288,153,401,1757,1500,702,936,512,2716,1201,326,1060,689,847,0,176,1083
23/01/2014,19,1245,380,216,336,1763,2151,1359,948,429,287,95,314,173,191,1229,1041,423,518,301,1924,579,167,905,500,824,0,102,666
23/01/2014,20,1082,312,133,162,1786,1922,976,523,342,127,71,354,159,136,1093,731,339,218,310,1639,337,122,656,414,802,643,96,457
23/01/2014,21,681,267,95,129,1733,1601,396,337,220,79,56,238,176,81,886,683,330,236,243,1354,287,122,639,264,536,556,88,444
23/01/2014,22,509,203,82,86,1078,1060,303,228,175,82,25,149,79,56,644,546,263,163,195,946,218,73,637,223,432,548,84,285
23/01/2014,23,415,165,65,46,741,1233,256,184,235,43,33,48,18,33,660,411,215,1139,149,879,159,81,466,171,316,377,48,285
24/01/2014,0,230,38,21,47,467,386,90,76,91,27,16,23,5,11,230,219,88,229,100,422,55,42,394,85,168,184,28,78
24/01/2014,1,70,35,11,12,217,202,57,55,20,7,9,16,9,6,131,86,23,25,66,111,13,10,258,26,99,125,28,53
24/01/2014,2,67,20,14,14,106,95,35,27,11,4,3,4,0,1,42,33,9,7,43,59,13,20,192,12,62,69,6,21
24/01/2014,3,41,11,11,11,54,116,16,13,10,11,5,1,1,2,70,39,14,20,35,57,3,8,207,3,9,58,9,29
24/01/2014,4,30,11,6,9,58,57,19,24,14,6,5,8,1,1,52,41,56,27,20,36,20,0,128,3,14,54,11,47
24/01/2014,5,28,68,17,86,85,93,24,47,23,51,22,15,9,22,106,104,69,23,63,128,78,43,58,135,19,9,11,124
24/01/2014,6,69,222,172,667,204,192,52,88,125,316,71,46,20,123,275,460,221,78,145,540,396,193,80,165,38,23,36,235
24/01/2014,7,223,775,750,2053,394,549,276,249,327,1240,170,136,47,311,598,1007,489,215,316,1201,1284,415,137,328,50,35,120,624
24/01/2014,8,587,1877,1544,5244,645,1075,746,585,865,2297,247,183,58,453,1375,2067,1022,239,428,2157,2534,881,268,378,150,109,191,998
24/01/2014,9,502,1015,810,2084,686,1148,902,861,899,1042,154,72,15,173,1062,877,348,86,541,1567,1480,616,262,213,169,131,141,736
24/01/2014,10,576,627,413,877,829,1830,1332,1421,1295,316,122,44,28,100,902,799,317,92,635,1700,1082,386,366,421,239,194,187,523
24/01/2014,11,700,612,423,901,1228,2461,1738,2078,1611,447,117,117,54,145,1018,942,340,128,964,1866,973,486,452,258,427,278,266,795
24/01/2014,12,1345,1250,578,868,2283,3601,2963,3432,2230,1115,269,266,71,439,1530,1748,489,249,1605,2169,1541,536,1123,711,719,576,359,1252
24/01/2014,13,1634,1216,584,847,2506,3335,3326,3597,2424,1023,249,255,134,374,1583,1528,475,337,1470,2595,1522,590,1152,530,776,675,291,1300
24/01/2014,14,1470,677,395,727,1949,3063,2663,2662,1991,481,132,242,92,184,1612,1334,504,434,1089,2614,1183,390,859,591,728,449,207,1237
24/01/2014,15,1525,687,483,1012,2183,3260,2596,2687,1788,659,135,194,101,206,1787,1468,643,455,946,2743,1319,408,804,628,648,425,193,1369
24/01/2014,16,1550,709,872,1908,2166,3297,2260,2802,1807,1661,186,224,127,377,1827,1764,687,582,799,3307,2212,521,928,752,557,410,133,1536
24/01/2014,17,1882,1041,1110,2267,2497,3168,2811,2915,1453,1915,206,255,124,515,2077,2075,1081,694,491,3018,2920,596,1027,1012,925,496,178,1478
24/01/2014,18,1473,520,436,782,2373,2764,2224,2138,1001,635,145,302,125,270,1489,1521,695,598,434,2432,1317,289,1045,623,862,637,139,858
24/01/2014,19,1177,328,207,273,1962,2077,1531,1174,525,250,129,209,96,141,1281,979,384,300,319,1942,753,168,930,475,917,886,114,564
24/01/2014,20,918,316,138,206,1797,1830,1193,849,418,126,84,176,81,99,1054,673,359,143,348,1564,521,137,711,360,728,726,105,409
24/01/2014,21,773,202,109,135,1871,1523,463,386,199,95,82,114,61,55,905,751,274,130,241,1320,434,96,648,345,675,434,67,346
24/01/2014,22,771,268,147,83,1694,1634,443,351,317,96,72,129,69,53,1189,856,370,1784,222,1499,453,340,851,236,617,580,61,447
24/01/2014,23,454,148,61,70,1279,1872,260,251,251,58,40,60,15,38,932,676,315,105,268,1418,348,131,770,198,544,465,67,239
25/01/2014,0,381,86,47,50,786,1646,169,188,137,22,29,33,14,14,482,421,211,53,166,651,170,53,491,87,338,287,53,126
25/01/2014,1,191,34,16,33,436,760,107,137,66,7,6,8,14,8,184,152,64,25,177,318,49,59,397,84,250,207,31,77
25/01/2014,2,123,38,6,16,325,696,44,98,37,12,8,6,1,6,159,110,45,8,129,287,26,24,293,22,132,140,22,42
25/01/2014,3,80,17,12,22,235,858,55,63,34,2,18,10,6,5,91,100,39,5,74,145,21,35,292,11,81,43,10,60
25/01/2014,4,31,19,4,16,79,781,32,42,10,8,3,5,2,0,32,59,58,16,56,105,16,11,170,14,13,23,22,31
25/01/2014,5,34,39,17,12,49,334,31,35,31,8,8,3,4,9,50,45,57,8,68,95,56,29,128,22,10,21,11,42
25/01/2014,6,46,59,28,22,113,269,40,41,58,27,13,24,20,31,66,79,83,20,139,151,93,26,121,75,27,22,27,56
25/01/2014,7,98,85,43,24,217,192,70,91,84,40,17,45,34,67,103,154,108,71,197,222,151,48,65,183,30,17,43,62
25/01/2014,8,127,110,62,32,344,388,209,199,251,77,64,95,45,92,252,255,160,111,461,544,239,106,106,175,88,68,149,173
25/01/2014,9,259,178,76,56,573,898,650,616,613,85,106,173,42,116,530,518,231,155,808,882,311,123,134,334,134,125,269,359
25/01/2014,10,570,235,127,86,900,1459,1293,1382,1138,83,95,263,92,113,926,793,333,261,1316,1417,414,164,281,500,304,234,357,626
25/01/2014,11,861,315,155,80,1339,2266,1894,2360,1480,119,94,277,170,213,1427,1106,396,427,1740,1909,519,218,564,712,638,422,383,989
25/01/2014,12,1302,419,160,83,1954,3058,2431,3034,1521,114,90,362,266,189,1838,1217,457,588,1651,1908,467,219,824,955,679,590,465,1457
25/01/2014,13,1674,418,171,98,2248,3428,3187,3319,1639,118,85,397,226,171,2088,1314,487,580,1828,2299,452,217,925,916,816,698,461,1764
25/01/2014,14,1865,354,169,95,2369,3573,3406,3111,1763,155,79,504,254,173,2113,1325,568,613,1505,2460,525,171,814,1005,914,580,360,1595
25/01/2014,15,1731,464,137,97,2397,3330,3323,3530,1706,110,61,511,333,212,2271,1511,525,601,1125,2800,588,227,935,1116,999,623,252,1910
25/01/2014,17,1777,441,168,86,2269,2825,2190,2556,877,120,80,469,236,179,2023,1478,634,628,411,2191,533,207,1090,800,826,616,132,1190
25/01/2014,18,1309,419,132,67,2119,2341,1594,1000,472,120,118,474,319,160,1598,1411,573,711,352,1970,542,178,1120,688,818,716,124,856
25/01/2014,19,1045,370,115,76,1722,1623,1025,584,364,96,61,467,300,106,1444,910,365,414,322,1641,331,181,844,325,869,843,78,715
25/01/2014,20,807,369,127,42,1916,1464,633,408,207,76,53,333,204,70,1105,947,360,196,287,1546,288,123,835,292,916,785,86,446
25/01/2014,21,762,259,101,59,1888,1432,393,366,201,83,51,240,127,96,1120,969,458,602,234,1354,252,109,818,301,740,594,81,436
25/01/2014,22,608,242,100,58,1457,1302,371,363,265,90,68,161,83,50,1110,855,388,302,206,1170,249,108,955,225,653,742,77,458
25/01/2014,23,572,224,90,48,1077,965,267,227,217,56,45,102,42,27,775,572,335,276,200,997,195,109,681,156,499,593,48,299
26/01/2014,0,287,94,62,41,875,653,236,204,125,22,49,83,32,17,419,398,233,41,146,672,118,68,656,126,340,405,28,151
26/01/2014,1,203,62,31,28,496,453,168,143,90,42,20,26,8,9,196,221,97,30,125,304,50,58,630,80,248,384,20,121
26/01/2014,2,129,21,28,22,317,365,91,97,61,11,16,13,0,4,112,163,68,27,103,238,30,34,465,40,141,180,18,89
26/01/2014,3,75,13,29,15,184,221,109,84,27,5,6,8,1,2,97,116,60,8,61,147,29,28,370,23,80,152,6,59
26/01/2014,4,34,25,6,21,64,115,45,46,14,3,2,7,0,4,65,101,49,4,62,112,25,16,221,10,23,42,6,55
26/01/2014,5,25,24,8,2,62,119,50,39,30,10,8,10,2,9,56,59,27,13,46,69,19,38,119,65,31,23,2,43
26/01/2014,6,22,18,37,8,56,110,32,37,23,15,20,21,25,14,67,49,55,30,30,114,61,40,125,60,25,26,9,91
26/01/2014,7,51,48,102,26,161,163,75,61,56,32,34,126,75,59,138,138,106,80,140,235,163,43,95,98,30,26,29,280
26/01/2014,8,296,90,103,53,393,488,139,147,178,58,32,345,284,134,719,195,147,124,323,429,314,108,122,188,67,59,69,1064
26/01/2014,9,699,233,249,75,960,2052,692,552,496,77,45,527,449,119,1403,563,282,206,579,928,422,109,244,325,209,118,136,1745
26/01/2014,10,1274,298,183,84,1637,4364,1363,1147,965,112,86,2742,2219,212,2182,1026,416,328,938,1595,495,209,488,546,451,416,181,2415
26/01/2014,11,1388,380,198,81,1740,4092,1837,1738,1194,101,92,1062,918,274,4103,1325,464,411,1073,2022,567,187,789,824,722,464,301,2682
26/01/2014,12,1707,444,269,83,2412,3678,2197,2936,1304,145,119,645,748,232,3966,1621,588,775,1367,2607,762,192,1032,952,965,810,344,3393
26/01/2014,13,1536,409,201,66,2459,3564,2761,2762,1329,153,93,932,957,301,3696,1532,573,701,1335,2615,568,199,816,1212,1035,534,305,3320
26/01/2014,14,1546,424,164,61,2193,3597,2791,2889,1470,185,119,1352,1707,284,3929,1697,737,873,1236,2660,658,222,928,1476,961,0,280,3234
26/01/2014,15,1379,406,184,79,2366,3609,2498,2957,1287,180,157,1522,2002,336,3441,1762,675,849,801,2639,661,178,894,1379,921,0,220,3394
26/01/2014,16,1237,348,146,109,2432,2997,2299,2502,960,186,173,1852,2553,342,3305,1613,735,829,641,2251,1060,169,958,1248,775,0,119,3488
26/01/2014,17,1320,352,172,106,2363,2829,1867,1576,587,216,187,2112,3355,273,2940,1311,553,805,345,2250,769,167,996,921,911,0,106,2330
26/01/2014,18,997,245,99,76,1908,2269,1489,763,328,224,255,2479,4033,270,1846,1274,495,891,288,2145,681,141,874,961,882,0,99,900
26/01/2014,19,877,185,81,93,1606,1592,801,464,321,250,365,2744,5091,357,1631,956,472,529,210,1719,845,194,707,715,670,0,76,703
26/01/2014,20,744,182,72,52,1503,1266,408,385,206,296,218,2700,5265,299,1428,761,387,338,199,1513,525,140,685,861,671,528,53,556
26/01/2014,21,539,169,51,58,1362,1098,316,289,136,554,617,2566,3929,406,1715,668,368,273,220,1122,555,199,666,1033,595,477,43,529
26/01/2014,22,637,208,51,107,1825,1945,485,305,318,469,466,1709,1741,287,1861,904,522,1974,344,1860,815,241,768,810,524,570,83,705
26/01/2014,23,474,193,82,66,1209,1207,290,281,318,193,192,598,532,72,1213,749,410,302,247,1441,247,103,816,376,457,637,67,453
27/01/2014,0,286,71,34,45,698,713,185,141,124,59,124,214,105,35,491,368,171,82,138,594,112,96,678,254,264,498,51,186
27/01/2014,1,149,35,22,38,351,405,111,114,77,14,58,56,33,11,401,187,74,42,114,376,19,23,497,99,126,454,36,228
27/01/2014,2,94,32,7,15,245,240,53,46,24,10,13,12,12,9,147,91,36,51,81,168,12,28,293,34,117,318,30,52
27/01/2014,3,57,20,16,14,161,137,40,40,40,8,13,14,3,3,85,68,31,15,54,97,18,46,286,43,57,222,21,48
27/01/2014,4,61,10,4,14,96,117,52,41,20,5,5,3,2,1,78,49,65,20,40,77,18,17,289,34,42,156,1,47
27/01/2014,5,12,14,10,7,39,73,24,29,13,13,8,10,14,9,56,45,62,12,9,104,31,31,111,37,20,29,3,64
27/01/2014,6,18,18,10,13,89,92,38,46,26,16,7,35,38,14,55,61,73,45,45,118,80,35,76,62,10,21,8,66
27/01/2014,7,65,56,18,10,263,112,55,41,72,36,21,86,61,85,99,107,91,97,54,208,109,29,63,77,44,27,14,91
27/01/2014,8,107,94,55,19,216,269,108,118,132,59,34,152,73,130,214,224,97,117,134,497,154,48,79,144,50,21,25,151
27/01/2014,9,240,157,71,37,416,579,373,464,360,67,31,193,97,120,410,416,179,136,198,778,273,112,152,290,98,106,56,244
27/01/2014,10,413,146,86,46,721,1304,832,1000,511,80,57,229,110,168,716,526,241,193,241,1177,375,116,290,408,219,263,81,539
27/01/2014,11,764,175,102,44,967,1748,1454,1600,772,109,58,344,173,136,1148,729,262,314,432,1335,373,154,455,518,491,21,73,984
27/01/2014,12,1018,245,107,69,1249,2062,1953,1705,827,109,51,245,141,141,1449,790,265,409,414,1621,409,95,527,570,718,0,50,1120
27/01/2014,13,1057,257,114,79,1626,2083,2187,1885,885,120,58,184,102,152,1461,971,335,413,340,1759,437,78,569,603,803,0,82,1159
27/01/2014,14,993,202,109,73,1985,2419,2406,1962,998,88,32,203,104,105,1325,1034,339,166,362,1967,377,90,646,655,873,0,78,1232
27/01/2014,15,923,184,133,74,2016,2398,2164,1883,772,94,23,181,94,130,1442,857,311,131,370,1818,414,81,641,559,862,0,62,1355
27/01/2014,16,945,148,90,92,1850,2061,1937,1610,634,136,40,147,78,129,1217,900,338,239,299,1630,555,91,544,399,678,0,64,1160
27/01/2014,17,1030,221,93,77,1769,1864,1596,1033,382,82,49,128,81,118,1107,824,316,593,291,1744,567,105,567,421,627,0,75,768
27/01/2014,18,923,164,76,57,1539,1446,1115,436,284,114,49,262,71,85,832,807,281,118,211,1308,443,107,632,295,666,0,75,440
27/01/2014,20,612,168,57,76,1366,819,366,199,147,57,57,401,254,80,835,529,239,146,183,975,311,86,593,228,534,0,38,322
27/01/2014,21,530,143,47,39,1126,708,295,216,143,60,38,305,170,60,806,665,257,93,190,1019,187,71,468,201,486,0,56,303
27/01/2014,22,397,51,23,39,785,550,183,119,81,65,31,129,72,51,522,492,326,59,160,715,236,73,420,299,307,0,40,253
27/01/2014,23,198,63,15,42,455,287,78,57,53,27,17,76,34,16,287,300,175,23,105,468,116,39,237,101,120,0,31,139
28/01/2014,0,95,13,6,22,212,131,43,34,23,8,3,16,14,5,130,111,55,8,52,187,62,11,183,12,83,0,16,58
28/01/2014,1,45,4,4,15,108,109,38,17,11,5,2,12,4,3,31,48,21,9,19,50,9,14,56,6,32,0,5,29
28/01/2014,2,34,6,7,0,36,42,7,12,11,8,2,21,6,2,39,27,14,7,25,36,8,9,38,5,13,2,1,21
28/01/2014,3,21,5,0,11,37,36,8,12,6,6,2,3,1,0,40,15,13,8,31,31,0,3,40,11,4,5,5,41
28/01/2014,4,3,5,4,4,20,17,8,8,6,3,5,6,3,9,36,29,42,18,40,45,23,0,29,8,1,2,6,41
28/01/2014,5,36,65,22,115,71,81,29,33,17,62,7,19,7,25,107,90,62,26,56,133,150,41,32,39,11,4,10,146
28/01/2014,6,82,193,187,542,174,205,78,88,87,404,62,73,34,196,264,345,193,113,98,511,557,121,83,193,30,17,30,417
28/01/2014,7,321,813,658,2367,421,521,327,263,383,1499,174,217,81,406,699,1198,434,305,296,1441,1796,508,150,412,86,58,69,880
28/01/2014,8,685,1762,1489,4958,893,893,615,607,835,2687,274,226,93,511,1197,1744,766,396,409,2505,3060,902,267,537,166,145,136,1439
28/01/2014,9,509,749,682,1728,852,973,641,813,702,843,164,103,25,155,643,763,250,123,461,1534,1522,409,212,308,142,0,116,559
28/01/2014,10,732,595,410,789,957,1497,1068,1117,792,411,139,112,34,102,607,701,227,104,597,1323,1174,284,310,247,259,0,141,452
28/01/2014,11,1042,454,393,770,1192,1891,1563,1499,1131,462,139,98,37,130,673,868,253,62,835,1647,1084,333,651,256,421,0,148,631
28/01/2014,12,1326,1439,500,1040,1739,2765,2364,2521,1981,1080,296,184,82,344,960,1438,305,81,992,2430,1750,438,907,380,662,0,222,670
28/01/2014,13,1330,1094,550,1025,1712,2843,2539,2538,2204,856,212,104,32,262,951,1235,266,69,931,2379,1566,389,830,352,768,0,149,730
28/01/2014,14,1045,513,387,760,1809,2549,1948,1840,1297,523,158,57,29,101,871,813,265,49,700,2116,1246,234,655,352,649,0,127,654
28/01/2014,15,1125,489,567,1037,1982,2531,1893,1545,1165,781,113,77,31,126,1003,929,297,85,539,1930,1525,221,699,255,609,0,77,856
28/01/2014,16,1106,643,683,2473,1696,2340,1580,1683,999,1778,221,90,41,254,1062,1080,494,120,402,2326,2635,350,670,348,646,0,87,923
28/01/2014,17,1324,935,1273,3292,1721,2343,1811,1571,1024,2189,249,133,43,527,1783,1896,920,308,440,3229,2101,452,745,584,541,0,147,1373
28/01/2014,18,1179,550,550,1130,1691,1671,1445,749,507,877,185,139,51,323,1143,1091,505,239,357,2204,1094,232,716,391,568,0,132,809
28/01/2014,19,911,273,210,412,1210,1125,749,363,254,198,105,242,71,129,706,796,311,106,314,1346,456,121,629,196,509,0,75,691
28/01/2014,20,961,267,130,217,1362,850,474,323,231,110,105,304,163,112,752,560,226,119,241,1199,295,124,567,234,503,0,85,391
28/01/2014,21,592,130,69,120,1127,810,371,261,172,80,53,231,102,66,777,572,216,110,224,1081,279,91,525,171,477,341,58,299
