Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr
25-Jan-12,17,1693,1471,1549,3558,2091,3514,2646,3083,1548,2021,834,179,99,618,2606,3983,1185,1634
25-Jan-12,18,1440,900,749,1543,2025,2912,1966,1747,893,893,425,261,127,383,1726,2431,743,1389
25-Jan-12,19,1077,477,275,585,1723,2048,1263,862,522,335,212,343,181,142,1065,1515,516,725
25-Jan-12,20,860,349,156,295,1626,1519,785,551,259,151,121,297,167,86,877,1171,361,297
25-Jan-12,21,771,249,135,230,1504,1470,452,542,294,78,115,268,171,73,914,1034,284,193
25-Jan-12,22,599,184,76,154,1283,1504,399,337,226,68,62,185,97,48,807,1020,314,766
25-Jan-12,23,453,203,91,97,865,1437,238,236,179,49,83,83,63,41,770,853,251,526
26-Jan-12,0,287,81,39,64,455,1124,143,164,120,31,28,40,11,21,267,378,161,146
26-Jan-12,1,122,42,23,19,273,635,123,91,81,25,12,28,26,3,180,168,62,11
26-Jan-12,2,96,34,17,25,212,691,78,98,47,9,11,10,6,3,128,137,40,8
26-Jan-12,3,109,27,17,3,211,566,67,111,41,8,24,7,3,4,109,43,31,8
26-Jan-12,4,39,11,3,9,120,265,37,49,31,1,12,5,2,2,93,99,72,23
26-Jan-12,5,27,10,12,6,62,198,15,21,12,8,2,18,11,9,55,103,53,16
26-Jan-12,6,12,16,19,14,42,95,54,39,28,23,10,13,7,27,66,118,50,48
26-Jan-12,7,52,70,27,11,131,200,49,57,94,39,20,68,50,41,127,201,70,91
26-Jan-12,8,184,108,81,82,226,483,138,153,204,47,29,101,44,74,442,351,122,169
26-Jan-12,9,532,148,185,63,657,1625,425,587,418,61,90,113,77,133,1231,632,160,395
26-Jan-12,10,998,187,165,70,1074,3243,963,1012,664,81,97,254,120,152,1847,1002,407,855
26-Jan-12,11,1227,237,149,92,1122,3191,1264,1402,838,113,86,417,223,192,2931,1336,449,1001
26-Jan-12,12,1474,324,215,57,1756,3223,1850,2349,1162,83,86,652,351,193,3613,1683,459,1254
26-Jan-12,13,1030,286,220,85,2030,3380,2331,2710,1033,88,96,777,458,194,2925,1613,530,1227
26-Jan-12,14,1136,281,170,61,2053,3231,2527,2775,1041,111,113,883,637,192,2996,1894,586,1359
26-Jan-12,15,1090,319,140,71,1941,3069,2383,2896,954,114,51,775,507,201,2805,2114,701,1640
26-Jan-12,16,988,356,116,59,1957,3104,2219,2688,777,122,96,716,455,172,2888,2016,674,1215
26-Jan-12,17,979,274,128,106,1920,2951,1877,2002,652,88,98,583,402,149,2387,1878,626,1578
26-Jan-12,18,872,280,89,49,1860,2407,1152,879,342,100,87,528,348,164,1960,1712,515,3042
26-Jan-12,19,719,212,91,35,1525,2186,748,686,339,82,110,413,203,90,1653,1344,480,1398
26-Jan-12,20,629,175,64,69,1427,1731,484,518,298,63,103,248,162,60,1727,1155,497,1778
26-Jan-12,21,567,208,53,45,1307,1935,311,365,350,72,63,201,101,62,3193,1794,853,1678
26-Jan-12,22,393,96,46,40,989,1140,272,281,156,62,67,138,57,38,1264,1079,396,264
26-Jan-12,23,239,94,58,19,701,848,143,143,141,68,24,59,30,23,884,815,297,1270
27-Jan-12,0,124,84,34,28,356,654,98,111,144,44,17,30,21,16,406,388,115,455
27-Jan-12,1,88,16,18,7,142,246,49,64,44,18,5,21,12,1,147,171,30,27
27-Jan-12,2,61,15,4,12,84,130,27,16,27,13,3,6,2,4,66,54,32,20
27-Jan-12,3,19,11,2,7,51,83,20,10,17,1,1,13,7,0,52,33,19,13
27-Jan-12,4,36,17,2,1,38,70,22,35,6,6,7,5,6,5,44,79,53,5
27-Jan-12,5,21,36,19,48,41,88,27,44,15,18,16,12,16,16,65,102,36,6
27-Jan-12,6,45,161,120,337,83,112,44,71,73,206,52,19,13,61,175,315,130,70
27-Jan-12,7,125,403,447,1284,190,320,197,322,281,660,240,78,39,200,471,1046,300,160
27-Jan-12,8,447,1327,1266,3889,536,794,560,763,756,1483,515,154,49,335,966,2335,678,285
27-Jan-12,9,488,893,678,1693,631,1230,790,1053,877,608,396,162,66,154,863,1427,354,205
27-Jan-12,10,605,519,414,739,915,1944,1419,1737,1212,291,219,163,57,120,977,1153,307,252
27-Jan-12,11,827,584,403,659,1111,2601,2107,2677,1823,268,130,213,112,176,1224,1545,412,338
27-Jan-12,12,1391,1299,607,845,1998,3596,3178,4052,2650,825,295,352,149,355,1898,2440,683,436
27-Jan-12,13,1607,1369,625,1108,2246,4037,3806,4646,3011,781,328,363,153,360,1745,2335,614,484
27-Jan-12,14,1257,778,445,773,2186,3732,3078,3641,2165,338,216,315,134,174,1794,2108,542,482
27-Jan-12,15,1291,628,507,933,2115,3436,2791,3538,1926,378,191,234,101,161,1890,2320,687,479
27-Jan-12,16,1351,707,749,1657,2120,3388,2831,3273,1791,963,402,249,136,267,1967,2637,753,529
27-Jan-12,17,1408,999,1017,2452,2218,3537,2949,3372,1655,1302,506,316,138,369,2246,3186,962,659
27-Jan-12,18,1112,632,462,808,2167,3076,2446,2388,980,488,265,305,125,242,1540,2158,657,588
27-Jan-12,19,1040,381,178,306,1768,2139,1580,1709,606,194,162,348,185,109,1310,1557,455,500
27-Jan-12,20,896,293,121,199,1496,1761,1245,1180,438,97,107,537,293,90,1039,1250,414,214
27-Jan-12,21,888,225,107,134,1588,1692,786,563,340,88,97,506,346,78,1094,1281,436,263
27-Jan-12,22,590,186,76,74,1354,1171,392,307,210,71,60,407,226,49,944,1143,438,163
27-Jan-12,23,541,158,67,56,1015,941,287,293,148,48,43,197,76,40,899,1005,454,186
28-Jan-12,0,311,104,61,40,596,761,167,244,116,24,37,59,31,14,448,521,182,771
28-Jan-12,1,239,92,47,24,456,681,126,206,156,35,14,33,21,10,418,387,98,1139
28-Jan-12,2,140,33,13,11,228,294,51,97,35,7,13,26,4,4,126,150,52,13
28-Jan-12,3,78,26,14,4,203,257,31,82,25,4,15,13,2,4,81,114,54,24
28-Jan-12,4,36,17,13,12,94,130,27,40,22,5,4,10,4,1,65,80,48,4
28-Jan-12,5,36,27,13,6,70,85,16,38,21,9,10,11,6,8,67,91,50,15
28-Jan-12,6,34,27,9,13,64,108,29,24,33,20,1,10,7,28,49,138,52,33
28-Jan-12,7,74,60,24,14,121,151,67,67,72,32,27,55,22,54,90,187,73,97
28-Jan-12,8,127,98,71,40,176,339,199,239,247,59,53,83,48,79,233,310,105,132
28-Jan-12,9,238,195,91,44,402,662,467,649,509,75,64,112,72,91,484,623,184,129
28-Jan-12,10,454,265,117,50,746,1287,1093,1555,788,116,150,199,108,122,778,869,245,228
28-Jan-12,11,687,245,150,49,991,2151,1877,2419,1245,122,75,277,107,130,1132,1274,333,279
28-Jan-12,12,886,273,153,50,1322,2534,2368,2971,1473,85,112,313,173,124,1476,1498,420,375
28-Jan-12,13,1258,332,179,71,1985,3162,2811,3212,1441,105,71,313,189,136,1533,1547,489,375
28-Jan-12,14,1171,329,147,65,2091,3253,3016,3529,1525,122,81,294,194,149,1767,1721,536,378
28-Jan-12,15,1091,281,167,105,1943,3109,2911,3307,1404,120,113,286,187,171,1890,1784,611,358
28-Jan-12,16,1065,322,144,39,1936,2925,2758,2972,1156,92,96,278,188,115,1476,1758,573,383
28-Jan-12,17,957,333,154,67,1726,2403,2019,1958,862,87,121,291,209,98,1606,1674,503,414
28-Jan-12,18,874,331,120,62,1800,2071,1421,1031,397,103,140,505,314,92,1319,1440,513,538
28-Jan-12,19,832,279,93,59,1471,1530,953,564,314,94,150,586,337,83,1351,1301,504,388
28-Jan-12,20,768,355,99,27,1346,1344,683,510,240,79,72,811,532,78,1308,1283,545,263
28-Jan-12,21,750,283,95,44,1460,1568,438,463,267,82,83,759,562,41,1593,1353,650,666
28-Jan-12,22,532,240,76,74,1061,1366,392,455,294,67,100,634,302,65,1326,1440,602,449
28-Jan-12,23,495,273,123,51,1076,1328,399,363,396,63,87,443,169,43,1207,1427,657,323
29-Jan-12,0,341,141,66,28,682,823,244,301,224,38,104,151,41,21,834,857,335,66
29-Jan-12,1,185,53,65,14,420,579,234,220,154,21,37,64,31,14,333,414,168,29
29-Jan-12,2,154,34,32,18,275,433,133,173,110,13,14,19,7,13,186,300,79,11
29-Jan-12,3,81,27,35,10,187,301,108,155,50,6,30,20,0,1,146,185,100,7
29-Jan-12,4,49,38,20,23,67,220,39,58,65,15,9,6,4,3,40,97,40,7
29-Jan-12,5,35,13,14,6,70,88,12,36,26,1,9,7,10,2,46,69,39,8
29-Jan-12,6,26,20,10,8,27,69,26,24,28,6,7,16,9,11,58,72,29,33
29-Jan-12,7,44,46,27,16,80,147,55,52,81,23,18,37,18,57,82,188,76,93
29-Jan-12,8,81,148,53,30,197,285,108,140,165,47,42,95,57,105,179,305,100,203
29-Jan-12,9,218,210,99,35,428,634,398,488,295,59,60,158,185,135,442,594,199,252
29-Jan-12,10,460,246,75,40,830,1301,976,1309,591,87,121,213,252,142,832,944,294,274
29-Jan-12,11,701,261,111,47,1194,2044,1714,2031,950,95,95,172,282,124,1225,1463,535,239
29-Jan-12,12,1059,267,133,32,1896,2541,2529,2463,1154,54,105,189,315,129,1445,1572,565,218
29-Jan-12,13,1020,221,123,61,1974,2982,2873,2733,1213,43,107,252,325,109,1624,1643,584,213
29-Jan-12,14,1278,269,115,52,2106,2824,2854,2611,1033,80,94,318,663,95,1694,1816,648,277
29-Jan-12,15,1194,271,134,44,2062,2879,2436,2617,922,75,68,388,726,92,1549,1826,793,398
29-Jan-12,16,1026,217,81,42,1745,2269,2018,2180,764,82,72,282,441,98,1422,1840,710,371
29-Jan-12,17,1010,266,102,36,1728,2147,1427,1594,481,82,77,335,300,90,1110,1501,548,573
29-Jan-12,18,834,190,65,45,1644,1579,891,719,243,91,64,257,183,70,885,1196,484,549
29-Jan-12,19,604,66,36,29,1227,1201,587,337,181,62,90,324,185,58,795,986,422,447
29-Jan-12,20,477,117,31,32,993,872,328,278,117,42,67,355,269,72,778,710,384,180
29-Jan-12,21,401,62,36,36,847,807,192,224,99,32,71,245,176,58,734,706,336,177
29-Jan-12,22,214,71,54,25,647,703,146,167,120,52,42,135,77,15,647,631,247,138
29-Jan-12,23,176,64,29,29,375,655,146,122,106,46,28,50,7,23,519,575,264,100
30-Jan-12,0,108,29,26,3,211,441,55,77,72,14,17,25,0,2,296,220,103,58
30-Jan-12,1,80,27,9,5,68,171,43,44,32,3,6,7,4,7,110,98,29,258
30-Jan-12,2,100,44,19,8,108,437,44,69,123,15,6,5,0,8,254,149,54,847
30-Jan-12,3,16,16,6,8,45,52,11,9,9,7,2,0,0,5,31,39,22,19
30-Jan-12,4,14,17,4,2,31,41,16,127,15,2,4,0,0,1,60,30,38,17
30-Jan-12,5,40,60,21,69,43,63,5,36,19,39,16,8,7,21,79,117,48,22
30-Jan-12,6,70,192,166,496,112,161,53,88,69,361,128,34,16,88,258,406,115,54
30-Jan-12,7,220,637,576,1688,222,406,189,302,338,979,337,91,44,250,716,1241,346,206
30-Jan-12,8,727,1832,1712,4912,607,1010,599,808,1011,2351,803,155,51,450,1410,3154,934,379
30-Jan-12,9,537,1188,1037,2608,631,1029,598,879,852,1085,578,112,37,175,804,1623,377,128
30-Jan-12,10,542,700,535,978,809,1451,1028,1289,1048,410,236,109,66,75,1415,949,209,80
30-Jan-12,11,679,575,420,672,1171,2082,1483,1936,1403,317,169,141,88,109,999,1103,299,113
30-Jan-12,12,1347,1460,653,1004,2085,3077,2564,3479,2380,865,361,338,157,314,1874,1925,410,294
30-Jan-12,13,1628,1579,676,1113,2197,3573,3183,3882,2675,789,307,278,118,324,1515,2247,416,268
30-Jan-12,14,1243,732,474,809,1881,3122,2370,2873,1778,363,176,170,96,139,1602,1557,351,201
30-Jan-12,15,1270,654,514,1048,1825,2894,2033,2645,1435,458,192,185,82,113,1298,1663,516,164
30-Jan-12,16,1275,727,873,1919,1835,2838,2073,2461,1340,1134,402,116,57,201,1465,2179,557,258
30-Jan-12,17,1503,1394,1740,3916,1883,2692,2043,2313,1305,2171,971,185,116,504,2109,3898,1141,408
30-Jan-12,18,1149,813,786,1666,1666,2012,1444,1299,680,842,566,265,91,332,1362,2128,653,336
30-Jan-12,19,803,476,273,517,1201,1307,827,534,322,274,210,172,86,142,771,1180,346,199
30-Jan-12,20,724,354,142,253,1114,993,527,391,211,125,111,170,90,71,672,840,329,145
30-Jan-12,21,434,227,86,111,863,820,267,245,180,75,88,89,37,46,674,795,245,114
30-Jan-12,22,268,117,53,64,613,431,190,176,107,44,56,61,23,28,422,518,137,36
30-Jan-12,23,146,93,28,32,267,306,122,81,40,18,12,10,11,4,145,303,134,9
31-Jan-12,0,44,35,28,11,108,148,94,68,32,10,20,17,5,0,75,112,81,9
31-Jan-12,1,24,21,0,1,41,60,25,17,6,13,14,1,0,5,17,71,17,7
31-Jan-12,2,11,9,4,11,25,34,14,15,8,4,8,0,3,0,26,24,10,1
31-Jan-12,3,8,2,5,2,25,17,12,10,8,3,2,0,0,0,25,28,9,12
31-Jan-12,4,10,12,2,1,23,40,8,24,7,1,6,2,0,3,28,35,30,3
31-Jan-12,5,10,43,20,66,51,53,9,19,9,49,24,10,6,23,68,102,30,10
31-Jan-12,6,79,244,173,532,103,154,60,118,61,410,122,30,17,120,292,477,150,108
31-Jan-12,7,223,665,682,1862,232,369,213,360,354,1057,368,103,67,255,672,1358,377,295
31-Jan-12,8,672,1968,1873,5380,612,876,601,828,835,2277,862,155,173,432,1360,3397,882,430
31-Jan-12,9,522,1191,954,2475,628,992,594,796,870,925,426,126,336,136,754,1613,425,136
31-Jan-12,10,587,555,487,897,740,1427,879,1172,940,328,194,1308,49,101,559,879,202,122
31-Jan-12,11,681,522,382,650,1129,2041,1313,1774,1309,302,179,571,43,117,848,987,260,81
31-Jan-12,12,1345,1397,645,938,1978,3137,2387,3052,2236,912,386,220,136,410,1108,1868,445,169
31-Jan-12,13,1598,1593,756,1206,2281,3541,2869,4053,2731,818,347,274,162,372,1171,2038,472,257
31-Jan-12,14,1292,710,496,775,2015,3075,2220,2925,1882,435,199,408,139,159,1093,1711,433,184
31-Jan-12,15,1304,636,652,1032,1948,2934,2000,2660,1512,416,244,185,106,133,1128,1656,509,208
31-Jan-12,16,1526,740,1014,1968,1926,2881,1891,2473,1340,1192,502,174,79,222,1402,2309,601,217
31-Jan-12,17,1597,1465,1745,4018,2002,2763,1935,2454,1236,2102,899,184,98,497,2261,3930,1183,399
31-Jan-12,18,1119,937,794,1696,1851,2242,1419,1371,812,916,514,207,88,369,1611,2221,744,361
31-Jan-12,19,744,411,261,548,1312,1353,915,541,320,321,187,153,62,160,891,1026,356,171
31-Jan-12,20,629,315,127,224,1204,970,427,372,219,153,114,151,104,69,465,713,264,86
31-Jan-12,21,496,171,82,141,1075,790,343,253,172,69,115,97,58,45,638,754,271,77
31-Jan-12,22,280,134,53,66,631,512,223,181,118,66,45,68,30,24,391,534,203,24
31-Jan-12,23,183,108,50,52,384,549,135,161,72,32,30,38,12,18,1722,415,204,43
1-Feb-12,0,95,19,8,27,203,254,77,61,34,10,13,21,12,4,107,224,66,24
1-Feb-12,1,38,14,1,12,80,93,40,29,23,2,3,17,6,4,57,38,25,4
1-Feb-12,2,16,7,5,9,42,66,15,21,15,0,2,7,13,1,37,32,9,0
1-Feb-12,3,18,13,2,3,26,41,20,20,16,0,2,3,5,0,28,32,10,17
1-Feb-12,4,19,18,8,6,29,38,12,29,18,4,2,6,5,6,32,25,19,5
1-Feb-12,5,21,39,19,73,47,64,37,16,18,61,18,11,8,19,72,110,37,23
1-Feb-12,6,63,196,221,575,102,164,101,104,85,427,126,63,38,143,305,447,145,127
1-Feb-12,7,260,723,693,1937,283,432,255,337,388,1136,397,107,60,312,774,1499,458,346
1-Feb-12,8,717,1844,1852,5351,664,1005,691,791,887,2273,900,201,128,510,1456,3426,989,504
1-Feb-12,9,500,1257,905,2457,682,1073,819,838,935,897,513,133,94,189,789,1700,437,169
1-Feb-12,10,583,627,488,920,847,1404,1023,1131,989,377,220,208,134,126,731,938,217,145
1-Feb-12,11,805,601,437,709,849,1971,1500,1923,1330,349,231,218,152,159,1137,1090,311,131
1-Feb-12,12,1441,1573,680,1126,1853,3174,2834,3547,2475,941,438,343,243,512,1438,2031,474,316
1-Feb-12,13,1751,1794,868,1387,2291,3918,3366,4403,2830,881,369,386,231,482,1470,2357,550,396
1-Feb-12,14,1353,816,546,874,2074,3381,2500,3099,1769,472,272,384,220,194,1340,1790,492,261
1-Feb-12,15,1429,724,573,1151,2231,3186,2325,2793,1564,546,233,279,160,156,1309,1674,491,430
1-Feb-12,16,1466,780,929,2037,2055,3099,2259,2525,1318,1232,438,209,137,223,1646,2241,582,474
1-Feb-12,17,1656,1324,1644,4005,2155,3032,2254,2434,1441,2355,859,292,212,609,2242,3938,1135,518
1-Feb-12,18,1232,856,807,1828,2006,2347,1780,1390,787,952,528,276,155,379,1749,2311,662,458
1-Feb-12,19,869,437,280,586,1486,2184,865,681,417,265,195,227,128,174,1047,1157,371,263
1-Feb-12,20,735,251,148,317,1343,1574,511,397,264,218,119,186,86,77,679,869,292,156
1-Feb-12,21,481,191,114,172,1112,1353,388,347,254,97,103,141,88,54,651,822,228,140
1-Feb-12,22,326,149,56,95,805,743,244,241,121,62,58,101,50,36,1007,695,188,71
1-Feb-12,23,181,112,50,51,449,1207,123,192,113,47,14,39,10,29,841,457,166,29
2-Feb-12,0,82,46,17,24,233,313,87,57,72,15,20,19,10,8,123,164,58,11
2-Feb-12,1,53,35,17,7,78,81,36,32,35,1,0,8,1,2,35,98,48,5
2-Feb-12,2,34,15,2,7,57,75,7,20,13,3,3,5,3,2,23,24,8,0
2-Feb-12,3,27,10,0,1,28,25,8,126,8,0,3,6,7,0,26,31,11,8
2-Feb-12,4,12,8,1,2,31,38,17,2,7,3,7,2,2,10,35,48,26,19
2-Feb-12,5,22,43,18,61,44,79,18,21,19,45,20,11,8,27,75,100,30,27
2-Feb-12,6,69,193,175,521,120,142,87,91,61,422,112,61,36,132,281,462,142,100
2-Feb-12,7,242,751,726,1949,282,402,273,348,445,1157,377,104,74,311,754,1372,428,372
2-Feb-12,8,681,2019,1732,4982,706,1032,652,803,932,2275,878,211,106,512,1588,3438,1000,470
2-Feb-12,9,553,1260,1010,2571,754,1217,842,911,1012,992,511,250,126,204,951,1657,433,203
2-Feb-12,10,623,790,556,1030,797,1434,1097,1281,1203,397,262,287,219,112,979,917,260,104
2-Feb-12,11,800,713,499,742,1218,1992,1523,1959,1430,391,197,238,222,131,920,1079,320,158
2-Feb-12,12,1469,1700,688,1012,2131,3251,2861,3426,2514,980,434,439,274,489,1375,2010,467,314
2-Feb-12,13,1831,1835,836,1412,2460,3729,3427,4225,2988,973,443,333,315,438,1484,2351,513,424
2-Feb-12,14,1303,908,574,868,2160,3281,2469,3013,2150,504,273,341,271,155,1330,1764,457,173
2-Feb-12,15,1438,752,586,1099,2000,3240,2423,2695,1762,593,208,312,213,152,1338,1630,440,203
2-Feb-12,16,1439,852,993,1991,2107,3065,2221,2568,1598,1281,480,274,177,246,1632,2234,641,289
2-Feb-12,17,1685,1438,1820,3953,2267,3267,2366,2797,1633,2387,969,318,206,613,2216,3916,1251,484
2-Feb-12,18,1427,919,710,1668,2239,2732,1698,1836,995,933,458,327,255,416,1481,2344,706,407
2-Feb-12,19,903,429,318,505,1859,2002,1207,1188,518,294,202,341,197,176,1019,1274,400,238
2-Feb-12,20,927,270,171,233,1589,1639,1046,635,356,142,121,329,209,105,824,978,314,182
2-Feb-12,21,689,219,102,189,1239,1252,614,400,252,91,94,270,211,54,701,993,281,139
2-Feb-12,22,362,194,88,103,859,756,266,255,130,63,67,133,45,38,613,780,232,62
2-Feb-12,23,199,131,57,42,537,733,191,181,106,45,39,73,39,34,422,596,238,34
3-Feb-12,0,112,50,27,31,242,337,84,89,44,25,13,17,8,10,201,213,76,20
3-Feb-12,1,62,35,4,10,123,158,25,38,31,8,2,5,8,4,68,85,21,7
3-Feb-12,2,43,23,12,21,79,108,33,31,10,9,3,18,7,9,58,69,18,22
3-Feb-12,3,23,9,3,6,55,106,9,33,14,5,2,9,8,1,44,25,6,15
3-Feb-12,4,8,11,4,2,42,77,17,6,13,2,1,5,4,4,54,73,53,15
3-Feb-12,5,22,54,22,68,41,75,17,18,15,44,27,18,6,20,93,109,41,28
3-Feb-12,6,60,212,170,552,120,157,42,113,66,459,113,63,44,136,298,427,121,169
3-Feb-12,7,213,664,669,1885,271,419,229,350,373,1081,328,120,101,290,796,1486,444,294
3-Feb-12,8,674,1843,1839,5108,659,990,666,864,943,2309,842,226,153,460,1489,3434,947,419
3-Feb-12,9,534,1243,998,2369,728,1260,786,980,985,958,494,318,229,182,800,1586,368,151
3-Feb-12,10,661,692,530,1007,870,1613,1148,1437,1227,406,240,618,370,102,719,1006,297,159
3-Feb-12,11,800,646,439,708,1131,2175,1680,2001,1587,445,234,813,497,146,943,1219,310,152
3-Feb-12,12,1521,1567,736,1063,2015,3280,2917,3538,2564,1036,459,1169,760,494,1260,2147,486,256
3-Feb-12,13,1712,1678,838,1403,2296,3709,4128,4257,2975,1022,424,1101,689,512,1324,2119,509,271
3-Feb-12,14,1261,838,493,945,2079,3260,2867,3128,1966,511,324,833,550,192,1196,1881,440,258
3-Feb-12,15,1333,759,579,1055,2000,3172,2680,2742,1662,644,248,775,546,185,1358,1821,505,239
3-Feb-12,16,1488,796,979,1940,2248,3155,2600,2839,1600,1191,496,797,426,245,1614,2468,652,414
3-Feb-12,17,1789,1393,1547,3327,2481,3780,3363,3208,1723,1949,822,955,578,567,2506,3862,1086,1023
3-Feb-12,18,1452,820,748,1366,2438,3101,2733,2578,1312,766,374,843,562,289,1981,2551,787,2780
3-Feb-12,19,1184,498,331,505,2021,2428,1880,1645,778,285,273,726,623,159,1380,1545,477,2066
3-Feb-12,20,1084,391,202,272,1984,1959,1501,1363,575,146,171,639,535,81,1092,1261,302,246
3-Feb-12,21,970,314,149,162,2053,1649,913,676,261,124,137,458,396,89,1049,1259,412,268
3-Feb-12,22,823,217,143,92,1495,1245,533,467,210,96,111,344,253,44,1117,1174,377,1120
3-Feb-12,23,699,386,182,101,1245,1441,383,443,261,102,96,199,129,45,1482,1165,478,3885
4-Feb-12,0,425,133,72,59,843,1034,277,269,153,45,58,90,27,17,656,854,298,143
4-Feb-12,1,200,67,34,12,476,546,134,208,71,17,23,39,26,2,361,345,110,40
4-Feb-12,2,142,34,31,44,329,441,52,119,84,12,11,28,17,5,177,211,97,17
4-Feb-12,3,103,12,7,22,241,317,45,101,53,1,22,14,22,7,116,151,60,3
4-Feb-12,4,62,24,11,4,132,168,23,80,38,6,6,6,14,1,89,122,68,15
4-Feb-12,5,80,25,17,14,113,146,19,23,19,18,11,13,17,7,93,96,53,12
4-Feb-12,6,72,26,18,11,99,153,31,39,32,63,26,22,15,37,209,142,75,36
4-Feb-12,7,137,54,38,24,251,410,74,117,76,72,48,76,64,68,399,199,104,91
4-Feb-12,8,312,111,84,65,462,667,169,275,226,79,44,100,118,96,677,339,138,133
4-Feb-12,9,461,218,97,83,672,1069,399,781,493,80,109,311,254,147,986,558,190,159
4-Feb-12,10,765,260,121,86,975,1576,821,1518,893,95,160,1207,677,155,1450,793,280,206
4-Feb-12,11,1018,227,164,66,1245,2298,1363,2426,1263,113,166,1728,1046,138,1842,1206,287,211
4-Feb-12,12,1295,284,175,103,1840,2755,1487,2929,1536,121,136,1790,1100,133,2143,1313,371,211
4-Feb-12,13,1510,227,170,137,2245,3183,2049,2923,1403,107,142,1951,1204,143,2287,1433,339,214
4-Feb-12,14,1601,278,169,86,2389,3292,2325,3215,1392,151,82,1804,1510,151,2470,1392,385,273
4-Feb-12,15,1536,298,146,67,2467,3193,2246,3288,1359,124,106,1949,1490,177,2558,1571,433,281
4-Feb-12,16,1529,361,170,63,2231,2973,2290,3047,1193,98,132,1578,1130,140,2443,1537,464,339
4-Feb-12,17,1461,378,159,46,2226,3030,1634,2191,847,138,113,1138,892,104,2680,1800,622,477
4-Feb-12,18,1339,463,109,68,2183,2850,1095,1092,509,131,128,806,605,142,2118,1573,515,744
4-Feb-12,19,1122,412,120,47,1822,2423,821,712,393,72,106,771,790,82,2040,1140,379,931
4-Feb-12,20,940,346,119,37,1827,2181,543,608,354,62,103,859,689,97,1704,1096,333,451
4-Feb-12,21,869,251,90,36,1781,1856,359,598,267,76,94,779,669,65,1538,1168,452,295
4-Feb-12,22,732,243,109,42,1632,1806,336,653,399,76,111,725,601,66,2164,1504,609,1648
4-Feb-12,23,598,199,91,93,1495,2072,333,532,340,61,165,351,215,33,1767,1213,403,108
5-Feb-12,0,471,118,108,44,839,1143,241,524,257,31,101,236,91,18,1049,845,326,56
5-Feb-12,1,312,91,66,32,551,661,147,351,185,23,42,60,49,15,567,328,125,59
5-Feb-12,2,202,63,63,17,391,668,125,290,230,17,18,40,22,11,360,273,99,30
5-Feb-12,3,131,32,16,20,272,508,111,273,192,14,16,28,27,1,353,202,89,20
5-Feb-12,4,45,10,21,11,128,234,45,143,89,19,8,6,9,3,109,98,73,9
5-Feb-12,5,32,16,9,17,53,99,24,77,47,10,5,15,12,2,66,41,14,8
5-Feb-12,6,21,14,9,3,41,89,32,25,37,7,5,9,19,20,65,51,30,21
5-Feb-12,7,75,51,35,9,134,240,28,66,72,25,15,62,47,29,315,177,74,68
5-Feb-12,8,146,117,29,38,274,389,58,153,125,33,30,115,124,86,554,332,120,133
5-Feb-12,9,321,127,95,61,500,812,328,482,303,87,52,338,291,127,889,470,213,176
5-Feb-12,10,559,192,89,46,825,1442,605,1150,752,108,107,1582,867,149,1478,791,248,189
5-Feb-12,11,834,200,95,77,1214,2013,1177,1760,915,89,105,2252,1569,133,1921,1040,291,275
5-Feb-12,12,1100,268,146,62,1720,2629,1496,2372,1048,70,96,2338,1751,161,2246,1110,301,408
5-Feb-12,13,1451,215,91,37,1875,2744,1675,2542,1086,94,124,2189,1424,113,2378,1319,378,968
5-Feb-12,14,1471,231,120,52,1738,2628,1694,2500,973,71,98,2187,1617,129,2297,1296,439,789
5-Feb-12,15,1162,226,116,48,1710,2598,1682,2741,830,38,89,1623,783,99,2385,1240,332,249
5-Feb-12,16,1051,198,71,48,1464,2237,1221,1986,674,63,93,762,345,57,1912,1048,292,131
5-Feb-12,17,897,152,81,41,1612,1855,932,1315,426,53,80,375,135,50,1837,876,248,204
5-Feb-12,18,817,147,65,36,1412,1395,550,737,249,52,98,161,101,40,1170,767,277,127
5-Feb-12,19,708,119,79,46,1214,1196,409,453,230,68,144,226,138,76,963,613,224,180
5-Feb-12,20,606,95,42,49,1092,937,296,329,179,64,93,281,160,42,859,615,245,179
5-Feb-12,21,433,108,34,23,972,858,154,332,153,34,98,121,58,23,999,599,241,158
5-Feb-12,22,307,80,61,26,697,750,113,225,159,32,69,93,19,23,928,464,190,1113
5-Feb-12,23,225,50,35,31,387,422,84,133,96,36,50,50,13,14,514,403,169,109
6-Feb-12,0,58,20,14,7,135,179,24,60,26,5,20,18,11,3,95,166,49,6
6-Feb-12,1,31,5,10,5,60,67,10,27,32,5,14,18,2,1,37,74,11,4
6-Feb-12,2,12,9,1,0,29,34,6,16,18,0,4,7,7,0,28,36,11,0
6-Feb-12,3,13,11,2,3,32,27,10,22,6,0,2,12,5,0,17,14,12,3
6-Feb-12,4,12,14,6,2,16,42,5,93,14,2,2,5,10,4,46,39,23,1
6-Feb-12,5,28,39,25,68,66,102,17,20,24,43,24,14,11,20,71,121,45,17
