Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West)
12/09/2014,23,480,137,80,117,1408,1033,238,253,0,56,59,57,14,49,661,562,324,49,244,966,332,119,869,229,482,549,64,278,707,427,54
13/09/2014,0,302,66,32,77,803,559,141,135,0,25,35,16,6,13,339,342,251,3,137,619,127,67,501,201,285,361,39,126,431,206,22
13/09/2014,1,184,20,19,23,364,330,90,96,0,4,8,21,3,2,154,175,102,0,122,235,47,29,427,32,221,198,20,77,394,107,9
13/09/2014,2,102,24,13,17,289,224,42,66,0,10,6,5,0,4,115,151,94,0,79,159,27,14,369,33,97,85,11,46,222,34,1
13/09/2014,3,72,17,13,13,115,134,40,49,0,20,6,5,0,1,71,104,65,13,84,111,35,18,247,17,32,66,14,55,190,23,6
13/09/2014,4,36,19,6,12,87,86,28,29,0,7,11,8,2,4,57,64,64,1,57,79,33,46,156,14,20,29,6,31,78,9,5
13/09/2014,5,37,39,14,11,48,83,12,32,0,26,10,9,1,17,61,58,78,2,93,128,75,21,130,36,20,25,9,65,51,17,10
13/09/2014,6,44,50,28,26,148,126,49,56,0,43,11,51,4,27,88,93,97,19,191,242,225,40,122,102,27,42,61,102,52,10,38
13/09/2014,7,82,99,43,33,264,230,119,134,0,73,64,54,6,88,216,175,153,3,394,499,394,105,98,249,55,65,153,162,76,44,54
13/09/2014,8,217,183,105,68,467,577,401,346,0,76,61,124,35,111,475,414,288,14,594,980,594,163,181,374,95,69,251,482,126,85,97
13/09/2014,9,410,194,100,100,994,1241,755,926,0,118,81,270,50,184,810,763,373,22,1186,1352,721,177,272,587,179,160,301,727,287,138,89
13/09/2014,10,766,234,117,103,1369,2014,1453,1584,0,146,77,274,69,214,1034,964,396,72,1633,1631,761,264,387,727,486,398,475,963,521,209,93
13/09/2014,11,1043,319,149,99,2057,2540,1977,2321,0,120,98,362,79,243,1665,1125,492,109,1884,1983,922,194,569,818,801,564,471,1391,625,284,118
13/09/2014,12,1586,317,157,123,2750,3055,2508,2792,0,109,79,536,125,246,2191,1309,571,109,2105,2471,914,199,737,1086,1152,751,492,2209,881,401,79
13/09/2014,13,1786,368,177,119,2859,3308,2784,3036,0,140,73,456,119,253,1903,1421,606,155,2100,2658,850,186,839,1272,1304,651,510,1635,863,489,104
13/09/2014,14,1931,367,161,103,2658,3439,3013,3340,0,147,65,513,158,244,2049,1517,732,203,1605,2639,851,242,972,1434,1159,648,441,1899,779,649,105
13/09/2014,15,1919,315,171,115,2723,3445,3023,3228,0,133,95,401,149,269,2568,1550,694,188,1144,2787,868,207,1033,1368,1013,518,308,2241,777,610,93
13/09/2014,16,1906,309,147,127,2671,3139,2603,2886,0,144,159,311,126,222,2253,1527,666,178,680,2812,1041,242,1115,1268,1158,627,146,1921,909,633,107
13/09/2014,17,1616,451,153,76,2627,2547,2021,1898,0,141,85,357,151,202,2051,1399,666,64,458,2298,908,206,996,1297,1215,708,135,1659,811,682,88
13/09/2014,18,1313,412,159,84,2701,2194,1644,1048,0,122,94,265,110,138,1869,1245,575,23,422,1884,723,200,1058,868,1408,1048,97,2051,996,697,100
13/09/2014,19,1239,375,143,115,2600,1817,948,537,0,75,102,219,88,76,1724,945,429,6,433,1617,467,139,1211,462,1330,1141,143,1602,877,1021,83
13/09/2014,20,1115,344,95,58,2321,1769,524,377,0,69,71,280,104,46,1214,848,447,13,354,1306,356,84,1097,440,1068,1010,74,645,856,1196,46
13/09/2014,21,963,265,87,51,1964,1352,411,344,0,103,69,187,68,58,1352,860,491,19,261,1265,401,120,979,735,892,899,51,1105,814,954,71
13/09/2014,22,736,188,145,57,1717,1018,310,307,0,79,76,152,34,48,1473,756,435,16,250,953,460,141,961,259,815,1095,60,1434,799,831,71
13/09/2014,23,483,133,93,80,1289,1134,246,214,0,44,68,50,18,31,517,586,329,18,187,688,305,96,810,229,449,858,47,278,736,616,54
14/09/2014,0,255,82,42,49,880,755,178,160,0,11,42,80,15,15,320,346,237,5,145,535,127,66,746,173,383,635,27,149,549,293,32
14/09/2014,1,216,31,38,33,393,434,104,111,0,27,21,20,0,7,198,214,93,0,127,257,63,45,757,127,227,580,15,71,433,134,7
14/09/2014,2,87,26,11,24,328,342,85,85,0,11,6,16,0,4,146,153,73,2,95,182,44,62,555,40,190,412,18,85,355,103,9
14/09/2014,3,57,23,13,23,174,250,51,77,0,6,7,14,0,6,76,93,46,0,61,124,43,29,375,31,94,239,9,50,309,45,7
14/09/2014,4,21,16,6,12,80,131,48,48,0,4,18,2,7,1,44,73,50,1,57,65,26,23,467,31,50,129,1,36,258,33,6
14/09/2014,5,34,20,4,14,64,106,22,30,0,7,0,15,1,4,66,45,38,2,41,55,48,17,126,22,21,36,6,126,170,3,8
14/09/2014,6,76,34,10,8,109,128,30,30,0,18,14,28,6,34,97,74,57,2,90,132,111,30,96,93,38,27,22,120,73,20,24
14/09/2014,7,79,78,26,26,201,243,86,98,0,31,24,74,17,65,186,160,131,7,235,320,382,107,90,157,56,35,64,264,136,35,46
14/09/2014,8,180,147,63,47,470,366,227,212,0,70,66,210,38,152,380,314,211,33,513,677,509,140,111,322,126,79,118,506,120,74,61
14/09/2014,9,458,188,105,91,721,987,639,656,0,96,50,288,65,131,680,562,303,31,830,964,504,175,250,492,241,200,224,865,234,116,83
14/09/2014,10,714,282,138,88,1216,1583,1233,1299,0,120,44,483,106,188,1173,821,428,181,1234,1400,647,172,471,633,458,414,335,1429,405,211,73
14/09/2014,11,1038,303,139,111,1812,2234,1676,1984,0,84,58,587,142,220,1866,1033,544,194,1689,1786,702,171,534,810,811,541,430,1708,560,342,100
14/09/2014,12,1525,364,145,127,2296,2842,2199,2350,0,99,94,738,218,320,2059,1146,511,257,2011,1961,733,138,720,1032,1248,786,464,2156,659,446,102
14/09/2014,13,1834,394,200,106,2604,3173,2778,2928,0,103,84,804,198,241,2400,1319,638,290,1914,2409,808,192,938,1143,1286,761,466,2552,818,640,106
14/09/2014,14,1887,444,171,99,2699,3122,2716,2911,0,98,75,743,213,293,2235,1482,665,409,1544,2526,723,162,942,1265,1241,784,399,1994,858,885,125
14/09/2014,15,1834,321,136,125,2600,3043,2591,2541,0,97,69,601,195,280,2028,1490,714,290,1116,2502,721,165,912,1318,1010,483,308,1800,785,897,119
14/09/2014,16,1756,262,107,72,2476,2727,2031,2119,0,93,89,573,152,211,2145,1376,534,220,611,2423,732,154,840,1039,945,464,173,1898,723,826,68
14/09/2014,17,1586,266,118,117,2291,2192,1497,1426,0,86,72,387,115,171,1486,1085,541,118,407,2049,687,129,873,910,1028,570,135,784,760,700,69
14/09/2014,18,1147,252,78,50,2094,1661,1118,698,0,86,71,206,66,91,1225,937,358,90,389,1732,560,154,890,416,1104,826,91,619,777,748,67
14/09/2014,19,918,188,69,61,1860,1153,426,324,0,90,61,149,51,59,834,664,254,12,338,1213,477,139,819,257,923,766,58,322,642,773,42
14/09/2014,20,773,164,46,47,1500,1019,339,267,0,51,61,87,32,44,636,530,244,1,258,1043,298,108,683,167,739,606,64,221,490,727,46
14/09/2014,21,562,123,22,53,1053,581,172,137,0,55,35,86,31,34,525,445,186,2,155,724,247,68,512,134,434,347,48,219,453,549,24
14/09/2014,22,271,50,16,28,736,461,100,102,0,26,36,65,9,17,293,299,202,4,145,573,167,39,367,96,292,225,25,104,318,182,28
14/09/2014,23,159,44,11,16,456,205,58,43,0,19,26,30,8,13,176,153,101,0,86,342,107,32,217,55,147,83,18,67,246,128,16
15/09/2014,0,54,9,11,22,122,59,25,40,0,4,12,19,3,8,72,67,35,0,47,119,43,12,123,40,58,49,5,43,153,55,4
15/09/2014,1,42,7,5,5,53,26,16,5,0,2,18,3,0,6,28,26,6,0,30,34,17,10,47,33,35,21,5,18,94,21,2
15/09/2014,2,17,9,1,10,29,28,10,9,0,1,1,11,0,0,27,21,15,0,19,38,11,14,64,6,26,14,4,12,81,23,0
15/09/2014,3,15,4,1,1,19,39,8,5,0,2,0,2,1,0,33,10,16,0,22,22,6,3,43,4,17,9,1,29,144,6,0
15/09/2014,4,7,18,7,15,35,38,13,8,0,7,8,8,4,8,45,26,42,0,9,35,22,2,26,18,7,5,0,60,65,8,1
15/09/2014,5,26,80,58,198,68,109,45,21,0,98,21,12,3,42,109,174,130,0,68,190,262,54,36,75,10,15,12,109,49,19,22
15/09/2014,6,135,337,284,1014,222,242,115,123,0,631,129,86,5,122,436,558,243,5,108,657,909,234,142,272,33,27,35,477,77,40,84
15/09/2014,7,433,1091,1024,3163,572,647,434,354,0,1921,336,266,37,332,1194,1515,663,12,292,1785,2535,679,195,675,94,92,95,1234,218,109,261
15/09/2014,8,796,1794,1394,4785,1075,1185,792,674,0,2577,413,289,46,339,1641,2024,943,23,511,2478,3127,901,323,856,226,137,123,1679,336,205,470
15/09/2014,9,727,737,610,1433,1090,1378,939,868,0,851,232,158,18,119,1417,1031,370,18,512,1587,1466,393,282,666,244,211,66,1135,334,155,224
15/09/2014,10,859,663,430,791,1237,1689,1277,1389,0,387,179,183,21,133,1660,833,330,72,581,1772,1083,354,457,668,392,269,129,1229,377,252,142
15/09/2014,11,1392,746,408,807,1717,2439,1816,1903,0,523,239,233,66,217,2069,1209,393,22,810,1996,1228,339,724,666,681,477,92,1564,637,262,181
15/09/2014,12,1833,1502,598,1224,2562,3516,2871,3253,0,972,450,453,113,517,2004,1833,580,160,1125,2861,1836,702,1306,965,1088,684,130,1556,1167,495,216
15/09/2014,13,1764,1104,542,1114,2405,3312,2517,2648,0,692,290,242,73,317,1626,1608,592,187,834,2630,1554,457,978,825,1000,552,134,1228,859,380,202
15/09/2014,14,1686,629,417,951,2178,2821,1998,2185,0,463,217,188,37,171,1666,1143,523,71,659,2302,1338,307,736,791,789,447,98,1170,666,258,182
15/09/2014,15,1822,590,597,1539,2140,2645,2027,1870,0,839,207,211,37,170,1311,1097,612,11,642,2560,1885,379,691,922,745,394,93,1080,577,304,188
15/09/2014,16,1923,833,1310,3169,2378,2627,1920,1738,0,2007,366,285,47,311,1873,1823,954,21,556,3090,3268,554,769,1222,824,389,124,1709,623,324,387
15/09/2014,17,2142,1069,1382,3038,2583,2702,1978,1547,0,1841,428,336,65,494,3078,2147,1354,50,634,3539,3153,526,885,1374,877,471,132,3123,703,328,306
15/09/2014,18,1635,552,493,1040,1993,1829,1322,933,0,617,224,272,66,266,1161,1129,593,17,437,2291,1367,241,825,653,942,623,121,1039,700,361,126
15/09/2014,19,1293,249,186,399,1798,1292,486,421,0,185,125,133,46,110,816,721,352,11,337,1495,707,164,752,597,840,538,92,508,537,452,75
15/09/2014,20,937,234,108,174,1588,1076,364,257,0,106,83,135,40,44,1437,725,285,5,366,1178,464,130,572,219,686,476,76,1506,467,472,53
15/09/2014,21,510,130,60,117,985,707,251,177,0,101,34,122,16,38,636,477,189,9,198,837,330,74,467,158,482,339,44,490,383,287,35
15/09/2014,22,353,72,31,66,633,430,133,86,0,32,36,38,9,14,330,279,171,2,128,521,234,74,279,133,253,189,36,197,260,145,25
15/09/2014,23,142,63,20,43,270,178,73,50,0,27,7,38,7,8,167,232,139,2,89,291,107,70,169,80,105,74,19,77,156,94,16
16/09/2014,0,75,15,4,8,134,90,24,36,0,3,7,4,1,2,79,59,22,1,62,75,50,16,89,15,51,32,12,25,68,36,8
16/09/2014,1,29,7,2,8,47,36,23,12,0,1,5,14,0,2,17,25,17,0,43,37,8,14,66,5,34,17,11,18,78,30,1
16/09/2014,2,22,10,1,2,67,45,15,11,0,2,0,7,0,1,18,20,11,0,30,19,10,8,36,3,19,7,4,8,42,20,1
16/09/2014,3,10,6,0,2,31,25,11,4,0,3,6,0,0,2,29,8,6,0,24,35,18,1,29,6,4,4,2,33,14,19,4
16/09/2014,4,15,15,4,22,40,47,9,16,0,5,9,2,0,2,48,18,43,0,11,37,21,3,7,10,2,5,2,51,34,32,5
16/09/2014,5,35,82,53,201,90,127,43,37,0,118,32,24,3,55,136,182,125,0,78,221,312,65,57,85,18,7,14,126,35,11,19
16/09/2014,6,124,329,312,1002,244,239,135,108,0,703,136,109,22,154,476,593,265,0,221,710,1012,238,133,335,31,25,34,418,58,31,103
16/09/2014,7,427,1177,1099,3356,654,729,470,364,0,2020,364,240,35,359,1240,1706,790,0,424,1944,2651,655,191,619,108,90,173,1143,210,150,308
16/09/2014,8,738,1759,1567,4751,985,1282,781,734,0,2560,480,292,41,353,1565,2128,984,0,693,2476,3188,912,259,979,220,192,156,1294,298,204,461
16/09/2014,9,718,812,673,1569,1005,1437,928,880,0,838,265,155,21,153,947,991,539,0,804,1606,1538,449,304,851,257,210,160,801,314,165,235
16/09/2014,10,798,526,441,873,1194,1803,1319,1178,0,383,182,119,17,132,856,852,506,0,1051,1559,1202,361,385,623,402,262,192,675,393,237,153
16/09/2014,11,938,758,496,897,1453,2452,1787,1879,0,440,229,136,22,132,988,1053,412,0,1242,1942,1236,315,665,547,520,340,207,992,716,276,164
16/09/2014,12,1236,1500,537,1146,1897,3095,2389,2603,0,768,320,150,11,262,1084,1154,418,0,1699,2179,1642,503,955,596,795,518,268,940,971,406,191
16/09/2014,13,1589,965,616,1006,1993,3049,2323,2406,0,636,279,138,28,180,1133,1300,425,0,1350,2340,1405,403,809,609,699,506,170,932,758,312,207
16/09/2014,14,1332,579,438,1035,1848,2683,2024,1982,0,484,194,67,14,106,1000,1008,523,0,892,2164,1478,366,667,566,709,401,174,827,631,248,163
16/09/2014,15,1498,547,687,1534,2034,2800,1907,1965,0,886,236,95,16,162,1046,1142,548,0,650,2559,2080,414,663,726,713,372,137,780,630,314,188
16/09/2014,16,1720,911,1289,3483,2094,2596,2040,1805,0,1989,378,139,21,349,1571,1721,939,0,555,3174,3302,522,700,1147,684,355,187,1341,669,329,378
16/09/2014,17,1907,1178,1411,2999,2519,2702,2099,1616,0,1879,462,316,49,488,2338,2127,1232,0,578,3570,3123,570,863,1118,930,585,160,2273,742,336,382
16/09/2014,18,1370,615,567,1177,2093,1950,1346,897,0,659,270,175,39,238,1455,1172,601,0,504,2391,1434,271,834,570,966,759,187,2245,720,514,216
16/09/2014,19,1032,292,221,423,1773,1266,538,370,0,175,122,148,20,104,789,662,337,0,349,1481,753,152,614,312,835,547,88,609,575,485,95
16/09/2014,20,932,241,99,213,1483,1012,323,264,0,91,114,101,31,72,710,598,249,0,312,1113,441,134,588,213,622,479,141,415,471,379,68
16/09/2014,21,554,178,101,106,948,738,246,220,0,74,38,83,23,42,793,440,193,0,232,859,336,95,461,132,438,376,63,1675,426,337,44
16/09/2014,22,313,132,83,60,758,589,148,137,0,46,26,41,8,24,500,391,194,0,163,721,233,73,286,130,348,245,36,267,330,162,121
16/09/2014,23,130,66,42,65,364,220,76,79,0,33,30,16,1,6,129,175,136,0,79,292,116,53,156,93,117,120,20,88,151,89,17
17/09/2014,0,53,32,17,20,111,91,33,13,0,4,8,10,0,1,111,69,14,0,43,90,24,16,150,27,66,64,7,26,93,30,7
17/09/2014,1,26,5,8,11,50,35,19,10,0,2,2,8,4,2,8,42,18,0,29,21,5,11,45,16,24,6,11,10,36,21,5
17/09/2014,2,17,9,2,6,40,13,5,7,0,1,1,0,0,1,25,10,14,0,17,40,6,11,43,6,16,3,2,14,24,7,1
17/09/2014,3,7,7,2,1,13,33,4,12,0,4,5,6,0,2,25,14,8,0,9,5,6,1,39,9,9,5,3,23,17,2,1
17/09/2014,4,8,10,7,25,40,24,15,10,0,5,2,1,0,3,52,42,38,0,16,43,21,5,28,12,9,18,0,57,22,11,3
17/09/2014,5,27,86,55,228,76,111,48,33,0,103,33,22,6,48,130,204,146,0,40,241,287,55,60,122,15,9,9,121,35,15,24
17/09/2014,6,116,330,291,1076,275,233,144,94,0,646,168,97,12,164,463,630,258,0,138,699,1081,241,121,288,45,35,33,387,69,34,110
17/09/2014,7,468,1070,1111,3271,654,738,483,337,0,2051,404,286,39,341,1250,1587,722,0,307,1883,2629,711,193,607,93,92,128,1332,208,134,302
17/09/2014,8,823,1861,1603,5097,1041,1224,853,691,0,2811,501,317,47,362,1637,1815,933,0,483,2544,3311,890,299,853,192,211,153,1703,311,197,421
17/09/2014,9,714,787,565,1611,1052,1613,1073,903,0,831,262,188,50,155,1146,955,394,0,552,1655,1564,406,317,936,318,171,109,999,331,191,262
17/09/2014,10,862,583,409,898,1309,2040,1515,1475,0,379,216,168,30,105,1007,784,418,0,587,1667,1134,366,466,631,460,334,141,1010,506,224,205
17/09/2014,11,1256,853,458,947,2056,2647,1946,1967,0,550,294,184,26,215,1401,1281,476,0,811,2156,1343,411,688,636,639,607,151,1117,808,322,246
17/09/2014,12,1927,1574,643,1272,2595,3536,3022,3140,0,1021,490,393,103,536,1529,1929,585,0,1346,2959,1974,691,1306,845,1073,838,207,1385,1276,539,350
17/09/2014,13,1893,1088,471,1242,2608,3328,2553,2914,0,713,311,231,44,321,1460,1615,661,0,904,2845,1573,508,1085,1092,966,592,167,1175,978,524,245
17/09/2014,14,1427,649,457,1057,2168,2897,1975,2187,0,481,198,97,10,144,1473,1179,551,0,669,2430,1403,369,735,724,767,487,126,1183,629,314,190
17/09/2014,15,1513,617,590,1575,1912,2714,1980,2076,0,895,239,109,12,149,1271,1131,578,0,553,2641,2084,390,716,719,629,467,95,1108,709,376,227
17/09/2014,16,1832,852,1198,3161,2219,2791,2013,1923,0,1875,470,189,36,321,1750,1779,985,0,594,3129,3291,511,815,1150,743,483,161,1764,765,291,324
17/09/2014,17,1929,1147,1389,3157,2313,2813,2235,1707,0,1870,458,234,50,460,2587,2175,1228,0,649,3546,3156,530,1046,1017,940,667,217,2592,898,331,355
17/09/2014,18,1389,591,542,1230,2064,2115,1477,1013,0,632,263,184,23,246,1520,1114,586,0,481,2425,1416,265,820,401,953,720,149,1927,897,437,198
17/09/2014,19,1119,300,197,401,1816,1370,581,382,0,181,153,86,22,88,932,693,333,0,390,1585,741,191,865,230,912,726,86,1075,673,400,113
17/09/2014,20,856,211,160,210,1641,977,329,289,0,97,91,78,14,51,594,567,243,0,316,1193,439,125,595,159,661,461,79,391,562,479,57
17/09/2014,21,528,145,96,149,1015,688,271,166,0,65,52,55,10,25,1125,450,205,0,249,909,353,94,460,131,534,297,65,1727,390,420,36
17/09/2014,22,355,117,73,111,743,504,170,133,0,50,35,37,13,28,537,349,213,0,180,663,247,96,342,97,376,278,49,394,401,207,84
17/09/2014,23,166,65,34,83,306,180,86,65,0,31,19,41,12,6,206,183,147,0,90,352,143,60,164,72,112,101,25,118,302,90,11
18/09/2014,0,68,40,16,19,143,94,14,24,0,9,12,27,1,4,62,71,34,0,80,130,39,16,86,9,61,33,29,28,126,28,4
18/09/2014,1,26,13,3,13,63,37,19,25,0,4,5,1,0,1,19,23,21,0,39,38,12,5,45,6,34,31,4,11,62,23,5
18/09/2014,2,15,2,2,8,40,29,11,15,0,4,1,1,0,0,24,14,5,0,33,35,15,6,46,7,28,2,9,29,50,2,0
18/09/2014,3,8,9,0,5,20,20,10,0,0,0,4,11,0,0,24,14,4,0,14,21,8,3,38,11,16,1,3,20,29,1,0
18/09/2014,4,19,6,2,28,25,28,6,9,0,2,3,6,3,4,55,34,41,0,20,35,34,3,21,11,4,10,1,55,31,7,2
18/09/2014,5,27,93,48,212,79,112,41,34,0,120,24,19,5,34,129,182,151,0,96,217,252,43,40,75,16,10,16,132,29,10,22
18/09/2014,6,111,354,348,1040,210,252,129,112,0,649,135,99,12,136,400,615,270,0,238,726,1039,229,102,257,44,21,36,352,71,26,104
18/09/2014,7,404,1133,1107,3167,562,741,431,382,0,2008,359,279,47,290,1115,1642,727,0,429,1824,2569,659,212,618,110,92,130,1065,193,132,308
18/09/2014,8,803,1788,1635,4519,1007,1210,770,688,0,2487,450,323,47,336,1570,2243,942,0,639,2493,3173,837,307,956,222,174,215,1532,306,228,404
18/09/2014,9,431,751,637,1258,772,942,784,607,0,718,215,140,35,136,704,766,393,0,489,1110,1435,370,205,644,218,102,146,665,241,89,184
18/09/2014,10,817,575,443,798,1197,1848,1292,1300,0,367,220,154,33,148,988,883,322,0,980,1770,1124,336,396,494,333,284,218,834,455,231,148
18/09/2014,11,1172,786,459,806,1702,2296,1821,1826,0,504,268,173,31,237,1064,1088,455,0,1296,2069,1414,400,692,610,603,453,293,910,707,288,178
18/09/2014,12,1514,1532,625,1263,2395,3390,2734,3168,0,1009,399,199,99,426,1387,1695,514,0,1901,2658,1953,635,1225,698,876,660,306,1365,1122,512,213
18/09/2014,13,1537,1109,623,1102,2219,3063,2544,2825,0,724,250,171,17,261,1256,1250,483,0,1417,2499,1501,433,843,597,864,471,264,1051,952,354,209
18/09/2014,14,1437,686,485,925,2185,2888,2094,2299,0,484,236,220,30,163,1175,1184,488,0,898,2569,1504,341,726,840,699,438,249,1156,657,291,192
18/09/2014,15,1597,580,639,1461,2198,2965,2071,2175,0,907,263,216,35,210,1360,1294,640,0,760,2589,1932,402,748,818,724,370,168,1219,559,384,203
18/09/2014,16,1921,891,1184,3010,2437,3021,2349,2159,0,1950,416,223,43,322,1769,1832,976,0,589,3395,3249,608,851,1181,849,495,164,1714,706,264,374
18/09/2014,17,1954,1065,1340,2924,2714,3256,2526,2103,0,1890,508,383,64,493,2573,2288,1338,0,655,3646,3222,547,1032,1088,992,652,182,2427,888,442,385
18/09/2014,18,1605,617,532,1066,2389,2389,1813,1336,0,731,368,418,54,255,1878,1194,664,0,471,2370,1693,343,948,651,1047,810,150,2500,883,443,159
18/09/2014,19,1079,304,212,452,1932,1662,1116,838,0,309,290,509,81,136,928,727,334,0,375,1737,1101,217,687,271,933,767,80,1121,684,511,82
18/09/2014,20,966,216,118,262,1873,1265,836,471,0,139,109,129,29,44,709,643,262,0,350,1334,554,107,713,229,764,592,107,578,575,515,43
18/09/2014,21,657,172,99,159,1443,957,290,261,0,77,76,85,18,57,945,539,277,0,221,1071,428,84,501,214,641,478,71,978,513,475,68
18/09/2014,22,376,151,60,90,931,720,243,201,0,56,117,107,12,46,914,435,204,0,185,795,297,86,436,200,456,407,30,1802,404,200,30
18/09/2014,23,230,116,46,86,609,461,216,101,0,99,241,544,23,49,218,234,142,0,159,420,477,94,336,170,234,224,24,170,236,145,28
19/09/2014,0,90,31,12,33,231,188,54,32,0,17,23,26,1,11,87,101,43,0,66,131,42,30,280,89,106,119,19,55,179,92,10
19/09/2014,1,54,24,8,12,138,95,32,37,0,8,7,4,1,6,62,65,44,0,69,60,31,16,174,19,70,103,13,26,110,43,7
19/09/2014,2,29,11,9,7,107,98,23,28,0,7,10,2,0,0,51,32,8,0,40,47,16,9,167,13,42,41,10,20,76,8,2
19/09/2014,3,19,18,1,7,77,70,14,13,0,1,1,4,0,0,34,28,19,0,23,32,6,9,66,6,15,32,4,22,85,13,1
19/09/2014,4,29,18,1,35,59,89,22,15,0,5,5,5,4,2,46,47,48,0,17,59,32,2,74,10,12,14,1,42,100,8,6
19/09/2014,5,28,76,56,187,104,121,64,40,0,100,23,30,3,37,112,178,135,0,99,210,290,58,57,108,18,7,18,126,48,17,24
19/09/2014,6,150,307,297,978,259,283,141,125,0,601,119,89,14,128,444,613,306,0,261,734,1072,219,120,260,44,55,55,442,94,38,132
19/09/2014,7,406,1081,1035,3143,565,787,465,400,0,1784,337,242,42,320,1058,1483,703,0,437,1780,2489,662,244,540,122,83,121,1057,198,143,276
19/09/2014,8,782,1783,1593,4324,1046,1422,845,778,0,2346,412,315,58,382,1565,2153,925,0,643,2471,2910,879,361,710,212,161,229,1812,354,215,431
19/09/2014,9,711,870,630,1478,1038,1605,1008,948,0,798,259,212,21,156,929,1027,388,0,917,1613,1578,429,360,325,262,194,195,752,329,172,260
19/09/2014,10,992,575,421,748,1345,1929,1509,1515,0,361,216,199,30,148,1051,874,407,0,1069,1793,1225,409,521,391,493,303,208,760,546,224,166
19/09/2014,11,1283,919,466,878,1891,2754,2214,2207,0,568,281,232,48,330,1301,1277,532,43,1418,2235,1375,447,718,583,764,602,267,887,818,301,172
19/09/2014,12,1943,1553,678,1330,2722,3830,3256,3393,0,1081,476,341,68,613,1589,1954,642,28,2154,2996,2031,740,1511,724,1214,929,281,1305,1316,546,283
19/09/2014,13,1762,1171,567,1121,2510,3847,3250,3142,0,754,325,277,79,431,1528,1640,542,0,1636,2910,1688,576,1198,706,1051,694,263,1007,1073,546,207
19/09/2014,14,1715,691,535,1054,2387,3212,2612,2639,0,562,194,243,56,206,1416,1327,615,0,1311,2766,1523,434,944,695,920,573,257,1151,763,381,167
19/09/2014,15,1964,638,657,1486,2565,3483,2690,2789,0,949,185,230,40,208,1562,1451,686,0,1021,3063,2051,447,821,833,928,463,215,1229,746,461,203
19/09/2014,16,2108,909,1111,2756,2792,3648,2836,2865,0,1801,328,296,46,477,2028,2064,1025,0,914,3460,3069,677,1104,1098,933,548,201,1720,921,368,344
19/09/2014,17,2437,1101,1170,2370,3187,3751,3180,2721,0,1510,500,398,70,567,2630,2313,1174,0,657,3734,2945,594,1285,1101,1267,843,208,2256,1179,531,281
19/09/2014,18,1826,641,458,907,2992,3135,2360,1897,0,694,377,553,90,307,2251,1551,693,0,550,2708,1740,380,1282,911,1399,1295,164,2266,1271,534,141
19/09/2014,19,1493,389,267,407,2704,2388,1645,1393,0,308,282,552,99,195,1239,1109,453,0,399,1934,1174,270,1236,694,1360,1220,108,884,1204,693,78
19/09/2014,20,1495,323,152,228,2723,1944,1264,818,0,152,158,159,56,103,977,1008,423,0,371,1675,670,237,1086,482,1278,906,113,453,991,768,46
19/09/2014,21,1134,221,136,200,2188,1455,584,411,0,124,87,132,38,48,1455,815,365,0,334,1353,536,124,898,342,927,750,99,1279,932,772,48
19/09/2014,22,789,213,126,161,1884,1155,429,328,0,83,188,167,18,68,1086,693,361,0,307,1234,441,95,797,324,778,728,77,991,921,544,44
19/09/2014,23,589,174,85,123,1393,806,450,254,0,151,284,551,39,89,590,543,335,0,236,833,700,189,749,276,465,426,60,220,648,363,61
20/09/2014,0,269,52,40,41,744,606,153,211,0,23,27,31,8,14,318,295,196,0,204,502,189,49,561,158,320,354,38,153,505,170,45
20/09/2014,1,157,29,27,20,468,295,92,91,0,18,22,24,1,8,188,150,85,0,130,214,45,26,367,62,179,161,29,68,392,77,15
20/09/2014,2,108,10,16,11,338,203,56,61,0,15,13,7,0,6,98,83,50,0,110,137,16,30,344,27,146,123,13,33,279,31,2
20/09/2014,3,59,12,9,7,228,180,34,55,0,12,17,13,0,2,66,78,53,0,78,122,22,29,207,21,63,39,15,34,134,29,5
20/09/2014,4,18,38,2,7,88,65,18,14,0,13,30,10,1,5,43,69,55,0,48,77,40,6,132,12,31,15,2,36,56,16,3
20/09/2014,5,31,22,24,23,69,83,31,51,0,27,28,16,0,3,43,60,68,0,86,117,109,11,78,18,9,26,16,45,37,10,18
20/09/2014,6,34,47,40,25,143,123,65,57,0,43,16,25,8,33,94,141,101,0,273,213,277,68,105,129,20,32,43,54,53,43,27
20/09/2014,7,108,95,72,33,323,273,123,167,0,90,46,50,7,72,248,271,149,0,394,402,410,115,144,289,91,54,121,161,88,57,51
20/09/2014,8,233,127,108,51,488,563,420,400,0,137,42,107,15,94,357,454,214,0,668,842,563,119,166,244,150,57,188,317,135,101,58
