Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West)
20/09/2014,9,501,220,126,75,944,1275,946,1060,0,162,81,213,40,170,701,820,340,0,1055,1413,763,194,307,479,249,182,334,460,336,156,81
20/09/2014,10,744,242,129,108,1231,1899,1717,1775,0,157,76,275,66,204,1020,1073,450,0,1526,1755,725,244,414,650,499,349,370,693,472,174,69
20/09/2014,11,1045,307,139,100,1884,2657,2318,2476,0,165,89,371,67,201,1594,1300,496,0,1972,2130,903,218,603,754,804,594,523,1116,695,280,99
20/09/2014,12,1517,326,175,113,2629,3397,2719,3092,0,174,87,399,120,238,2194,1509,627,0,2172,2484,914,193,928,1239,1200,863,464,1983,881,457,115
20/09/2014,13,1672,399,163,112,2770,3545,3018,3424,0,169,86,373,88,232,2062,1522,607,0,1992,2759,941,241,1077,1114,1198,863,519,1504,952,471,110
20/09/2014,14,1813,447,176,127,2801,3632,3065,3424,0,147,72,468,130,199,2287,1646,756,0,1668,2916,943,302,927,1146,1182,735,435,1694,891,456,191
20/09/2014,15,1811,444,200,105,2701,3349,3012,3236,0,159,71,381,106,247,2582,1679,819,0,1110,2874,943,255,889,1102,1063,602,336,2181,764,467,169
20/09/2014,16,1586,345,142,96,2719,3092,2655,2670,0,166,98,323,68,192,1743,1560,545,0,623,2533,867,229,883,937,1049,684,146,1325,790,511,123
20/09/2014,17,1413,416,114,78,2477,2602,2005,1818,0,115,92,310,76,142,1836,1370,546,0,522,2321,765,192,1021,907,1194,712,145,1335,809,556,70
20/09/2014,18,1173,422,108,69,2585,2069,1487,910,0,118,119,172,52,115,1455,1266,474,0,400,1943,559,153,1036,587,1231,1059,130,1543,948,831,80
20/09/2014,19,1216,670,221,107,2673,2077,815,548,0,94,115,212,65,101,1857,1181,567,0,383,1818,589,212,1277,504,1314,1289,165,980,1096,924,364
20/09/2014,20,1087,359,127,68,2520,1627,573,421,0,91,87,218,55,63,1317,957,361,0,360,1460,477,191,1134,422,1087,1087,113,794,982,1066,127
20/09/2014,21,895,206,89,47,2124,1346,438,343,0,60,86,170,62,41,1495,835,378,0,260,1190,381,182,1006,265,927,944,71,1125,863,1068,49
20/09/2014,22,664,211,98,68,1706,1192,333,332,0,71,93,150,27,25,1167,793,468,0,205,1109,426,220,1011,342,738,973,76,541,1128,787,43
20/09/2014,23,549,150,72,82,1207,896,252,273,0,63,99,85,16,14,716,594,318,0,216,803,404,130,825,289,470,673,52,247,1178,566,45
21/09/2014,0,293,113,44,53,863,744,161,161,0,29,24,48,13,10,358,412,253,0,171,609,216,90,787,274,373,507,35,137,989,274,38
21/09/2014,1,211,38,27,46,553,467,131,149,0,27,7,13,6,7,256,225,105,0,135,285,67,71,829,84,266,543,22,78,723,131,10
21/09/2014,2,150,13,22,19,419,332,120,115,0,12,16,13,0,1,158,205,89,0,74,301,82,71,675,39,194,335,15,56,564,52,7
21/09/2014,3,68,21,10,18,229,236,87,97,0,20,3,7,2,3,114,116,68,0,68,174,65,42,453,25,69,144,14,37,350,17,5
21/09/2014,4,44,23,7,39,109,157,50,55,0,2,8,4,0,2,52,78,48,0,46,92,48,27,521,27,120,80,15,39,249,29,6
21/09/2014,5,33,21,12,9,84,97,53,66,0,6,11,7,1,5,75,41,50,0,46,113,39,24,150,20,19,34,11,76,194,16,6
21/09/2014,6,43,23,17,19,107,132,27,42,0,13,20,15,5,18,98,71,60,0,100,144,105,57,104,114,20,35,19,111,92,14,40
21/09/2014,7,84,74,50,25,234,210,88,91,0,46,34,53,13,56,218,166,130,0,239,334,377,65,88,137,47,28,72,236,127,41,45
21/09/2014,8,233,100,66,66,512,502,245,274,0,97,75,230,34,124,325,404,594,0,463,685,459,173,145,210,130,83,105,463,139,59,78
21/09/2014,9,516,223,99,75,869,1025,733,741,0,83,98,913,91,163,797,762,730,0,831,1081,669,146,247,385,223,225,211,1051,279,129,91
21/09/2014,10,1812,242,123,85,1887,1957,1326,1349,0,106,80,787,119,226,1414,941,416,0,1418,1432,807,253,451,737,473,413,360,1545,536,229,88
21/09/2014,11,1622,301,191,113,3075,2978,1920,2092,0,103,88,1014,154,244,1629,1221,533,0,1671,1851,811,155,663,831,900,647,419,1748,759,406,127
21/09/2014,12,1683,1044,306,123,2616,3019,2346,2398,0,117,88,1506,257,310,1917,1389,484,0,1983,2114,905,249,884,955,1268,1049,449,2039,1014,555,209
21/09/2014,13,1787,1055,222,110,2569,2882,2796,2806,0,138,174,1668,241,335,1917,1407,504,0,2017,2400,861,184,987,1164,1421,951,502,2010,1226,783,118
21/09/2014,14,1877,574,141,111,2400,3030,2620,2908,0,111,109,997,212,261,1966,1314,579,0,1703,2406,821,166,966,1179,1251,631,401,1915,1319,859,117
21/09/2014,15,1756,284,110,85,2386,2971,2453,2766,0,110,71,935,180,262,2094,1485,651,0,1294,2544,765,188,956,1175,1051,462,334,1876,1187,851,89
21/09/2014,16,1694,257,94,106,2317,2954,2207,2238,0,104,102,877,131,214,1984,1329,484,0,718,2500,853,198,891,937,881,404,183,1428,1023,951,89
21/09/2014,17,1352,385,87,72,2385,2180,1569,1435,0,156,170,1135,123,270,1362,1181,594,0,448,2129,825,198,964,774,1059,729,151,934,1154,811,103
21/09/2014,18,983,241,80,62,2094,1703,1106,627,0,91,104,233,60,83,972,924,424,0,392,1692,598,103,846,351,1165,742,99,416,848,793,88
21/09/2014,19,790,208,72,48,1932,1900,419,309,0,71,85,184,50,76,848,666,360,0,346,1242,485,116,792,220,847,689,85,281,666,794,68
21/09/2014,20,626,119,50,52,1525,1147,290,223,0,56,49,121,37,43,583,581,304,0,267,1012,269,89,681,144,779,583,61,245,536,833,38
21/09/2014,21,429,108,30,60,1081,811,172,174,0,31,80,68,11,44,412,406,252,0,185,678,207,90,538,161,486,371,51,190,446,605,28
21/09/2014,22,265,108,32,31,722,581,120,90,0,28,45,33,8,16,264,304,179,0,135,565,185,52,403,73,249,202,42,155,318,340,53
21/09/2014,23,126,41,11,37,419,294,50,46,0,24,36,37,6,5,123,161,119,0,102,275,97,29,182,42,139,82,26,52,322,154,10
22/09/2014,0,82,16,6,20,208,133,13,44,0,7,17,8,0,5,49,63,28,0,51,110,17,19,118,55,38,26,10,28,235,60,3
22/09/2014,1,18,6,2,9,60,56,10,21,0,3,5,5,0,5,26,26,13,0,18,28,6,5,59,19,43,21,11,7,221,15,4
22/09/2014,2,26,8,1,6,48,22,19,9,0,7,4,13,0,2,30,18,14,0,25,26,11,7,66,9,13,10,5,10,203,20,1
22/09/2014,3,20,7,3,2,32,26,10,9,0,2,0,5,1,2,34,20,22,0,21,35,10,4,43,38,16,5,1,40,140,4,3
22/09/2014,4,18,22,8,14,40,41,8,10,0,4,5,5,5,1,40,37,46,0,12,33,24,2,42,13,12,1,2,51,211,9,5
22/09/2014,5,24,76,43,183,86,84,33,29,0,103,33,24,2,51,119,186,140,0,42,202,266,45,41,125,13,7,4,151,30,13,28
22/09/2014,6,106,312,261,946,222,249,111,91,0,633,130,79,16,170,418,573,264,0,146,681,997,179,105,280,33,40,26,458,61,40,100
22/09/2014,7,433,1146,1066,3264,676,694,381,321,0,1931,360,309,65,361,1085,1383,701,0,330,1742,2599,628,196,588,123,95,119,1231,216,145,274
22/09/2014,8,757,1669,1421,4219,962,1203,711,750,0,2239,417,346,55,401,1453,2022,912,0,461,2438,2897,871,339,610,213,177,164,1696,337,245,404
22/09/2014,9,746,947,531,1469,1031,1455,967,1053,0,886,251,234,21,198,1193,1084,404,0,586,1789,1684,479,367,485,268,172,128,1137,353,218,174
22/09/2014,10,918,636,386,880,1468,2204,1515,1633,0,391,201,230,38,150,1114,990,413,0,598,1895,1311,419,446,440,477,305,110,893,451,273,156
22/09/2014,11,1338,871,451,858,2306,2716,2160,2398,0,569,256,354,107,306,1558,1264,479,0,779,2394,1424,484,649,660,845,429,135,1257,698,346,184
22/09/2014,12,2110,1940,736,1474,3285,4217,3386,4002,0,967,444,571,147,754,2126,2239,735,0,1300,3368,2079,741,1260,1039,1215,758,200,1356,1313,629,301
22/09/2014,13,2008,1474,649,1343,3101,4066,3225,3643,0,857,308,456,153,447,1819,1852,636,0,934,3114,1635,675,1235,876,1163,492,137,1302,1086,666,236
22/09/2014,14,1947,772,502,1017,2722,3854,2612,3068,0,505,206,333,92,234,1741,1529,561,0,712,2899,1540,473,902,739,982,0,152,1143,768,525,178
22/09/2014,15,1987,688,612,1459,2864,3435,2462,2667,0,891,155,373,113,201,1680,1476,639,0,653,2943,2074,404,864,827,943,0,108,1330,775,611,215
22/09/2014,16,2177,857,1235,3101,2692,3182,2291,2313,0,1965,386,429,116,416,2785,1940,969,0,644,3398,3161,585,909,1002,842,436,175,2069,873,479,360
22/09/2014,17,2003,1107,1379,2945,2737,2964,2257,2063,0,1848,435,516,122,595,3379,2376,1383,0,661,3881,3126,574,1013,1160,991,555,216,3290,911,559,348
22/09/2014,18,1519,532,485,971,2448,2120,1457,1006,0,612,222,333,70,343,1409,1397,703,0,531,2601,1466,278,923,615,1103,661,149,1008,838,554,151
22/09/2014,19,1029,303,176,401,2206,1476,588,449,0,174,112,255,69,104,968,931,422,0,382,1703,690,148,791,257,914,614,120,555,761,798,68
22/09/2014,20,932,238,78,177,1757,1047,404,255,0,87,65,155,41,65,1090,750,324,0,318,1274,437,114,651,229,810,450,99,954,616,651,30
22/09/2014,21,548,194,70,143,1173,769,238,176,0,85,67,112,31,17,612,572,315,0,215,956,373,101,515,133,511,328,62,355,732,433,59
22/09/2014,22,350,94,34,81,682,406,120,151,0,42,27,53,15,18,337,290,205,0,216,642,231,52,304,102,225,164,45,173,269,199,21
22/09/2014,23,143,42,13,38,362,199,63,47,0,22,3,13,9,11,152,185,130,0,110,319,79,33,179,40,97,59,20,77,131,76,14
23/09/2014,0,68,15,3,12,145,102,26,14,0,4,4,13,3,6,55,60,25,0,70,106,38,11,148,31,57,56,11,30,93,25,8
23/09/2014,1,40,4,10,6,87,95,25,21,0,10,2,7,1,3,19,31,16,0,48,51,22,7,49,13,34,12,5,12,60,26,0
23/09/2014,2,21,7,10,2,55,30,11,14,0,2,0,2,0,2,25,18,7,0,21,42,12,16,34,4,12,19,7,9,20,9,2
23/09/2014,3,16,5,0,5,27,20,10,8,0,4,5,8,1,0,28,15,9,0,25,22,4,10,47,9,8,8,0,25,18,3,0
23/09/2014,4,11,10,2,8,27,43,14,17,0,8,2,4,1,3,43,32,57,0,14,41,28,3,30,15,11,5,7,58,26,6,12
23/09/2014,5,24,100,66,216,98,120,183,40,0,102,20,16,5,46,141,177,151,0,80,213,267,50,44,109,20,14,13,146,32,7,31
23/09/2014,6,130,339,298,1018,257,281,294,120,0,714,128,122,24,164,460,645,269,0,255,819,1032,217,111,366,34,35,40,523,71,24,109
23/09/2014,7,460,1190,1082,3419,693,812,401,342,0,2019,353,324,58,420,1192,1719,782,0,472,1962,2760,674,167,764,99,97,126,1327,202,158,309
23/09/2014,8,753,1844,1542,4477,1032,1286,801,688,0,2421,453,344,60,421,1535,2123,993,0,752,2417,3030,899,326,750,203,216,193,1667,361,216,402
23/09/2014,9,695,784,623,1359,1200,1439,941,908,0,712,240,199,31,158,1052,1034,391,0,818,1742,1561,436,221,436,330,72,136,975,358,149,182
23/09/2014,10,866,624,530,839,1433,2061,1497,1463,0,418,218,213,50,164,1402,1020,398,0,1206,1817,1395,468,388,427,512,0,241,1212,480,271,173
23/09/2014,11,1413,962,487,911,2348,3082,2261,2444,0,590,297,363,117,382,1736,1506,494,0,1565,2571,1554,571,710,672,908,0,300,1652,721,413,207
23/09/2014,12,2384,2092,801,1763,3320,4315,3667,4162,0,1027,514,642,166,811,2146,2381,685,0,2346,3447,2269,921,1215,1061,1355,0,340,2085,1315,740,304
23/09/2014,13,2114,1532,744,1536,3182,4274,3328,3728,0,842,375,521,156,457,2317,2023,644,0,1751,3272,1723,719,1077,832,1192,0,286,1844,1095,773,257
23/09/2014,14,1909,724,468,995,2910,3832,2742,3061,0,547,209,366,104,224,1740,1570,621,0,1183,2981,1629,490,906,741,1046,0,235,1259,821,635,143
23/09/2014,15,1870,675,657,1491,2760,3476,2628,2674,0,916,160,348,92,265,1835,1451,644,0,799,3066,2086,430,814,790,907,0,146,1343,721,655,228
23/09/2014,16,2214,969,1276,3146,2889,3415,2451,2462,0,1979,411,429,107,437,2283,1997,1030,0,734,3624,3123,592,870,1128,886,0,278,1844,728,494,405
23/09/2014,17,2181,1098,1388,2951,2961,3244,2440,2174,0,1869,439,515,104,649,3034,2317,1371,0,755,3754,3063,652,1047,1386,1002,0,313,2437,849,619,396
23/09/2014,18,1626,671,540,1156,2547,2244,1544,1050,0,621,306,414,122,302,2375,1337,681,0,567,2653,1439,371,964,862,1006,0,191,2577,929,714,182
23/09/2014,19,1302,354,185,370,2173,1583,601,445,0,186,138,259,84,158,1176,897,405,0,382,1740,790,182,742,518,1015,0,113,972,735,833,75
23/09/2014,20,1049,209,143,220,2004,1319,425,313,0,124,100,285,47,93,1080,816,330,0,385,1362,489,120,622,337,822,0,107,604,580,778,45
23/09/2014,21,673,219,94,158,1323,1027,288,305,0,81,53,121,42,44,1637,716,292,0,254,1072,388,93,477,298,531,0,64,1435,510,631,54
23/09/2014,22,399,83,76,93,921,533,194,141,0,55,43,69,21,42,543,320,200,0,170,601,255,65,387,282,392,0,70,338,346,317,27
23/09/2014,23,169,51,24,40,411,282,103,87,0,25,32,26,2,12,183,287,179,0,116,406,111,61,191,294,128,0,44,128,222,101,9
24/09/2014,0,62,25,7,18,162,102,45,51,0,7,14,11,4,4,79,101,36,0,53,126,31,27,90,40,89,0,18,41,159,37,11
24/09/2014,1,21,26,1,12,67,56,29,20,0,3,3,9,0,7,27,62,17,0,47,41,7,5,71,33,27,0,4,18,85,8,2
24/09/2014,2,39,7,5,11,39,35,7,18,0,1,2,4,2,0,36,23,11,0,18,21,17,6,62,8,28,0,9,12,40,10,0
24/09/2014,3,16,3,3,11,27,33,8,10,0,5,2,9,0,1,31,12,13,0,24,19,5,4,43,3,37,0,2,24,28,2,2
24/09/2014,4,12,11,4,17,52,42,9,7,0,3,4,4,3,3,43,42,54,0,23,41,23,9,20,23,13,0,8,57,32,15,3
24/09/2014,5,32,108,59,197,73,105,35,47,0,107,44,40,9,69,138,208,147,0,50,238,274,50,56,103,27,15,9,136,34,11,28
24/09/2014,6,96,384,306,1109,245,291,123,112,0,674,165,118,21,148,440,623,284,0,171,748,1054,214,106,353,55,35,30,410,80,41,99
24/09/2014,7,436,1133,1114,3154,656,822,454,365,0,2052,372,253,42,323,1055,1620,715,0,315,1856,2632,711,157,615,103,114,92,1048,220,117,282
24/09/2014,8,747,1701,1539,4236,1005,1297,801,808,0,2440,440,315,39,338,1535,2085,979,0,550,2540,2917,912,251,726,210,138,170,1447,386,220,424
24/09/2014,9,679,854,651,1339,1181,1404,1059,1040,0,799,262,211,29,141,955,1023,418,0,623,1603,1662,458,287,466,347,133,115,783,414,176,161
24/09/2014,10,969,650,445,834,1410,1957,1591,1573,0,451,181,214,64,122,1254,854,356,0,719,1760,1274,432,388,490,511,0,152,924,389,268,178
24/09/2014,11,1439,896,535,826,2142,2835,2216,2351,0,606,302,255,82,283,1718,1387,493,0,962,2393,1549,521,670,535,776,474,197,1375,841,302,205
24/09/2014,12,2088,1802,769,1233,2865,4155,3384,3850,0,1125,516,519,125,552,2219,1997,616,0,1315,3074,2129,780,1211,875,1177,847,224,2179,1223,560,275
24/09/2014,13,1937,1229,632,1082,2877,3834,2902,3540,0,751,337,341,84,384,1589,1608,597,0,965,2899,1748,532,1016,807,1004,666,165,1101,1003,580,235
24/09/2014,14,1672,655,462,939,2705,3882,2534,2805,0,568,209,211,57,165,1656,1328,606,0,699,2690,1555,452,778,762,829,450,150,1095,775,448,152
24/09/2014,15,1708,610,665,1598,2517,3411,2372,2651,0,877,242,177,33,158,2208,1434,705,0,633,2818,2060,424,738,695,752,547,123,1860,741,429,190
24/09/2014,16,1901,1004,1348,3579,2306,3165,2331,2425,0,1869,395,203,30,365,1999,1771,1084,0,658,3215,3275,616,727,799,709,485,166,1606,785,324,356
24/09/2014,17,1952,1121,1269,3013,2544,3049,2436,2041,0,1790,418,318,49,485,2552,2009,1158,0,640,3512,3095,590,961,915,992,567,221,2335,792,383,324
24/09/2014,18,1395,562,468,1158,2323,2148,1598,1100,0,567,261,235,38,217,1511,1074,641,0,545,2402,1468,302,776,429,1010,801,153,1665,884,603,144
24/09/2014,19,853,352,191,484,1652,1412,553,529,0,173,113,82,26,85,749,755,389,0,407,1522,823,174,628,186,774,577,129,661,673,518,56
24/09/2014,20,722,228,93,391,1379,1002,319,350,0,94,79,39,5,53,551,470,199,0,320,1079,597,174,477,131,643,457,116,311,570,454,37
24/09/2014,21,441,158,52,186,919,661,189,201,0,49,50,38,5,23,846,417,253,0,191,772,389,99,307,70,415,367,91,848,422,329,28
24/09/2014,22,203,115,78,117,524,415,99,132,0,37,38,16,1,22,330,329,207,0,141,559,218,75,275,75,247,257,51,177,289,164,26
24/09/2014,23,77,62,24,49,275,226,47,71,0,22,12,20,1,4,106,154,115,0,96,303,123,29,140,38,64,88,33,67,198,83,29
25/09/2014,0,31,11,10,23,152,86,38,22,0,6,9,14,7,6,90,40,29,0,73,67,31,9,85,24,90,42,16,44,171,30,7
25/09/2014,1,30,8,7,4,73,54,16,8,0,2,2,12,2,2,18,29,12,0,40,43,18,13,56,10,61,24,5,20,96,27,2
25/09/2014,2,12,7,3,8,30,21,10,5,0,2,2,7,0,1,17,11,8,0,23,26,8,7,33,7,17,12,4,8,24,9,6
25/09/2014,3,17,8,6,6,30,9,8,19,0,2,1,8,0,1,37,25,14,0,42,44,9,3,86,7,14,28,2,40,34,9,4
25/09/2014,4,12,11,2,16,36,39,28,12,0,4,1,3,2,0,50,33,54,0,8,40,29,1,64,13,7,19,7,37,31,6,7
25/09/2014,5,26,88,53,197,67,116,35,49,0,101,26,13,2,33,123,172,140,0,105,218,260,31,46,66,16,7,18,120,40,13,28
25/09/2014,6,85,345,294,1039,211,240,244,105,0,667,143,89,11,115,401,597,260,0,256,668,1081,221,104,293,66,44,39,369,77,41,85
25/09/2014,7,420,1131,1105,3157,566,767,408,376,0,2072,357,227,38,310,1065,1575,711,0,465,1873,2574,683,164,563,116,108,105,975,238,117,254
25/09/2014,8,713,1855,1636,4736,889,1250,892,759,0,2417,470,262,24,370,1453,2034,1010,0,668,2394,2898,867,310,582,188,134,190,1304,370,216,390
25/09/2014,9,672,785,610,1396,1054,1458,1028,936,0,771,246,163,15,130,949,1058,363,0,812,1688,1712,456,337,379,240,160,147,798,351,179,212
25/09/2014,10,893,601,386,834,1428,2110,1455,1538,0,414,167,184,24,112,1025,934,387,0,1102,1744,1278,362,406,454,346,257,243,869,531,262,137
25/09/2014,11,1180,776,472,826,1985,2862,2003,2209,0,566,300,307,51,250,1413,1133,442,0,1534,2225,1483,449,636,510,656,439,250,1051,816,318,210
25/09/2014,12,1805,1624,704,1107,2795,3954,3277,3511,0,935,420,391,73,466,1740,1805,611,0,2155,3038,1992,603,1197,789,1074,803,346,1240,1317,540,219
25/09/2014,13,1851,1173,581,964,2707,3925,3445,3477,0,759,274,318,88,323,1634,1630,520,0,1830,2974,1698,569,1096,780,1017,678,234,1227,960,502,217
25/09/2014,14,1680,625,500,957,2727,3762,2865,3056,0,496,208,269,47,178,1581,1354,594,0,1242,2688,1540,520,905,763,924,550,229,1146,792,404,178
25/09/2014,15,1816,602,713,1476,2485,3435,2444,2843,0,871,274,301,63,178,1885,1545,674,0,898,3094,2060,491,844,891,822,500,189,1478,683,498,224
25/09/2014,16,1973,1029,1203,2992,2631,3386,2474,2689,0,1916,379,249,54,344,2214,2077,975,0,660,3667,3154,644,798,831,780,526,171,1780,737,448,398
25/09/2014,17,1980,1177,1555,2890,2757,3576,2827,2523,0,1811,467,336,58,505,2625,2359,1334,0,667,3765,3092,614,1052,1078,1040,684,221,2258,908,496,366
25/09/2014,18,1571,636,544,1044,2352,2604,1972,1722,0,625,297,263,66,234,1824,1333,673,0,461,2525,1442,295,1085,479,1085,874,127,1918,878,583,204
25/09/2014,19,1128,454,216,370,2032,1824,1244,868,0,247,144,168,27,113,1054,920,415,0,403,1659,858,184,842,262,991,757,83,849,739,671,109
25/09/2014,20,1015,254,165,267,1914,1515,918,573,0,128,93,154,33,66,837,786,312,0,400,1465,513,122,612,249,819,584,100,520,592,563,71
25/09/2014,21,690,166,132,156,1563,1105,348,310,0,81,76,95,15,54,1229,614,241,0,228,1134,405,110,650,201,608,504,89,1113,601,512,54
25/09/2014,22,497,199,99,131,1224,859,231,176,0,50,42,39,8,31,498,402,216,0,181,984,278,83,502,120,437,491,48,345,458,311,85
25/09/2014,23,284,101,92,62,772,713,123,122,0,46,20,58,4,11,371,269,190,0,129,672,210,44,377,108,176,292,37,137,304,192,64
26/09/2014,0,110,37,24,18,283,203,71,84,0,13,15,22,0,6,108,129,38,0,126,176,70,22,278,36,137,157,22,66,178,63,16
26/09/2014,1,76,19,12,8,147,130,32,24,0,5,12,9,2,2,38,58,14,0,50,89,19,12,208,16,59,79,17,21,103,29,4
26/09/2014,2,57,16,3,8,179,100,37,23,0,3,6,3,0,0,54,32,18,0,45,58,16,8,158,12,37,84,4,29,83,13,5
26/09/2014,3,14,14,5,3,70,71,15,10,0,1,1,8,0,0,63,47,20,0,28,22,11,5,132,8,20,34,3,47,84,8,5
26/09/2014,4,18,28,7,27,42,65,12,12,0,6,8,11,2,8,60,38,53,0,20,56,35,4,55,34,11,9,8,69,66,8,12
26/09/2014,5,35,112,68,203,79,154,36,37,0,106,33,26,2,52,171,142,149,0,104,223,288,79,64,101,22,12,14,203,73,11,27
26/09/2014,6,116,359,319,939,233,291,175,110,0,645,207,198,14,153,511,498,293,0,306,801,1044,237,94,286,36,30,61,507,68,46,90
26/09/2014,7,415,1182,1131,3154,592,805,441,353,0,1875,386,309,36,287,1359,1692,775,0,488,1832,2566,666,187,594,109,112,126,1160,219,146,260
26/09/2014,8,686,1909,1568,4399,1026,1443,876,838,0,2371,517,415,34,385,1778,2146,1035,0,741,2415,2872,848,305,622,209,163,172,1689,318,203,464
26/09/2014,9,627,1068,825,1427,1237,2126,1216,1527,0,711,279,290,46,193,1436,1338,584,0,985,2037,1749,515,325,499,251,249,221,1381,412,199,304
26/09/2014,10,1538,1040,1300,830,2050,3370,1762,2497,0,452,221,272,44,138,3273,1443,684,0,1326,2522,1457,560,576,622,518,395,250,3468,561,278,355
26/09/2014,11,2128,1897,2031,1012,2794,3565,2316,3273,0,754,343,384,84,343,4227,1965,750,0,1509,2968,1733,666,972,872,797,479,296,3012,887,381,429
26/09/2014,12,2821,2939,2437,1379,3868,4982,3540,4579,0,1177,506,589,165,704,4738,2970,865,0,2172,4038,2087,876,1723,1225,1308,1051,359,3963,1413,719,907
26/09/2014,13,2408,1275,1008,1152,3352,4446,3722,4610,0,879,379,523,141,546,2929,2314,766,0,1878,3694,1678,794,1264,1723,1275,937,305,2076,1411,652,363
26/09/2014,14,2117,724,577,1025,2996,4345,3116,3821,0,597,204,426,88,251,2347,1805,719,0,1498,3314,1632,522,1029,1075,1117,668,295,1502,936,562,195
26/09/2014,15,2072,688,641,1387,2837,3951,2970,3292,0,878,255,273,78,277,2166,2036,872,0,1227,3316,2047,556,922,1149,988,535,272,1599,867,534,204
26/09/2014,16,2337,1039,1197,2711,2931,3853,3052,3268,0,1758,422,397,85,544,2406,2335,1115,0,902,3741,3044,737,1181,1302,1104,597,261,1710,946,442,359
26/09/2014,17,2445,1018,1067,2314,3252,4086,3312,3010,0,1402,426,508,103,584,2718,2395,1238,0,653,3759,2798,627,1269,1363,1317,787,227,1977,1180,648,283
26/09/2014,18,1983,668,550,846,3046,3273,2479,2092,0,565,277,396,60,341,2272,1674,761,0,536,2810,1644,359,1380,1021,1520,1125,207,1437,1205,742,170
26/09/2014,19,1589,537,313,422,2839,2770,1825,1474,0,233,215,307,75,186,1522,1351,536,0,442,2210,931,252,1289,805,1490,1210,136,927,1327,1046,125
26/09/2014,20,1537,344,215,235,2740,2214,1419,1033,0,168,153,307,78,116,1336,1182,452,0,387,1957,639,190,1141,650,1360,1056,156,675,1147,1078,54
26/09/2014,21,1157,210,178,189,2426,1911,580,457,0,131,151,216,66,96,1446,957,444,0,320,1537,540,214,1084,514,1041,786,138,860,986,1095,70
26/09/2014,22,923,245,138,132,1825,1651,456,314,0,91,73,111,30,66,980,779,451,0,295,1367,444,162,957,423,882,828,81,464,924,747,88
26/09/2014,23,503,146,69,101,1399,1104,256,225,0,40,77,64,14,40,558,622,358,0,243,916,334,102,659,314,442,500,72,274,642,490,48
27/09/2014,0,299,62,35,29,844,1199,137,178,0,19,37,50,4,18,344,376,178,0,194,673,162,72,603,202,319,404,29,117,451,198,22
27/09/2014,1,194,42,20,36,389,355,80,86,0,6,18,10,3,7,159,177,72,0,106,235,33,41,449,60,190,111,43,63,274,77,5
27/09/2014,2,105,19,7,26,435,276,51,52,0,5,9,17,0,6,92,96,46,0,117,176,44,28,340,32,109,76,15,39,171,41,2
27/09/2014,3,49,15,11,14,184,187,40,45,0,10,24,9,2,2,59,81,59,0,92,148,32,34,236,27,38,37,15,41,136,11,5
27/09/2014,4,43,31,9,13,79,83,30,47,0,5,10,8,0,4,55,52,48,0,39,91,23,21,259,23,25,54,17,56,97,22,5
27/09/2014,5,33,29,11,14,68,92,30,21,0,19,15,11,3,13,46,54,73,0,96,145,119,41,154,36,9,9,7,41,27,23,11
27/09/2014,6,47,50,29,15,128,157,65,50,0,29,30,35,8,68,88,130,117,0,199,220,232,65,65,120,29,22,76,85,78,19,28
27/09/2014,7,141,157,86,47,312,309,138,163,0,66,74,110,16,113,290,350,186,0,380,572,404,111,94,218,99,52,141,185,97,61,69
27/09/2014,8,262,257,183,61,611,861,456,556,0,98,78,192,34,124,608,591,276,0,744,1005,596,196,146,322,170,96,260,394,186,121,130
27/09/2014,9,470,353,220,82,935,1627,982,1428,0,111,102,240,57,180,990,902,410,0,1064,1622,992,234,271,512,277,195,329,554,367,159,170
27/09/2014,10,833,441,281,122,1338,2425,1658,2148,0,129,125,277,64,222,1620,1252,653,0,1496,2204,1015,242,471,581,493,354,368,851,500,225,247
27/09/2014,11,1078,577,331,121,1933,2767,2060,2320,0,145,140,348,101,205,1977,1284,645,0,1697,2437,1111,295,727,809,826,515,420,1077,726,347,278
27/09/2014,12,1415,468,287,104,2384,2984,2161,2397,0,127,136,432,149,234,1916,1341,646,0,1797,2417,884,181,729,787,1070,675,387,1103,747,415,295
27/09/2014,13,1429,358,184,110,2480,3056,2363,2447,0,134,105,385,165,189,1679,1156,485,0,1559,2301,681,178,720,886,1181,62,344,1145,698,355,141
27/09/2014,14,1579,247,103,72,2468,2957,2431,2569,0,103,66,477,165,173,1672,1052,429,0,1376,2204,618,184,830,740,1023,0,334,1035,588,367,87
27/09/2014,15,1647,162,115,96,2436,2885,2317,2528,0,88,84,397,152,191,1575,1075,484,0,849,2195,691,159,817,856,982,0,189,962,589,450,59
27/09/2014,16,1640,228,131,71,2370,2457,2005,2117,0,85,61,393,152,183,1528,1170,479,0,464,2127,704,156,765,707,1014,543,106,1059,693,405,73
