Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens
24/04/2015,15,54,662,568,1274,2597,3510,2861,3079,0,702,254,271,40,203,1970,2646,714,385,1139,2850,1961,435,933,958,0,517,279,1396,750,444,219,257,310,0,286,4867,593,2153,716
24/04/2015,16,46,841,968,2163,2786,3759,3183,2904,0,1536,375,282,42,348,2207,3418,924,656,875,3383,2795,526,1033,1066,0,501,228,1555,734,350,374,324,333,0,202,5271,520,2521,760
24/04/2015,17,111,1276,1514,3422,3352,4221,3600,2972,0,2087,524,337,67,508,3564,4973,1536,1231,720,4154,3520,738,1259,1458,0,790,229,2339,972,418,448,393,518,0,321,6377,671,3697,1023
24/04/2015,18,129,981,754,1525,3376,3700,3000,2264,0,783,329,383,109,307,3176,3680,1008,2369,612,3179,1999,472,1340,1036,0,1071,175,2061,1151,558,350,427,421,0,367,5688,506,3104,962
24/04/2015,19,63,583,329,483,2927,2966,2106,1590,0,314,192,355,107,166,2708,2476,678,1934,499,2288,1148,352,1368,731,0,1298,162,1969,1183,822,201,334,347,0,480,4416,433,2686,584
24/04/2015,20,42,301,149,300,2751,2743,1551,1318,0,166,109,299,80,112,1766,2032,541,253,403,1980,738,247,1198,594,0,1242,105,706,1072,1030,88,171,207,0,572,3470,307,1949,450
24/04/2015,21,59,193,103,262,2350,2340,979,689,0,141,75,122,55,86,1436,2032,439,251,289,1531,644,170,1092,452,0,849,103,676,947,833,66,100,167,0,441,3197,278,1117,306
24/04/2015,22,38,337,186,208,1888,1724,479,506,0,77,92,78,25,52,2116,1647,433,3242,336,1397,554,143,1051,258,0,917,86,1752,773,631,191,475,137,0,268,3365,454,1333,393
24/04/2015,23,12,250,110,135,1764,1778,300,328,0,94,35,107,14,50,1068,1372,463,717,355,1248,516,150,871,196,0,658,88,514,715,563,95,170,123,0,189,2965,231,918,221
25/04/2015,0,5,71,45,99,1033,776,194,184,0,43,29,38,8,25,657,833,273,119,203,657,256,63,855,201,0,483,42,222,587,251,49,44,81,0,86,2048,105,565,118
25/04/2015,1,1,41,18,38,647,494,139,116,0,13,17,4,7,16,272,435,86,16,161,319,102,42,644,68,0,369,35,110,435,138,21,28,33,0,41,1025,48,338,90
25/04/2015,2,2,31,14,48,393,357,115,114,0,12,5,13,3,4,174,342,87,27,149,206,63,16,554,54,0,355,20,91,334,63,4,29,21,0,17,704,30,221,73
25/04/2015,3,1,27,8,41,377,403,113,126,0,14,23,25,5,2,190,131,48,40,230,248,93,28,629,33,0,93,16,121,327,45,19,43,60,0,16,964,37,233,303
25/04/2015,4,0,33,13,18,158,280,70,98,0,22,11,18,2,3,503,199,89,187,90,258,106,26,262,73,0,117,39,394,198,24,46,117,26,0,23,1415,1,993,3266
25/04/2015,5,6,72,17,30,103,257,83,65,0,34,8,8,2,17,2817,154,52,253,57,243,120,33,166,78,0,54,30,2265,102,3,69,174,23,0,11,1685,34,1080,7494
25/04/2015,6,1,25,17,18,112,243,40,51,0,17,4,15,0,6,1437,206,60,67,57,247,147,23,139,62,0,23,16,1803,62,26,14,27,11,0,10,1233,24,304,1548
25/04/2015,7,3,142,177,42,955,1968,229,940,0,45,17,32,7,50,4897,2327,203,442,249,1110,298,113,266,261,0,70,98,4503,202,163,121,364,87,0,48,4560,69,2284,2182
25/04/2015,8,7,156,109,61,549,1422,233,499,0,87,38,53,9,42,3815,1229,342,305,303,1036,520,159,219,152,0,74,68,2065,255,165,75,263,108,0,68,4248,126,1960,2577
25/04/2015,9,6,231,165,82,844,1826,581,770,0,96,55,72,14,61,4897,1478,315,394,388,1525,670,172,379,181,0,141,108,1899,297,103,132,256,138,0,152,4126,131,2431,2591
25/04/2015,10,31,315,240,114,1419,2599,1142,1398,0,100,46,76,6,60,6119,2099,414,500,606,2020,933,197,474,274,0,244,200,2458,446,122,122,317,170,0,170,4501,221,2809,3207
25/04/2015,11,30,495,251,110,1955,3279,1827,2119,0,94,69,90,16,79,5953,2316,567,1199,768,2418,995,261,864,348,0,592,194,2666,598,193,161,417,198,0,178,4880,380,2539,3370
25/04/2015,12,62,479,253,94,2524,3940,2680,2844,0,138,72,155,25,118,6606,2749,774,2778,901,2766,1011,309,1080,559,0,729,203,3460,765,257,183,474,122,0,239,5453,493,2984,3727
25/04/2015,13,66,412,207,97,2587,3979,2589,2722,0,149,54,172,28,144,4270,2111,835,5050,882,2561,944,271,995,633,0,819,199,3751,823,311,250,333,129,0,241,5376,578,3151,2885
25/04/2015,14,26,265,155,97,2609,3640,2899,3060,0,84,62,163,54,130,2721,1990,579,1179,851,2511,947,240,815,789,0,642,145,1898,782,356,115,135,125,0,279,5077,219,2344,1637
25/04/2015,15,42,225,137,94,2649,3594,3196,2953,0,83,43,176,73,151,2161,2094,602,464,633,2563,852,237,961,910,0,695,135,1608,794,328,107,167,116,0,277,4678,213,2411,1379
25/04/2015,16,42,254,131,94,2395,3411,3145,2893,0,78,64,163,40,153,2177,2017,578,507,427,2506,959,210,1044,895,0,546,118,1426,785,378,98,198,97,0,337,4650,395,2004,959
25/04/2015,17,26,767,207,107,2374,3148,2636,2335,0,95,84,205,45,105,2343,2296,916,7293,397,2600,1050,248,1058,772,0,762,139,1265,812,392,434,1058,148,0,277,4870,438,2325,934
25/04/2015,18,27,522,144,124,2526,2570,1766,1196,0,158,113,152,39,139,1838,2084,541,1015,385,2194,987,308,1094,694,0,1126,142,817,918,603,185,290,223,0,398,4123,358,1581,381
25/04/2015,19,53,414,110,124,2264,1987,1078,608,0,117,77,89,27,46,1321,1663,446,130,358,1730,640,153,1160,310,0,1294,112,632,892,834,83,130,163,0,590,3228,426,1012,204
25/04/2015,20,26,301,71,76,2277,1494,495,402,0,40,68,98,26,59,1066,1284,342,851,266,1277,504,155,1035,291,0,1070,74,380,910,915,84,158,130,0,518,2869,237,1163,215
25/04/2015,21,26,192,74,76,1828,1453,464,346,0,49,64,97,52,32,893,1327,370,82,274,1163,448,183,918,243,0,818,63,234,683,868,51,99,124,0,633,2770,191,930,175
25/04/2015,22,6,179,87,82,1575,1116,325,365,0,69,61,90,28,27,1093,1217,360,76,255,1009,501,146,971,235,0,893,57,539,847,656,55,105,74,0,373,2475,352,1103,216
25/04/2015,23,6,142,59,102,1384,1094,274,258,0,59,57,123,25,24,736,1159,333,63,208,800,489,105,896,256,0,655,54,183,1143,460,38,77,126,0,185,2320,165,772,170
26/04/2015,0,4,78,39,61,912,885,202,196,0,20,39,24,11,9,495,745,269,36,146,592,295,91,742,139,0,415,38,131,1001,272,30,42,130,0,102,1889,116,433,56
26/04/2015,1,2,27,9,36,644,700,176,147,0,13,23,15,9,10,257,346,128,27,189,415,76,48,641,92,0,369,25,62,835,185,15,29,65,0,33,1175,42,340,52
26/04/2015,2,1,11,6,30,369,355,105,106,0,14,9,8,4,2,151,159,70,20,101,289,57,42,476,28,0,213,15,40,502,86,10,19,16,0,15,808,25,196,46
26/04/2015,3,3,18,2,28,290,242,91,97,0,14,9,19,5,2,99,114,66,7,62,188,52,41,553,24,0,170,13,42,733,27,6,21,19,0,5,648,22,153,37
26/04/2015,4,0,17,0,7,129,170,59,48,0,4,10,2,0,2,62,102,54,7,49,91,33,35,429,20,0,81,12,29,328,15,5,8,32,0,4,497,4,80,14
26/04/2015,5,0,19,6,13,88,103,28,31,0,7,8,5,1,1,59,48,33,17,41,81,46,54,190,24,0,19,3,61,326,19,3,15,38,0,15,332,24,50,17
26/04/2015,6,1,17,12,38,71,100,49,47,0,8,2,5,0,10,70,113,28,28,57,77,71,35,94,42,0,36,16,87,150,15,11,17,25,0,13,277,6,90,22
26/04/2015,7,2,35,15,29,154,173,83,79,0,16,27,16,2,17,139,295,102,84,144,242,302,45,90,68,0,27,48,131,226,22,21,36,28,0,10,514,29,133,89
26/04/2015,8,2,86,35,44,222,367,199,161,0,49,25,49,6,24,206,602,127,105,284,449,606,87,93,85,0,26,86,221,111,42,44,67,75,0,38,877,50,177,123
26/04/2015,9,4,136,86,88,405,763,486,528,0,83,36,94,20,49,538,779,171,173,633,811,644,170,153,158,0,116,214,480,249,96,89,79,162,0,73,1512,99,359,246
26/04/2015,10,15,160,120,98,639,1559,1196,1252,0,68,53,89,8,97,1138,1266,278,175,1067,1213,793,130,343,293,0,226,354,960,399,129,63,86,128,0,110,2517,172,687,273
26/04/2015,11,13,180,107,142,1184,2151,1988,1877,0,82,55,119,34,115,1427,1431,426,255,1394,1466,738,146,532,387,0,482,526,1424,558,250,60,118,105,0,165,3215,259,1562,543
26/04/2015,12,21,330,154,121,1876,2772,2678,2469,0,102,72,270,38,100,1868,1886,587,320,1714,2023,930,130,712,659,0,729,426,1890,734,322,67,161,103,0,212,3749,533,2399,836
26/04/2015,13,28,294,121,106,2369,3159,2805,2740,0,81,97,239,80,148,2181,1901,560,503,1889,2196,872,151,842,831,0,875,471,2208,851,333,78,138,105,0,225,4194,200,2691,1105
26/04/2015,14,34,326,79,107,2497,3049,3041,2868,0,116,87,379,140,153,2419,2040,610,380,2427,2410,833,161,956,896,0,759,460,2375,886,534,97,166,164,0,314,3954,226,2735,1246
26/04/2015,15,49,338,153,84,2410,3116,3008,2896,0,139,124,576,107,224,2314,2472,660,673,1373,2651,986,222,956,992,0,639,317,2232,853,444,80,176,128,0,257,4305,373,3180,1228
26/04/2015,16,33,304,159,95,2340,3003,2613,2527,0,119,109,652,113,250,2163,2189,579,988,713,2550,1075,232,859,817,0,461,152,1878,739,527,93,260,96,0,323,4316,273,2826,1004
26/04/2015,17,42,333,177,94,2301,2425,2117,1707,0,74,57,219,69,156,1822,1975,569,313,447,2164,808,211,870,583,0,674,129,1177,723,560,78,200,93,0,297,3617,387,1989,716
26/04/2015,18,27,260,77,77,2085,1675,1320,815,0,102,68,194,55,92,1172,1455,408,149,433,1597,638,144,826,441,0,716,110,523,728,604,54,125,125,0,307,2786,181,1491,251
26/04/2015,19,38,193,46,75,2027,1391,676,373,0,97,103,539,76,121,866,1164,313,695,336,1410,791,145,746,207,0,774,105,315,585,650,60,196,111,0,406,2416,144,944,220
26/04/2015,20,39,179,79,41,1681,971,348,307,0,60,75,148,41,25,665,1039,267,119,265,1119,480,149,670,179,0,648,64,259,455,662,44,85,55,0,339,1949,303,760,173
26/04/2015,21,25,136,39,77,1225,841,259,202,0,37,54,87,33,23,508,901,265,58,250,885,295,92,466,127,0,421,49,212,440,499,43,53,52,0,234,1630,107,813,116
26/04/2015,22,13,89,35,38,837,508,183,135,0,28,30,75,25,35,407,673,205,41,161,556,295,82,377,120,0,292,40,133,331,344,22,41,42,0,182,1091,75,363,74
26/04/2015,23,5,56,23,42,571,314,84,84,0,17,23,49,13,20,190,481,167,24,144,385,157,50,287,56,0,147,23,45,316,135,11,20,21,0,55,784,44,212,33
27/04/2015,0,3,11,21,37,273,189,36,60,0,9,13,15,5,3,111,173,36,16,103,174,70,19,186,20,0,88,11,37,186,75,3,10,11,0,25,379,21,82,31
27/04/2015,1,0,20,8,12,110,58,31,23,0,9,9,14,4,0,38,48,17,4,21,62,28,12,98,13,0,27,12,15,130,16,2,3,7,0,20,151,5,31,3
27/04/2015,2,0,5,2,60,77,55,8,12,0,4,3,5,0,2,20,27,13,5,35,37,21,16,146,9,0,28,7,11,102,8,1,7,14,0,15,73,6,19,6
27/04/2015,3,1,11,2,6,35,29,7,15,0,2,9,8,0,1,26,25,17,1,16,33,12,1,125,2,0,11,1,22,91,1,1,1,6,0,7,61,9,21,3
27/04/2015,4,1,8,7,3,31,34,13,20,0,3,10,10,0,1,44,56,40,8,16,39,14,8,65,16,0,4,8,44,142,13,6,4,16,0,2,127,12,12,6
27/04/2015,5,0,39,20,79,84,72,33,25,0,31,16,10,2,19,94,173,58,19,32,130,151,20,43,40,0,6,5,86,53,15,15,13,10,0,9,264,22,46,165
27/04/2015,6,0,194,162,598,115,147,81,62,0,280,74,49,9,99,272,610,178,110,58,437,546,107,68,132,0,11,15,247,63,19,59,38,60,0,11,567,53,138,111
27/04/2015,7,2,634,649,2004,337,476,235,185,0,1272,283,161,42,185,882,1868,517,415,193,1185,1753,417,128,413,0,44,61,826,184,76,194,115,179,0,35,1606,203,554,369
27/04/2015,8,5,1766,1493,4914,922,1143,720,524,0,2714,501,324,69,385,1910,4341,1302,709,391,2623,3634,896,278,641,0,124,144,1756,305,181,442,292,493,0,145,3424,583,1520,578
27/04/2015,9,6,1276,969,2818,959,1304,956,786,0,1435,300,198,17,170,1251,2326,610,301,391,1890,1945,501,288,369,0,167,117,1128,351,214,323,228,439,0,131,2669,508,956,344
27/04/2015,10,13,654,428,1005,1200,1825,1270,1138,0,456,217,129,27,144,925,1370,395,328,439,1576,1543,397,389,595,0,211,104,807,450,260,194,267,253,0,174,2668,655,903,352
27/04/2015,11,17,578,323,787,1491,2218,1832,1589,0,310,206,200,44,170,1191,1661,583,282,543,1849,1122,322,607,467,0,352,109,973,580,233,141,132,331,0,202,3201,405,1232,568
27/04/2015,12,37,1475,574,1002,2425,3237,2909,2707,0,899,448,335,103,524,1715,2385,650,527,1064,2792,1966,553,1229,852,0,637,196,1366,1141,404,228,279,759,0,404,4034,888,1766,716
27/04/2015,13,56,1465,606,1155,2611,3500,3328,3048,0,736,354,297,90,469,1593,2375,601,413,947,2986,1787,519,1252,606,0,675,156,1343,1071,471,255,362,841,0,452,4435,871,1789,738
27/04/2015,14,68,644,447,950,2247,3090,2445,2309,0,416,200,190,71,185,1653,1948,535,244,628,2579,1329,357,805,577,0,482,101,1163,655,362,140,159,328,0,308,3822,537,1437,645
27/04/2015,15,65,584,480,1194,2228,2954,2184,2362,0,586,221,154,30,199,1627,2273,545,221,512,2657,1794,332,989,570,0,396,135,1227,572,336,234,185,202,0,279,4148,535,1512,527
27/04/2015,16,50,720,982,2492,2341,2856,2089,2134,0,1491,379,194,43,277,1815,2819,795,349,531,3002,2654,436,751,674,0,365,109,1410,615,257,313,228,216,0,256,4327,509,1775,487
27/04/2015,17,80,1352,1736,4048,2593,2959,2377,1903,0,2391,561,288,71,474,2462,5509,1607,761,612,3698,3677,635,953,993,0,473,176,2025,710,389,456,307,347,0,273,5186,420,2357,751
27/04/2015,18,54,710,858,1864,2295,2248,1510,1036,0,954,349,162,56,286,1493,3011,905,478,484,2803,2046,345,924,599,0,568,159,1109,639,449,217,183,249,0,327,3557,289,1646,503
27/04/2015,19,33,356,217,577,2063,1542,756,430,0,241,150,131,24,105,879,1314,401,156,374,1809,918,193,812,212,0,598,87,538,522,450,98,104,91,0,296,2422,214,916,270
27/04/2015,20,13,267,99,289,1647,1040,404,224,0,96,67,109,16,46,627,1011,277,89,305,1211,582,119,638,144,0,495,76,325,458,461,50,66,76,0,248,1852,157,737,144
27/04/2015,21,12,134,71,204,1218,718,270,190,0,68,77,55,10,47,557,762,216,57,236,907,433,111,445,112,0,341,73,307,355,340,36,47,86,0,157,1452,93,520,86
27/04/2015,22,12,105,34,114,778,413,170,103,0,30,42,21,6,26,332,617,164,35,147,618,243,68,255,59,0,188,48,150,184,198,28,36,60,0,116,950,71,251,61
27/04/2015,23,6,45,20,63,422,261,74,50,0,21,9,19,12,4,145,404,135,13,94,366,162,36,189,25,0,90,25,70,126,116,8,22,25,0,37,732,35,155,43
28/04/2015,0,2,25,7,32,165,87,34,34,0,7,10,3,0,5,54,171,46,7,88,162,66,39,93,69,0,28,19,22,74,53,10,7,9,0,18,218,9,36,10
28/04/2015,1,0,17,3,12,62,53,22,16,0,1,9,6,1,2,45,56,19,1,88,48,22,6,54,10,0,14,4,7,37,37,3,5,3,0,4,91,9,19,5
28/04/2015,2,0,6,5,11,50,33,9,8,0,2,3,6,0,2,8,38,22,5,31,52,9,12,56,2,0,4,2,8,42,13,3,3,2,0,9,96,4,17,1
28/04/2015,3,0,5,4,6,20,31,2,12,0,0,8,2,1,1,23,20,5,11,15,26,5,3,32,8,0,2,5,20,32,4,0,1,1,0,9,52,7,10,1
28/04/2015,4,0,10,9,2,59,43,9,27,0,3,8,6,0,2,35,62,30,8,11,45,23,0,21,5,0,6,1,37,26,10,4,5,6,0,3,95,1,13,9
28/04/2015,5,0,44,14,100,68,74,38,29,0,38,16,12,2,19,106,182,66,32,71,121,177,24,30,42,0,7,10,88,17,4,21,27,11,0,11,240,24,49,136
28/04/2015,6,1,219,191,652,115,171,86,87,0,386,106,81,12,117,302,842,252,168,104,466,662,114,73,189,0,18,28,289,44,38,58,45,62,0,18,647,59,176,181
28/04/2015,7,2,774,720,2253,370,521,278,221,0,1452,265,188,35,226,844,2242,539,521,300,1185,2002,465,124,426,0,49,73,740,192,83,217,123,235,0,51,1494,215,601,391
28/04/2015,8,11,2100,1746,5146,939,1160,704,534,0,2912,477,276,52,374,1836,4464,1359,702,540,2532,3801,946,268,680,0,138,152,1704,297,189,458,282,463,0,182,3417,779,1265,536
28/04/2015,9,8,1260,917,2982,901,1168,783,610,0,1450,361,104,20,171,1194,2455,689,267,707,1788,2254,575,272,388,0,116,166,1128,381,207,316,163,311,0,141,2517,630,830,284
28/04/2015,10,4,723,493,1092,1144,1569,1034,904,0,451,220,110,20,120,866,1527,511,321,814,1583,1350,332,400,262,0,240,151,905,361,214,178,141,304,0,150,2452,787,808,339
28/04/2015,11,16,599,378,922,1550,2014,1651,1434,0,417,184,178,49,159,961,1526,492,275,1120,1764,1249,334,522,320,0,327,224,823,474,232,146,123,316,0,214,3105,570,1115,452
28/04/2015,12,28,1428,636,1297,2487,3243,2771,2609,0,982,440,333,72,462,1265,2337,652,531,1833,2714,2096,576,1221,530,0,651,321,1089,995,508,229,274,891,0,364,4225,1015,1685,605
28/04/2015,13,46,1342,596,1343,2784,3448,3109,2971,0,844,390,292,87,368,1538,2345,519,433,1699,2859,1833,535,1187,492,0,593,310,1269,1059,474,244,291,768,0,319,4366,1018,1805,629
28/04/2015,14,25,767,531,1116,2372,2937,2343,2274,0,474,241,139,23,204,1331,2010,578,264,1071,2597,1452,446,811,517,0,469,201,968,649,294,186,248,323,0,206,3894,641,1510,576
28/04/2015,15,46,629,547,1465,2424,2929,2151,2161,0,661,247,167,41,176,1354,1999,641,310,761,2614,1878,386,761,578,0,388,194,1115,627,333,177,186,240,0,213,4186,587,1612,538
28/04/2015,16,53,773,978,2507,2388,2895,2330,1967,0,1600,420,213,43,247,1663,2915,773,365,619,2865,2725,470,760,678,0,391,148,1407,587,227,320,222,219,0,229,4703,569,1734,597
28/04/2015,17,75,1318,1618,4176,2763,3058,2539,2008,0,2474,623,321,62,501,2723,4932,1625,743,623,3837,3878,639,1019,1001,0,482,212,2336,727,363,485,329,392,0,255,5407,562,2533,801
28/04/2015,18,74,744,830,1948,2456,2306,1778,1238,0,1012,345,210,50,297,1745,3166,976,564,531,2883,2010,338,904,675,0,591,165,1417,772,391,259,201,241,0,291,4124,378,1701,546
28/04/2015,19,33,416,283,641,2257,1567,800,588,0,305,187,143,28,153,988,1630,447,235,418,1794,991,239,868,289,0,618,107,712,710,385,85,135,145,0,263,2759,275,1065,230
28/04/2015,20,21,227,136,305,1940,1095,403,296,0,117,111,111,22,68,897,1189,307,105,396,1277,576,130,652,214,0,457,81,549,573,443,51,102,76,0,287,2071,160,873,173
28/04/2015,21,24,203,88,237,1408,870,280,238,0,71,87,144,27,46,731,1122,254,42,230,1034,484,125,463,134,0,345,57,401,434,369,20,53,56,0,172,1696,139,803,98
28/04/2015,22,5,102,56,134,869,524,173,112,0,39,25,59,12,32,374,832,256,36,166,663,264,80,434,111,0,225,54,150,261,258,27,56,97,0,99,1147,112,362,82
28/04/2015,23,3,87,56,78,516,315,89,91,0,27,10,29,10,10,238,488,159,24,162,410,152,49,167,70,0,129,47,78,149,112,17,24,35,0,47,778,57,208,52
29/04/2015,0,0,33,9,41,257,157,43,46,0,10,10,8,1,3,100,235,70,17,67,225,69,17,109,21,0,62,16,39,59,53,4,9,10,0,9,323,22,77,18
29/04/2015,1,0,6,8,28,80,58,22,16,0,1,2,10,0,5,34,73,14,15,28,54,23,4,75,7,0,36,6,20,78,17,12,3,3,0,8,118,15,42,13
29/04/2015,2,0,9,4,9,50,21,21,7,0,4,3,1,0,2,15,22,5,11,27,30,16,7,56,5,0,20,1,8,21,11,11,0,8,0,12,52,4,11,7
29/04/2015,3,1,1,1,7,29,38,8,3,0,1,5,19,6,2,24,27,13,11,20,25,5,16,60,4,0,19,4,20,22,1,3,0,5,0,5,76,6,15,3
29/04/2015,4,0,10,2,15,42,41,17,26,0,2,3,4,1,4,45,34,24,23,16,20,20,5,34,19,0,10,2,44,20,9,7,8,10,0,4,120,2,14,7
29/04/2015,5,0,53,24,79,52,72,29,22,0,51,13,12,2,20,85,196,67,39,21,119,128,25,26,54,0,9,8,106,21,12,19,29,13,0,10,300,15,44,119
29/04/2015,6,0,237,164,639,143,208,110,100,0,414,88,93,13,117,312,872,260,184,76,497,680,103,77,202,0,16,26,361,63,30,112,48,85,0,18,683,70,163,200
29/04/2015,7,2,756,703,2153,436,565,276,228,0,1283,313,196,40,231,962,2242,624,472,233,1293,1825,436,174,444,0,51,70,971,262,97,227,130,269,0,64,1760,244,607,389
29/04/2015,8,15,1862,1645,5239,1080,1178,703,584,0,2818,559,316,66,439,1917,4470,1298,849,461,2614,3780,943,336,850,0,145,176,1960,328,225,464,303,506,0,129,3695,749,1481,678
29/04/2015,9,5,1148,923,2502,979,1206,855,702,0,1413,281,158,20,202,1329,2255,655,408,516,1661,2254,584,316,461,0,103,137,1441,252,189,310,228,389,0,136,2737,634,1003,409
29/04/2015,10,8,731,426,1026,1225,1670,1233,1154,0,471,242,121,35,135,979,1273,469,295,566,1485,1498,387,376,318,0,164,115,948,341,215,191,160,317,0,128,2744,796,905,329
29/04/2015,11,19,653,414,849,1606,2355,1813,1674,0,494,276,123,46,129,1361,1516,388,367,669,1877,1295,384,586,401,0,366,124,1249,536,240,228,155,307,0,198,3603,762,1319,545
29/04/2015,12,49,1637,691,1247,2830,3467,2967,2989,0,978,493,373,81,652,1615,2298,728,790,1233,2667,2113,651,1522,729,0,727,209,1347,1001,460,259,334,753,0,312,4502,1347,2203,795
29/04/2015,13,55,1713,674,1419,3147,3679,3625,3528,0,975,446,399,110,613,1832,2580,618,681,1119,3042,1885,666,1433,708,0,475,189,1516,1136,443,284,284,754,0,374,4756,1041,2089,870
29/04/2015,14,34,829,498,1035,2486,3189,2467,2475,0,480,251,269,81,198,1592,2339,566,426,678,2606,1373,395,957,603,0,494,180,1193,694,380,173,186,340,0,225,4285,673,1833,876
29/04/2015,15,37,643,602,1261,2442,2980,2393,2500,0,682,293,241,61,214,1485,2427,589,308,624,2662,2097,388,851,702,0,432,161,1279,653,389,207,197,227,0,223,4559,782,1911,811
29/04/2015,16,42,748,927,2400,2389,3215,2358,2206,0,1577,482,187,51,292,2017,3107,789,495,625,2993,2849,594,837,663,0,413,148,1753,640,308,294,241,228,0,205,5099,586,2038,686
29/04/2015,17,52,1319,1653,3951,2867,3227,2618,2151,0,2422,628,283,69,548,2954,5140,1532,927,688,3872,3801,703,1038,1019,0,509,181,2511,813,447,468,358,437,0,287,5529,570,2698,1029
29/04/2015,18,44,868,821,1806,2599,2579,1974,1318,0,953,365,188,48,310,1976,3172,927,1031,589,2996,2145,401,943,744,0,621,192,1629,797,445,259,288,271,0,326,4722,509,2023,613
29/04/2015,19,62,443,323,606,2234,1876,1090,569,0,261,173,149,43,149,1223,1762,456,731,455,2037,1102,211,913,333,0,789,123,758,727,520,115,150,148,0,341,3307,440,1511,408
29/04/2015,20,41,269,133,298,2011,1312,435,310,0,119,97,120,31,76,830,1421,306,278,334,1382,630,174,766,205,0,596,100,522,594,525,63,147,101,0,282,2138,212,741,191
29/04/2015,21,25,152,91,203,1495,1011,353,285,0,83,71,111,23,45,903,1157,265,127,250,1105,496,134,598,154,0,461,82,627,451,433,52,85,76,0,186,1869,126,644,219
29/04/2015,22,10,180,102,129,1039,685,191,218,0,59,60,52,5,22,639,920,262,413,157,711,308,105,480,129,0,309,54,396,362,296,52,89,90,0,135,1557,287,745,126
29/04/2015,23,1,80,68,85,603,544,127,139,0,32,41,34,12,28,397,578,199,585,135,555,178,68,348,82,0,167,42,159,263,135,41,151,35,0,54,1665,63,281,94
30/04/2015,0,1,37,16,35,244,187,64,39,0,4,5,0,0,8,114,188,55,15,99,215,58,15,206,35,0,86,17,78,140,50,9,22,9,0,19,445,21,89,23
30/04/2015,1,1,26,15,13,108,100,46,33,0,3,0,6,1,1,38,41,14,6,63,50,13,15,126,26,0,29,10,13,80,36,0,10,7,0,15,130,15,85,11
30/04/2015,2,1,15,5,9,39,51,18,24,0,0,4,8,3,1,20,27,7,9,42,26,13,8,70,5,0,20,6,15,33,5,1,5,10,0,15,77,0,35,4
30/04/2015,3,0,7,0,11,36,26,24,14,0,0,1,1,0,0,30,23,8,11,38,29,9,17,65,4,0,6,7,32,26,8,1,0,7,0,2,61,3,10,2
30/04/2015,4,0,15,5,6,28,53,24,29,0,1,7,13,0,3,29,67,42,31,25,27,33,10,42,6,0,6,3,53,26,11,7,10,12,0,1,108,3,9,4
30/04/2015,5,0,40,17,112,66,76,41,20,0,41,13,16,3,27,90,200,71,74,63,123,136,19,25,60,0,7,5,102,22,9,8,17,6,0,10,269,26,33,94
30/04/2015,6,1,219,164,694,138,158,95,86,0,353,78,75,11,113,292,848,259,175,111,451,601,134,78,205,0,17,35,327,54,35,79,50,80,0,12,659,53,184,200
30/04/2015,7,1,740,701,2176,392,463,272,227,0,1403,279,182,47,242,905,2294,635,516,330,1290,1928,489,145,544,0,54,104,957,179,88,235,155,235,0,51,1824,247,591,401
30/04/2015,8,4,1895,1649,4889,990,1204,714,627,0,2912,561,305,56,396,1924,4629,1335,795,604,2601,3654,1008,341,912,0,154,186,1931,380,156,477,301,515,0,163,3797,731,1513,654
30/04/2015,9,19,1233,903,2647,1038,1284,850,711,0,1355,328,153,24,212,1229,2279,552,354,720,1684,2025,624,327,431,0,132,188,1247,332,237,340,186,413,0,125,2734,654,957,394
30/04/2015,10,4,748,439,1095,1277,1608,1087,1041,0,468,215,121,27,144,1169,1483,455,249,895,1595,1446,374,402,379,0,248,216,1141,349,208,177,132,289,0,153,2637,604,989,441
30/04/2015,11,29,678,438,892,1502,2172,1738,1600,0,487,218,191,50,182,1339,1500,521,332,1037,1755,1310,447,561,357,0,351,271,1186,545,275,165,197,265,0,152,3335,556,1300,414
30/04/2015,12,40,1575,636,1243,2915,3337,3175,3093,0,961,524,380,114,672,1771,2465,616,504,1834,2679,2087,706,1301,893,0,746,327,1594,1014,432,309,359,866,0,360,4210,1088,2172,985
30/04/2015,13,65,1537,712,1501,3002,3800,3666,3526,0,904,473,402,127,605,1760,2669,639,642,1787,3091,2092,689,1525,784,0,400,321,1579,1138,467,299,341,939,0,365,4641,1097,2306,835
30/04/2015,14,36,877,489,979,2211,3131,2660,2669,0,554,271,214,81,211,1633,2255,600,390,1118,2656,1525,506,805,684,0,0,192,1339,702,362,290,258,439,0,255,4296,630,1960,818
