Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens
01/04/2015,0,2,64,22,39,288,362,74,56,0,24,13,25,14,15,179,252,67,25,91,242,95,35,202,33,112,70,27,100,155,71,11,29,22,26,18,534,34,153,47
01/04/2015,1,4,15,10,9,117,174,30,38,0,4,7,15,10,1,60,71,22,19,93,90,25,15,171,20,80,36,9,32,70,28,0,11,18,15,7,207,13,67,26
01/04/2015,2,0,11,2,9,56,119,15,14,0,4,10,5,1,3,25,38,21,7,38,24,21,24,83,13,25,16,5,16,59,23,1,4,10,10,12,95,12,40,11
01/04/2015,3,0,3,3,13,27,107,14,9,0,1,2,19,1,0,34,14,2,9,41,18,19,3,79,7,24,7,3,27,31,13,2,4,8,6,6,107,6,19,4
01/04/2015,4,0,3,3,7,28,47,23,19,0,2,2,3,0,3,51,51,28,11,33,25,19,2,37,12,13,19,3,67,32,8,3,4,7,12,7,98,7,14,5
01/04/2015,5,1,39,22,112,45,64,40,18,0,43,15,9,4,12,115,192,80,41,48,152,171,42,22,53,9,3,9,151,13,8,9,14,16,17,4,262,22,38,66
01/04/2015,6,1,230,168,668,176,177,83,65,0,416,110,81,17,127,324,862,248,168,93,478,743,148,62,264,23,24,32,356,52,21,63,65,55,53,13,693,57,159,141
01/04/2015,7,6,800,716,2244,457,485,278,205,0,1375,275,181,32,232,853,1977,554,452,207,1140,1865,433,160,507,102,52,63,819,165,72,163,147,166,224,56,1634,182,544,382
01/04/2015,8,10,1851,1637,4850,969,1083,682,535,0,2846,542,306,66,388,1856,4134,1217,746,493,2426,3451,1003,294,808,216,118,167,1771,300,206,439,292,489,770,130,3199,636,1326,580
01/04/2015,9,7,1228,862,2469,975,1241,842,696,0,1239,332,161,19,173,1216,2152,525,367,492,1664,1974,607,248,430,216,149,129,1201,298,188,308,208,392,487,130,2487,564,932,360
01/04/2015,10,8,776,519,1037,1356,1871,1412,1271,0,538,230,200,31,128,1163,1492,399,367,553,1670,1469,414,361,453,335,223,158,1084,364,169,161,158,303,451,134,2846,682,1150,415
01/04/2015,11,21,721,480,908,1976,2606,2237,2000,0,435,272,211,48,196,1533,1741,452,516,626,1931,1466,450,570,481,600,313,128,1298,550,250,149,179,291,482,163,3863,689,1619,560
01/04/2015,12,53,1650,780,1270,3036,3912,3457,3450,0,985,548,329,121,483,2086,2756,653,678,1166,3023,2069,606,1344,779,1162,744,219,1861,1113,471,271,309,749,772,408,4759,1232,2715,723
01/04/2015,13,55,1528,791,1461,3263,4276,3820,3899,0,841,370,378,115,424,2068,2870,610,641,1245,3426,2019,652,1216,873,1240,639,181,1744,1174,564,281,302,844,845,329,5088,1084,2694,805
01/04/2015,14,53,779,542,1113,2879,3626,3057,2993,0,530,285,295,78,200,1810,2550,533,558,812,2838,1589,401,785,728,906,446,186,1511,717,572,176,250,369,574,257,4834,635,2130,685
01/04/2015,15,53,705,644,1222,2812,3607,3104,2813,0,691,275,237,83,209,1972,2822,626,506,607,2910,1824,429,813,757,324,514,144,1437,732,467,131,204,266,600,277,4895,784,2552,756
01/04/2015,16,66,690,934,2198,2838,3467,2847,2570,0,1688,413,232,70,304,2127,3362,809,481,677,3171,2848,594,793,796,0,419,136,1658,735,357,221,201,271,560,239,5163,556,2322,721
01/04/2015,17,66,1200,1690,3760,2977,3607,3012,2585,0,2190,545,382,93,460,2975,5129,1475,864,732,3951,3653,716,1077,1075,0,527,181,2251,876,415,338,292,408,774,294,5613,592,3398,1024
01/04/2015,18,62,818,863,1743,2887,3139,2472,1820,0,927,348,419,81,313,2687,3488,1041,729,627,3037,2154,373,1174,788,0,897,187,2441,957,530,251,234,271,393,312,4694,522,3270,1059
01/04/2015,19,38,468,324,701,2647,2243,1230,773,0,288,193,313,58,176,1847,2138,546,358,537,2258,1004,200,1090,424,0,964,165,1578,896,742,102,171,214,282,396,3626,483,2710,622
01/04/2015,20,24,339,158,338,2450,2024,730,526,0,120,143,223,65,120,1658,1784,422,260,474,1662,690,180,991,280,0,877,139,1515,823,725,73,153,156,163,400,3143,255,2579,455
01/04/2015,21,17,241,127,232,1843,1541,567,389,0,101,80,184,68,74,1702,1530,397,168,336,1320,536,156,775,255,0,581,113,1322,719,778,75,111,136,143,358,2497,196,2131,367
01/04/2015,22,11,169,122,165,1296,1130,310,288,0,54,52,204,59,40,1081,1121,289,116,236,889,352,74,605,207,0,388,69,622,495,578,68,116,83,93,261,2018,368,1484,266
01/04/2015,23,1,93,63,106,816,866,227,142,0,35,40,70,21,23,517,772,221,54,184,725,225,76,428,103,0,260,60,230,264,395,23,86,40,57,82,1516,123,658,131
02/04/2015,0,0,39,7,67,371,378,84,70,0,19,14,8,3,9,214,343,69,20,130,273,85,49,241,41,0,107,43,86,152,111,7,22,14,68,22,580,33,267,34
02/04/2015,1,2,13,5,24,183,310,66,223,0,5,2,3,1,3,81,61,25,9,94,84,14,6,154,20,0,48,10,55,118,31,2,6,11,43,13,187,20,120,24
02/04/2015,2,0,6,1,6,84,230,43,202,0,4,0,1,0,0,39,44,22,6,43,26,14,8,66,9,0,25,7,21,49,27,1,2,10,64,19,142,5,56,17
02/04/2015,3,2,10,3,11,59,153,25,10,0,4,4,3,0,0,41,74,10,7,39,40,11,6,88,3,0,14,4,23,53,9,2,6,4,11,5,158,9,35,9
02/04/2015,4,0,10,1,3,48,48,13,16,0,1,5,3,1,1,33,44,26,3,45,28,9,13,51,11,0,10,3,47,24,7,2,6,14,0,1,106,3,12,7
02/04/2015,5,1,48,25,88,52,65,27,17,0,39,11,10,1,26,75,171,68,33,88,109,153,33,28,73,0,5,20,98,24,5,13,20,15,16,8,218,24,44,34
02/04/2015,6,2,193,151,600,111,148,69,60,0,349,91,62,6,103,259,795,237,114,181,587,651,138,97,166,0,19,55,357,63,25,56,45,67,61,15,719,62,151,97
02/04/2015,7,6,657,773,2089,392,442,286,221,0,1301,291,133,35,220,766,2055,512,323,444,1237,1833,453,148,386,0,45,113,820,146,67,170,127,187,225,44,1565,251,533,234
02/04/2015,8,20,1746,1772,4743,860,1002,677,544,0,2675,446,245,55,328,1624,4050,1121,585,627,2545,3277,917,298,654,0,134,186,1827,351,168,394,222,502,591,146,3083,718,1223,462
02/04/2015,9,9,1124,950,2142,857,1106,851,759,0,1206,309,172,21,167,1104,2192,520,367,753,1727,1846,618,348,395,0,144,191,1180,300,182,255,164,455,474,141,2488,586,882,310
02/04/2015,10,9,769,629,954,1293,1796,1409,1353,0,446,264,147,32,136,1050,1698,359,246,1137,1735,1530,384,409,366,0,219,318,1066,392,221,197,127,320,493,141,2778,596,955,294
02/04/2015,11,19,611,478,1011,1579,2259,2014,2010,0,420,221,140,39,201,1294,1625,443,434,1246,2120,1317,400,574,492,0,318,316,1182,554,340,153,152,345,448,191,3432,513,1316,417
02/04/2015,12,45,1368,735,1288,2761,3329,3242,3373,0,970,477,305,76,476,1803,2433,586,562,2042,2968,2049,624,1249,671,0,716,426,1546,1047,556,213,228,711,822,392,4287,923,2185,581
02/04/2015,13,56,1492,777,1306,2720,3871,3946,4068,0,900,409,294,69,525,1994,2723,599,585,1970,3371,2076,668,1371,933,0,770,390,1669,1211,623,254,265,803,963,388,4919,958,2667,743
02/04/2015,14,57,853,635,1036,2684,3618,3033,3215,0,573,285,258,72,217,1884,2625,719,503,1327,3145,1730,493,1006,754,0,582,306,1721,758,460,189,187,359,606,411,4629,720,2279,768
02/04/2015,15,47,623,622,1248,2621,3729,3105,3214,0,670,266,202,65,241,2003,2781,696,580,995,3320,1949,450,928,890,0,441,191,1714,724,467,196,222,251,533,299,4917,522,2413,687
02/04/2015,16,57,829,1108,2191,2850,3512,3354,3111,0,1661,326,230,72,338,2390,3478,956,870,738,3472,2735,561,1107,965,0,542,139,1898,781,407,349,286,308,596,271,5346,673,2616,791
02/04/2015,17,77,1186,1532,3092,3099,3674,3709,3172,0,1842,298,294,123,481,3248,4884,1485,1827,684,4225,3460,668,1380,1211,0,652,192,2384,1052,434,407,410,396,786,303,6196,733,3319,1042
02/04/2015,18,65,737,717,1312,3230,3312,2928,2412,0,544,222,245,49,242,3194,3574,1136,4820,527,3403,2003,369,1577,852,0,984,171,2622,1043,496,345,415,250,412,277,5996,670,3112,784
02/04/2015,19,37,418,296,469,2818,2525,1976,1496,0,239,211,151,44,115,1944,2349,635,1585,450,2402,1047,253,1439,334,0,1118,159,1747,1017,593,151,221,234,275,381,4102,531,2452,481
02/04/2015,20,34,314,145,269,2671,2397,1427,1021,0,126,108,143,50,80,1772,1785,409,222,385,1865,702,142,1409,254,0,1124,128,1594,1040,693,59,162,127,266,459,3586,312,2543,291
02/04/2015,21,33,272,95,197,2645,1927,784,649,0,102,96,142,44,57,1631,1538,389,736,363,1613,596,151,1234,286,0,999,172,1214,986,661,76,133,110,193,357,3263,247,2099,237
02/04/2015,22,16,462,206,211,2420,1840,549,462,0,93,92,97,29,61,1904,1835,560,5399,278,1686,715,224,1404,315,0,951,124,1152,1020,751,300,733,150,243,310,4222,547,2367,531
02/04/2015,23,16,204,117,135,1952,1458,328,357,0,73,34,91,20,36,968,1491,432,400,217,1155,511,143,1159,181,0,1122,72,410,971,487,68,150,60,309,153,2997,221,1411,166
03/04/2015,0,3,86,60,76,1139,864,204,251,0,32,15,39,8,36,488,691,206,116,196,667,219,85,969,61,0,875,60,205,707,221,26,78,44,136,48,1830,108,691,91
03/04/2015,1,2,76,51,48,815,813,202,196,0,22,3,5,3,8,388,275,93,45,201,421,60,46,1073,51,0,461,46,191,799,130,8,50,28,124,33,1500,56,548,97
03/04/2015,2,1,34,23,43,548,450,107,156,0,6,2,7,4,9,274,177,70,24,155,259,56,36,877,33,0,323,31,109,578,63,10,42,5,78,10,1054,38,276,51
03/04/2015,3,0,7,17,18,472,360,85,71,0,11,3,20,0,5,98,118,47,33,84,164,70,59,687,46,0,257,26,33,543,20,5,21,13,71,10,615,24,135,10
03/04/2015,4,0,22,6,20,162,224,54,63,0,15,4,3,0,2,111,129,74,22,79,184,47,31,556,23,0,135,12,71,388,19,3,5,9,145,13,568,6,72,30
03/04/2015,5,0,22,8,16,136,100,53,55,0,9,4,15,1,5,90,109,47,25,57,124,76,20,226,42,0,20,13,49,243,15,4,25,9,32,10,541,10,77,20
03/04/2015,6,0,18,8,17,99,99,30,41,0,15,5,23,4,11,72,144,50,37,74,129,162,29,149,68,0,28,14,65,323,6,10,11,17,33,15,452,12,54,42
03/04/2015,7,0,37,21,22,148,135,44,65,0,17,24,23,2,25,120,260,85,67,85,225,358,64,112,118,0,14,20,127,80,18,13,24,26,32,10,657,21,141,71
03/04/2015,8,1,76,37,32,314,230,99,97,0,52,24,64,21,46,229,418,145,137,123,327,395,92,134,425,0,31,39,228,86,35,40,58,62,69,13,773,45,281,135
03/04/2015,9,1,126,87,70,606,498,220,229,0,94,36,167,32,94,478,729,222,205,248,662,530,150,159,599,0,101,81,378,148,57,49,80,94,98,51,1127,73,560,236
03/04/2015,10,14,188,96,73,1314,1199,584,644,0,109,96,280,54,173,944,1084,313,338,406,1103,716,190,402,1293,0,318,113,604,270,151,78,125,116,155,63,2189,112,1225,455
03/04/2015,11,7,820,123,82,1933,1584,992,1027,0,112,86,336,78,184,1316,1480,456,459,489,1538,717,174,550,1845,0,454,132,883,525,200,105,166,94,130,145,2738,168,1586,710
03/04/2015,12,23,273,94,85,2856,2244,1353,1367,0,90,75,410,105,200,2016,1916,506,683,567,1809,884,236,868,2510,0,771,140,1049,638,360,77,187,114,110,205,3756,174,2436,1065
03/04/2015,13,33,251,140,116,3149,2571,1632,1645,0,112,112,454,143,233,2307,2414,701,841,612,2177,655,149,973,2952,0,913,152,1497,731,429,74,190,143,194,237,3500,195,2407,1352
03/04/2015,14,38,320,190,159,3377,2639,1785,1782,0,141,92,587,158,256,2209,2591,894,969,607,2289,778,209,1021,3021,0,662,108,1336,858,554,87,198,54,116,310,3690,219,2608,1409
03/04/2015,15,45,312,149,92,3430,2845,1674,1749,0,115,90,647,212,254,2521,2448,840,1104,519,2385,843,178,1158,2933,0,757,147,1650,683,481,70,230,99,123,344,4065,250,3282,1443
03/04/2015,16,32,328,186,103,3235,2715,1537,1443,0,109,104,551,181,250,2471,2814,892,995,447,2316,886,257,1171,2388,0,668,112,1253,733,520,95,226,96,107,342,4225,239,2470,1465
03/04/2015,17,31,239,133,117,3036,2469,1136,905,0,110,93,451,154,160,2344,2434,757,881,423,2144,968,233,1268,1926,0,810,134,1000,811,594,106,211,73,152,277,3886,298,2337,1174
03/04/2015,18,32,354,147,130,3031,2492,864,725,0,122,121,469,109,158,2404,2318,726,689,411,2070,841,224,1411,1699,0,1114,101,1610,884,771,118,233,150,157,497,4114,411,2679,1004
03/04/2015,19,28,278,181,80,3023,1999,774,686,0,78,134,350,111,150,1967,2178,660,449,500,1785,674,213,1554,643,0,1311,124,735,1172,767,87,173,147,184,627,3543,508,2560,478
03/04/2015,20,36,229,119,138,2855,2304,649,569,0,108,87,320,73,82,2202,1878,462,148,425,1665,554,167,1664,468,0,1385,109,1659,1168,928,52,161,132,143,625,3700,309,2850,413
03/04/2015,21,21,169,111,90,2615,1959,483,500,0,49,74,213,54,48,1555,1502,464,429,406,1257,455,203,1258,404,0,977,69,746,1066,887,54,125,97,154,565,3267,276,2254,268
03/04/2015,22,14,130,108,87,1916,1407,398,373,0,70,47,119,38,56,1292,1296,423,152,295,1145,332,136,1090,278,0,705,62,723,927,617,60,119,122,196,343,2615,399,1625,269
03/04/2015,23,12,119,41,79,1457,1338,251,285,0,40,20,50,25,31,798,1090,344,76,226,795,258,110,790,252,0,487,47,408,640,390,30,73,52,186,204,2278,126,977,128
04/04/2015,0,7,37,27,52,899,818,134,167,0,32,19,23,16,9,481,581,185,25,159,435,144,34,701,165,0,333,24,138,468,218,25,73,27,122,74,1397,52,514,81
04/04/2015,1,5,43,18,27,588,625,101,127,0,8,8,5,2,4,281,240,96,44,181,265,55,25,634,68,0,241,41,197,361,76,7,31,18,113,16,922,29,312,59
04/04/2015,2,20,19,14,19,330,441,86,66,0,5,10,1,0,0,127,166,90,34,86,203,29,16,422,25,0,94,11,51,257,40,8,20,19,108,7,612,26,142,22
04/04/2015,3,2,15,11,14,234,272,41,61,0,9,4,0,0,2,78,100,62,9,70,146,20,25,229,13,0,34,17,33,187,19,10,17,7,79,10,388,6,134,14
04/04/2015,4,0,10,7,21,102,267,28,26,0,7,4,7,0,10,52,80,40,17,59,82,40,16,181,18,0,22,7,44,93,28,1,8,9,24,6,259,8,63,11
04/04/2015,5,0,24,13,9,111,107,29,22,0,8,3,2,0,10,53,114,47,7,82,113,74,36,112,39,0,16,13,44,53,4,2,4,10,12,5,313,8,39,7
04/04/2015,6,0,35,11,14,96,82,52,28,0,16,7,10,1,18,67,173,70,35,155,117,136,51,155,58,0,24,28,45,67,7,10,19,7,14,7,321,19,45,40
04/04/2015,7,0,39,32,24,240,157,59,96,0,39,24,23,7,34,96,310,116,88,238,286,223,53,59,100,0,20,68,90,68,17,23,34,48,29,6,498,46,145,79
04/04/2015,8,0,115,52,51,448,352,265,225,0,53,28,80,8,57,301,523,158,137,431,564,378,91,105,142,0,45,144,239,162,36,45,51,104,45,35,801,68,233,151
04/04/2015,9,2,173,98,94,631,891,710,747,0,94,64,173,56,108,611,958,287,184,851,1003,539,182,234,386,0,161,299,557,313,139,67,95,129,152,65,1343,152,543,273
04/04/2015,10,3,248,135,126,1071,1688,1653,1625,0,77,80,285,71,188,1158,1364,465,407,1376,1586,756,292,463,699,0,337,480,1081,475,220,87,141,159,185,139,2201,214,1040,510
04/04/2015,11,73,336,234,129,1732,2620,2762,2930,0,74,128,385,105,208,1844,1600,506,707,1844,2031,961,245,620,937,0,534,541,1433,543,240,122,214,135,216,191,3462,301,1703,737
04/04/2015,12,83,386,270,172,2428,2915,3465,3579,0,116,106,446,111,235,2459,1920,601,1185,2069,2419,880,205,1004,1210,0,0,588,2222,886,370,170,250,148,224,286,4257,342,2579,1118
04/04/2015,13,49,403,271,136,2875,4122,4149,3813,0,84,87,567,170,245,2536,2127,627,1385,1973,3022,912,207,1187,1504,0,956,513,2121,1069,437,141,363,96,216,269,5119,514,3357,1209
04/04/2015,14,54,309,237,175,3067,4152,4463,4320,0,116,115,479,164,238,2672,2342,679,744,1707,3160,1029,217,1242,1563,0,775,360,2088,967,688,134,318,138,265,357,4948,263,3196,1333
04/04/2015,15,68,378,246,91,3156,4034,4525,4528,0,112,95,502,219,261,2749,2768,711,751,1288,3066,928,222,1283,1635,0,628,298,2284,1011,529,119,290,149,271,331,4748,357,3471,1380
04/04/2015,16,42,463,242,112,2759,3939,3929,4103,0,115,156,641,244,250,2801,2602,711,2323,724,2964,1021,242,1271,1469,0,688,180,1941,1020,651,155,376,172,232,351,4915,467,3286,1200
04/04/2015,17,73,473,201,115,3013,3370,3368,2975,0,151,136,739,223,255,2630,2598,775,947,540,2875,1044,293,1373,1255,0,861,138,1675,997,665,134,335,266,245,457,4372,322,3030,1121
04/04/2015,18,61,421,173,122,3157,3161,2588,1973,0,215,192,1259,232,278,2551,2344,795,467,428,2481,1133,261,1553,1221,0,1230,107,1773,1230,802,114,278,304,158,522,4055,397,3319,859
04/04/2015,19,55,347,172,127,3061,2447,1694,920,0,124,136,654,153,145,2214,1898,662,231,483,1946,791,203,1643,684,0,1417,138,1330,1195,1052,90,181,205,146,792,3476,508,3013,596
04/04/2015,20,28,313,111,105,2782,2235,840,755,0,80,95,498,174,105,2518,1823,502,214,404,1845,550,169,1394,516,0,1227,93,1899,1222,1226,69,158,158,156,856,3627,296,3302,483
04/04/2015,21,24,257,118,100,2535,1821,612,480,0,82,53,379,110,73,2094,1569,475,240,319,1587,500,219,1417,443,0,999,92,1078,1067,1171,78,165,136,184,818,3083,305,2630,505
04/04/2015,22,109,317,165,116,2211,1703,659,557,0,100,183,861,137,174,1969,1486,437,208,245,1300,829,257,1330,512,0,877,78,1051,1119,925,105,148,146,224,654,3060,504,2573,452
04/04/2015,23,89,201,88,101,1709,1464,403,320,0,58,61,201,55,64,1365,1446,431,210,286,1093,470,158,1134,330,0,725,68,624,888,685,74,147,116,333,349,2497,233,1572,302
05/04/2015,0,49,123,44,53,1097,959,274,227,0,20,44,71,30,22,577,877,304,90,198,741,272,70,1014,214,0,529,59,213,689,323,33,81,88,333,138,1868,174,854,141
05/04/2015,1,11,39,27,33,702,758,141,210,0,26,10,32,5,10,466,381,137,53,175,391,83,76,794,98,0,341,13,312,441,209,14,44,16,344,49,1277,77,435,90
05/04/2015,2,7,16,21,4,11,62,104,18,0,14,24,7,3,2,16,134,105,16,96,131,61,33,507,4,0,159,16,34,302,44,7,30,8,257,10,532,41,291,63
05/04/2015,3,6,3,7,32,110,297,69,50,0,7,9,3,0,1,78,64,62,10,57,131,36,33,474,10,0,94,8,31,179,27,0,2,12,196,6,528,27,89,9
05/04/2015,4,3,22,4,18,83,237,28,42,0,9,3,3,3,0,53,69,37,4,52,120,34,20,425,13,0,46,8,47,126,21,2,3,5,57,1,363,11,111,24
05/04/2015,5,2,18,10,10,54,76,33,39,0,5,4,2,1,1,54,45,24,20,47,76,43,28,83,16,0,15,4,34,82,4,3,7,12,24,12,266,19,73,15
05/04/2015,6,2,29,14,10,81,115,58,36,0,17,6,19,2,17,134,56,26,36,71,98,80,30,76,50,0,22,9,108,89,5,10,20,14,19,9,314,22,99,60
05/04/2015,7,2,64,22,27,228,246,63,82,0,32,7,53,18,30,193,261,100,87,192,302,245,70,90,101,0,30,51,202,70,29,35,39,30,29,28,580,31,191,92
05/04/2015,8,3,95,70,63,412,423,209,223,0,58,39,154,21,76,343,652,155,160,394,524,494,168,110,187,0,65,98,385,221,58,70,70,89,51,26,878,80,377,157
05/04/2015,9,1,234,123,70,652,733,598,564,0,82,57,252,46,109,800,1099,284,233,718,987,590,147,303,379,0,145,170,855,316,124,94,105,164,106,100,1337,173,608,267
05/04/2015,10,6,268,147,86,1015,1418,1271,1312,0,98,106,466,111,180,1382,1361,434,364,1147,1541,717,145,489,676,0,360,278,1489,445,174,115,184,183,129,129,2136,171,1134,498
05/04/2015,11,20,290,160,129,1455,1864,1982,1979,0,95,141,924,206,208,1761,1729,465,425,1416,1766,728,245,570,887,0,608,327,2077,631,179,90,177,154,119,172,2748,340,1662,778
05/04/2015,12,76,394,152,97,2249,2507,2435,2381,0,98,148,1313,282,282,2134,1739,494,465,1560,1896,930,160,919,1141,0,965,362,2276,801,320,97,190,170,145,296,3367,532,2317,814
05/04/2015,13,267,309,152,102,2483,2947,2766,2679,0,77,90,910,232,235,2403,1622,530,520,1629,2145,694,155,1039,1142,0,1043,355,2284,934,448,97,218,73,160,322,3570,285,2118,902
05/04/2015,14,332,320,120,92,2562,3089,3194,3037,0,104,77,708,201,232,2470,1972,646,610,1351,2338,627,168,1033,1357,0,736,302,2115,945,509,83,165,82,147,347,3642,274,2147,1001
05/04/2015,15,344,357,149,105,2562,3145,3664,3308,0,69,114,859,216,230,2506,2138,568,551,1173,2426,788,176,1020,1344,0,743,235,2155,854,454,100,196,101,173,339,3978,444,2359,924
05/04/2015,16,334,298,160,108,2507,3014,3252,2970,0,96,148,863,213,306,2330,2004,667,537,621,2540,1013,278,1049,1156,0,683,165,2034,871,499,61,146,148,136,341,3884,362,2622,827
05/04/2015,17,145,333,173,102,2510,2669,2272,2033,0,112,123,457,115,170,2292,1923,590,380,380,2149,787,246,1213,919,0,857,111,1815,897,536,102,207,196,136,456,3653,490,2935,700
05/04/2015,18,64,322,142,100,2664,2299,1590,986,0,121,127,271,98,114,1780,1583,483,150,397,1799,649,179,1324,679,0,1057,124,1095,1074,812,82,183,145,145,568,3229,331,2242,440
05/04/2015,19,16,299,125,90,2545,2158,907,595,0,76,96,279,77,81,2103,1415,379,128,395,1592,482,168,1322,387,0,1337,88,1637,1093,965,68,166,113,114,626,3252,266,2768,396
05/04/2015,20,134,178,100,68,2543,1793,538,462,0,83,71,228,47,61,1441,1280,416,121,305,1250,420,152,1223,279,0,1004,68,638,969,990,48,136,123,70,657,2574,440,2033,264
05/04/2015,21,148,136,112,76,1850,1408,419,387,0,55,102,156,45,46,1413,1308,384,78,253,1197,377,173,1037,241,0,814,67,720,910,804,41,144,74,89,496,2428,252,1795,210
05/04/2015,22,110,106,62,82,1512,1304,317,325,0,57,46,103,39,45,902,893,424,67,207,907,303,143,902,220,0,541,44,396,1057,564,30,115,54,72,313,1833,164,1127,137
05/04/2015,23,52,61,38,59,1053,872,171,148,0,60,25,100,28,11,608,681,422,35,174,503,221,81,683,180,0,287,45,139,856,328,25,47,35,83,90,1405,113,566,67
06/04/2015,0,44,39,15,34,513,511,123,100,0,9,6,34,7,14,288,362,182,21,75,321,92,34,361,77,0,195,19,138,595,143,12,29,21,30,26,745,71,209,44
06/04/2015,1,18,20,5,15,305,475,82,75,0,2,22,28,0,8,138,145,71,18,72,135,33,44,319,50,0,117,19,81,655,74,4,17,22,15,22,457,31,116,17
06/04/2015,2,10,6,1,18,163,287,48,38,0,7,2,8,0,0,64,62,50,6,50,86,23,21,320,21,0,85,13,22,565,57,4,9,14,18,9,323,29,31,18
06/04/2015,3,15,8,5,48,113,287,37,23,0,8,7,8,0,4,62,59,64,6,32,71,25,9,265,12,0,28,3,44,360,23,4,7,14,18,8,263,14,39,10
06/04/2015,4,0,8,1,11,59,295,20,44,0,9,4,2,0,0,57,75,50,8,31,56,38,16,347,20,0,37,4,49,381,6,3,7,12,7,0,365,5,82,10
06/04/2015,5,1,23,12,4,66,83,36,38,0,6,4,5,3,3,61,108,60,27,24,98,49,89,166,12,0,48,6,50,319,18,2,13,9,5,11,307,13,61,17
06/04/2015,6,0,32,9,14,61,63,21,34,0,14,6,19,6,15,76,154,66,33,41,142,108,38,72,88,0,19,7,65,170,11,9,18,30,20,7,235,11,55,37
06/04/2015,7,12,45,28,27,195,145,55,54,0,37,11,30,7,36,130,312,112,99,83,256,250,48,83,110,0,39,23,91,393,16,39,27,75,30,26,407,48,130,80
06/04/2015,8,12,71,46,43,331,344,213,196,0,70,33,96,20,88,232,568,114,195,222,428,374,88,94,191,0,44,30,184,172,39,52,60,95,56,22,637,61,274,183
06/04/2015,9,7,146,83,64,599,862,640,635,0,96,52,193,35,96,555,1044,244,226,271,915,569,127,218,397,0,135,71,384,237,103,52,102,136,94,90,1301,119,502,283
06/04/2015,10,9,201,121,84,1075,1504,1327,1383,0,71,70,272,63,159,1123,1289,418,345,489,1487,753,183,383,614,0,334,118,883,392,187,74,165,140,151,161,2239,179,997,438
06/04/2015,11,6,246,124,105,1682,2355,2196,2174,0,127,61,393,116,242,1716,1688,536,571,538,1862,802,156,664,944,0,624,123,1355,562,272,92,190,145,129,235,3090,207,1553,761
06/04/2015,12,21,350,122,81,2367,3120,2624,2697,0,114,79,468,152,271,2278,1849,567,1170,710,2288,864,179,952,1178,0,884,126,1635,816,454,91,207,91,129,369,4141,291,1842,1070
06/04/2015,13,49,326,176,92,2772,3380,3100,3134,0,126,61,466,121,226,2577,2177,646,2073,711,2458,832,175,1100,1279,0,1055,126,1905,899,665,119,301,113,148,355,4648,307,2221,1129
06/04/2015,14,53,306,150,142,2650,3400,3120,3166,0,91,58,521,171,242,2511,2070,805,4980,538,2644,756,190,991,1265,0,697,124,1728,823,588,181,272,92,195,455,4660,277,2448,1273
06/04/2015,15,42,291,105,122,2606,3232,3087,3009,0,93,50,406,158,278,2139,1933,591,1395,466,2600,816,164,1000,1264,0,582,143,1681,828,598,117,217,84,125,401,4268,198,2011,1021
06/04/2015,16,42,259,95,73,2533,2870,2760,2741,0,113,52,406,162,240,1811,1934,626,1082,456,2319,788,166,952,1077,0,494,102,1263,866,435,82,153,63,143,376,3971,235,1883,836
06/04/2015,17,44,235,111,95,2507,2350,2272,1720,0,91,82,285,136,189,1626,1734,639,1517,421,2280,792,226,1023,795,0,549,97,1007,842,523,83,173,89,123,386,3409,214,1536,612
06/04/2015,18,27,375,130,82,2932,2236,1643,939,0,119,89,246,93,148,1732,1621,648,4989,380,2036,860,239,1180,593,0,1094,118,887,1030,621,236,499,153,172,552,3643,315,1993,739
06/04/2015,19,58,174,61,98,2408,1666,818,520,0,49,44,163,46,88,1171,1334,368,1460,407,1628,590,182,1143,250,0,1075,103,513,973,730,70,196,85,91,592,3141,241,1381,227
06/04/2015,20,248,127,80,72,2103,1285,397,301,0,44,65,180,44,45,991,1154,279,137,262,1112,343,153,907,177,0,774,56,373,913,731,38,91,78,63,516,2415,171,1174,184
06/04/2015,21,125,60,57,61,1405,967,317,244,0,37,48,96,20,36,694,1087,330,82,221,965,258,129,735,120,0,551,58,225,677,408,47,83,61,37,356,1724,173,855,95
06/04/2015,22,76,71,29,41,1082,591,143,145,0,28,32,76,16,21,507,691,244,45,151,637,271,78,513,110,0,290,55,179,509,284,34,70,52,49,162,1365,146,529,63
06/04/2015,23,17,35,20,39,663,314,106,83,0,21,11,25,8,10,215,532,181,30,115,334,155,51,283,58,0,120,26,68,230,138,11,11,22,28,66,959,56,286,45
