Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West)
19/06/2015,14,1512,814,473,1009,2155,3422,2892,2964,0,655,249,154,59,284,1683,2680,631,0,1271,2825,1585,524,1020,786,0,564,191,1413,880,478,197,225,412,663,318,4491,610,1625,536,329,353,163
19/06/2015,15,1456,616,523,1213,2244,3314,2788,2861,0,874,289,236,47,245,1781,2765,694,0,1071,2877,1930,542,886,937,0,534,257,1311,758,323,211,288,288,568,260,4748,553,1699,484,385,329,177
19/06/2015,16,1716,777,933,2261,2415,3439,2993,2828,0,1584,444,253,77,385,2051,3398,987,0,838,3244,2598,591,925,995,0,476,210,1476,786,337,327,272,316,600,272,5129,537,1857,452,344,348,177
19/06/2015,17,2145,1186,1481,3379,2931,3761,3450,2922,0,2080,502,276,68,516,2911,5277,1507,0,649,3832,3604,707,1225,1384,0,808,213,2286,1187,360,460,423,513,898,265,6025,711,2672,685,432,427,236
19/06/2015,18,1790,802,721,1392,2930,3574,2973,2031,0,841,303,240,72,276,2774,3677,941,0,567,3001,2091,449,1315,1064,0,1197,208,2034,1209,496,321,426,447,626,297,5418,558,2477,578,291,243,155
19/06/2015,19,1440,508,292,478,2687,3016,1990,1339,0,241,246,158,34,170,1972,2199,584,0,411,2063,1068,279,1244,821,0,1357,137,2000,1247,586,205,245,307,392,453,4017,369,1757,382,192,157,96
19/06/2015,20,1243,306,173,298,2419,2411,1447,1011,0,153,166,132,29,96,1068,1789,408,0,326,1631,710,180,1059,449,0,1140,106,484,964,671,72,152,175,303,452,2934,254,1319,194,134,118,62
19/06/2015,21,1306,266,125,247,2512,1791,827,550,0,120,115,95,27,69,1157,1650,424,0,332,1421,519,162,993,400,0,1047,92,628,923,704,37,115,182,283,375,2933,221,1229,226,131,100,63
19/06/2015,22,939,314,137,198,1866,1517,408,354,0,81,65,84,17,64,1773,1930,554,0,299,1412,544,151,937,462,0,1027,58,1410,867,636,195,368,135,307,275,3151,400,1459,347,96,74,60
19/06/2015,23,617,217,104,144,1629,1143,332,332,0,72,53,79,24,53,914,1387,435,0,264,1173,468,174,813,294,0,743,61,318,749,395,80,135,108,273,208,2527,203,949,152,84,59,55
20/06/2015,0,268,90,48,82,1021,1391,254,199,0,23,35,32,19,21,514,867,272,0,201,839,281,86,657,190,0,653,58,140,562,238,26,76,66,245,113,2108,125,483,83,36,38,36
20/06/2015,1,171,33,27,39,546,528,115,125,0,15,10,12,6,7,259,352,119,0,135,387,72,32,596,134,0,356,33,78,487,87,15,42,30,186,30,1134,36,322,36,23,15,10
20/06/2015,2,96,33,20,26,263,309,90,82,0,16,11,9,4,10,98,190,77,0,124,268,49,41,321,32,0,265,29,32,234,46,6,12,18,137,13,665,27,198,36,19,9,6
20/06/2015,3,80,5,9,30,211,167,63,60,0,20,9,12,0,3,64,120,44,0,87,153,36,8,334,11,0,188,8,32,227,34,3,8,16,116,15,383,14,134,16,14,6,4
20/06/2015,4,46,19,10,9,99,147,46,35,0,10,4,2,0,1,39,121,53,0,103,180,33,21,124,25,0,44,17,38,110,24,9,14,18,182,8,333,16,79,8,9,5,5
20/06/2015,5,35,29,12,10,69,138,35,22,0,31,6,1,1,2,51,145,63,0,93,126,62,25,144,22,0,10,7,58,60,17,9,23,22,22,6,400,8,76,17,1,1,0
20/06/2015,6,28,45,15,28,84,125,31,40,0,75,12,12,2,29,75,280,124,0,171,155,232,53,76,81,0,28,31,69,49,15,27,30,27,14,7,429,21,67,52,16,7,5
20/06/2015,7,68,103,27,37,217,203,91,90,0,81,11,32,13,48,134,451,145,0,241,323,320,69,88,192,0,32,72,85,45,33,52,43,57,31,21,661,110,136,99,24,17,11
20/06/2015,8,163,164,102,52,386,539,246,243,0,108,36,57,16,83,348,645,209,0,454,709,543,99,124,274,0,52,204,256,113,78,55,114,133,82,68,1201,319,311,183,91,55,43
20/06/2015,9,321,196,96,102,570,1153,683,631,0,106,57,128,21,92,600,1020,310,0,770,1140,737,99,189,373,0,130,244,414,278,118,100,108,193,167,161,1951,242,496,223,122,78,64
20/06/2015,10,553,245,102,136,868,1827,1477,1410,0,135,63,198,57,144,1060,1281,423,0,1295,1581,832,144,364,582,0,260,352,812,459,209,77,133,185,158,159,2446,370,839,343,104,112,82
20/06/2015,11,840,228,213,141,1300,2624,2184,2374,0,125,71,246,92,176,1554,1657,542,0,1636,2100,960,127,546,768,0,462,437,1252,588,258,97,220,192,174,212,3700,345,1326,579,125,118,75
20/06/2015,12,1091,164,234,203,1811,3357,2612,2808,0,126,98,282,87,228,2316,1892,580,0,1804,2603,1037,150,832,985,0,653,482,2039,754,340,158,180,194,192,289,4654,496,1746,724,301,136,106
20/06/2015,13,1447,391,208,158,2502,3606,3055,3086,0,132,94,290,77,210,2359,1996,595,0,1815,2670,923,158,1014,1314,0,785,446,2047,820,383,158,191,162,197,313,4855,464,2212,939,265,189,113
20/06/2015,14,1619,300,159,116,2446,3542,3220,3180,0,186,94,290,88,272,2214,2252,649,0,1640,2622,901,215,1110,1136,0,581,438,1621,902,465,114,214,156,203,338,4339,338,1914,796,206,151,131
20/06/2015,15,1694,316,178,102,2448,3839,3477,3367,0,132,89,329,120,213,2380,2368,641,0,1363,2710,963,186,970,1175,0,669,367,2104,874,449,91,178,138,230,287,4806,388,1948,826,202,173,112
20/06/2015,16,1658,427,186,104,2503,3730,3264,3252,0,131,146,305,107,246,2900,2737,775,0,731,2982,1106,245,1083,1260,0,620,192,2535,887,407,158,454,141,263,333,5021,455,2488,939,222,203,109
20/06/2015,17,1550,362,181,116,2503,3330,2804,2265,0,189,177,413,97,247,2376,2641,715,0,555,2657,1233,283,1109,1373,0,836,187,1667,899,624,154,331,227,260,409,4928,322,2256,648,224,199,157
20/06/2015,18,1493,490,109,89,2476,2618,1720,1404,0,176,187,868,124,253,2366,2410,538,0,473,2202,1048,263,1246,1042,0,1293,130,2240,982,680,167,246,205,225,535,4422,387,1945,571,215,150,102
20/06/2015,19,1338,339,113,92,2550,2207,1203,731,0,74,108,470,73,111,2081,1880,484,0,430,1731,638,195,1174,559,0,1410,97,2093,1112,909,90,207,206,207,650,3691,455,1882,389,148,101,53
20/06/2015,20,1170,283,68,117,2320,1673,635,434,0,64,91,177,25,47,1431,1730,491,0,367,1517,453,176,1070,399,0,1096,108,902,1059,995,51,155,125,241,702,3058,198,1506,327,148,48,35
20/06/2015,21,914,204,86,64,1982,1285,419,365,0,46,128,132,35,82,1219,1445,416,0,240,1329,513,170,854,322,0,878,67,594,810,1051,63,168,104,176,658,2637,146,1195,236,87,65,49
20/06/2015,22,736,203,75,71,1847,1292,425,426,0,61,142,624,63,158,1862,1442,439,0,236,1109,728,234,876,477,0,816,95,1911,1038,804,81,191,102,224,429,2788,274,1318,250,94,83,49
20/06/2015,23,480,141,63,88,1315,967,286,303,0,52,48,93,17,30,803,1260,342,0,267,992,494,181,745,216,0,562,77,409,798,664,42,91,83,400,214,2054,124,941,135,52,52,31
21/06/2015,0,260,82,31,70,881,672,160,177,0,24,23,113,29,17,468,1053,348,0,169,591,255,88,655,209,0,427,49,212,610,327,34,59,62,347,53,1942,84,484,71,43,31,21
21/06/2015,1,185,34,22,37,502,450,143,135,0,17,27,26,3,11,210,387,134,0,131,447,143,63,664,144,0,449,25,62,452,183,15,34,44,337,27,1062,43,271,63,20,12,6
21/06/2015,2,87,19,8,47,362,261,100,118,0,10,13,6,0,3,132,158,73,0,78,240,66,40,475,34,0,236,24,44,319,93,3,19,28,256,18,760,33,191,29,16,15,9
21/06/2015,3,64,11,5,23,193,208,56,75,0,10,9,16,4,0,77,129,56,0,89,174,38,38,408,7,0,142,17,29,323,24,4,10,15,259,12,645,15,131,8,7,3,7
21/06/2015,4,33,4,2,17,108,139,56,48,0,5,8,1,0,4,31,96,57,0,64,145,51,28,549,25,0,52,4,24,174,34,11,9,1,130,13,470,5,93,21,11,6,5
21/06/2015,5,24,34,10,17,84,115,32,32,0,7,15,6,0,1,38,60,26,0,40,90,39,18,295,21,0,43,3,63,114,7,6,14,5,135,9,356,27,85,28,4,3,2
21/06/2015,6,35,19,3,18,94,95,42,40,0,18,6,14,4,18,68,49,28,0,70,85,72,17,92,42,0,36,11,125,77,8,18,29,14,29,16,299,18,67,44,17,7,6
21/06/2015,7,54,34,28,38,162,201,65,53,0,32,12,19,6,29,118,266,120,0,126,198,252,39,84,71,0,18,24,216,78,21,16,20,36,40,13,590,84,119,80,13,6,7
21/06/2015,8,140,103,57,54,285,313,139,149,0,54,26,61,24,58,263,738,198,0,305,529,432,97,109,253,0,41,85,574,143,35,66,80,116,54,28,982,292,215,131,27,24,17
21/06/2015,9,235,179,61,64,455,708,494,432,0,98,47,144,35,127,578,1071,298,0,549,856,679,142,189,379,0,82,171,774,208,131,85,79,194,93,53,1481,165,525,288,67,59,55
21/06/2015,10,501,138,136,71,794,1490,1040,1078,0,90,58,265,66,190,1265,1424,396,0,983,1401,796,172,254,658,0,267,366,1343,316,181,100,132,135,133,125,2535,239,841,487,94,80,73
21/06/2015,11,767,74,196,137,1158,2373,1821,1781,0,83,62,354,80,220,1705,1846,530,0,1323,1654,789,196,515,1322,0,530,402,1956,492,268,104,167,162,165,192,3376,427,1656,823,123,98,77
21/06/2015,12,1044,191,191,114,1904,3010,2482,2264,0,91,80,357,146,237,2263,1960,592,0,1529,2066,870,197,890,1106,0,679,614,2262,725,357,144,197,148,232,259,4206,528,2509,1098,179,128,100
21/06/2015,13,1486,136,194,131,2368,3198,2810,2807,0,109,74,455,116,302,2589,2182,636,0,1769,2428,808,209,944,1404,0,832,687,2556,901,413,86,210,94,238,339,4536,335,2768,1385,217,137,107
21/06/2015,14,1721,167,232,114,2279,3432,3101,2982,0,116,55,460,158,269,2776,2327,687,0,1479,2535,804,219,847,1515,0,645,526,2513,944,483,89,232,97,194,336,4684,457,2778,1498,193,146,99
21/06/2015,15,1585,171,214,101,2283,3503,3074,2903,0,112,83,363,109,302,2696,2533,763,0,1209,2631,855,197,842,2062,0,580,392,2493,873,582,107,248,95,167,398,4700,273,2835,1513,203,140,90
21/06/2015,16,1622,166,185,111,2256,3027,2840,2418,0,97,75,249,68,174,2287,2408,717,0,699,2457,867,235,755,1264,0,466,247,2327,779,539,80,184,91,138,306,4256,208,2027,937,192,160,114
21/06/2015,17,1373,262,105,70,2071,2310,2070,1667,0,101,104,188,59,160,1686,1976,566,0,454,2151,792,185,842,849,0,538,144,1341,861,520,91,168,110,120,241,3621,350,1649,520,207,137,105
21/06/2015,18,1116,244,80,91,2128,1841,1282,841,0,92,93,136,40,106,1194,1808,490,0,386,1864,667,184,845,783,0,780,107,766,713,578,87,200,130,133,345,3342,213,1326,347,193,84,59
21/06/2015,19,963,167,47,59,1847,1270,702,339,0,69,74,137,28,37,847,1438,419,0,276,1419,621,167,718,281,0,704,77,347,732,687,52,66,54,90,318,2278,122,709,174,162,80,48
21/06/2015,21,434,129,30,42,1234,707,250,186,0,37,49,60,31,37,571,954,236,0,176,983,281,116,519,176,0,505,72,217,434,392,34,76,56,49,197,1586,108,734,100,87,41,25
21/06/2015,22,205,70,17,62,803,486,137,113,0,35,23,42,8,21,336,580,220,0,195,645,203,79,347,78,0,229,44,168,371,301,38,61,77,41,93,1162,96,317,52,75,40,23
21/06/2015,23,139,66,13,46,526,277,66,89,0,14,3,26,9,4,195,438,170,0,104,350,151,26,254,49,0,177,23,102,233,112,20,23,24,12,23,769,41,163,22,52,37,27
22/06/2015,0,86,12,2,27,212,115,39,41,0,19,8,9,7,1,55,166,60,0,72,153,60,18,148,23,0,55,15,38,176,62,10,16,12,16,17,306,23,67,10,36,16,11
22/06/2015,1,32,11,6,14,68,47,16,20,0,5,13,8,0,2,18,57,23,0,45,55,24,14,117,10,0,36,6,12,122,30,5,9,4,0,5,132,2,26,19,20,12,7
22/06/2015,2,15,7,0,16,46,37,14,4,0,1,3,11,5,0,20,47,15,0,30,33,16,14,68,4,0,14,5,13,79,14,2,2,10,0,7,93,0,16,5,10,2,3
22/06/2015,3,12,2,1,66,31,14,15,7,0,1,2,9,5,1,27,17,7,0,22,33,4,2,53,5,0,16,2,27,93,2,6,4,0,9,2,92,3,17,6,4,2,1
22/06/2015,4,9,11,4,7,36,45,9,9,0,0,6,8,3,1,39,56,34,0,17,28,24,3,57,5,0,11,0,39,108,10,4,4,6,5,1,111,8,13,7,3,2,2
22/06/2015,5,36,48,30,90,100,83,68,21,0,55,23,8,4,20,87,178,77,0,44,136,168,29,33,48,0,2,8,93,98,7,10,29,16,14,12,279,22,53,32,11,12,9
22/06/2015,6,72,213,163,605,130,139,124,66,0,439,87,32,12,91,289,861,277,0,93,439,721,163,79,163,0,33,25,284,55,27,54,66,56,73,5,662,59,202,98,42,37,22
22/06/2015,7,232,737,623,2035,342,421,260,175,0,1395,331,150,37,219,808,1896,479,0,162,1169,1795,394,145,418,0,51,78,727,116,87,171,115,156,234,57,1713,262,553,270,84,81,59
22/06/2015,8,631,1696,1515,4712,743,993,583,514,0,2945,591,276,78,328,1635,4154,1253,0,420,2426,3637,948,247,920,0,134,123,1498,326,124,431,260,529,747,147,3196,750,1233,460,200,225,129
22/06/2015,9,525,1270,961,2827,749,1007,738,671,0,1622,409,120,27,195,1259,2150,570,0,426,1684,2121,650,318,508,0,141,97,1129,307,171,354,188,370,497,137,2466,501,1003,270,184,176,127
22/06/2015,10,568,669,402,1003,965,1530,1052,1143,0,491,239,95,32,131,1043,1447,466,0,502,1437,1305,438,368,353,0,254,96,924,358,189,173,163,291,479,180,2486,684,698,359,221,187,107
22/06/2015,11,855,566,382,889,1333,2118,1597,1572,0,443,259,96,26,159,1169,1405,339,0,593,1727,1124,398,574,487,0,354,117,1017,574,206,137,181,277,393,180,3100,620,845,301,238,185,92
22/06/2015,12,1416,1400,548,961,2185,3152,2691,2752,0,1021,494,211,65,462,1550,2256,523,0,994,2466,1925,584,1250,703,0,701,120,1282,979,423,252,278,858,761,433,4028,880,1164,436,500,360,199
22/06/2015,13,1591,1193,551,1359,2487,3377,3366,3203,0,880,416,214,57,406,1504,2259,620,0,897,2856,1799,602,1295,721,0,714,148,1241,1001,491,213,352,848,957,387,4277,834,1475,560,417,332,164
22/06/2015,14,1451,747,380,954,2036,3158,2573,2646,0,560,276,112,34,155,1372,1827,500,0,613,2368,1482,448,835,629,0,466,84,1087,663,329,163,188,334,565,257,4058,698,1146,370,289,274,140
22/06/2015,15,1362,601,456,1234,1862,2876,2261,2027,0,719,274,103,30,203,1424,1939,582,0,495,2432,1805,391,688,724,0,466,92,1144,599,314,170,158,231,485,224,4029,507,1179,402,231,248,137
22/06/2015,16,1602,746,920,2428,2026,2722,2156,1845,0,1652,454,139,31,227,1725,2662,793,0,508,2809,2739,474,683,815,0,353,121,1388,569,253,263,205,228,535,249,4198,503,1319,396,321,313,184
22/06/2015,17,1733,1240,1714,4086,2302,2664,2297,1745,0,2595,616,198,45,465,2847,4680,1538,0,538,3552,3912,683,954,1247,0,500,151,2606,643,294,473,334,372,761,279,4861,457,1902,658,326,376,227
22/06/2015,18,1372,715,732,1776,2050,1979,1580,968,0,922,333,152,37,256,1884,2594,852,0,487,2471,2005,319,887,872,0,711,137,2083,722,313,253,178,230,353,284,3462,298,1287,431,278,236,164
22/06/2015,19,1076,301,235,546,1798,1388,748,456,0,261,162,148,22,110,768,1202,417,0,306,1595,904,179,772,217,0,834,78,442,586,302,86,87,143,213,270,2191,297,780,175,182,179,116
22/06/2015,20,773,202,122,200,1618,1085,384,283,0,94,107,61,19,60,1162,927,285,0,297,1060,581,127,611,249,0,1128,74,1313,476,398,33,82,74,128,247,1863,101,529,118,153,92,54
22/06/2015,21,538,178,82,134,1187,899,300,166,0,71,92,47,12,54,950,799,311,0,180,1042,412,135,459,359,0,532,38,972,316,230,52,54,57,136,159,1553,101,391,122,105,98,45
22/06/2015,22,309,73,35,110,758,561,156,120,0,66,36,26,4,15,409,651,270,0,179,654,293,87,322,108,0,207,41,276,243,168,48,75,86,49,90,1023,62,263,59,82,54,33
22/06/2015,23,171,61,34,58,458,281,123,86,0,31,13,17,4,12,176,415,146,0,105,336,150,31,192,107,0,90,26,110,161,90,14,18,25,18,32,752,35,106,24,60,38,16
23/06/2015,0,66,10,12,23,187,181,54,49,0,9,10,2,1,5,91,160,63,0,70,160,65,23,243,34,0,108,13,45,85,25,7,6,13,13,24,344,10,50,15,20,15,12
23/06/2015,1,36,4,1,8,66,73,31,11,0,3,6,2,5,0,32,38,14,0,79,46,28,4,75,18,0,45,3,28,73,35,1,8,6,4,10,127,10,17,5,14,4,3
23/06/2015,2,19,6,2,4,64,35,16,16,0,3,3,9,6,1,19,18,7,0,23,13,24,11,51,3,0,11,2,18,31,11,2,0,1,4,12,55,8,8,6,2,2,1
23/06/2015,3,10,0,1,9,33,26,12,10,0,1,3,0,0,3,22,5,3,0,20,23,4,3,69,5,0,14,0,23,23,3,1,6,4,8,2,76,0,8,2,8,1,1
23/06/2015,4,15,17,7,12,27,36,7,8,0,0,6,5,0,1,38,59,35,0,30,35,20,5,23,7,0,16,2,40,20,9,1,7,0,1,2,111,6,9,7,3,6,1
23/06/2015,5,25,45,36,120,83,76,41,26,0,48,19,8,2,23,106,208,73,0,70,169,195,38,39,43,0,5,11,106,30,5,8,21,51,13,8,293,18,33,29,8,5,3
23/06/2015,6,69,186,143,578,135,191,116,72,0,435,109,71,16,93,333,919,300,0,109,471,706,180,75,161,0,27,38,318,40,25,73,74,77,74,16,837,56,149,125,40,38,21
23/06/2015,7,304,778,692,2222,367,452,263,225,0,1504,362,144,39,228,991,1899,567,0,271,1232,1975,459,139,424,0,66,58,1003,174,71,192,133,213,237,44,1758,261,523,294,93,84,61
23/06/2015,8,722,1774,1578,4916,758,1070,648,519,0,3039,597,223,57,383,1762,4198,1279,0,569,2623,3727,997,297,1003,0,111,182,1599,297,167,474,335,508,776,137,3503,785,1232,493,206,241,113
23/06/2015,9,562,1139,907,2728,722,1161,827,692,0,1552,393,113,33,184,1253,1959,565,0,546,1647,2007,614,257,515,0,165,184,966,260,147,327,225,403,469,132,2714,616,915,372,199,200,132
23/06/2015,10,692,656,437,1013,1031,1559,1131,1070,0,479,261,99,151,111,856,1126,317,0,816,1488,1326,421,392,824,0,300,132,741,344,177,188,164,240,493,137,2805,606,983,290,198,187,133
23/06/2015,11,905,655,463,839,1471,2120,1602,1524,0,469,221,107,74,141,1102,1396,348,0,1054,1652,1291,368,601,432,0,501,163,925,544,305,169,227,290,510,221,3404,797,1098,470,351,269,152
23/06/2015,12,1567,1351,627,1267,2418,3156,2785,2660,0,1074,517,305,103,557,1533,2113,566,0,1680,2681,1923,664,1208,703,0,785,252,957,1102,369,234,307,910,874,336,4433,1065,1562,573,366,300,164
23/06/2015,13,1845,1461,625,1336,2580,3633,3338,3261,0,968,455,325,140,490,1705,2181,592,0,1677,2903,1884,635,1412,828,0,766,265,1252,1057,492,267,334,869,974,392,4534,955,1825,680,392,368,172
23/06/2015,14,1403,693,502,970,2231,2928,2375,2424,0,598,246,159,47,174,1401,2169,561,0,1047,2540,1559,419,851,630,0,542,183,969,674,355,189,185,401,566,292,4344,585,1615,514,292,240,148
23/06/2015,15,1450,588,558,1281,2276,2869,2285,2325,0,823,276,143,33,197,1415,2208,593,0,671,2603,1844,410,741,698,0,369,148,960,614,332,212,182,229,601,256,4330,822,1499,406,421,488,166
23/06/2015,16,1597,743,1036,2356,2131,2756,2437,2183,0,1732,464,155,42,237,1649,2886,803,0,538,2826,2858,481,778,853,0,424,132,1086,610,309,316,183,316,536,228,4277,489,1716,478,312,351,176
23/06/2015,17,1907,1148,1670,4026,2546,3024,2551,1863,0,2580,690,217,59,444,2770,4808,1563,0,597,3557,4063,671,936,1254,0,458,181,2167,771,416,467,313,364,770,320,5081,526,2362,732,341,369,208
23/06/2015,18,1668,668,820,1739,2562,2312,1873,1305,0,925,324,216,58,268,1961,2825,934,0,524,2737,1995,363,925,1023,0,735,147,1761,887,429,258,246,268,427,384,3810,366,1702,635,369,289,195
23/06/2015,19,1223,371,308,557,2198,1518,966,579,0,284,163,147,31,113,1105,1483,433,0,398,1719,961,296,952,385,0,1024,119,954,714,482,107,105,145,304,303,2449,355,1036,273,207,204,130
23/06/2015,20,1180,200,134,271,1955,1170,464,264,0,132,71,123,35,64,1035,1224,377,0,245,1381,661,159,763,238,0,1047,117,579,573,412,52,96,77,181,258,1912,184,767,164,135,118,87
23/06/2015,21,823,125,80,201,1430,1067,316,225,0,86,76,84,34,42,762,1130,340,0,226,1020,523,178,562,503,0,455,60,409,494,372,47,98,65,148,235,1732,134,567,135,124,140,73
23/06/2015,22,443,73,61,93,1089,710,233,149,0,76,30,75,11,43,792,759,237,0,178,762,317,95,365,202,0,302,54,728,380,227,22,47,94,83,114,1289,77,342,94,86,71,57
23/06/2015,23,235,71,28,69,702,416,129,119,0,35,16,48,15,10,291,462,190,0,126,465,154,56,329,115,0,169,32,114,209,97,14,34,45,30,27,870,61,172,49,51,38,33
24/06/2015,0,104,25,9,19,264,205,75,60,0,9,5,7,1,5,113,169,56,0,59,229,73,19,160,30,0,83,18,51,181,77,3,15,16,17,28,463,18,96,33,38,34,27
24/06/2015,1,45,13,4,15,136,76,28,11,0,6,2,10,3,10,42,68,30,0,46,74,18,10,78,8,0,29,12,33,66,29,0,6,16,3,12,171,3,43,13,25,16,12
24/06/2015,2,23,13,2,7,58,39,20,20,0,3,2,14,2,0,22,31,21,0,20,20,10,9,64,8,0,7,6,14,42,19,0,0,7,3,11,80,3,26,6,5,6,5
24/06/2015,3,20,5,0,8,32,43,17,5,0,0,4,5,1,1,37,20,8,0,18,40,25,6,64,5,0,8,1,25,34,8,2,2,13,1,2,71,4,8,5,3,3,1
24/06/2015,4,14,5,4,12,28,34,10,8,0,5,5,9,3,1,30,55,28,0,22,18,13,1,32,12,0,7,1,36,30,5,2,11,6,1,0,101,2,17,2,4,6,5
24/06/2015,5,42,64,28,110,76,78,33,20,0,64,13,6,4,17,102,206,82,0,39,155,194,37,34,38,0,9,7,109,16,19,12,25,11,11,8,319,22,31,27,3,7,3
24/06/2015,6,64,268,184,635,134,159,97,72,0,440,98,62,13,109,328,962,277,0,102,478,677,170,103,202,0,22,26,292,54,30,68,78,69,68,16,739,71,187,136,49,45,24
24/06/2015,7,255,811,682,2164,366,436,267,226,0,1569,325,184,40,222,830,1870,541,0,192,1133,2034,443,171,488,0,54,57,780,156,102,189,135,193,248,59,1680,284,565,282,84,77,58
24/06/2015,8,610,1857,1722,4940,726,997,671,588,0,3175,592,259,50,340,1833,4186,1239,0,436,2391,3608,879,350,901,0,115,179,1502,310,193,446,286,438,704,152,3500,811,1364,500,186,197,114
24/06/2015,9,555,1295,894,2467,701,1183,772,719,0,1467,314,137,31,177,1090,2097,536,0,430,1569,2098,638,301,630,0,138,94,926,309,183,334,183,434,555,127,2776,571,978,359,160,210,114
24/06/2015,10,702,682,493,1123,1008,1609,1213,1114,0,575,229,141,29,145,1144,1380,405,0,551,1563,1590,416,446,749,0,237,137,975,331,216,182,205,300,476,195,2759,681,809,376,186,200,129
24/06/2015,11,973,669,447,889,1476,2393,1723,1696,0,494,208,155,60,176,1540,1434,638,473,607,1740,1360,358,482,493,0,440,183,1405,545,232,151,143,315,434,161,3832,750,1306,447,253,235,140
24/06/2015,12,1474,1404,695,1071,2406,3551,2993,2903,0,984,582,306,104,553,1907,2176,609,1556,1050,2722,1986,671,1252,745,1037,749,213,1890,1080,426,238,273,851,845,378,4897,1300,2105,832,394,322,174
24/06/2015,13,1726,1513,665,1346,2507,3808,3590,3387,0,916,460,433,140,560,1731,2342,713,646,1035,2897,1968,609,1388,1206,1115,804,239,1455,981,511,284,330,869,956,368,5045,950,1827,718,363,321,189
24/06/2015,14,1483,816,439,998,2356,3247,2683,2615,0,616,256,311,61,212,1531,2110,525,657,717,2529,1626,493,887,881,886,513,136,1148,707,368,188,228,413,582,250,4301,697,1695,653,310,286,140
24/06/2015,15,1664,687,584,1278,2230,3106,2631,2594,0,864,292,202,63,186,2040,2367,700,338,541,2632,1898,431,853,842,866,468,158,1631,673,335,229,242,253,591,201,4545,690,1960,521,281,248,152
24/06/2015,16,1716,705,914,2291,2278,3040,2458,2194,0,1635,449,178,32,260,1857,2927,882,445,742,2827,2743,473,789,864,726,430,129,1385,602,305,331,233,229,544,243,4583,535,1979,490,297,363,210
24/06/2015,17,1975,1215,1671,3967,2596,3051,2748,2145,0,2596,572,292,62,432,2724,4962,1484,673,1123,3651,3949,693,957,1158,906,540,273,2151,799,320,468,304,384,810,247,5146,542,2435,717,337,356,203
24/06/2015,18,1702,766,769,1789,2640,2479,1949,1351,0,957,371,170,46,304,2031,3133,963,518,1405,2757,2084,389,889,1042,1164,740,348,1652,944,456,235,231,309,458,301,3862,445,1875,549,242,315,210
24/06/2015,19,1422,410,295,637,2247,1695,1065,610,0,324,150,160,23,109,1445,1572,581,427,1397,1889,1053,185,906,410,1129,725,221,1569,858,574,101,142,137,309,314,2800,425,1289,432,144,142,113
24/06/2015,20,1136,215,141,330,1903,1060,611,341,0,124,85,152,47,81,911,1334,334,0,1137,1429,693,211,619,257,0,520,331,577,636,571,60,80,87,185,282,2271,225,955,175,91,109,85
24/06/2015,21,686,192,94,214,1525,777,344,254,0,67,68,69,18,57,815,1113,337,0,746,1094,492,154,533,238,0,423,159,422,483,414,53,101,67,170,227,1681,113,695,176,112,121,84
24/06/2015,22,450,162,92,177,1136,661,252,199,0,72,36,52,5,37,1131,988,359,77,442,934,379,114,422,315,325,273,91,931,427,291,30,85,115,92,106,1591,287,885,124,112,75,52
24/06/2015,23,239,104,40,89,541,335,121,111,0,39,9,22,8,14,307,613,214,23,144,523,201,61,247,100,176,165,37,127,238,165,18,64,39,58,38,949,59,242,44,75,45,38
25/06/2015,0,87,24,12,28,254,179,67,52,0,12,9,8,3,14,123,178,54,16,88,253,78,25,172,51,118,54,23,65,119,79,20,28,16,35,9,377,29,106,19,62,36,32
25/06/2015,1,41,31,12,14,124,107,30,33,0,5,6,8,1,4,42,70,18,2,51,68,14,9,104,30,58,39,9,14,73,49,16,10,5,26,13,128,4,31,10,33,25,19
25/06/2015,2,40,17,6,12,70,51,36,28,0,2,2,5,3,2,20,46,13,7,40,47,9,2,56,6,29,17,4,12,56,18,7,1,25,44,10,130,3,28,11,17,8,4
25/06/2015,3,34,5,0,7,44,15,6,8,0,2,3,3,1,1,25,26,12,6,32,44,12,1,68,10,16,17,3,16,24,26,2,10,6,6,0,98,7,15,3,4,0,0
25/06/2015,4,15,19,6,11,26,25,5,8,0,0,3,3,0,2,49,41,25,4,29,39,19,2,19,12,15,9,4,49,33,9,6,9,1,0,0,114,16,9,5,7,4,3
25/06/2015,5,61,44,36,118,95,91,42,18,0,43,19,14,4,18,106,235,70,38,69,153,171,33,52,49,31,7,8,116,52,14,10,18,21,15,9,337,25,53,35,5,11,6
