Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place
10/10/2014,21,1221,306,173,215,2697,2169,759,593,0,206,345,1330,139,221,2627,1036,465,0,386,1639,981,279,967,630,1082,879,78,1776,989,1231,72,142,196
10/10/2014,22,1009,473,148,158,2030,1516,509,409,0,89,141,299,65,71,1246,852,506,0,327,1395,507,194,873,425,890,813,67,580,912,947,127,264,131
10/10/2014,23,669,302,116,100,1725,1677,262,320,0,77,84,144,26,49,811,656,344,0,261,973,306,123,680,335,502,493,58,325,746,677,51,85,71
11/10/2014,0,415,116,44,66,943,763,173,178,0,49,21,73,18,37,499,393,268,0,237,640,158,80,663,345,377,448,32,148,499,306,21,67,49
11/10/2014,1,172,46,26,28,495,415,116,113,0,16,9,13,7,12,242,218,89,0,151,314,43,35,484,87,194,218,24,112,374,172,6,23,29
11/10/2014,2,149,19,18,10,300,267,82,61,0,19,16,13,7,3,105,93,53,0,148,185,30,12,392,34,131,115,14,54,248,56,7,15,16
11/10/2014,3,83,6,6,17,185,196,53,53,0,0,18,14,0,4,90,91,46,0,103,113,36,17,267,41,55,50,10,61,191,9,0,6,11
11/10/2014,4,33,33,11,9,124,120,13,34,0,8,11,7,2,1,50,30,40,0,61,75,22,21,178,12,27,18,9,28,88,26,2,0,9
11/10/2014,5,29,26,12,18,57,86,21,27,0,29,9,12,3,16,53,57,73,0,123,121,74,36,104,68,7,14,16,44,50,6,10,18,19
11/10/2014,6,45,54,24,20,107,146,39,56,0,31,27,14,11,34,98,119,89,0,200,221,119,106,127,90,24,27,47,73,67,17,24,59,27
11/10/2014,7,125,103,73,46,273,256,117,109,0,22,128,65,7,72,192,171,139,0,386,473,203,141,108,295,71,31,81,128,111,42,62,86,59
11/10/2014,8,208,138,120,86,451,545,354,346,0,27,81,110,29,313,486,362,446,0,637,926,289,220,110,602,123,87,187,319,157,69,83,81,144
11/10/2014,9,477,228,118,95,943,1204,835,853,0,16,80,208,33,215,753,584,376,0,974,1170,533,196,250,692,279,165,276,464,314,171,122,29,140
11/10/2014,10,934,251,357,123,1543,2204,1414,1552,0,36,111,240,55,209,1062,932,429,0,1456,1691,721,250,478,741,495,419,312,702,457,189,107,8,144
11/10/2014,11,1475,571,774,167,2557,3327,2188,2430,0,26,128,350,86,264,1590,1196,540,0,1761,2134,660,278,722,952,887,536,467,1030,767,279,145,41,160
11/10/2014,12,1891,1733,461,124,3271,3920,2681,2858,0,21,109,407,120,243,2165,1284,598,0,2015,2537,647,239,774,1273,1330,891,444,1574,868,392,306,41,135
11/10/2014,13,2556,578,293,159,3719,4078,3110,3349,0,50,97,504,139,206,2589,1504,623,0,2073,2719,594,252,976,1247,1528,928,475,1930,980,463,218,53,140
11/10/2014,14,2408,511,258,162,3539,4135,3153,3562,0,35,97,595,164,247,2033,1680,636,0,1730,2874,628,298,937,1318,1475,158,369,1568,1100,705,213,155,138
11/10/2014,15,2046,412,239,129,3249,3761,3285,3648,0,11,71,472,109,211,2241,1932,791,0,1263,3143,482,263,1097,1437,1256,0,244,1733,944,727,160,412,162
11/10/2014,16,2075,405,186,120,2977,3273,2879,3041,0,13,84,392,129,230,2034,1554,583,0,700,2883,465,242,1034,1073,1234,0,178,1295,900,691,119,278,149
11/10/2014,17,1889,620,208,98,2867,2655,2209,2205,0,3,80,455,118,209,1782,1352,541,0,520,2491,463,200,988,1130,1326,0,180,1004,867,768,113,233,225
11/10/2014,18,1512,395,173,114,2606,2204,1727,1197,0,12,150,538,152,150,1676,1304,525,0,459,2122,390,184,1066,643,1393,0,142,1018,1096,1102,116,185,231
11/10/2014,19,1381,485,187,97,2849,1847,1022,645,0,5,116,451,138,135,1716,1112,517,0,398,1809,297,182,1077,506,1406,0,82,1601,1036,1360,110,188,237
11/10/2014,20,1187,305,110,84,2530,1450,533,427,0,2,103,277,74,67,1376,1010,430,0,357,1530,295,169,932,432,1263,1048,127,818,997,1464,74,128,143
11/10/2014,21,954,201,94,90,2045,1284,408,374,0,6,87,229,69,44,1359,936,376,0,306,1231,192,134,881,397,978,820,66,1060,806,1420,56,63,176
11/10/2014,22,687,240,95,104,1820,1249,344,356,0,2,78,161,54,41,1056,701,404,0,215,1085,326,153,880,318,827,836,63,624,905,925,57,112,104
11/10/2014,23,421,111,93,68,1293,986,270,272,0,4,96,126,54,38,690,548,303,0,214,842,281,154,733,280,517,526,59,388,911,580,32,67,74
12/10/2014,0,356,49,56,55,834,924,191,180,0,0,94,148,27,27,430,430,218,0,202,691,153,99,626,302,330,336,40,211,850,330,30,56,76
12/10/2014,1,179,30,30,58,526,537,129,125,0,0,49,36,3,24,322,217,99,0,137,320,54,52,650,148,219,214,22,136,660,150,6,15,22
12/10/2014,2,97,12,27,39,322,357,89,80,0,0,32,12,0,3,152,157,57,0,121,220,28,71,467,42,118,142,19,78,524,61,2,11,27
12/10/2014,3,61,30,4,22,190,274,74,91,0,0,17,33,0,2,93,92,57,0,72,159,40,33,609,26,107,95,10,41,409,52,4,11,9
12/10/2014,4,44,24,11,15,91,151,40,52,0,0,10,8,2,3,60,73,30,0,69,101,52,43,271,19,51,67,13,45,271,25,5,9,49
12/10/2014,5,47,33,6,14,79,183,30,59,0,0,12,7,0,8,104,44,45,0,51,180,32,31,191,22,29,42,13,134,198,8,80,74,18
12/10/2014,6,129,54,34,12,114,301,61,81,0,8,43,23,3,24,306,117,187,0,111,312,80,67,135,112,20,45,34,1041,140,20,253,186,38
12/10/2014,7,150,111,55,30,250,376,79,122,0,6,25,102,28,85,941,230,145,0,232,424,345,91,86,145,37,39,48,3148,153,43,188,167,43
12/10/2014,8,326,227,76,84,637,863,279,255,0,9,59,279,38,140,1337,354,192,0,488,863,571,204,173,307,132,80,127,1658,183,65,134,48,92
12/10/2014,9,465,243,123,70,885,1186,623,621,0,6,125,408,55,185,1440,666,358,0,857,1069,538,266,245,556,233,127,187,1713,272,123,221,59,126
12/10/2014,10,709,348,137,91,1269,1623,1135,1292,0,11,114,610,123,246,1877,978,478,0,1216,1540,653,276,313,754,444,0,311,1667,458,214,307,153,129
12/10/2014,11,1003,480,170,116,1840,2335,1810,1930,0,5,98,727,154,260,2041,1113,476,0,1812,1909,744,217,550,915,783,0,423,1682,527,380,278,535,158
12/10/2014,12,1438,471,198,114,2274,2908,2305,2416,0,11,133,824,177,274,2303,1421,558,0,2347,2345,706,212,619,1041,1212,0,539,1909,790,568,227,584,142
12/10/2014,13,1652,429,162,104,2745,3084,2791,2613,0,8,106,1013,277,248,2146,1508,562,0,2244,2371,567,213,712,1185,1329,0,541,1950,890,871,139,229,101
12/10/2014,14,1732,406,146,143,2716,3137,2931,2834,0,8,163,1095,312,247,2100,1390,590,0,1878,2488,499,196,828,1264,1219,0,393,1986,864,1073,125,298,142
12/10/2014,15,1728,315,171,75,2443,3056,2605,2734,0,4,82,778,214,222,1989,1433,612,0,1369,2397,534,224,729,1227,1012,0,325,1985,735,1238,124,269,85
12/10/2014,16,1612,273,177,112,2342,2645,2261,2133,0,8,82,460,131,182,2049,1557,609,0,716,2375,515,233,713,1063,962,0,172,1645,784,981,109,159,95
12/10/2014,17,1426,321,114,93,2186,1830,1613,1364,0,4,51,317,79,187,1596,1213,501,0,378,1971,437,175,801,772,1009,0,112,1655,673,867,94,138,94
12/10/2014,18,1129,266,95,78,1844,1529,1219,751,0,6,67,241,67,122,1086,928,397,0,340,1536,392,163,779,435,1043,685,65,688,724,872,71,146,109
12/10/2014,19,1000,309,82,58,1853,1263,425,432,0,0,64,195,49,75,1105,819,327,0,374,1326,321,131,783,321,985,776,98,1006,719,1005,54,110,92
12/10/2014,20,829,134,52,53,1670,942,339,246,0,2,57,215,55,74,660,682,278,0,279,1078,228,127,692,174,901,664,72,356,556,749,40,107,51
12/10/2014,21,508,132,42,41,1006,667,226,167,0,5,62,95,33,43,564,502,247,0,230,885,177,90,512,206,538,431,70,272,471,746,49,92,75
12/10/2014,22,310,83,23,42,809,440,119,130,0,4,33,78,15,10,285,342,186,0,152,605,116,69,384,105,242,206,51,102,353,374,24,34,31
12/10/2014,23,160,37,22,26,332,230,89,52,0,1,13,51,6,13,153,172,114,0,109,331,61,38,252,57,137,148,31,47,274,154,10,14,8
13/10/2014,0,55,11,6,20,169,158,32,42,0,3,12,16,3,6,87,86,29,0,76,113,18,13,196,89,68,92,14,47,163,28,4,5,7
13/10/2014,1,23,9,0,13,48,62,9,15,0,5,11,4,3,1,31,36,12,0,35,49,10,3,105,37,63,40,11,4,119,29,3,3,9
13/10/2014,2,10,10,5,8,37,30,3,10,0,0,0,3,0,2,14,19,10,0,5,30,2,0,58,12,14,6,6,4,106,15,0,0,2
13/10/2014,3,12,7,2,3,30,26,5,28,0,0,2,8,4,0,36,6,11,0,25,31,8,5,86,11,10,7,2,19,213,2,0,5,8
13/10/2014,4,11,7,2,13,14,34,6,9,0,7,2,3,2,3,52,23,29,0,14,24,27,6,33,26,10,6,1,57,43,20,1,5,15
13/10/2014,5,18,71,57,140,113,103,29,31,0,95,26,15,3,32,119,121,101,0,41,210,241,48,40,84,19,13,1,120,35,9,24,21,28
13/10/2014,6,95,335,285,895,185,257,101,119,0,643,128,69,4,130,431,540,262,0,95,727,908,193,111,224,32,34,29,390,79,23,85,75,97
13/10/2014,7,410,1132,957,3205,592,736,367,309,0,1938,366,254,41,288,1106,1586,721,0,270,1908,2502,657,194,526,123,80,86,1095,225,108,260,143,229
13/10/2014,8,791,1766,1566,4681,943,1263,722,731,0,2659,474,263,37,333,1618,2378,1054,0,474,2530,3147,905,300,554,203,164,152,1563,343,223,413,272,429
13/10/2014,9,686,910,590,1596,971,1432,863,961,0,804,260,129,18,102,805,1087,404,0,451,1596,1510,474,264,376,247,232,82,732,314,156,194,263,379
13/10/2014,10,800,635,406,779,1166,1774,1216,1240,0,319,198,144,24,110,812,953,385,0,565,1841,1080,346,383,439,391,319,116,708,469,275,141,219,245
13/10/2014,11,1247,914,466,784,1912,2445,1701,1819,0,477,250,159,40,220,1170,1223,433,0,783,2145,1318,528,674,452,618,501,117,878,657,251,225,191,364
13/10/2014,12,1716,1730,653,1324,2729,3175,2806,2986,0,934,373,319,116,552,1441,1925,524,0,1110,2961,1889,715,1057,756,1012,663,148,1138,1068,466,397,358,766
13/10/2014,13,1656,1182,567,1181,2384,3097,2482,2742,0,684,244,199,34,287,1424,1539,513,0,828,2747,1503,583,854,620,852,609,142,1201,949,485,278,241,539
13/10/2014,14,1555,697,415,949,2186,2769,1866,2263,0,428,167,136,27,148,1264,1221,473,0,639,2543,1272,393,644,515,738,459,173,1072,699,305,146,197,271
13/10/2014,15,1265,581,580,1733,1805,2609,1838,1861,0,791,212,30,0,147,1169,1163,499,0,518,2489,1854,377,565,380,614,355,131,886,570,394,194,126,226
13/10/2014,16,1646,898,1267,3374,2089,2595,1758,1641,0,2043,437,121,19,306,1602,1668,936,0,614,3092,3256,488,589,614,717,406,144,1468,660,282,351,167,306
13/10/2014,17,1564,1081,1404,3219,2001,2529,1821,1400,0,1908,463,150,27,406,1911,2094,1314,0,613,3468,2996,535,684,646,794,413,179,1683,681,326,321,228,300
13/10/2014,18,1180,506,545,1087,1774,1677,1303,846,0,587,216,124,43,212,1105,1014,597,0,420,2304,1329,257,671,360,810,498,147,1113,530,373,118,156,210
13/10/2014,19,885,228,167,393,1584,1211,478,335,0,149,109,117,23,78,619,676,332,0,335,1507,708,107,573,169,654,539,102,494,459,318,84,82,145
13/10/2014,20,744,251,86,149,1291,793,267,235,0,77,78,23,6,30,690,577,235,0,265,1078,426,128,531,111,513,366,78,642,356,308,33,53,67
13/10/2014,21,477,132,60,125,946,637,191,134,0,64,53,35,12,23,406,315,149,0,182,824,304,84,385,82,349,309,61,335,278,237,39,46,94
13/10/2014,22,216,91,40,72,560,381,120,95,0,40,22,10,5,13,201,272,134,0,133,494,173,55,283,57,215,127,40,143,195,159,25,19,40
13/10/2014,23,51,45,7,36,169,124,38,36,0,15,7,6,0,7,61,106,94,0,67,229,131,33,130,34,45,45,8,23,81,60,7,6,26
14/10/2014,0,19,17,1,16,101,55,8,23,0,2,9,4,2,2,40,26,13,0,63,134,21,14,50,8,20,20,9,17,43,47,1,4,8
14/10/2014,1,18,9,1,1,48,36,5,11,0,1,1,1,0,0,17,25,9,0,46,78,6,1,62,5,24,17,2,9,32,16,3,3,0
14/10/2014,2,20,9,1,7,32,27,10,8,0,2,3,4,0,0,16,18,6,0,25,34,9,3,32,3,20,5,2,11,18,7,0,1,10
14/10/2014,3,4,12,1,4,24,22,2,22,0,1,2,3,0,0,21,6,10,0,33,16,8,0,33,6,7,9,4,21,26,1,1,4,4
14/10/2014,4,15,2,1,14,50,29,9,16,0,3,2,3,1,5,43,15,34,0,11,44,22,5,31,14,13,5,7,51,20,5,0,7,13
14/10/2014,5,18,74,45,193,73,102,47,25,0,104,25,22,5,37,113,187,141,0,88,210,272,52,50,81,12,9,16,145,32,14,17,29,25
14/10/2014,6,115,366,302,1031,237,258,189,124,0,699,170,93,9,133,429,594,287,0,226,683,1045,254,127,327,38,34,61,433,55,46,78,77,131
14/10/2014,7,394,1174,1108,3377,592,737,446,358,0,2055,405,231,40,323,1262,1619,819,0,468,1742,2716,677,208,558,107,81,108,1188,216,131,303,184,253
14/10/2014,8,761,1778,1588,5057,938,1294,799,713,0,2834,505,285,41,356,1581,2266,1012,0,672,2473,3091,935,331,579,192,186,217,1617,315,229,402,289,476
14/10/2014,9,620,828,531,1510,995,1315,804,806,0,852,291,118,15,130,879,974,563,0,710,1549,1585,427,281,317,237,183,138,841,274,202,225,297,257
14/10/2014,10,826,684,415,925,1275,1686,1179,1199,0,399,162,156,22,121,768,879,491,0,1074,1496,1170,427,423,330,386,252,173,748,415,253,179,261,259
14/10/2014,11,1226,818,435,984,1766,2393,1792,1870,0,576,341,196,47,239,1209,1136,372,0,1366,1993,1354,453,678,426,597,449,221,1052,625,356,201,208,380
14/10/2014,12,1852,1503,632,1448,2528,3419,2758,3022,0,962,462,265,53,476,1329,1809,712,0,2120,2832,1910,662,1184,642,1089,738,353,1142,1144,766,368,320,828
14/10/2014,13,1616,1113,535,1183,2412,3319,2568,2754,0,727,312,220,65,346,1274,1449,485,0,1614,2477,1482,522,898,555,926,570,249,1002,847,543,252,205,587
14/10/2014,14,1529,638,439,1080,2249,2772,2197,2114,0,506,249,174,47,167,1062,1261,561,0,1091,2550,1468,434,680,521,801,463,199,1074,582,345,193,191,288
14/10/2014,15,1619,654,621,1602,2188,2886,1970,2059,0,919,238,212,46,211,1176,1167,531,0,775,2578,2127,467,657,675,794,392,162,934,578,418,210,190,221
14/10/2014,16,1910,877,1210,3290,2377,2931,1999,2061,0,1998,389,253,64,368,1729,1861,1016,0,601,3126,3374,612,863,806,798,448,190,1567,719,343,348,218,283
14/10/2014,17,1922,1164,1462,3196,2537,3094,2305,1901,0,1941,446,310,122,494,2289,2145,1257,0,690,3627,3163,640,932,954,964,560,222,2274,743,488,359,317,331
14/10/2014,18,1360,575,562,1185,2208,2198,1570,1205,0,697,223,252,33,265,1675,1262,675,0,511,2498,1440,284,957,610,995,699,141,2340,816,497,179,167,249
14/10/2014,19,1071,308,249,423,1978,1546,581,520,0,186,117,177,50,105,910,861,351,0,494,1718,751,186,746,273,840,643,149,810,603,469,65,154,123
14/10/2014,20,827,231,180,239,1636,1088,424,381,0,102,102,98,25,77,829,647,273,0,356,1369,482,143,579,187,664,458,109,674,511,452,60,96,72
14/10/2014,21,556,179,96,137,1261,771,217,205,0,74,44,80,30,49,739,459,247,0,277,1019,365,116,411,126,431,422,82,1594,449,424,49,76,94
14/10/2014,22,294,141,42,80,787,457,143,152,0,51,34,43,17,21,401,372,213,0,154,686,199,80,303,121,269,268,57,475,265,201,30,77,80
14/10/2014,23,155,81,34,43,353,209,71,87,0,28,28,16,3,8,154,134,116,0,100,305,134,50,203,80,115,107,25,145,115,92,14,26,25
15/10/2014,0,45,18,15,10,141,89,23,31,0,5,6,2,0,5,100,70,24,0,78,112,21,39,100,17,97,43,10,50,67,46,7,9,13
15/10/2014,1,42,6,4,3,58,39,14,11,0,3,6,0,2,2,23,22,7,0,39,29,23,6,55,18,34,20,8,28,72,30,15,5,9
15/10/2014,2,17,16,6,5,40,25,5,13,0,0,12,9,1,1,18,15,7,0,20,19,4,6,51,6,19,14,4,23,46,8,0,0,10
15/10/2014,3,13,7,0,5,18,28,5,4,0,2,4,1,0,0,32,17,6,0,13,34,6,4,36,5,6,6,1,36,34,3,0,3,7
15/10/2014,4,9,8,5,11,30,45,8,8,0,6,7,4,2,3,47,25,40,0,21,34,17,1,20,14,11,7,2,59,37,9,2,5,4
15/10/2014,5,19,82,50,206,80,105,49,40,0,105,36,12,2,41,148,183,131,0,42,220,287,61,57,113,13,11,13,147,29,8,21,36,24
15/10/2014,6,116,333,320,1021,254,257,143,140,0,630,158,123,29,179,472,614,338,0,127,757,1021,218,140,368,59,38,31,448,87,36,119,109,118
15/10/2014,7,442,1078,1042,3231,621,719,431,369,0,1912,431,294,59,389,1252,1658,816,0,317,1837,2715,690,222,845,100,86,104,1133,227,124,313,185,262
15/10/2014,8,843,1816,1517,4780,930,1246,800,698,0,2495,503,324,50,398,1461,2122,1043,0,550,2345,3020,853,299,703,217,164,150,1392,318,269,454,357,488
15/10/2014,9,631,906,585,1549,1130,1434,1011,894,0,817,265,179,20,160,902,1060,415,0,531,1593,1644,438,357,548,248,133,116,884,305,214,226,367,405
15/10/2014,10,827,774,397,864,1380,1874,1288,1271,0,394,240,202,37,160,867,766,425,0,596,1697,1262,353,384,503,453,332,120,836,497,300,145,227,245
15/10/2014,11,1258,913,468,891,1920,2685,1924,1918,0,550,282,248,50,248,1288,1248,415,0,850,2096,1438,441,712,605,695,553,175,1058,684,308,249,323,492
15/10/2014,12,1866,1687,660,1248,2857,3605,3007,3338,0,1085,475,473,106,571,1622,1988,723,0,1369,2935,2052,756,1146,848,1072,861,192,1337,1068,550,403,342,791
15/10/2014,13,1842,1166,575,1156,2629,3541,2726,3084,0,806,362,389,101,321,1556,1467,583,0,928,2709,1671,583,970,749,927,607,151,1216,828,471,286,281,649
15/10/2014,14,1802,711,449,1105,2304,3177,2257,2668,0,553,199,229,39,189,1351,1243,534,0,684,2692,1554,436,793,748,922,462,239,1325,614,356,201,243,283
15/10/2014,15,1770,684,621,1552,2395,3273,2346,2589,0,877,217,224,38,228,1562,1351,683,0,698,2785,1972,504,892,890,813,484,136,1344,643,501,258,244,222
15/10/2014,16,2081,1014,1190,3344,2637,3270,2356,2466,0,2009,405,323,66,378,1952,2101,1120,0,722,3281,3353,627,928,1104,834,480,196,1758,873,450,385,260,308
15/10/2014,17,2205,1221,1421,3041,2676,3220,2549,2280,0,1907,356,414,56,498,2264,2427,1257,0,694,3773,3241,638,950,1229,998,625,202,1880,741,473,336,308,390
15/10/2014,18,1543,686,623,1180,2276,2349,1879,1393,0,709,213,370,63,277,1562,1458,772,0,586,2683,1610,390,932,648,1069,734,144,1328,872,545,195,190,277
15/10/2014,19,1187,389,283,436,2212,1626,789,617,0,214,126,212,47,108,952,1123,462,0,528,1972,832,183,745,369,965,707,65,710,814,696,115,132,178
15/10/2014,20,951,311,140,205,1827,1280,508,371,0,131,94,181,40,84,785,829,264,0,369,1448,497,176,659,219,735,555,0,466,650,627,88,107,126
15/10/2014,21,585,163,82,170,1341,849,349,288,0,52,71,108,7,44,697,598,217,0,235,1131,401,180,500,177,553,383,0,446,507,534,58,64,118
15/10/2014,22,375,127,73,104,1008,529,180,195,0,29,45,78,2,31,383,413,182,0,217,729,263,88,389,162,392,292,0,199,390,270,42,73,77
15/10/2014,23,168,57,33,58,435,258,95,114,0,29,15,32,11,15,182,228,137,0,104,399,150,47,239,81,171,111,0,87,200,168,25,16,18
16/10/2014,0,62,25,5,25,187,104,29,31,0,6,7,19,1,3,68,86,53,0,88,131,30,11,104,36,81,54,0,44,88,51,9,11,10
16/10/2014,1,42,17,4,14,52,47,22,27,0,2,11,7,1,4,20,41,33,0,47,57,31,12,55,7,40,16,0,15,52,22,0,4,16
16/10/2014,2,27,8,1,5,31,38,11,8,0,0,4,11,0,1,17,30,17,0,42,37,2,1,56,3,15,10,0,21,22,8,2,2,7
16/10/2014,3,10,7,0,6,25,39,10,1,0,1,4,0,0,0,21,14,12,0,19,27,8,1,51,12,9,14,0,25,36,2,3,1,2
16/10/2014,4,16,8,5,18,31,36,14,12,0,5,8,10,1,5,49,27,31,0,32,28,29,2,29,11,14,10,0,50,32,6,0,7,8
16/10/2014,5,27,82,43,182,96,107,27,29,0,115,40,13,7,46,121,147,130,0,96,184,264,53,38,92,17,13,0,130,25,9,26,33,27
16/10/2014,6,112,371,331,1090,240,272,149,118,0,712,166,104,17,156,458,522,297,0,256,749,1080,264,148,305,39,42,0,446,87,45,99,120,111
16/10/2014,7,394,1190,1116,3394,643,759,442,393,0,2035,389,318,55,349,1242,1660,827,0,457,1861,2753,743,212,648,101,89,0,1205,256,127,297,190,266
16/10/2014,8,767,1924,1588,4948,1035,1304,861,738,0,2646,558,339,52,380,1603,2260,1019,0,686,2442,3121,945,305,778,224,165,0,1495,339,208,449,295,569
16/10/2014,9,674,1040,547,1645,1093,1543,1025,1062,0,945,299,253,31,157,1086,1042,434,0,903,1714,1790,512,364,580,290,216,0,849,358,200,269,268,338
16/10/2014,10,813,712,442,950,1300,2139,1514,1501,0,494,248,154,26,133,1004,903,426,0,1138,1899,1482,408,437,447,366,233,0,853,496,276,237,291,323
16/10/2014,11,863,909,441,982,1352,2549,1881,2096,0,549,267,138,16,151,1026,991,410,0,1482,1853,1484,405,550,456,544,344,0,766,649,356,159,238,485
16/10/2014,12,1369,1494,612,1192,1996,3421,2724,3062,0,848,410,143,21,268,1327,1262,586,0,1806,2566,1879,574,1024,512,935,588,0,1194,1062,370,229,330,771
16/10/2014,13,1619,1121,514,1189,2375,3415,2816,3014,0,769,344,330,60,287,1423,1311,435,0,1801,2694,1794,577,1012,648,932,583,0,1269,978,446,223,339,592
16/10/2014,14,1649,824,443,1124,2248,3005,2418,2608,0,545,323,290,60,175,1274,1279,574,0,1428,2816,1855,470,829,681,859,464,0,1234,728,346,178,287,305
16/10/2014,15,1830,754,638,1549,2290,3246,2569,2609,0,942,324,341,70,183,1504,1460,665,0,1018,3155,2242,601,925,876,798,558,0,1392,711,456,211,247,237
16/10/2014,16,2302,988,1305,3212,2569,3293,2621,2571,0,2123,430,355,70,411,2012,2110,1085,0,846,3681,3483,719,979,1119,882,548,0,1862,898,374,409,268,395
16/10/2014,17,2205,1241,1353,3080,2803,3681,2873,2653,0,1875,396,449,62,490,2462,2399,1306,0,827,3899,3278,770,1148,1179,1133,703,0,2233,1028,479,358,321,421
16/10/2014,18,1547,685,614,1158,2434,2775,2132,1865,0,770,279,346,53,198,1666,1421,692,0,589,2931,1615,376,1057,539,1094,841,0,1481,978,608,177,208,279
16/10/2014,19,1280,357,234,440,2058,2099,1344,1269,0,241,144,221,56,133,1105,1081,361,0,545,2210,945,192,883,333,1120,886,0,1045,782,582,101,110,214
16/10/2014,20,1026,275,168,292,2118,1665,918,719,0,146,111,122,52,76,959,1066,294,0,391,1872,601,215,781,247,974,641,0,695,864,580,83,123,130
16/10/2014,21,749,185,99,158,1514,979,333,316,0,86,81,134,15,44,858,630,272,0,268,1293,497,181,528,167,602,464,0,665,635,495,55,93,127
16/10/2014,22,388,130,74,96,1021,698,214,208,0,52,55,50,13,29,557,397,267,0,213,752,279,81,439,148,397,343,0,420,377,339,54,76,85
16/10/2014,23,239,53,35,68,618,372,101,83,0,26,17,21,1,10,234,197,125,0,185,424,160,43,237,75,191,180,0,94,201,131,22,19,22
17/10/2014,0,82,37,10,36,218,177,45,41,0,4,9,10,0,9,108,98,37,0,133,114,46,24,192,39,86,81,0,58,137,57,7,18,24
17/10/2014,1,50,16,11,22,115,83,20,23,0,2,14,3,0,3,25,44,29,0,60,39,23,5,137,9,41,41,0,26,103,12,2,2,7
17/10/2014,2,41,14,3,13,103,67,17,11,0,3,8,9,3,5,53,55,25,0,47,63,23,9,98,11,28,32,0,38,82,12,0,12,9
17/10/2014,3,13,6,3,6,37,61,12,7,0,1,4,6,0,2,49,13,15,0,29,36,13,11,54,14,20,11,0,27,61,1,0,2,6
17/10/2014,4,20,26,1,18,39,48,11,10,0,7,8,9,5,3,55,33,53,0,26,53,39,6,46,17,9,15,0,54,52,9,5,2,17
17/10/2014,5,26,71,53,197,97,109,29,39,0,121,32,15,1,40,130,169,123,0,100,213,339,49,51,90,26,10,0,114,44,15,21,35,15
17/10/2014,6,109,358,257,975,249,292,175,125,0,696,150,180,16,116,477,618,309,0,259,741,1097,224,160,295,40,46,0,403,95,47,103,174,144
17/10/2014,7,435,1106,979,3107,640,745,547,599,0,1841,505,492,70,359,1190,1776,751,0,512,1796,2927,823,257,593,103,110,0,1195,236,106,287,293,394
17/10/2014,8,784,1796,1480,4576,935,1254,1091,998,0,2574,589,730,56,415,1568,2335,1070,0,643,2336,3716,1261,372,799,190,200,0,1666,418,193,380,333,581
17/10/2014,9,638,818,575,1575,1000,1322,964,842,0,999,370,230,32,162,915,995,371,0,915,1512,1667,464,308,472,206,210,0,939,326,183,219,264,346
17/10/2014,10,762,595,443,839,1122,1828,1367,1318,0,410,279,181,38,140,1064,900,358,0,996,1603,1228,408,363,559,324,331,0,890,435,271,166,148,253
17/10/2014,11,1179,979,495,987,2007,2610,2005,2174,0,560,311,291,95,391,1379,1398,495,0,1469,1930,1353,505,698,655,663,533,0,1159,734,343,234,171,411
17/10/2014,12,1865,1713,672,1351,2746,3322,3267,3525,0,1038,677,598,151,702,1660,2184,700,0,2230,2790,2117,767,1318,907,1091,867,0,1501,1354,545,263,388,867
17/10/2014,13,1978,1319,530,1169,2667,3336,2831,3387,0,787,467,508,125,527,1655,1953,612,0,1892,2628,1647,614,1123,897,1118,734,0,1363,1011,616,236,252,575
17/10/2014,14,1790,690,454,1041,2368,2990,2240,2602,0,593,257,307,49,233,1583,1493,639,0,1248,2844,1441,445,852,882,909,141,0,1468,782,429,186,202,285
17/10/2014,15,1920,685,633,1493,2522,3207,2471,2745,0,875,236,283,60,262,1601,1606,746,0,1060,3160,2097,499,866,989,872,0,0,1537,759,546,190,214,261
17/10/2014,16,2181,955,1263,2875,2735,3568,2610,2818,0,1829,510,307,50,550,2104,2041,1070,0,952,3417,3116,721,980,1308,1049,0,0,1817,835,388,347,287,451
17/10/2014,17,2314,1077,1165,2430,3281,3792,3619,3265,0,1918,907,1234,126,619,2624,2450,1165,0,730,3556,3647,1078,1256,1496,1251,750,0,2233,1130,493,315,307,316
17/10/2014,18,1897,692,525,955,3112,3485,2881,2481,0,719,379,909,135,364,2088,1710,736,0,720,3022,2156,601,1402,1073,1557,1049,0,1861,1405,741,223,247,319
17/10/2014,19,1669,436,261,381,3082,2886,2206,1707,0,258,252,747,131,168,1816,1427,594,0,575,2388,1155,332,1527,780,1705,1335,0,1787,1496,965,124,196,297
17/10/2014,20,1578,355,135,242,2997,2364,1719,1205,0,176,214,454,69,146,1392,1276,437,0,517,1973,865,299,1344,726,1356,1099,0,1010,1322,1005,81,113,209
