Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place
12/01/2015,1,0,18,5,36,167,107,0,38,0,9,11,5,0,9,70,72,81,0,61,75,14,3,117,0,83,21,13,8,418,102,3,2,5
12/01/2015,2,2,7,3,15,56,61,0,71,0,6,0,15,5,2,41,42,38,0,42,24,18,12,47,0,32,22,1,34,266,33,1,7,1
12/01/2015,3,0,5,0,17,41,41,0,8,0,1,2,3,0,0,39,48,34,0,31,52,7,12,56,0,8,19,8,34,172,22,2,11,16
12/01/2015,4,0,13,3,5,29,48,0,22,0,2,6,0,0,8,56,23,35,0,22,35,14,12,56,0,23,12,3,42,144,10,6,7,7
12/01/2015,5,0,37,18,78,74,98,0,10,0,44,8,15,2,24,89,91,81,0,19,102,122,48,43,0,24,27,3,104,232,4,13,16,5
12/01/2015,6,1,196,123,541,137,159,0,70,0,297,76,76,11,95,272,403,219,0,81,488,592,136,88,0,34,25,26,320,60,22,56,46,68
12/01/2015,7,5,683,682,1852,329,432,0,177,0,1229,228,175,32,246,784,1057,565,0,162,1250,1600,418,116,0,64,50,54,711,126,72,187,119,164
12/01/2015,8,10,1864,1609,4633,768,928,0,616,0,2295,376,338,70,464,1928,2332,1154,0,348,2361,3016,871,293,0,182,133,113,2068,249,136,417,269,440
12/01/2015,9,5,1051,765,1780,764,1241,0,730,0,956,245,177,26,186,1097,1292,481,0,423,1629,1791,538,238,0,192,104,82,1038,295,137,215,137,419
12/01/2015,10,6,678,417,729,1002,1738,0,1479,0,357,183,143,25,137,1446,896,349,0,431,1569,1286,378,287,0,274,0,102,1308,396,191,137,151,291
12/01/2015,11,7,530,367,630,741,2567,0,1874,0,354,212,203,58,149,1697,1197,413,0,593,1972,1169,428,512,0,539,0,116,1424,528,159,132,156,257
12/01/2015,12,43,1694,587,1170,1976,3643,0,3274,0,823,417,366,121,622,2091,1987,579,0,1003,2893,1930,692,1116,0,1049,0,145,1748,981,423,194,270,826
12/01/2015,13,47,1738,592,1356,2927,3949,0,3713,0,812,326,404,110,500,2251,2131,648,0,939,3133,1798,695,1223,0,1246,0,162,1945,1007,622,304,344,783
12/01/2015,14,31,796,373,896,2237,3529,0,2617,0,471,173,221,63,230,1997,1502,519,0,561,2701,1351,481,710,0,967,0,108,1709,637,514,160,182,313
12/01/2015,15,15,671,474,1012,2255,3155,0,2408,0,582,211,218,49,198,2207,1433,586,0,533,2579,1686,378,776,0,927,0,94,2073,570,471,156,189,224
12/01/2015,16,12,705,833,1902,2132,3140,0,2125,0,1434,395,168,25,262,1958,1600,697,0,502,3024,2456,558,789,0,811,0,116,1623,599,417,192,174,237
12/01/2015,17,30,1264,1648,3730,2273,3128,0,2067,0,2435,525,248,74,540,2681,2671,1484,0,576,3963,3566,693,872,0,924,0,178,2106,663,523,356,320,360
12/01/2015,18,28,692,719,1314,1990,2375,0,1395,0,847,300,262,77,310,1666,1419,745,0,452,2574,1796,301,876,0,954,0,161,1080,672,582,169,233,194
12/01/2015,19,22,358,202,415,1782,1511,0,628,0,238,157,297,73,154,1110,993,442,0,355,1987,794,217,699,0,887,0,116,610,647,744,83,142,138
12/01/2015,20,13,317,109,210,1583,1216,0,443,0,101,88,466,108,144,1022,819,359,0,278,1514,544,122,710,0,700,0,101,445,532,971,56,117,101
12/01/2015,21,18,223,83,197,1286,1007,0,282,0,97,58,387,121,130,966,792,284,0,254,1295,475,133,554,0,607,0,69,380,443,1027,44,127,68
12/01/2015,22,6,159,56,119,983,678,0,196,0,56,38,229,55,52,714,689,274,0,163,1053,287,103,346,0,378,0,27,255,404,705,37,64,101
12/01/2015,23,6,85,33,87,612,401,0,84,0,36,18,72,27,16,357,421,198,0,102,503,152,64,212,0,182,0,35,129,232,522,6,15,35
13/01/2015,0,0,35,7,38,205,203,0,47,0,17,4,47,16,11,160,133,81,0,95,218,68,23,177,0,96,0,15,66,132,104,11,14,12
13/01/2015,1,2,23,6,11,100,66,0,20,0,6,5,13,0,1,50,61,28,0,51,70,23,12,96,0,47,0,9,20,72,59,2,5,2
13/01/2015,2,0,5,3,6,52,37,0,14,0,2,5,6,1,15,20,32,21,0,38,37,5,4,99,0,31,0,9,10,46,27,3,1,17
13/01/2015,3,1,14,7,13,26,31,0,8,0,1,2,5,0,0,23,36,16,0,29,27,8,6,64,0,17,0,5,28,10,7,6,14,10
13/01/2015,4,0,8,1,10,39,36,0,11,0,5,1,2,1,3,49,35,30,0,26,53,14,7,54,0,8,0,1,45,22,8,4,4,12
13/01/2015,5,0,43,21,79,70,84,0,26,0,42,14,17,1,16,97,86,60,0,58,125,147,40,44,0,11,0,4,93,21,7,17,9,17
13/01/2015,6,0,176,127,578,142,162,0,54,0,309,88,83,16,104,264,425,217,0,122,399,609,117,59,0,31,0,43,226,38,21,63,43,56
13/01/2015,7,2,705,748,1862,334,424,0,197,0,1212,230,181,30,230,824,750,519,0,287,1201,1664,424,115,0,76,0,60,701,118,80,196,144,176
13/01/2015,8,16,1852,1607,4703,736,993,0,585,0,2801,427,240,43,440,1958,1893,1210,0,523,2381,3382,985,219,0,221,0,145,1763,248,136,411,221,459
13/01/2015,9,9,1146,821,2222,507,1096,0,772,0,1074,247,68,15,165,1203,926,531,0,502,1451,1833,470,229,0,213,0,156,828,277,138,190,187,348
13/01/2015,10,6,610,426,875,670,1428,0,1094,0,366,161,44,8,106,948,583,280,0,606,1362,1256,324,274,0,288,0,190,709,380,180,113,99,236
13/01/2015,11,11,511,334,660,1166,2037,0,1539,0,296,169,99,18,118,1233,779,305,0,874,1601,1107,354,418,0,496,0,253,1222,407,211,111,130,234
13/01/2015,12,26,1433,482,1016,1782,3089,0,2695,0,806,359,242,51,336,1507,1338,426,0,1634,2305,1825,526,802,0,770,0,277,1383,938,386,173,212,817
13/01/2015,13,47,1253,418,1040,1315,2956,0,2841,0,566,229,46,4,214,1447,1200,353,0,1191,2308,1429,370,749,0,882,0,323,1168,1006,295,127,156,719
13/01/2015,14,30,643,413,879,1521,2865,0,2227,0,356,145,95,18,106,1503,935,439,0,954,2102,1226,428,579,0,803,0,142,1057,715,313,124,168,364
13/01/2015,15,26,580,441,956,1846,2776,0,2275,0,572,205,182,44,148,1555,1106,510,0,602,2306,1683,387,655,0,631,0,126,1280,591,369,158,163,216
13/01/2015,16,50,715,904,2123,1773,2810,0,2197,0,1355,333,197,62,230,1623,1467,765,0,582,2630,2336,432,690,0,648,0,161,1136,665,267,250,180,270
13/01/2015,17,149,1205,1769,3865,2059,2796,0,2102,0,2338,585,444,86,492,2189,2372,1518,0,516,3433,3627,681,789,0,768,0,183,1551,686,338,371,324,435
13/01/2015,18,198,732,783,1378,2124,2190,0,1366,0,928,313,611,103,326,1596,1422,811,0,495,2732,1996,347,858,674,927,0,165,982,651,467,179,190,294
13/01/2015,19,101,365,213,511,1692,1563,0,684,0,283,184,442,110,146,1120,962,451,0,407,1985,974,209,772,351,996,0,87,776,706,671,95,178,204
13/01/2015,20,20,226,128,235,1692,1243,0,410,0,122,80,366,86,108,1045,738,356,0,307,1349,578,122,729,309,820,0,67,405,619,719,83,125,121
13/01/2015,21,17,205,108,171,1284,919,0,314,0,79,73,195,48,73,956,764,328,0,252,1268,493,140,477,217,555,0,77,444,457,590,76,131,84
13/01/2015,22,10,129,52,132,797,598,0,179,0,106,161,500,51,80,516,469,268,0,149,837,508,173,342,144,388,0,53,219,355,323,30,56,49
13/01/2015,23,1,71,40,74,498,353,0,109,0,34,40,74,8,6,354,289,168,0,102,488,214,62,207,58,181,0,35,183,236,175,29,46,49
14/01/2015,0,1,21,6,49,183,182,0,79,0,15,12,14,5,10,144,179,77,0,73,169,71,20,123,21,87,0,20,56,94,88,6,22,13
14/01/2015,1,1,15,8,16,89,64,0,31,0,12,8,2,0,0,42,44,15,0,52,62,18,10,80,13,59,0,16,20,85,35,2,27,1
14/01/2015,2,0,14,0,14,32,36,0,14,0,4,3,1,0,1,22,18,8,0,32,52,12,7,69,1,23,0,8,7,61,8,6,1,12
14/01/2015,3,1,2,2,11,21,30,0,4,0,2,4,6,0,0,36,30,12,0,21,12,9,8,40,7,12,0,6,25,28,19,0,9,5
14/01/2015,4,0,13,3,8,18,33,0,30,0,4,3,1,0,0,46,20,31,0,27,54,24,0,27,3,13,0,2,38,31,14,4,6,22
14/01/2015,5,0,36,18,72,51,64,0,14,0,43,13,6,0,15,89,78,68,0,28,112,159,36,23,34,12,0,7,92,19,12,11,10,13
14/01/2015,6,2,219,140,584,133,188,0,81,0,306,89,50,9,91,253,389,249,0,76,434,608,127,64,171,20,0,19,157,62,20,41,43,58
14/01/2015,7,5,722,657,1904,309,443,0,200,0,1146,239,109,22,202,659,955,484,0,146,1121,1626,419,116,321,48,0,78,524,114,49,147,97,209
14/01/2015,8,9,1724,1549,4592,603,946,0,551,0,2826,470,249,23,348,1665,2387,1119,0,365,2377,3417,877,220,534,141,0,123,1544,238,96,344,181,457
14/01/2015,9,7,1008,694,1969,675,1225,0,779,0,1210,271,179,25,169,1109,1250,451,0,361,1515,1761,502,254,383,230,0,97,1005,221,91,217,123,360
14/01/2015,10,21,601,321,749,841,1644,0,1156,0,403,168,162,44,126,1203,930,347,0,552,1491,1296,415,317,324,305,0,120,1207,331,199,142,128,331
14/01/2015,11,36,638,386,664,1311,2454,0,1811,0,337,181,125,35,133,1480,1004,373,0,630,1794,1122,368,523,445,546,0,133,1522,532,229,124,165,301
14/01/2015,12,117,1487,578,903,2136,3843,0,3115,0,810,395,365,102,487,2099,1806,578,0,1157,2822,1917,565,1052,676,895,0,149,1984,998,376,250,284,780
14/01/2015,13,183,1297,566,1032,2288,4051,0,3789,0,826,334,307,109,403,1959,2024,587,0,1063,3041,1869,533,1174,812,1052,0,185,1876,973,458,198,286,703
14/01/2015,14,75,755,402,701,2032,3655,0,3017,0,441,171,306,90,188,1980,1588,625,0,727,2682,1307,383,880,682,846,0,153,154,785,422,157,205,361
14/01/2015,15,28,671,502,1026,2194,3447,0,2944,0,539,165,274,77,176,2071,1397,608,0,674,2572,1688,365,761,776,831,0,129,0,772,459,153,154,285
14/01/2015,16,34,692,776,2002,2107,3413,0,2744,0,1258,272,258,51,236,2068,1673,834,0,816,3053,2516,462,796,778,797,0,198,0,706,345,219,258,236
14/01/2015,17,57,1256,1630,3720,2306,3345,0,2363,0,2065,408,246,60,466,2673,2572,1541,0,1190,3719,3514,645,915,985,862,0,274,0,835,476,325,293,414
14/01/2015,18,34,717,779,1529,2063,2411,0,1462,0,847,222,252,70,278,1545,1590,919,0,1436,2801,1897,305,895,623,865,0,353,0,795,487,189,274,255
14/01/2015,19,15,319,242,485,1733,1671,0,667,0,210,128,214,51,133,1002,988,507,0,1550,1875,817,198,702,308,839,0,463,0,725,586,80,132,169
14/01/2015,20,14,270,135,320,1655,1380,0,418,0,111,96,207,41,84,871,782,343,0,1425,1578,550,180,695,220,704,0,452,0,605,714,69,134,140
14/01/2015,21,13,207,67,203,1522,1002,0,280,0,69,71,146,49,77,806,740,297,0,976,1284,395,144,512,235,604,0,382,0,560,667,76,121,113
14/01/2015,22,4,146,67,122,996,745,0,223,0,81,58,96,20,41,597,602,273,0,638,907,278,97,526,197,473,0,176,0,405,589,51,110,60
14/01/2015,23,2,86,36,66,595,400,0,97,0,18,20,27,11,19,368,341,231,0,178,617,178,71,295,89,264,0,73,0,278,269,20,86,36
15/01/2015,0,3,35,19,36,252,178,0,101,0,12,5,20,4,10,178,124,66,0,110,160,56,30,167,156,135,0,27,0,145,123,8,17,10
15/01/2015,1,0,16,7,21,115,60,0,22,0,4,3,6,1,1,28,70,23,0,71,54,17,24,94,13,105,0,18,0,84,43,10,8,6
15/01/2015,2,0,12,3,7,52,51,0,18,0,1,2,1,0,0,26,20,4,0,40,28,28,4,84,2,33,0,5,0,56,19,4,4,18
15/01/2015,3,0,5,4,8,32,26,0,10,0,4,3,0,1,0,42,26,14,0,44,37,10,4,54,8,15,12,0,0,30,23,2,5,12
15/01/2015,4,0,7,2,8,23,28,0,19,0,8,5,5,0,1,47,16,24,0,37,27,24,2,44,3,14,13,4,0,46,8,7,6,10
15/01/2015,5,0,37,23,90,51,57,0,11,0,40,12,20,4,22,82,94,72,0,57,90,139,28,30,39,17,10,9,0,14,7,8,17,21
15/01/2015,6,1,192,141,525,130,157,0,52,0,316,83,67,18,108,232,422,241,0,129,460,624,105,76,163,28,14,32,0,68,21,54,60,59
15/01/2015,7,5,686,622,1788,297,406,0,177,0,1121,222,163,31,234,715,1020,511,0,275,1219,1556,396,112,446,53,45,82,0,107,63,177,120,176
15/01/2015,8,11,1862,1607,4374,660,944,0,604,0,2530,500,296,64,387,1794,2340,1155,0,489,2345,3245,871,254,704,165,124,150,0,266,164,371,228,498
15/01/2015,9,15,1015,798,1977,698,1141,0,721,0,1181,312,150,40,181,1069,1290,498,0,635,1611,1766,515,294,379,200,150,131,0,248,121,251,173,392
15/01/2015,10,8,639,378,738,953,1670,0,1224,0,413,164,185,31,160,1232,907,334,0,826,1492,1409,393,378,301,312,216,151,0,349,199,127,155,270
15/01/2015,11,17,548,345,760,1297,2401,0,1864,0,351,190,249,71,156,1457,1163,419,0,1166,1933,1169,386,446,583,589,270,238,0,522,250,113,133,300
15/01/2015,12,31,1468,526,1068,2122,3677,0,3140,0,870,359,362,108,528,2055,2044,650,0,1773,2873,2009,580,1091,775,972,652,315,0,1072,348,222,268,825
15/01/2015,13,28,1460,548,1125,2368,4062,0,3866,0,773,292,415,138,443,2179,2013,575,0,1863,3140,1885,644,1285,752,1017,693,301,0,1165,556,208,329,859
15/01/2015,14,19,661,423,720,2097,3715,0,3036,0,422,186,317,55,191,2000,1428,538,0,1226,2587,1385,445,853,790,929,510,238,0,767,441,176,197,387
15/01/2015,15,22,561,521,1049,2213,3565,0,2896,0,524,183,315,70,215,2105,1504,691,0,805,2851,1762,483,866,803,802,474,177,0,682,445,188,222,322
15/01/2015,16,33,694,838,1945,2109,3143,0,2894,0,1340,380,346,96,302,1979,1649,816,0,690,3364,2532,528,871,821,761,0,164,0,686,359,224,208,262
15/01/2015,17,36,1247,1655,3450,2454,3400,0,2615,0,2077,554,384,127,463,2519,2620,1606,0,581,3775,3560,682,950,1210,859,470,201,0,848,418,390,330,398
15/01/2015,18,28,690,715,1435,2094,2826,0,2069,0,808,290,332,91,330,1732,1619,949,0,473,2795,1862,367,948,923,1015,684,133,0,850,492,190,222,259
15/01/2015,19,19,398,267,430,1831,1992,0,1242,0,243,119,233,75,165,1145,1004,464,0,363,1887,901,211,817,404,1019,787,110,0,739,693,111,156,135
15/01/2015,20,14,374,145,209,1615,1810,0,756,0,113,65,289,61,80,999,914,355,0,323,1592,536,163,764,368,1006,614,63,0,683,728,52,134,167
15/01/2015,21,10,269,77,164,1570,1571,0,376,0,111,69,136,34,63,943,720,402,0,241,1390,455,143,626,298,726,598,102,0,655,747,53,88,108
15/01/2015,22,7,163,51,100,1044,1027,0,240,0,70,40,101,32,42,679,623,370,0,207,1017,360,102,533,180,476,456,62,0,505,484,45,70,107
15/01/2015,23,4,90,34,116,785,763,0,114,0,49,12,61,35,31,376,342,209,0,149,697,204,85,335,105,266,222,45,0,386,304,19,43,41
16/01/2015,0,2,39,18,35,367,679,0,74,0,14,9,5,5,10,159,139,84,0,95,312,62,38,296,42,101,155,22,0,237,112,17,52,7
16/01/2015,1,0,28,8,17,145,138,0,42,0,12,8,8,2,2,93,102,36,0,78,104,34,17,177,13,83,95,7,0,157,56,4,14,10
16/01/2015,2,0,24,13,26,129,107,0,16,0,5,2,4,3,0,35,39,23,0,33,44,39,23,168,4,42,34,11,0,100,20,3,11,20
16/01/2015,3,1,11,4,6,110,98,0,19,0,4,7,7,0,1,58,26,23,0,48,42,13,10,118,5,29,19,7,0,96,8,1,0,3
16/01/2015,4,0,11,4,8,50,67,0,22,0,8,3,11,1,1,60,44,50,0,32,53,17,7,114,14,11,30,2,0,85,11,3,11,9
16/01/2015,5,0,40,20,81,42,75,0,28,0,49,7,8,2,17,85,114,82,0,74,125,138,24,62,46,18,12,8,0,75,15,9,15,11
16/01/2015,6,1,188,135,522,140,173,0,43,0,351,72,57,12,85,222,411,220,0,142,507,591,99,73,187,30,26,39,0,68,34,174,51,55
16/01/2015,7,4,632,626,1812,334,419,0,190,0,1053,245,151,30,208,734,622,518,0,284,1193,1629,372,119,478,77,60,80,0,110,77,210,129,202
16/01/2015,8,16,1697,1488,4351,781,941,0,547,0,2340,417,274,49,373,1971,2119,1243,0,528,2355,3151,904,270,844,185,114,152,0,285,139,342,219,480
16/01/2015,9,9,993,770,1952,760,1246,0,770,0,990,258,189,24,167,1487,1213,477,0,640,1589,1801,530,269,554,223,141,162,0,265,159,252,184,417
16/01/2015,10,6,597,405,760,986,1865,0,1359,0,430,229,172,19,152,1600,1039,382,0,790,1720,1369,462,329,383,369,214,190,0,381,217,161,158,293
16/01/2015,11,24,570,419,670,882,2493,0,2035,0,413,238,232,53,209,2051,1258,481,0,1194,2086,1332,508,549,615,568,56,247,0,524,261,172,157,335
16/01/2015,12,24,1729,610,1057,2266,3859,0,3632,0,974,562,416,116,722,2545,2378,772,0,2100,3097,2057,790,1266,994,1098,0,341,0,1052,486,241,273,831
16/01/2015,13,37,1517,570,1169,2715,4305,0,4156,0,950,380,485,150,616,2583,2327,650,0,1921,3270,2045,830,1269,929,1148,0,310,0,1073,551,273,346,835
16/01/2015,14,40,783,471,722,2423,3762,0,3113,0,532,194,327,121,274,2406,1714,619,0,1213,2915,1474,559,875,907,1015,0,256,0,797,512,196,231,374
16/01/2015,15,30,651,514,999,2301,3562,0,2969,0,644,187,244,92,192,2533,1529,622,0,1084,2918,1709,479,792,475,964,0,207,0,663,512,190,228,258
16/01/2015,16,30,748,848,1923,2297,3593,0,2935,0,1399,407,290,62,373,2593,1990,924,0,967,3406,2488,534,913,855,1001,0,217,0,760,478,291,293,293
16/01/2015,17,62,1164,1334,2990,2746,3889,0,3216,0,1915,539,390,82,547,3560,2683,1366,0,665,3993,3227,677,1118,1327,1078,0,179,0,964,442,360,377,508
16/01/2015,18,47,769,593,1077,2692,3310,0,2291,0,638,262,373,102,347,2892,1922,828,0,549,2802,1805,384,999,1019,1202,0,156,0,1014,603,146,268,382
16/01/2015,19,27,477,294,411,2475,2793,0,1747,0,280,124,421,131,215,2185,1423,635,0,399,2258,929,253,1045,930,1334,0,127,0,1108,844,96,230,222
16/01/2015,20,30,460,194,283,2269,2397,0,1346,0,143,96,428,132,141,2024,1278,597,0,353,2073,709,197,1157,816,1296,0,132,0,1152,1150,86,245,231
16/01/2015,21,18,290,172,235,2201,1976,0,763,0,132,115,378,133,125,2475,1405,562,0,287,1835,586,153,1114,725,1089,0,140,0,1040,1181,71,154,213
16/01/2015,22,16,288,131,153,2050,1872,0,418,0,125,76,273,121,85,1526,1191,552,0,235,1545,297,92,1030,416,967,0,69,0,895,1060,87,192,152
16/01/2015,23,8,187,103,100,1635,1500,0,293,0,89,45,142,49,34,1381,819,399,0,177,1203,287,52,853,349,628,0,48,0,773,790,53,91,94
17/01/2015,0,4,106,65,78,1009,1251,0,229,0,53,14,51,18,32,497,429,261,0,172,706,169,36,587,262,348,0,40,0,602,365,30,55,62
17/01/2015,1,1,52,24,49,604,444,0,116,0,21,8,17,12,18,269,266,82,0,169,309,44,30,441,81,247,0,33,0,434,169,8,26,34
17/01/2015,2,1,40,13,28,373,337,0,81,0,7,17,9,3,3,157,165,64,0,86,231,33,1,331,40,159,0,24,0,236,81,13,15,21
17/01/2015,3,0,18,8,34,253,246,0,55,0,2,6,6,3,9,74,106,41,0,83,137,21,8,254,41,77,0,13,0,232,44,2,4,16
17/01/2015,4,1,12,11,17,130,123,0,29,0,9,2,10,6,3,78,56,49,0,73,124,37,3,162,25,51,0,6,0,88,20,6,6,4
17/01/2015,5,1,19,8,23,95,112,0,18,0,11,2,4,0,5,57,52,65,0,99,101,32,17,115,9,13,14,5,0,55,12,5,16,6
17/01/2015,6,1,48,9,33,70,115,0,43,0,54,31,27,4,21,67,66,95,0,153,191,92,30,81,61,19,24,46,0,49,11,21,11,15
17/01/2015,7,0,59,36,39,227,212,0,90,0,102,22,57,14,59,137,242,117,0,255,362,276,41,69,195,43,31,78,0,76,40,40,59,54
17/01/2015,8,1,122,63,55,278,383,0,204,0,103,54,86,10,81,317,390,244,0,394,740,386,110,82,288,100,32,134,0,109,92,54,92,116
17/01/2015,9,1,148,85,106,484,958,0,604,0,118,65,166,31,106,702,621,297,0,735,1107,465,109,180,455,149,125,225,0,210,101,74,116,142
17/01/2015,10,9,171,86,153,777,1541,0,1239,0,113,59,240,42,156,1423,916,387,0,1122,1615,489,99,299,601,327,255,321,0,345,182,85,165,151
17/01/2015,11,15,225,120,107,952,2440,0,2015,0,165,105,302,65,52,1580,1240,531,0,1425,2152,610,139,502,839,544,59,378,0,576,308,110,156,160
17/01/2015,12,18,298,162,143,1727,2884,0,2458,0,143,96,352,92,0,2038,1317,512,0,1760,2306,627,108,558,1152,890,0,401,0,718,448,90,195,157
17/01/2015,13,60,376,185,136,2239,3475,0,2909,0,200,78,415,119,0,2535,1517,554,0,1806,2637,510,114,647,1210,1175,0,420,0,768,509,97,243,119
17/01/2015,14,23,374,126,164,2288,3734,0,3319,0,185,71,543,166,0,2860,1723,711,0,1592,2997,472,101,857,1235,1114,0,356,0,909,616,109,271,148
17/01/2015,15,34,345,167,115,2569,3636,0,3396,0,183,67,584,181,0,2559,1614,650,0,1208,2781,545,109,975,1130,1258,0,295,0,872,694,133,306,120
17/01/2015,16,34,400,215,119,2329,3426,0,3014,0,135,107,470,133,0,2400,1559,647,0,841,2945,610,105,920,1029,1046,0,158,0,800,667,112,241,165
17/01/2015,17,44,426,152,140,2222,2886,0,2464,0,143,114,616,178,0,2588,1581,640,0,499,2747,439,124,837,1013,964,0,167,0,762,670,98,283,169
17/01/2015,18,17,563,163,134,2147,2482,0,1535,0,169,161,527,178,0,2059,1403,583,0,397,2247,409,125,1005,1006,1172,0,133,0,747,844,139,230,186
17/01/2015,19,21,405,126,120,2245,2038,0,789,0,99,81,532,180,0,2098,1315,560,0,381,2101,339,145,1149,707,1241,0,108,0,943,1222,121,233,194
17/01/2015,20,21,332,93,107,2229,1758,0,583,0,82,81,563,227,0,1639,1090,474,0,299,1833,251,90,1107,535,1073,0,94,0,813,1534,87,216,172
17/01/2015,21,19,295,97,93,1821,1578,0,489,0,109,66,355,112,0,1552,1113,417,0,302,1531,257,75,807,478,945,0,84,0,782,1340,72,156,158
17/01/2015,22,11,293,100,68,1625,1423,0,430,0,72,61,231,86,0,1732,981,470,0,249,1335,313,72,808,538,781,712,76,0,915,1190,86,153,135
17/01/2015,23,8,247,97,76,1411,1217,0,326,0,56,37,148,43,0,1058,821,410,0,220,1132,264,127,775,531,577,600,70,0,878,826,46,63,140
18/01/2015,0,3,119,46,67,856,885,0,181,0,17,37,104,27,0,604,501,333,0,191,717,218,44,753,291,377,424,40,0,806,470,23,67,80
18/01/2015,1,4,78,27,55,544,508,0,188,0,18,17,31,6,0,296,336,148,0,186,425,55,30,653,177,241,329,13,0,683,277,7,28,45
18/01/2015,2,2,63,33,49,324,361,0,122,0,4,10,11,4,0,143,183,66,0,140,239,76,30,552,55,163,283,17,0,533,91,9,18,25
18/01/2015,3,0,29,22,18,254,344,0,94,0,7,15,18,8,0,114,127,49,0,89,210,78,35,423,51,98,124,12,0,446,50,7,16,8
18/01/2015,4,2,25,14,18,139,193,0,63,0,10,4,2,1,0,56,86,48,0,95,131,32,29,412,19,51,47,11,0,226,54,3,5,9
18/01/2015,5,0,22,13,15,80,135,0,43,0,5,6,6,3,0,51,55,33,0,85,105,26,12,110,14,25,18,12,0,207,12,6,12,4
18/01/2015,6,1,26,7,22,57,84,0,43,0,17,12,18,3,0,92,40,53,0,53,100,75,28,106,46,24,36,13,0,102,8,20,21,6
18/01/2015,7,0,43,32,31,152,169,0,41,0,21,17,39,12,0,129,115,101,0,135,276,161,66,58,102,59,19,31,0,94,26,25,34,27
18/01/2015,8,1,98,40,40,281,300,0,131,0,51,22,128,31,0,277,207,167,0,317,587,278,41,88,205,47,20,75,0,131,42,26,54,78
18/01/2015,9,2,163,65,63,456,735,0,440,0,67,61,188,40,0,771,382,279,0,605,924,370,77,129,370,162,112,116,180,195,102,84,121,145
18/01/2015,10,7,192,63,82,783,1494,0,1087,0,78,51,259,78,0,1575,831,468,0,888,1405,390,108,294,543,310,271,180,1788,343,189,93,123,188
18/01/2015,11,8,192,112,90,1251,2324,0,1845,0,122,98,407,98,0,2107,983,460,0,1362,1936,385,101,468,771,631,420,263,2406,512,273,79,158,152
18/01/2015,12,29,320,126,107,1712,2935,0,2530,0,110,77,605,164,0,2638,1213,446,0,1624,2412,524,112,639,872,899,67,368,2713,644,522,125,225,98
18/01/2015,13,31,288,137,94,2134,3235,0,2873,0,79,46,673,194,0,3145,1461,551,0,1713,2823,464,110,797,1027,1091,0,427,3259,891,730,142,255,92
18/01/2015,14,48,301,135,124,2170,3280,0,3045,0,106,60,694,191,0,3124,1500,649,0,1598,2924,368,93,838,1122,1045,0,358,3167,755,781,135,237,107
18/01/2015,15,34,605,141,120,2260,3339,0,3117,0,124,63,656,222,0,3058,1469,681,0,1263,2892,438,112,784,1054,1074,0,333,2911,747,823,102,232,99
18/01/2015,16,29,311,114,82,1993,3150,0,2940,0,109,66,424,138,0,3173,1521,617,0,808,2970,448,107,870,1008,933,0,194,3172,816,743,130,257,109
18/01/2015,17,31,316,92,122,2016,2845,0,2157,0,141,76,486,154,0,2438,1410,607,0,470,2806,344,99,881,811,975,0,104,1927,652,764,98,239,101
18/01/2015,18,28,272,105,106,1904,2020,0,1192,0,133,75,424,130,0,1927,1219,524,0,371,2503,283,86,913,729,960,0,146,1446,715,824,97,265,104
18/01/2015,19,15,315,74,89,1808,1539,0,554,0,76,73,261,69,0,1397,964,366,0,317,1954,290,103,759,459,1016,871,102,494,818,882,65,184,88
18/01/2015,20,16,213,46,46,1495,1160,0,379,0,48,61,178,84,0,1169,758,367,0,351,1592,205,79,755,234,782,670,91,363,689,935,46,136,80
18/01/2015,21,10,152,48,60,1194,1001,0,266,0,40,56,178,30,0,1270,736,315,0,301,1274,148,67,583,319,569,489,78,760,521,816,72,170,63
18/01/2015,22,1,161,39,48,1050,1041,0,156,0,59,26,84,19,0,1123,587,309,0,196,1205,156,48,532,138,361,299,70,375,456,484,90,253,53
18/01/2015,23,1,55,24,46,658,522,0,79,0,35,23,82,33,0,369,410,228,0,147,654,93,28,296,104,225,140,50,131,421,303,27,43,29
19/01/2015,0,1,27,6,30,206,192,0,74,0,18,11,21,11,0,146,179,84,0,85,233,46,28,209,56,113,53,19,56,229,152,10,22,17
19/01/2015,1,0,13,9,23,113,98,0,29,0,3,4,14,9,0,48,67,31,0,61,53,16,4,132,35,53,22,11,20,220,55,2,12,8
19/01/2015,2,0,8,3,10,46,66,0,20,0,3,1,6,8,0,29,32,10,0,36,41,11,4,96,7,27,11,7,16,185,19,2,6,19
19/01/2015,3,0,14,6,19,28,20,0,8,0,3,5,3,0,0,37,34,12,0,17,39,9,7,64,10,12,3,3,47,121,8,1,4,3
