Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place
23/11/2014,4,52,21,10,32,111,148,0,63,0,2,16,4,3,2,67,107,60,0,48,164,73,45,469,20,83,262,12,80,422,54,7,11,9
23/11/2014,5,48,13,6,18,92,119,0,47,0,3,8,10,1,1,66,68,43,0,49,119,41,18,278,18,31,56,7,76,258,8,7,13,14
23/11/2014,6,51,29,9,15,82,121,0,59,0,26,14,25,12,20,100,64,66,0,96,97,60,23,229,78,30,21,23,121,120,18,11,21,16
23/11/2014,7,61,39,21,36,201,187,0,71,0,30,23,54,14,73,150,155,122,0,174,286,307,72,97,141,9,21,23,260,101,17,28,48,30
23/11/2014,8,143,129,61,49,356,389,0,207,0,62,46,178,31,90,268,254,439,0,382,494,505,118,99,194,3,41,98,537,155,35,43,53,67
23/11/2014,9,303,162,134,67,571,921,0,661,0,81,81,318,43,146,671,556,701,0,726,983,604,149,225,372,18,109,157,1131,237,105,52,107,127
23/11/2014,10,584,221,158,113,720,1602,0,1277,0,104,56,508,120,159,1194,871,407,0,1112,1412,584,158,262,583,3,169,288,1662,430,208,128,199,144
23/11/2014,11,919,262,124,96,1024,2511,0,2228,0,98,69,629,150,207,1785,1053,466,0,1400,1804,627,220,468,723,9,0,401,2375,551,283,76,174,134
23/11/2014,12,1235,306,140,131,1892,3032,0,2858,0,111,69,767,239,200,2186,1201,428,0,1698,2147,730,192,683,926,1,0,392,2316,761,467,120,252,93
23/11/2014,13,1585,300,177,107,2568,3535,0,3264,0,116,69,711,255,190,2599,1398,523,0,1746,2289,680,149,738,1027,6,0,422,3057,894,634,83,221,138
23/11/2014,14,1613,267,155,119,2609,3581,0,3429,0,115,85,857,349,268,2481,1434,667,0,1564,2348,680,129,800,1192,21,0,404,2499,832,748,108,184,141
23/11/2014,15,1710,337,119,125,2491,3400,0,3381,0,108,61,745,263,224,2357,1452,654,0,1366,2416,698,208,727,1128,392,0,268,2357,826,821,115,315,74
23/11/2014,16,1686,290,143,110,2418,3202,0,3099,0,93,113,569,152,234,2477,1426,650,0,911,2538,793,161,779,1074,1034,0,221,3043,747,789,122,331,109
23/11/2014,17,1693,264,164,133,2426,2831,0,2218,0,99,74,493,192,165,2220,1233,705,0,475,2266,673,147,853,909,1010,0,143,2101,780,761,127,362,92
23/11/2014,18,1368,304,113,98,2181,2147,0,1198,0,105,75,392,105,159,1702,1029,597,0,401,1817,671,138,800,738,1100,0,114,1531,795,804,120,339,111
23/11/2014,19,1193,366,122,91,2080,1776,0,624,0,96,80,375,104,100,1286,828,421,0,399,1803,534,112,880,306,1080,0,122,1121,805,982,93,376,115
23/11/2014,20,952,247,78,72,1940,1429,0,507,0,84,73,289,96,75,1162,755,388,0,385,1450,378,141,812,333,883,705,90,540,593,1068,86,310,54
23/11/2014,21,735,180,57,51,1720,1468,0,327,0,76,61,216,74,66,1166,786,299,0,326,1247,244,122,644,283,699,484,100,1525,531,1003,46,188,84
23/11/2014,22,493,92,31,52,1062,745,0,201,0,43,45,79,39,36,568,522,253,0,261,769,264,117,463,156,391,299,74,604,338,705,25,92,70
23/11/2014,23,261,90,13,50,682,477,0,103,0,26,25,87,19,12,326,386,212,0,171,455,155,80,324,103,202,260,35,182,312,342,16,40,19
24/11/2014,0,140,31,5,34,261,138,0,37,0,12,10,24,10,9,119,129,68,0,71,186,61,25,167,97,87,44,26,74,184,145,8,20,3
24/11/2014,1,30,17,16,17,132,80,0,21,0,1,11,6,1,4,38,49,27,0,80,39,21,24,102,32,35,22,8,24,132,26,1,4,2
24/11/2014,2,39,8,6,6,55,58,0,16,0,0,5,7,0,1,34,41,23,0,42,41,11,6,78,22,25,12,5,38,83,12,1,7,7
24/11/2014,3,25,3,1,36,38,43,0,23,0,3,1,11,4,0,34,35,28,0,39,31,17,11,61,15,13,7,1,24,69,12,0,5,20
24/11/2014,4,14,11,2,9,34,43,0,15,0,3,3,10,2,2,44,31,19,0,25,40,21,4,65,10,13,14,2,71,197,8,3,4,3
24/11/2014,5,28,43,20,89,52,73,0,30,0,43,14,10,5,13,107,111,86,0,43,115,136,29,9,59,34,4,4,99,27,4,12,19,20
24/11/2014,6,73,178,189,698,194,219,0,71,0,422,93,75,9,113,310,475,231,0,97,548,780,129,110,193,36,32,22,289,64,32,58,90,85
24/11/2014,7,264,740,744,2237,399,555,0,225,0,1444,286,209,29,214,921,1140,497,0,199,1408,1793,393,156,413,79,77,63,802,141,84,169,127,207
24/11/2014,8,669,2165,1732,5869,829,1185,0,635,0,2810,471,286,44,417,1686,2382,1353,0,409,2693,3622,955,261,563,293,104,147,1341,344,185,457,279,526
24/11/2014,9,505,1113,972,2903,726,1298,0,832,0,1356,355,195,15,168,1192,1155,477,0,414,1743,1947,555,256,341,181,133,83,826,333,143,262,179,427
24/11/2014,10,572,559,420,1114,897,1703,0,1270,0,460,225,104,37,96,1163,745,299,0,494,1486,1345,383,370,299,336,196,90,825,403,239,111,139,287
24/11/2014,11,643,522,360,935,1154,2185,0,1769,0,325,174,79,2,86,1064,834,304,0,457,1566,1079,298,444,321,412,260,83,711,547,198,113,93,238
24/11/2014,12,1228,1352,472,1079,1645,2950,0,2548,0,721,256,140,18,207,1397,1185,386,0,830,2145,1582,461,814,373,819,369,175,917,883,381,177,276,790
24/11/2014,13,1358,1172,473,1328,1827,3278,0,2970,0,676,288,189,27,217,1506,1288,387,0,705,2396,1498,455,880,467,868,489,111,1067,891,342,222,251,706
24/11/2014,14,1305,673,457,1012,1854,3065,0,2521,0,497,199,109,12,170,1309,1104,399,0,681,2380,1233,369,750,421,776,433,127,1042,718,339,139,196,334
24/11/2014,15,1316,578,522,1459,1691,2670,0,2198,0,610,225,111,15,160,1233,933,532,0,478,2261,1634,313,629,458,831,376,131,956,622,420,165,207,209
24/11/2014,16,1310,733,1001,2735,1743,2787,0,2103,0,1503,418,159,21,200,1473,1215,614,0,491,2720,2559,459,680,610,730,350,104,1196,658,273,254,239,280
24/11/2014,17,1767,1331,1661,4123,2172,2889,0,2105,0,2447,543,394,59,464,2475,2382,1389,0,553,3576,3688,578,843,892,849,445,218,2043,707,294,459,279,373
24/11/2014,18,1407,875,894,1911,1901,2230,0,1311,0,1045,330,246,34,312,2031,1467,861,0,449,2821,1953,356,840,543,954,613,168,1798,734,317,230,250,251
24/11/2014,19,959,373,282,598,1612,1451,0,697,0,248,131,140,12,94,1326,799,352,0,360,1765,954,201,748,182,882,948,80,1475,636,435,87,124,176
24/11/2014,20,815,293,139,257,1584,1198,0,418,0,112,94,132,23,64,1124,667,285,0,350,1352,571,160,645,167,684,563,84,1014,528,386,64,76,103
24/11/2014,21,686,221,125,145,1350,1180,0,316,0,80,58,123,30,45,1099,506,232,0,256,992,421,127,512,136,601,495,63,913,453,307,63,82,82
24/11/2014,22,372,148,65,91,981,614,0,179,0,56,44,65,13,32,861,330,211,0,179,813,310,57,332,102,342,335,41,1299,272,229,33,58,65
24/11/2014,23,187,83,38,60,496,366,0,126,0,37,42,37,4,16,229,211,129,0,130,468,185,54,316,83,175,191,23,119,192,126,25,49,56
25/11/2014,0,79,24,12,21,225,136,0,45,0,12,5,17,4,9,92,116,77,0,110,171,50,14,143,31,60,83,24,54,91,57,16,19,17
25/11/2014,1,49,12,5,13,106,61,0,14,0,5,2,5,0,3,35,55,22,0,53,68,21,11,128,13,61,26,11,26,89,37,15,7,8
25/11/2014,2,19,8,3,2,44,30,0,17,0,1,6,3,0,3,24,38,20,0,39,40,24,4,51,8,23,12,10,26,71,16,0,4,2
25/11/2014,3,22,10,4,5,29,18,0,11,0,1,5,8,2,0,31,15,8,0,24,30,6,2,48,2,7,6,0,29,21,3,3,1,0
25/11/2014,4,16,19,4,12,23,38,0,13,0,2,7,8,0,8,26,16,24,0,15,60,20,1,32,4,7,8,3,45,23,9,2,5,10
25/11/2014,5,26,46,21,104,63,61,0,36,0,48,14,18,5,24,95,110,88,0,63,135,167,31,39,82,19,17,5,114,20,5,15,22,21
25/11/2014,6,66,213,200,744,208,215,0,102,0,424,109,102,17,146,304,535,272,0,174,632,805,139,98,240,34,15,50,336,82,30,80,76,88
25/11/2014,7,307,825,798,2291,421,549,0,262,0,1504,313,307,56,283,950,1187,616,0,383,1415,1858,442,197,516,92,64,80,881,156,126,221,145,323
25/11/2014,8,684,1975,1799,5271,1009,1226,0,629,0,2537,455,425,76,457,1736,2351,1196,0,698,2616,3571,1090,381,778,243,124,161,1900,334,219,487,304,490
25/11/2014,9,583,1159,957,2666,869,1339,0,959,0,1229,253,277,31,214,1089,1333,511,0,786,1922,1960,525,287,413,226,151,197,995,311,205,314,204,414
25/11/2014,10,733,595,631,1049,1087,1901,0,1380,0,467,200,181,34,148,883,848,493,0,997,1701,1419,418,440,363,389,197,225,798,416,328,173,180,281
25/11/2014,11,938,591,442,940,1573,2491,0,1909,0,429,197,229,42,160,1199,928,445,0,1235,2008,1200,448,526,428,561,256,238,1005,539,284,184,204,331
25/11/2014,12,1548,1595,587,1304,2322,3786,0,3432,0,979,384,444,113,563,1543,1883,697,0,2139,2875,1935,732,1067,650,989,0,338,1299,1044,506,324,384,798
25/11/2014,13,1941,1477,632,1464,2706,4213,0,3910,0,912,286,363,96,518,1690,1880,593,0,2078,3303,1781,733,1269,691,1154,0,303,1466,1161,641,332,358,856
25/11/2014,14,1654,761,479,1020,2570,3492,0,2867,0,540,216,286,67,239,1680,1417,490,0,1262,2794,1462,511,872,675,908,0,200,1277,759,397,199,289,448
25/11/2014,15,1628,667,571,1346,2486,3414,0,2837,0,679,209,291,67,208,1516,1391,557,0,913,2869,1710,461,864,795,891,0,199,1364,630,456,172,233,275
25/11/2014,16,1853,781,991,2448,2449,3440,0,2499,0,1574,353,296,48,275,1948,1621,784,0,652,3058,2584,527,881,843,889,0,132,1538,731,326,252,261,251
25/11/2014,17,2166,1286,1683,4121,2722,3431,0,2530,0,2576,484,421,68,552,2797,2574,1589,0,662,3810,3870,735,1054,1263,1021,0,176,2453,838,413,458,393,422
25/11/2014,18,1721,748,857,1794,2614,2966,0,1753,0,1218,335,414,44,392,2062,1665,953,0,537,3152,2082,424,1002,876,1011,653,194,1865,809,481,268,338,241
25/11/2014,19,1259,444,304,670,2233,2111,0,829,0,378,135,258,47,166,1374,1146,575,0,468,2442,1006,243,944,386,945,744,85,1130,731,587,131,206,173
25/11/2014,20,1037,262,189,335,2070,1811,0,533,0,151,108,244,26,123,1284,895,452,0,404,1782,743,154,720,282,853,569,100,876,626,585,81,197,124
25/11/2014,21,776,179,134,204,1854,1511,0,395,0,112,75,167,31,75,1028,868,358,0,358,1476,451,133,642,254,578,482,89,646,558,643,77,197,78
25/11/2014,22,425,157,84,121,1158,891,0,196,0,67,62,76,11,48,824,568,284,0,222,924,264,94,499,186,455,364,52,681,448,396,57,101,82
25/11/2014,23,280,66,37,84,703,491,0,113,0,31,33,31,15,22,340,396,221,0,144,487,218,57,304,125,243,166,31,101,319,178,22,48,58
26/11/2014,0,128,38,18,22,269,196,0,56,0,13,5,23,2,7,160,164,90,0,120,147,62,17,183,55,89,90,28,67,136,78,4,7,25
26/11/2014,1,52,19,9,18,154,92,0,30,0,6,5,4,0,1,38,56,30,0,56,36,21,10,174,10,92,42,18,17,128,35,7,13,27
26/11/2014,2,31,11,3,10,49,55,0,7,0,4,1,2,1,2,30,34,21,0,32,43,5,4,98,11,39,39,7,12,116,10,4,6,9
26/11/2014,3,24,9,11,6,58,23,0,17,0,2,1,6,2,2,46,35,12,0,35,15,16,15,41,7,20,18,7,44,60,5,1,5,4
26/11/2014,4,12,16,0,9,39,37,0,7,0,2,1,6,0,1,40,12,27,0,28,25,15,4,25,5,23,15,4,50,39,11,2,6,17
26/11/2014,5,21,31,23,97,52,88,0,41,0,51,14,10,3,28,97,104,89,0,40,118,141,34,34,41,26,5,9,127,16,12,25,29,19
26/11/2014,6,72,204,190,713,191,191,0,94,0,465,109,102,13,134,308,483,258,0,108,530,785,147,82,273,24,18,19,302,65,46,76,56,80
26/11/2014,7,293,791,805,2272,446,561,0,290,0,1428,292,263,36,287,845,1184,561,0,227,1366,1883,435,145,507,95,68,60,858,164,90,207,105,257
26/11/2014,8,673,1908,1641,5201,976,1227,0,769,0,2826,517,401,49,371,1654,2346,1185,0,430,2657,3595,1022,354,840,274,162,126,1722,282,288,473,253,500
26/11/2014,9,575,1047,843,2756,809,1363,0,837,0,1300,316,226,21,198,947,1249,526,0,469,1647,1945,553,258,433,203,151,109,891,326,212,283,183,416
26/11/2014,10,669,711,431,949,1146,1961,0,1319,0,419,137,265,97,160,999,870,364,0,538,1630,1352,416,370,389,409,262,160,925,383,261,159,141,308
26/11/2014,11,951,780,450,792,1578,2494,0,1883,0,403,237,241,59,188,1446,1054,454,0,681,2021,1310,420,558,422,584,326,174,1332,547,256,175,217,290
26/11/2014,12,1678,1442,637,1222,2485,3536,0,3157,0,949,444,462,87,545,1994,1780,575,0,1066,2789,1890,646,1067,782,998,0,217,2106,1081,514,272,300,807
26/11/2014,13,1809,1543,650,1329,2696,4019,0,3760,0,844,331,522,137,507,1630,1938,613,0,1099,2918,1856,698,1274,720,1246,0,215,1413,1106,534,303,322,854
26/11/2014,14,1569,841,488,1039,2549,3587,0,2803,0,523,224,236,54,214,1750,1345,512,0,762,2787,1516,486,844,736,966,0,159,1677,751,375,184,226,374
26/11/2014,15,1691,600,538,1303,2605,3439,0,2805,0,726,194,237,43,193,1824,1396,620,0,759,2823,1774,428,761,760,894,521,187,1620,660,537,171,197,280
26/11/2014,16,1816,726,974,2429,2579,3396,0,2677,0,1556,343,344,25,288,1813,1502,741,0,792,3162,2702,578,824,789,892,495,195,1535,715,331,329,257,296
26/11/2014,17,2166,1147,1737,4017,2778,3622,0,2386,0,2385,477,393,44,504,2644,2500,1503,0,1153,3941,3715,694,899,1082,991,525,265,2113,856,384,420,376,424
26/11/2014,18,1596,790,833,1754,2741,3212,0,1681,0,1050,308,372,61,326,2036,1552,865,0,1340,3079,2005,403,935,796,1031,702,356,1697,788,536,245,323,345
26/11/2014,19,1436,445,333,627,2267,2085,0,772,0,282,234,241,53,141,1251,1077,493,0,1600,2025,984,227,813,294,1088,737,318,1364,767,516,110,250,202
26/11/2014,20,1155,298,164,406,2132,1685,0,583,0,162,124,177,28,97,833,859,373,0,1416,1851,627,145,698,239,941,681,348,466,586,514,68,219,149
26/11/2014,21,922,184,122,273,1913,1483,0,415,0,72,89,147,34,55,981,737,315,0,1090,1506,489,101,570,173,768,541,277,613,496,528,67,195,118
26/11/2014,22,741,146,101,164,1684,1170,0,271,0,71,85,107,16,38,1118,560,249,0,690,1168,335,81,506,197,575,349,164,1010,437,447,66,137,126
26/11/2014,23,290,89,34,78,797,449,0,158,0,34,27,44,10,19,315,352,214,0,251,549,204,60,284,114,236,190,66,159,294,217,31,44,79
27/11/2014,0,80,28,24,60,302,175,0,74,0,17,11,37,2,8,115,132,80,0,125,166,53,15,179,38,138,92,24,70,135,89,35,83,40
27/11/2014,1,58,33,10,7,95,69,0,23,0,0,5,7,1,4,43,67,22,0,76,72,17,11,135,17,78,56,18,23,75,37,10,6,1
27/11/2014,2,32,6,4,11,54,47,0,26,0,6,2,19,0,0,23,30,21,0,51,59,10,8,92,10,45,21,8,14,51,15,5,2,9
27/11/2014,3,13,7,3,36,26,41,0,23,0,4,1,3,0,3,27,12,9,0,50,34,6,2,66,4,12,23,2,28,29,0,3,2,2
27/11/2014,4,13,6,0,4,28,53,0,31,0,1,7,5,3,0,38,11,22,0,19,32,16,1,27,3,8,6,2,47,44,7,2,13,5
27/11/2014,5,24,41,34,105,68,72,0,15,0,48,22,15,0,20,104,99,66,0,61,137,179,30,25,33,12,11,13,101,17,6,11,18,22
27/11/2014,6,73,228,181,675,230,198,0,78,0,491,108,79,12,119,270,536,284,0,179,533,755,105,73,235,16,22,45,291,69,30,62,57,96
27/11/2014,7,300,793,834,2346,436,591,0,255,0,1363,298,259,36,282,841,1113,588,0,300,1391,1806,450,156,545,90,58,69,868,131,105,208,118,199
27/11/2014,8,638,1947,1791,5322,944,1205,0,664,0,2536,497,428,43,383,1557,2460,1256,0,618,2576,3713,1084,316,816,252,141,162,1756,275,210,435,287,510
27/11/2014,9,577,1108,923,2682,850,1420,0,874,0,1194,281,214,27,220,1035,1323,526,0,685,1910,1931,520,348,441,226,177,132,911,317,189,340,198,360
27/11/2014,10,748,553,479,1053,1089,1948,0,1373,0,507,204,181,30,155,920,821,364,0,975,1732,1459,456,399,451,342,227,188,860,401,218,148,141,300
27/11/2014,11,896,602,458,1023,1211,2398,0,2022,0,448,246,224,53,164,1177,1065,439,0,1156,2175,1230,462,531,453,560,154,262,932,482,317,173,161,325
27/11/2014,12,1419,1561,587,1337,2417,3579,0,3207,0,1018,463,455,116,620,1567,1991,721,0,1994,2779,2030,789,1060,803,985,0,348,1486,991,667,278,325,737
27/11/2014,13,1822,1565,640,1577,2681,3935,0,4005,0,953,303,394,120,549,1734,1981,621,0,1869,3222,1963,863,1150,855,1132,0,301,1586,984,721,300,375,849
27/11/2014,14,1669,817,485,1075,2353,3615,0,3057,0,626,231,300,70,230,1559,1505,605,0,1136,2739,1438,521,817,733,886,0,207,1502,657,449,213,196,373
27/11/2014,15,1760,724,615,1204,2439,3535,0,2969,0,791,252,280,59,240,1558,1503,673,0,905,2959,1826,479,842,787,889,0,189,1460,618,507,201,178,308
27/11/2014,16,1780,751,970,2356,2430,3396,0,2875,0,1567,412,372,64,309,1935,1762,844,0,646,3534,2694,669,871,906,883,0,143,1654,749,315,305,238,293
27/11/2014,17,2103,1263,1572,3787,2854,3869,0,3105,0,2359,512,388,70,581,2791,2695,1581,0,632,4043,3667,846,1056,1318,1074,0,195,2307,893,404,462,393,424
27/11/2014,18,1811,738,781,1543,2789,3501,0,2339,0,1010,390,370,62,373,2464,1781,941,0,555,3293,2009,518,1085,1040,1083,671,182,2311,851,486,263,364,264
27/11/2014,19,1420,553,362,585,2114,2448,0,1509,0,327,173,335,55,168,1912,1188,512,0,475,2463,983,232,1016,428,1137,756,105,2305,755,524,149,394,182
27/11/2014,20,1172,419,206,356,2066,2172,0,1095,0,164,105,185,44,115,1349,1031,462,0,477,2015,712,163,881,303,996,662,147,851,714,711,98,325,120
27/11/2014,21,1034,293,164,250,2150,1821,0,555,0,129,102,114,26,84,1331,911,360,0,418,1633,555,167,745,273,871,590,108,930,643,743,88,294,131
27/11/2014,22,641,208,99,132,1546,1196,0,349,0,73,70,121,18,56,1500,654,301,0,258,1157,343,113,613,262,652,483,60,1644,571,513,69,178,111
27/11/2014,23,347,139,62,94,816,698,0,162,0,40,28,51,6,21,437,373,204,0,184,755,224,65,367,222,319,220,46,254,437,297,36,84,73
28/11/2014,0,155,75,30,55,402,565,0,77,0,12,17,15,4,14,193,226,86,0,145,285,88,44,251,85,180,142,21,92,230,91,28,27,33
28/11/2014,1,65,25,13,24,177,162,0,46,0,4,2,15,3,5,87,77,36,0,86,104,24,17,205,43,116,98,16,42,152,39,9,27,10
28/11/2014,2,60,21,11,5,134,130,0,44,0,5,6,2,0,5,30,48,20,0,58,80,22,15,188,7,80,35,14,21,100,7,9,3,22
28/11/2014,3,33,17,5,8,102,86,0,119,0,3,1,15,1,0,43,37,17,0,37,50,14,25,111,10,31,28,3,43,77,20,2,6,17
28/11/2014,4,15,10,4,10,48,74,0,9,0,6,5,2,0,3,55,27,41,0,20,44,25,4,66,15,12,9,3,46,58,12,2,9,9
28/11/2014,5,17,32,25,89,72,93,0,25,0,45,12,9,2,14,93,116,82,0,76,132,174,30,55,46,8,22,8,96,87,16,10,17,18
28/11/2014,6,70,201,201,644,201,207,0,75,0,435,82,75,13,125,277,483,272,0,202,573,728,174,86,257,37,17,45,289,48,22,69,63,66
28/11/2014,7,228,728,692,2165,459,534,0,301,0,1367,277,216,27,238,791,1102,507,0,346,1296,1789,438,212,427,78,66,84,733,149,102,181,119,225
28/11/2014,8,654,1797,1725,5138,848,1172,0,698,0,2763,477,361,33,356,1571,2397,1158,0,595,2486,3435,980,255,668,270,123,150,905,352,211,405,264,501
28/11/2014,9,516,1034,904,2330,870,1448,0,1000,0,1344,312,260,30,192,1052,1321,526,0,791,1804,1888,604,294,427,253,172,186,0,332,196,250,173,420
28/11/2014,10,697,725,494,949,1203,2084,0,1620,0,505,206,307,52,159,1127,1030,483,0,966,1745,1563,508,448,440,375,93,220,0,430,306,179,179,353
28/11/2014,11,937,758,455,840,1035,2786,0,2305,0,494,233,327,99,192,1604,1265,568,0,1170,2265,1418,551,507,587,562,0,272,0,592,254,187,207,338
28/11/2014,12,1662,1605,660,1249,2467,3806,0,3622,0,1070,438,647,134,661,1888,2182,631,0,1972,2873,2094,797,1173,976,1168,0,371,0,1216,623,301,316,783
28/11/2014,13,1835,1575,660,1417,2635,4097,0,4166,0,1019,305,577,179,602,2079,2262,645,0,1987,3333,2056,804,1400,982,1175,0,375,0,1191,616,296,374,813
28/11/2014,14,1655,877,539,1068,2602,3535,0,3275,0,671,176,289,83,303,1780,1701,630,0,1325,2902,1605,501,968,832,1040,0,240,0,784,378,217,311,377
28/11/2014,15,1653,708,579,1304,2421,3595,0,3253,0,748,222,321,55,279,1879,1646,676,0,1242,3229,1894,550,886,902,866,0,255,0,781,466,206,232,339
28/11/2014,16,1816,732,880,2226,2624,3645,0,3317,0,1486,392,370,86,406,2164,1920,874,0,989,3609,2731,662,951,1151,871,0,224,0,739,370,318,329,344
28/11/2014,17,2173,1075,1392,3133,3044,4164,0,3689,0,2032,456,501,118,531,3505,2650,1359,0,732,3965,3233,722,1217,1453,1101,0,219,0,988,376,405,442,550
28/11/2014,18,1891,743,665,1278,3056,4062,0,3059,0,755,302,550,96,364,3096,1996,982,0,598,3317,2017,475,1253,1247,1353,0,147,0,1010,536,235,495,300
28/11/2014,19,1513,508,343,587,2588,3222,0,2285,0,352,268,427,93,220,2898,1515,786,0,483,2548,1118,286,1144,957,1325,0,146,0,1057,729,197,572,252
28/11/2014,20,1471,368,235,326,2479,3032,0,1908,0,171,170,381,72,119,2063,1282,597,0,444,2146,736,206,1273,840,1370,0,112,0,1092,830,116,498,203
28/11/2014,21,1212,284,188,253,2936,3257,0,1444,0,179,127,325,59,99,2464,1319,477,0,402,2223,593,194,1179,657,1160,997,126,0,1036,889,89,352,157
28/11/2014,22,905,248,157,183,2391,2695,0,704,0,93,120,269,73,80,2644,1019,472,0,295,1809,511,156,1290,528,901,965,110,0,1006,842,114,481,140
28/11/2014,23,708,227,166,146,1868,1595,0,425,0,72,79,184,33,61,1165,802,451,0,260,1233,378,166,1002,549,665,633,69,0,694,611,80,244,167
29/11/2014,0,347,114,63,102,1048,1334,0,275,0,57,43,140,12,30,601,565,326,0,183,870,312,136,1051,368,393,543,68,0,624,310,51,120,97
29/11/2014,1,226,44,54,45,545,563,0,169,0,20,42,53,6,36,261,269,118,0,161,333,112,69,728,293,315,300,48,0,502,124,21,66,58
29/11/2014,2,131,36,17,29,328,337,0,96,0,12,14,17,1,4,161,175,82,0,93,183,36,40,491,50,154,106,19,0,227,50,2,14,37
29/11/2014,3,80,15,11,25,254,231,0,76,0,7,6,19,2,3,100,104,45,0,79,166,18,24,315,30,98,86,20,0,230,27,3,15,17
29/11/2014,4,37,23,4,11,167,137,0,47,0,11,11,10,1,4,71,69,47,0,65,116,42,20,163,23,34,79,7,0,114,31,5,10,28
29/11/2014,5,32,20,10,19,81,116,0,46,0,10,12,9,3,9,59,38,65,0,71,127,58,16,107,21,29,15,14,0,55,22,8,14,13
29/11/2014,6,48,59,20,24,107,136,0,75,0,62,14,33,3,21,69,99,102,0,163,194,216,44,106,57,21,26,23,0,46,27,25,35,30
29/11/2014,7,85,68,57,33,217,224,0,115,0,81,34,65,18,71,139,203,148,0,263,289,383,63,75,120,38,35,65,0,83,30,34,46,28
29/11/2014,8,174,122,77,71,393,453,0,297,0,105,54,93,16,82,407,309,188,0,515,681,528,137,101,212,114,46,151,0,141,47,50,82,102
29/11/2014,9,292,188,125,128,670,1086,0,788,0,116,62,147,28,117,631,610,303,0,828,1103,654,172,193,367,190,116,227,0,293,106,87,131,144
29/11/2014,10,591,243,114,126,820,1810,0,1622,0,142,52,260,52,176,1012,901,407,0,1201,1575,763,230,340,539,403,235,326,0,431,197,96,167,177
29/11/2014,11,981,250,175,139,1022,2596,0,2501,0,144,101,316,107,193,1724,1103,471,0,1594,2007,866,235,498,734,731,31,387,0,511,266,94,124,203
29/11/2014,12,1280,276,164,141,2198,3313,0,3085,0,157,88,414,98,212,2035,1257,459,0,1936,2378,863,180,634,824,1016,0,465,0,722,435,96,182,103
29/11/2014,13,1577,304,160,163,2569,3621,0,3239,0,179,49,391,130,234,2379,1347,485,0,1877,2427,800,256,718,1026,1274,0,328,0,761,364,104,228,133
29/11/2014,14,1687,368,183,152,2739,3822,0,3836,0,166,88,481,170,212,2378,1522,646,0,1585,2730,844,223,892,1188,1263,0,355,0,761,522,97,215,135
29/11/2014,15,1790,367,193,182,2765,3796,0,3845,0,151,100,521,179,219,2653,1614,657,0,1403,2793,925,217,889,1213,1321,0,299,0,786,556,113,211,185
29/11/2014,16,1607,362,151,135,2616,3601,0,3583,0,141,115,430,141,300,2584,1681,634,0,849,3030,866,254,1017,1140,1242,0,168,0,777,606,134,282,161
29/11/2014,17,1678,420,227,126,2628,3422,0,3169,0,113,139,507,186,248,2898,1607,631,0,595,2703,849,253,942,1050,1246,0,151,0,803,642,130,440,164
29/11/2014,18,1352,403,183,135,2597,2823,0,2125,0,158,136,564,248,155,2517,1460,692,0,508,2318,776,164,1070,1028,1381,0,144,0,899,686,151,616,201
29/11/2014,19,1495,444,147,106,2611,2367,0,1432,0,109,125,657,247,112,2466,1251,580,0,450,2215,526,180,1200,784,1295,0,76,0,1043,1195,170,680,206
29/11/2014,20,1224,379,165,86,2719,2702,0,1442,0,82,87,689,242,133,2185,1248,573,0,352,1806,503,138,1230,716,1278,0,97,0,977,1399,110,655,204
29/11/2014,21,1205,418,143,117,2604,3112,0,1357,0,65,81,395,117,115,2082,1096,492,0,304,1788,364,168,1180,599,1146,0,86,0,959,1411,75,556,129
29/11/2014,22,988,289,127,113,2249,2473,0,960,0,86,87,333,98,95,2540,1061,618,0,247,1572,448,143,1035,623,1012,0,92,0,993,1357,91,515,209
29/11/2014,23,654,237,80,100,1753,1715,0,467,0,70,132,299,66,69,1220,851,470,0,220,1227,461,158,975,446,792,0,66,0,1104,919,47,165,143
30/11/2014,0,487,185,90,61,1068,983,0,293,0,37,89,145,57,19,701,604,402,0,171,878,287,122,989,305,457,540,43,0,785,396,46,164,93
30/11/2014,1,305,66,35,56,663,615,0,180,0,16,74,128,12,7,480,337,202,0,168,509,124,110,844,181,285,408,41,0,745,217,40,69,61
30/11/2014,2,171,30,21,33,366,432,0,111,0,10,15,35,1,10,184,252,114,0,106,268,74,53,659,101,152,226,27,0,492,80,5,36,24
30/11/2014,3,89,30,15,40,376,317,0,66,0,9,14,13,1,6,115,146,81,0,88,192,48,26,453,36,103,143,13,0,484,51,7,23,30
