Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West)
11/08/2014,7,269,821,790,2586,407,561,245,217,0,1417,258,117,51,211,635,1090,414,,182,1253,1693,0,101,298,84,53,88,0,149,57,181
11/08/2014,8,645,1500,1561,4927,664,934,553,514,0,2713,313,225,54,327,1203,1710,907,,301,2099,2912,0,234,440,165,112,117,0,267,85,354
11/08/2014,9,556,698,548,1426,749,997,587,497,0,898,243,110,38,117,843,850,321,,346,1395,1459,0,189,257,146,146,78,0,225,121,202
11/08/2014,10,561,493,326,615,974,1406,891,859,0,379,153,110,37,98,789,589,182,,385,1100,939,0,278,221,339,216,77,0,340,172,129
11/08/2014,11,828,555,333,591,1441,1905,1353,1293,0,423,165,90,38,128,1066,816,295,,556,1335,871,0,493,344,455,229,80,0,548,182,116
11/08/2014,12,1387,1359,519,1021,2413,2346,2341,2360,0,1032,327,254,105,462,1407,1546,493,,806,2223,1466,0,1029,583,868,490,175,0,923,191,201
11/08/2014,13,1469,836,491,1121,2037,2485,2002,2356,0,722,236,237,78,261,1381,1077,403,,699,2204,1334,0,1041,447,815,585,115,0,729,327,169
11/08/2014,14,1222,559,306,737,1771,2227,1608,1635,0,383,176,125,54,116,1233,922,450,,528,1636,1094,174,554,457,734,368,105,801,582,248,134
11/08/2014,15,1362,570,422,968,1876,2531,1670,1547,0,595,191,173,53,137,1222,983,389,,490,2051,1263,295,622,409,587,377,130,901,483,289,186
11/08/2014,16,1452,676,859,2319,2117,2432,1651,1435,0,1608,299,132,69,208,1442,1264,523,,494,2347,2211,407,665,468,677,259,138,1295,516,233,280
11/08/2014,17,1715,1015,1337,2871,2007,2182,1934,1380,0,2023,403,265,78,401,1747,1656,1097,,440,3164,2805,550,852,859,777,340,115,1390,704,172,317
11/08/2014,18,1280,474,502,1095,1675,1569,1044,804,0,729,199,177,55,203,1050,919,607,,789,2275,1287,246,688,338,871,495,167,725,615,250,156
11/08/2014,19,836,214,159,307,1614,1159,364,302,0,143,94,111,34,61,573,622,303,,296,1171,502,117,435,176,668,489,78,402,479,253,55
11/08/2014,20,765,327,130,122,1497,1453,287,208,0,106,83,64,22,33,486,488,233,,235,973,411,89,448,87,462,298,64,202,462,301,48
11/08/2014,21,403,114,66,94,933,616,229,147,0,55,48,45,28,14,354,360,133,,173,692,246,90,308,82,363,231,47,171,302,232,46
11/08/2014,22,354,145,66,63,584,466,124,103,0,38,13,32,10,20,243,162,138,,80,481,207,42,256,58,226,161,39,90,221,145,33
11/08/2014,23,147,40,10,29,265,168,52,46,0,28,2,6,4,10,129,159,99,,63,256,120,28,128,46,93,65,16,45,105,64,13
12/08/2014,0,44,18,3,18,94,65,21,20,0,5,7,8,2,1,45,61,27,,45,93,25,10,53,8,27,13,8,16,41,19,5
12/08/2014,1,24,9,2,6,40,28,19,2,0,2,3,5,0,4,21,7,4,,41,33,15,10,44,13,23,23,2,12,28,10,1
12/08/2014,2,20,9,5,4,19,30,8,5,0,0,1,0,0,1,10,9,7,,34,14,15,10,27,3,14,5,0,8,23,3,1
12/08/2014,3,8,6,0,5,22,22,1,4,0,0,3,5,0,1,19,13,3,,19,32,5,1,28,1,13,2,1,13,10,1,0
12/08/2014,4,8,12,1,3,30,28,6,12,0,3,1,2,1,1,38,26,28,,13,28,17,0,6,7,0,6,1,35,24,11,3
12/08/2014,5,22,78,41,105,70,74,30,23,0,47,13,10,4,24,90,139,63,,57,125,116,26,25,48,10,6,14,104,29,8,25
12/08/2014,6,59,258,190,802,183,215,86,77,0,445,92,52,24,124,350,387,198,,167,428,642,155,94,201,22,11,38,335,70,14,63
12/08/2014,7,268,637,786,2495,443,388,288,239,0,1598,294,165,47,256,682,1092,563,,217,1243,1815,511,145,381,59,43,98,584,121,35,193
12/08/2014,8,875,1459,1232,4670,873,1036,551,554,0,2857,369,281,67,336,1282,2042,977,,493,2202,2797,712,250,514,173,138,169,1206,271,155,405
12/08/2014,9,567,722,540,1643,831,1053,624,582,0,875,247,120,31,128,716,813,307,,590,1115,1170,321,214,291,200,167,94,622,257,249,227
12/08/2014,10,589,492,312,672,931,1356,943,782,0,387,149,119,37,85,689,457,277,,704,1173,985,349,217,207,258,185,142,600,331,176,124
12/08/2014,11,858,615,364,705,1481,2032,1262,1232,0,413,186,116,43,149,964,684,274,,1083,1453,951,295,504,290,435,233,194,730,477,127,114
12/08/2014,12,1585,1154,652,1344,2515,2482,2403,2307,0,1022,314,317,153,444,1116,1330,517,,1391,2308,1643,606,979,440,822,580,235,791,988,354,223
12/08/2014,13,1679,930,436,1112,2137,2607,2043,2351,0,808,271,216,102,275,1084,1237,402,,1227,2317,1366,430,862,460,792,402,193,751,728,358,190
12/08/2014,14,1182,609,365,728,1923,2250,1576,1550,0,361,155,105,59,122,1023,1129,444,,751,1807,882,230,614,480,744,321,127,798,548,287,157
12/08/2014,15,1366,565,462,1178,1869,2333,1636,1510,0,667,215,104,45,131,1028,865,416,,576,2259,1394,321,596,461,580,250,148,910,467,312,157
12/08/2014,16,1578,506,1006,2284,2239,2412,1736,1612,0,1635,312,151,62,223,1208,1097,705,,553,2106,2233,434,665,470,656,334,138,1231,596,149,276
12/08/2014,17,1976,940,1333,2942,1934,2125,1625,1563,0,1992,420,235,81,424,1842,1879,1205,,457,2819,2857,409,798,697,784,428,161,1473,650,286,323
12/08/2014,18,1354,582,467,1112,1741,1554,1123,926,0,696,242,136,43,212,1000,968,566,,356,1990,1378,207,545,343,725,591,122,781,736,286,168
12/08/2014,19,898,310,183,337,1677,1186,488,309,0,181,102,113,34,63,645,615,230,,259,1300,574,119,539,176,743,510,98,366,592,367,68
12/08/2014,20,827,313,118,202,1765,1263,292,253,0,90,67,74,38,49,532,413,162,,265,1045,370,95,540,134,569,393,75,329,507,193,50
12/08/2014,21,635,161,74,114,1005,549,229,136,0,72,36,57,22,33,432,399,194,,199,695,320,89,457,99,398,328,66,275,343,215,42
12/08/2014,22,308,195,71,87,709,425,101,121,0,53,24,18,15,29,280,212,120,,108,482,151,49,261,73,324,232,33,153,323,204,29
12/08/2014,23,123,38,14,36,428,220,65,39,0,12,9,10,1,7,150,149,124,,101,282,117,38,124,44,135,87,20,39,135,74,13
13/08/2014,0,52,21,11,16,113,85,18,13,0,7,3,4,0,6,42,41,22,,49,119,17,15,86,16,32,25,9,26,72,29,4
13/08/2014,1,36,10,2,14,50,46,6,20,0,1,6,1,3,3,28,16,11,,28,35,6,5,55,3,26,12,7,19,56,5,2
13/08/2014,2,8,7,3,2,22,21,12,21,0,7,4,4,2,0,9,18,11,,25,17,6,0,33,2,20,12,5,6,29,9,1
13/08/2014,3,4,1,0,6,18,30,5,8,0,1,3,5,0,0,23,14,9,,21,20,5,0,46,13,6,12,2,19,11,4,0
13/08/2014,4,11,6,2,4,25,27,6,5,0,1,6,4,0,0,43,10,35,,20,38,16,3,10,4,7,9,2,34,18,9,1
13/08/2014,5,27,68,29,135,57,88,35,15,0,45,17,11,2,23,103,93,60,,30,133,151,42,20,51,17,11,12,89,22,8,16
13/08/2014,6,57,235,204,825,188,193,71,68,0,422,89,69,31,128,390,392,185,,94,417,682,138,88,230,14,21,21,325,49,16,97
13/08/2014,7,301,845,885,2572,426,428,241,268,0,1578,287,162,40,263,731,1080,478,,143,1075,1866,384,147,419,62,53,51,560,140,66,205
13/08/2014,8,723,1485,1361,3997,838,941,552,578,0,2610,313,247,67,341,1306,1908,906,,374,2067,2801,744,236,500,184,117,153,1175,258,162,372
13/08/2014,9,457,733,464,1479,787,1002,683,540,0,808,231,138,38,142,827,898,330,,450,1276,1279,328,247,408,187,150,97,824,226,141,195
13/08/2014,10,620,572,321,733,1059,1439,1062,910,0,361,153,136,69,109,959,620,329,,575,1468,970,293,414,215,242,220,97,934,359,125,156
13/08/2014,11,975,647,419,728,1546,1482,1196,1409,0,440,221,137,69,168,882,832,450,,461,1420,990,308,532,292,511,382,118,1102,546,213,166
13/08/2014,12,1656,1448,639,1230,1558,2493,2187,2616,0,959,365,264,162,478,1225,1447,432,,1033,2222,1673,526,1065,527,940,587,132,1257,1020,337,261
13/08/2014,13,1698,995,455,951,2171,2672,2092,2545,0,785,231,199,69,241,1175,1248,419,,741,2176,1389,430,774,521,970,510,99,995,788,364,183
13/08/2014,14,1258,608,367,846,1852,748,1702,1626,0,442,163,132,64,135,1285,906,395,,533,1943,1007,341,625,458,592,363,99,1020,541,196,167
13/08/2014,15,1410,570,491,1242,1995,2312,1816,1733,0,643,176,122,50,146,1325,889,385,,560,2326,1303,350,703,452,544,284,79,1222,562,281,184
13/08/2014,16,1677,715,961,2508,2194,2580,1475,1708,0,1644,333,134,45,234,1292,1372,609,,436,2326,2428,543,703,541,621,389,122,1085,654,236,288
13/08/2014,17,1929,957,1284,2888,2070,2936,1695,1652,0,1962,355,253,89,435,1885,1775,1155,,700,2983,2694,448,1004,787,825,436,152,1542,721,288,366
13/08/2014,18,1470,568,496,1025,1962,1749,1288,827,0,580,175,218,82,260,1190,1053,657,,828,2125,1236,206,716,492,882,645,191,846,778,267,171
13/08/2014,19,988,314,159,340,1952,1244,585,378,0,208,103,143,52,96,614,676,284,,911,1502,652,121,617,160,747,491,153,392,630,245,75
13/08/2014,20,901,312,169,250,2007,1203,380,261,0,140,68,90,38,35,604,528,180,,627,887,393,110,565,125,564,415,147,325,593,319,61
13/08/2014,21,485,180,95,155,1280,735,195,183,0,71,77,111,44,33,480,396,183,,448,738,308,84,519,140,453,300,118,271,446,291,54
13/08/2014,22,343,181,84,66,768,473,158,144,0,56,19,33,25,20,323,241,160,,177,655,212,67,298,94,359,277,40,148,329,215,39
13/08/2014,23,145,60,38,48,403,271,73,49,0,14,16,25,14,9,161,157,139,,110,283,122,36,181,30,110,117,36,59,148,53,20
14/08/2014,0,49,28,10,26,130,125,29,27,0,7,8,7,2,3,85,100,18,,48,108,30,10,126,9,52,34,9,34,73,34,7
14/08/2014,1,21,9,4,7,57,90,28,14,0,3,1,6,2,3,16,19,9,,24,24,8,5,67,25,23,19,3,14,33,15,1
14/08/2014,2,18,7,0,4,36,23,10,24,0,1,2,2,0,0,23,8,3,,24,10,11,12,33,5,14,9,4,10,27,6,1
14/08/2014,3,12,1,0,3,16,24,0,4,0,0,1,6,0,0,30,13,9,,23,21,4,1,27,6,12,9,2,16,20,0,1
14/08/2014,4,8,11,2,3,23,31,5,5,0,3,2,1,0,3,35,9,35,,17,16,12,2,22,16,5,8,2,36,34,5,4
14/08/2014,5,20,62,30,160,70,117,32,21,0,55,11,7,6,25,111,88,61,,61,152,163,29,17,56,9,4,9,88,23,7,14
14/08/2014,6,49,248,202,749,176,144,72,62,0,451,95,56,32,115,273,431,196,,120,335,617,197,101,177,28,20,29,225,63,20,73
14/08/2014,7,294,679,833,2565,318,456,254,235,0,1605,273,191,61,269,684,1105,524,,232,1144,1911,388,130,360,70,58,109,574,131,82,186
14/08/2014,8,729,1557,1321,3999,831,1044,583,530,0,2859,341,253,90,351,1319,1942,874,,512,2139,2956,758,209,629,195,147,149,1205,279,148,349
14/08/2014,9,493,782,522,1421,825,1249,696,632,0,913,230,168,32,115,939,863,296,,557,1277,1297,428,228,344,163,141,151,759,225,89,227
14/08/2014,10,646,541,339,744,1057,1289,980,820,0,381,141,73,34,95,1007,600,250,,827,1143,974,303,308,318,261,156,183,926,327,187,148
14/08/2014,11,786,672,369,755,1520,1780,1204,1318,0,480,184,113,55,154,940,837,317,,804,1331,1017,318,500,424,427,282,198,912,567,206,149
14/08/2014,12,1384,1164,504,1134,1970,2720,2138,2368,0,1023,317,269,118,516,1326,1548,548,,1407,2340,1701,418,857,573,882,600,245,1240,1054,363,202
14/08/2014,13,1647,1068,517,815,2175,2949,2273,2205,0,808,259,253,88,321,1245,1420,465,,1348,2271,1270,471,941,741,977,577,261,1014,841,246,151
14/08/2014,14,1169,618,426,790,1955,2192,1872,1712,0,453,177,175,79,138,1327,855,432,,876,2015,1212,355,743,574,611,313,152,1180,615,247,190
14/08/2014,15,1430,617,571,1119,2054,2356,1947,1778,0,669,168,140,69,166,1026,971,428,,627,1914,1522,363,675,573,604,320,142,1133,582,297,199
14/08/2014,16,1670,606,679,2400,2274,2625,1648,1883,0,1670,352,194,73,236,1322,1347,618,,506,2426,2444,342,807,547,709,377,146,1202,671,202,298
14/08/2014,17,1795,997,1262,2370,2185,3023,2027,1827,0,1970,405,318,121,501,2045,2094,1100,,526,3146,2902,489,744,990,899,501,141,1868,849,319,309
14/08/2014,18,1432,694,606,922,1998,2231,1609,1089,0,606,240,287,127,223,1509,1035,559,,387,2165,1218,261,747,464,953,845,119,1629,727,233,170
14/08/2014,19,928,321,232,328,1809,1468,955,683,0,206,125,200,83,75,727,710,291,,365,1686,656,130,706,189,840,533,89,556,663,368,68
14/08/2014,20,950,460,133,247,2110,1451,780,409,0,105,62,129,59,47,644,559,177,,252,1039,413,140,570,117,788,501,81,348,643,313,67
14/08/2014,21,654,179,97,155,1541,936,215,254,0,77,50,110,34,30,463,509,214,,196,789,386,98,456,101,621,394,54,306,582,362,34
14/08/2014,22,459,213,75,88,1034,770,171,168,0,55,21,68,30,24,410,375,153,,217,712,286,65,341,88,395,328,39,379,445,196,48
14/08/2014,23,211,62,38,31,531,376,99,65,0,28,33,19,7,9,209,164,100,,97,432,95,45,262,46,187,189,18,116,295,143,20
15/08/2014,0,75,22,10,17,208,177,41,53,0,5,21,10,1,0,73,72,28,,86,119,45,16,160,30,82,65,23,53,160,64,5
15/08/2014,1,44,12,6,11,145,101,12,27,0,1,1,5,0,3,34,38,23,,47,65,17,11,140,14,39,80,10,16,129,37,4
15/08/2014,2,46,9,2,2,85,61,34,11,0,4,2,7,0,1,34,20,12,,32,26,20,24,90,9,16,50,6,21,162,12,1
15/08/2014,3,18,7,3,5,28,43,12,26,0,1,1,4,0,0,24,12,6,,38,28,6,4,70,8,10,26,8,19,64,2,4
15/08/2014,4,13,5,1,1,28,44,5,5,0,4,2,1,2,0,43,11,33,,16,38,18,17,65,7,16,16,5,45,54,9,4
15/08/2014,5,28,73,26,131,88,98,55,19,0,44,32,7,2,20,93,106,58,,73,100,169,36,49,6,23,3,16,123,33,8,12
15/08/2014,6,42,187,142,726,196,195,61,83,0,423,92,67,21,111,273,386,211,,128,450,624,136,108,23,30,34,35,320,58,10,71
15/08/2014,7,243,654,735,1822,307,414,227,239,0,1478,268,162,40,234,759,1154,493,,297,1154,1858,360,115,124,96,57,87,677,125,37,183
15/08/2014,8,631,1514,1501,3912,808,898,549,582,0,2703,276,295,91,331,1304,1622,903,,497,2043,2434,773,248,916,186,130,189,1286,287,128,385
15/08/2014,9,462,800,498,1383,856,1163,721,611,0,905,175,187,65,161,1170,782,289,,753,1438,1340,436,272,1005,169,92,205,1051,300,186,200
15/08/2014,10,613,699,396,755,1090,1696,1092,1108,0,409,162,184,90,118,836,755,303,,852,1313,1008,432,361,1042,326,259,170,1059,441,181,158
15/08/2014,11,894,664,370,786,1689,1753,1494,1667,0,508,250,206,119,191,1222,1049,443,,882,1626,1035,350,732,951,636,406,223,1159,527,233,124
15/08/2014,12,1691,1296,648,1027,2446,2963,2468,2953,0,1167,488,439,169,607,1646,1956,582,,1603,2464,1824,574,1119,1658,1154,733,267,1443,1207,262,277
15/08/2014,13,1761,1151,531,925,2275,3105,2542,2549,0,773,288,337,173,387,1727,1516,533,,1354,2540,1432,556,1136,1487,1009,719,223,1529,1058,378,219
15/08/2014,14,1349,664,409,873,2017,2955,2364,2298,0,445,173,221,103,192,1697,1176,517,,1095,1934,1188,334,708,849,799,370,233,1334,638,285,174
15/08/2014,15,1477,516,509,1189,2428,2501,2263,2166,0,753,213,262,102,185,1425,1314,589,,695,2211,1646,472,742,909,801,346,192,1060,591,301,176
15/08/2014,16,1711,627,861,2431,2245,2787,2094,2276,0,1583,332,313,169,364,1713,1178,827,,729,2742,2478,421,762,979,898,417,165,1439,782,301,265
15/08/2014,17,2098,1028,1115,2049,2728,3377,2540,2407,0,1743,388,842,368,501,2348,1774,1111,,517,3241,2899,507,1016,1160,1344,705,120,1802,1014,166,274
15/08/2014,18,1781,645,491,769,2777,2844,1990,1522,0,641,303,1998,1308,337,1853,1261,494,,394,2350,1734,399,1088,730,1239,1120,115,1403,1211,510,160
15/08/2014,19,1250,349,181,317,2531,2502,1567,1065,0,293,257,1879,1033,209,1096,1011,375,,360,1562,1047,268,1028,408,1273,873,116,998,1141,530,80
15/08/2014,20,1334,344,152,185,2920,2181,1300,890,0,124,120,381,216,88,1022,969,319,,285,1308,551,171,1142,353,1233,945,111,643,1043,535,62
15/08/2014,21,1127,182,91,146,1952,1555,490,390,0,117,106,380,129,53,930,828,342,,242,1218,505,111,806,338,1012,770,72,643,835,427,43
15/08/2014,22,863,321,142,144,1688,1256,514,445,0,249,284,1187,114,244,748,612,339,,204,1120,934,324,735,250,775,836,72,413,835,364,73
15/08/2014,23,579,158,78,75,1274,884,213,215,0,60,70,86,53,28,487,505,280,,225,783,335,96,618,133,366,448,42,245,546,286,31
16/08/2014,0,216,55,45,45,705,613,167,129,0,21,30,36,19,17,229,319,150,,134,468,182,43,505,60,311,336,37,109,430,175,19
16/08/2014,1,160,29,13,10,369,419,77,69,0,13,23,7,7,6,95,166,45,,84,231,50,24,430,28,185,223,16,52,301,76,5
16/08/2014,2,118,10,13,6,252,325,34,50,0,10,11,7,5,5,82,86,35,,68,117,42,24,221,28,106,105,14,44,150,30,4
16/08/2014,3,42,3,7,9,148,401,22,59,0,6,4,7,0,2,45,75,24,,63,103,8,17,221,18,46,124,6,33,106,24,3
16/08/2014,4,30,5,3,11,83,57,31,26,0,3,8,4,1,1,36,37,45,,42,62,13,33,117,10,23,54,4,41,42,21,3
16/08/2014,5,40,24,12,9,155,81,21,19,0,18,11,10,2,4,50,71,62,,60,72,66,14,144,17,21,82,12,40,80,8,7
16/08/2014,6,32,47,17,25,135,109,20,45,0,26,15,17,10,22,37,49,68,,136,125,150,29,106,66,23,29,38,30,31,3,16
16/08/2014,7,87,103,41,22,233,188,68,111,0,62,34,48,22,41,161,142,114,,202,319,331,60,70,206,35,20,57,94,69,14,33
16/08/2014,8,134,159,83,47,353,356,253,185,0,77,46,125,40,36,271,255,179,,459,742,496,107,112,253,70,55,143,175,132,69,75
16/08/2014,9,232,201,88,44,676,824,582,616,0,103,65,173,51,80,489,521,246,,647,861,599,180,208,494,176,95,248,482,255,102,81
16/08/2014,10,496,347,130,69,1097,1953,1231,1175,0,104,78,239,94,108,793,703,281,,1016,1224,651,209,357,777,357,233,325,718,391,146,95
16/08/2014,11,838,330,148,56,1276,2300,1524,1816,0,142,100,297,152,171,1390,1137,433,,1381,1665,826,181,434,1041,752,416,348,1007,515,118,86
16/08/2014,12,1383,391,215,80,2093,3133,2228,2535,0,162,85,337,153,179,1734,1058,589,,1562,1938,857,201,682,1486,809,695,316,1279,762,276,103
16/08/2014,13,1731,467,240,89,2406,2869,2450,2166,0,138,115,375,169,165,2009,1205,421,,1742,2250,701,196,773,1467,1008,742,381,1979,771,340,77
16/08/2014,14,1516,316,161,119,2474,3032,2805,2540,0,169,160,398,223,176,1635,1412,554,,1295,2093,878,253,967,1253,969,515,285,1683,773,324,95
16/08/2014,15,1599,441,191,70,2767,3453,2495,2804,0,196,141,846,279,232,1617,1475,560,,1017,2266,1103,289,1020,1196,974,476,240,1213,703,327,110
16/08/2014,16,1470,347,195,78,2017,3106,2186,2599,0,220,129,587,140,210,2032,1283,714,,532,2253,1171,226,878,1850,979,511,155,1746,699,243,140
16/08/2014,17,1558,562,231,57,2116,2413,1668,1920,0,128,101,333,120,130,1657,1085,548,,350,1985,648,201,876,815,956,731,105,1120,710,416,123
16/08/2014,18,1241,431,192,68,2199,1925,1271,826,0,134,76,253,142,87,1653,1020,408,,329,1513,588,192,935,784,1086,695,108,1184,913,565,128
16/08/2014,19,975,312,102,88,2323,1647,1012,580,0,189,272,1226,229,219,1087,848,344,,240,1144,1073,305,980,387,1173,887,115,897,933,657,87
16/08/2014,20,993,312,83,70,2413,1785,426,280,0,64,119,258,129,40,944,756,301,,251,1050,366,154,706,236,1075,774,65,441,870,757,59
16/08/2014,21,860,223,75,52,1790,1109,310,235,0,47,58,257,104,47,891,699,419,,195,914,390,133,769,802,788,741,48,255,830,452,59
16/08/2014,22,643,360,124,64,1507,1194,319,349,0,77,48,155,48,42,1202,685,372,,211,1016,334,135,759,260,619,967,66,545,751,655,133
16/08/2014,23,401,93,84,77,1374,769,237,234,0,40,49,91,42,17,702,586,266,,190,681,296,125,737,181,491,608,78,246,703,404,41
17/08/2014,0,264,40,33,39,811,614,165,136,0,21,25,81,10,20,323,405,221,,142,566,146,55,731,66,373,517,28,100,574,196,23
17/08/2014,1,156,30,29,77,387,345,107,141,0,29,29,23,4,12,274,144,82,,134,244,85,38,576,68,206,375,41,109,490,100,24
17/08/2014,2,138,28,19,20,290,282,68,95,0,14,21,18,10,7,210,146,70,,77,251,53,28,471,44,151,302,9,115,356,110,3
17/08/2014,3,70,18,14,17,267,290,60,114,0,9,8,12,1,4,102,103,40,,109,216,37,30,526,21,117,215,7,41,374,40,9
17/08/2014,4,33,4,4,10,87,149,41,47,0,3,9,5,3,2,29,78,35,,50,100,18,11,359,21,46,121,6,36,330,23,5
17/08/2014,5,32,23,2,11,91,96,37,42,0,9,7,4,1,0,36,42,31,,48,62,44,17,98,22,35,23,8,22,83,10,4
17/08/2014,6,13,23,7,10,80,91,28,33,0,10,23,13,3,12,65,53,46,,61,87,87,34,106,59,32,16,10,106,75,9,11
17/08/2014,7,71,49,27,13,189,171,53,73,0,34,8,43,12,37,116,83,105,,135,308,230,47,64,74,43,26,20,145,83,19,43
17/08/2014,8,146,136,46,22,250,322,179,108,0,55,21,105,40,59,347,238,152,,325,420,369,100,73,201,77,22,53,436,122,72,35
17/08/2014,9,275,198,83,59,716,734,505,425,0,87,63,207,79,87,683,529,218,,506,698,574,184,236,448,188,99,169,1079,267,123,67
17/08/2014,10,523,206,96,56,1263,1526,1016,1026,0,92,81,331,163,149,1349,773,359,,946,1116,775,161,386,982,352,256,310,1433,375,167,63
17/08/2014,11,807,252,117,57,1257,1807,1324,1463,0,139,124,621,200,177,1675,783,456,,1127,1543,779,166,361,1141,728,401,220,1638,536,187,70
17/08/2014,12,1281,291,127,58,1993,2747,1815,2171,0,147,61,1052,210,207,2008,920,461,,1539,1704,790,181,652,967,846,694,346,1871,655,359,66
17/08/2014,13,1597,276,159,57,2494,2908,2174,1878,0,115,78,439,169,123,2270,1104,478,,1579,1657,334,151,781,1345,1119,580,324,2127,816,439,91
17/08/2014,14,1460,340,132,76,2445,2311,2354,2198,0,73,50,298,150,137,2002,1122,549,,1268,1742,0,196,860,1076,1085,588,287,1776,813,411,83
17/08/2014,15,1518,406,167,70,2748,2711,1973,2266,0,87,101,968,215,213,1699,1144,526,,1012,1856,0,164,788,1096,1006,459,271,1521,776,299,62
17/08/2014,16,1493,297,114,72,1987,2397,1801,2027,0,128,123,400,150,152,1579,1078,573,,566,2095,0,216,812,1105,742,363,127,1426,657,595,74
17/08/2014,17,1389,407,133,40,1946,2169,1266,1400,0,103,57,172,70,107,1412,943,354,,335,1849,0,160,763,515,925,532,95,1201,653,393,87
17/08/2014,18,942,253,95,51,1898,1236,890,563,0,69,48,164,58,73,691,710,284,,210,1105,0,135,659,209,959,547,80,409,660,419,73
17/08/2014,19,735,150,46,57,1636,1015,413,221,0,56,46,90,42,35,513,618,172,,194,926,0,102,662,116,829,609,68,175,679,456,62
17/08/2014,20,671,179,67,16,1124,774,219,193,0,46,42,95,32,28,466,414,210,,159,832,0,77,463,134,671,407,33,152,456,328,33
17/08/2014,21,466,95,29,26,972,687,168,140,0,61,44,53,17,16,460,376,177,,169,692,0,47,432,93,356,317,32,140,373,326,32
17/08/2014,22,236,58,36,41,553,246,130,92,0,33,28,22,21,9,211,212,131,,100,395,0,59,305,46,216,117,21,86,253,154,16
17/08/2014,23,67,35,8,22,286,178,50,24,0,12,12,23,16,6,56,158,95,,57,195,0,23,125,23,95,66,20,47,302,69,6
18/08/2014,0,51,22,11,18,70,77,47,29,0,6,8,9,0,7,61,45,26,,64,64,0,11,91,9,63,25,11,27,132,37,10
18/08/2014,1,28,14,0,11,74,50,12,15,0,2,7,3,0,1,26,27,9,,24,26,0,2,74,183,51,14,9,12,87,6,1
18/08/2014,2,17,5,3,11,35,13,6,5,0,2,5,3,1,0,15,12,10,,15,22,0,5,41,21,17,4,0,11,90,20,0
18/08/2014,3,2,5,1,3,18,38,12,25,0,3,2,5,1,1,16,10,8,,13,11,0,0,54,7,9,4,0,19,100,0,0
18/08/2014,4,7,7,0,0,23,36,4,9,0,6,8,1,0,2,31,18,31,,10,21,0,6,23,24,7,1,2,37,19,7,2
18/08/2014,5,30,55,29,115,89,93,25,23,0,47,18,2,1,14,83,82,58,,27,118,0,28,30,45,12,7,10,84,32,4,12
18/08/2014,6,68,238,178,499,195,183,60,46,0,399,85,61,20,81,307,289,192,,74,476,0,119,71,150,18,16,9,256,44,13,53
18/08/2014,7,284,798,846,2102,366,427,216,258,0,1555,211,147,44,241,807,992,559,,197,1308,0,374,116,334,70,49,75,715,147,70,101
18/08/2014,8,691,1478,1320,4436,780,970,585,480,0,2433,374,269,87,300,1348,1901,801,,367,1941,0,736,211,484,172,112,121,1209,273,142,380
18/08/2014,9,441,679,525,1569,835,1039,679,558,0,786,276,196,40,114,697,812,267,,283,1245,0,375,273,248,172,113,82,644,234,212,190
18/08/2014,10,561,472,340,789,977,1482,883,953,0,319,151,71,26,87,756,612,284,,414,1313,0,274,269,276,309,233,93,617,350,140,128
18/08/2014,11,786,561,348,539,1217,1729,1175,1366,0,477,166,136,43,138,883,786,327,,480,1554,0,247,407,328,423,304,104,735,444,187,132
18/08/2014,12,1187,1052,523,898,1960,2458,2154,2354,0,1085,292,223,96,374,1109,1356,377,,887,2342,0,449,941,432,706,646,104,885,1049,362,201
18/08/2014,13,1201,821,355,1049,1812,2535,2121,2091,0,658,186,132,52,165,957,1245,352,,567,1951,0,370,912,289,698,521,116,990,855,304,164
18/08/2014,14,1049,543,412,889,1614,2488,1806,1605,0,381,159,127,19,93,892,736,348,,457,1775,0,233,498,287,684,357,100,727,644,207,142
18/08/2014,15,1204,488,473,1033,1780,2414,1479,1445,0,702,144,56,14,125,1031,744,429,,444,2029,0,263,603,344,632,296,88,859,527,232,137
18/08/2014,16,1229,768,1009,2550,1325,1915,1442,1485,0,1645,258,74,13,278,1437,1092,742,,402,2398,0,306,552,379,527,328,115,1121,564,214,236
18/08/2014,17,1546,913,1375,3082,1598,1997,1499,1313,0,1937,279,180,40,438,1755,1587,978,,451,2374,0,458,721,488,728,398,134,1276,550,282,297
18/08/2014,18,1121,428,464,1061,1445,1436,1064,601,0,586,170,103,21,202,723,925,507,,284,1688,0,230,644,268,662,378,111,640,549,206,120
18/08/2014,19,801,259,150,316,1449,1064,466,310,0,180,78,75,25,81,502,439,279,,263,1170,0,99,419,121,610,391,71,336,476,135,67
18/08/2014,20,838,180,91,143,1422,751,248,230,0,91,61,52,11,31,398,351,167,,238,859,0,86,414,95,405,262,68,246,381,202,51
