Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West)
11/07/2014,10,686,504,425,589,969,1719,1313,1418,0,421,156,180,60,129,905,820,303,61,801,1321,892,298,379,440,290,215,157,804,425,150,127
11/07/2014,11,1435,461,428,597,2003,3131,1579,1868,0,478,142,156,90,258,1425,1154,421,106,1011,1985,843,360,628,547,458,307,258,1323,650,204,164
11/07/2014,12,1614,1313,515,875,2546,3867,2810,3089,0,1138,371,331,185,532,1885,1656,549,143,1619,2688,1311,569,1159,840,916,723,280,1510,1180,367,200
11/07/2014,13,1566,1192,516,875,2267,3841,3165,3752,0,890,272,308,129,447,2038,1619,538,113,1588,2509,1357,581,1107,834,1020,629,293,1566,1156,357,195
11/07/2014,14,1438,650,457,647,2155,3110,2688,3212,0,483,161,268,114,210,1513,1231,447,103,1225,2415,970,370,895,831,932,499,243,1235,698,184,150
11/07/2014,15,1519,613,523,847,2291,3164,2771,2559,0,816,215,291,130,203,1642,1472,565,105,813,2724,1274,411,900,798,839,392,201,1179,707,334,186
11/07/2014,16,1839,571,921,1659,2430,3316,2289,2522,0,1552,196,372,239,366,2077,1767,795,51,727,3023,1785,509,914,859,749,406,166,1794,747,368,253
11/07/2014,17,2138,956,941,1898,2359,3646,2668,2629,0,1723,278,809,700,456,2393,2091,1113,72,465,2833,2322,565,888,1059,978,726,141,1739,1038,365,262
11/07/2014,18,1305,560,462,810,2214,2430,2144,1908,0,584,208,1883,1639,239,1649,1327,644,46,431,2054,1258,310,984,758,1171,947,107,1168,1106,583,159
11/07/2014,19,1189,410,227,283,2120,2024,1621,1383,0,267,264,2014,1717,144,1210,1076,343,3,299,1808,696,154,965,393,1202,979,99,800,1101,524,92
11/07/2014,20,1126,305,107,165,2078,1706,1476,909,0,198,116,338,184,79,835,941,335,17,223,1486,499,166,816,286,1104,835,59,443,974,611,55
11/07/2014,21,988,195,113,136,2011,1413,478,455,0,153,69,191,87,54,1019,668,280,58,182,1241,414,108,688,197,852,713,93,805,824,555,59
11/07/2014,22,521,162,99,100,1314,1223,358,318,0,80,40,93,48,22,749,642,318,5,147,899,355,133,647,173,537,756,62,437,711,401,46
11/07/2014,23,331,137,57,70,1086,757,187,201,0,59,49,32,8,17,370,397,204,3,144,628,261,46,528,126,325,621,47,165,525,254,15
12/07/2014,0,178,55,31,39,576,438,80,132,0,17,25,26,7,5,210,222,144,0,143,424,119,32,496,34,260,359,19,76,384,159,25
12/07/2014,1,90,8,15,20,273,241,51,73,0,8,12,4,5,5,69,105,32,1,68,147,35,17,381,9,138,172,7,31,315,52,5
12/07/2014,2,57,9,6,22,192,162,13,38,0,9,5,2,0,1,65,78,41,6,73,94,12,17,242,2,60,98,16,30,213,36,7
12/07/2014,3,44,6,4,15,181,112,32,33,0,6,5,7,1,1,75,51,47,10,70,68,11,6,177,8,57,81,7,33,122,31,3
12/07/2014,4,15,10,1,7,61,98,26,22,0,8,4,2,0,2,29,29,33,12,48,77,22,10,117,9,18,38,6,28,88,20,2
12/07/2014,5,60,27,12,8,107,97,20,31,0,9,9,2,0,1,28,58,59,0,59,99,60,16,148,13,24,32,16,26,44,2,14
12/07/2014,6,25,41,19,21,109,68,19,28,0,34,11,11,7,21,41,57,69,3,124,157,158,34,89,64,19,15,33,46,56,6,19
12/07/2014,7,92,60,30,33,183,172,57,59,0,59,26,53,13,51,127,153,97,2,175,238,125,54,84,162,46,16,62,84,55,16,22
12/07/2014,8,127,122,71,36,314,496,260,308,0,78,54,72,19,33,354,283,134,3,355,594,218,80,144,262,97,50,151,362,175,51,62
12/07/2014,9,292,217,99,72,590,835,655,773,0,106,69,159,53,101,750,448,217,22,745,989,260,112,336,490,184,112,251,736,252,84,90
12/07/2014,10,526,203,137,99,805,1649,1512,1227,0,108,83,239,86,139,996,826,387,32,1098,1441,316,111,499,630,380,206,383,876,476,161,121
12/07/2014,11,827,259,161,86,1399,2383,1840,1895,0,114,61,148,59,159,1426,961,376,66,1344,1874,381,131,341,510,503,311,445,1139,620,190,109
12/07/2014,12,1033,336,143,106,1494,3064,2485,2486,0,127,80,93,65,136,1519,1121,420,158,1404,1609,337,167,561,614,868,553,366,1264,896,156,152
12/07/2014,13,1140,334,160,82,2047,2682,2566,2916,0,98,68,177,74,98,2029,1105,434,88,1515,1898,307,125,664,725,1007,611,350,1657,778,293,105
12/07/2014,14,1667,314,182,59,1952,2778,2770,2894,0,103,64,133,47,146,1325,1044,400,32,1302,2075,343,139,795,730,839,508,360,1225,783,337,91
12/07/2014,15,1293,255,150,79,1965,2726,2875,2560,0,131,97,160,95,128,1438,1173,407,151,874,2310,389,174,860,629,708,451,393,1223,666,271,66
12/07/2014,16,1401,385,143,63,2090,3118,2272,2589,0,138,67,149,69,137,1984,1291,591,330,490,2670,487,218,644,749,765,617,174,1575,791,306,209
12/07/2014,17,1417,477,144,50,1746,2656,1841,1944,0,151,98,199,81,104,1478,1198,352,20,326,1967,515,235,831,534,1030,737,123,1109,761,436,113
12/07/2014,18,849,467,144,47,1727,1526,1447,1032,0,112,59,165,64,57,870,788,299,44,305,1413,398,208,866,302,1107,638,91,563,828,552,107
12/07/2014,19,801,365,109,50,1940,1262,858,444,0,60,56,155,83,35,791,670,219,13,273,1197,320,179,973,179,1113,875,101,407,965,695,53
12/07/2014,20,744,235,93,40,1706,1294,363,287,0,104,74,90,33,29,734,661,249,0,156,1029,213,121,848,120,742,629,31,281,687,575,54
12/07/2014,21,650,172,55,40,1237,1322,234,234,0,50,39,101,37,31,874,589,218,102,147,846,179,146,655,130,690,699,39,468,613,638,69
12/07/2014,22,411,240,82,47,1105,1065,279,298,0,45,55,97,44,16,714,549,286,7,122,729,216,181,686,140,572,690,40,358,785,442,52
12/07/2014,23,322,106,53,44,959,742,171,199,0,17,44,57,13,15,361,352,217,3,115,544,205,77,556,117,416,433,35,107,675,314,24
13/07/2014,0,166,35,28,44,653,760,106,156,0,6,27,13,6,9,267,283,143,3,89,381,160,64,471,64,330,303,26,96,481,162,7
13/07/2014,1,117,22,26,16,365,490,70,84,0,7,8,16,3,8,124,110,41,0,98,165,82,35,351,51,148,196,19,59,414,98,15
13/07/2014,2,66,18,9,20,152,199,46,87,0,11,5,6,2,3,114,120,37,0,61,87,8,24,327,20,71,170,10,27,325,55,4
13/07/2014,3,82,14,13,11,145,201,43,39,0,5,2,6,2,1,65,89,48,0,64,88,58,47,336,9,48,50,7,24,305,53,5
13/07/2014,4,28,11,4,19,47,95,28,39,0,11,3,1,1,2,20,38,26,0,58,75,32,24,378,23,24,52,7,12,168,32,3
13/07/2014,5,35,18,6,2,97,68,36,20,0,6,11,0,1,3,38,34,26,1,22,48,22,14,133,9,15,27,5,33,156,2,10
13/07/2014,6,25,22,2,4,83,76,20,27,0,13,3,11,2,14,80,57,32,2,28,95,58,35,48,39,12,21,14,66,137,13,13
13/07/2014,7,68,49,24,20,126,168,57,36,0,29,12,40,22,40,103,108,100,6,136,167,213,0,78,65,60,27,20,132,109,22,35
13/07/2014,8,111,99,67,19,247,276,132,172,0,80,21,154,26,70,292,194,134,7,301,393,301,0,103,174,111,25,73,315,183,28,61
13/07/2014,9,234,173,103,54,394,662,499,468,0,92,46,258,47,86,453,451,177,11,534,672,387,83,153,282,160,102,161,692,240,66,83
13/07/2014,10,405,183,114,48,811,1204,1027,980,0,105,82,468,173,160,961,703,305,50,834,1146,487,199,262,478,300,245,277,1080,361,98,82
13/07/2014,11,741,307,119,84,1289,1934,1423,1577,0,110,89,733,334,170,1599,1143,455,103,1278,1362,659,200,432,737,522,448,335,1658,546,224,81
13/07/2014,12,1061,395,141,104,1526,2769,1978,2145,0,150,85,1082,293,230,2038,1198,446,132,1519,1657,777,167,540,888,855,646,424,1507,679,274,97
13/07/2014,13,1031,551,169,96,1873,2643,1615,2887,0,93,53,702,324,188,1743,1040,399,180,1337,1863,514,119,745,905,1091,676,420,2003,747,377,152
13/07/2014,14,1213,352,210,86,1925,2715,2451,2597,0,96,66,534,225,181,1836,1171,554,435,1206,2177,555,138,788,722,1067,541,319,1939,785,466,194
13/07/2014,15,1396,272,107,48,1994,2662,2591,2128,0,89,126,490,297,191,1780,1137,481,90,983,1993,606,142,666,826,800,388,252,1569,693,331,93
13/07/2014,16,1355,259,80,65,1837,2621,1932,2033,0,116,139,503,154,189,1840,1062,429,78,599,1688,724,220,747,711,868,451,167,2233,795,349,71
13/07/2014,17,1070,299,81,41,1683,1781,1420,1243,0,86,49,196,126,114,1156,998,404,292,332,1628,555,153,718,492,766,475,80,596,658,367,207
13/07/2014,18,713,324,82,32,1638,1481,957,595,0,116,83,255,152,59,848,758,333,83,302,1381,457,167,716,316,895,646,99,730,668,447,134
13/07/2014,19,675,172,36,37,1402,1080,457,297,0,52,43,190,81,30,783,663,268,13,211,930,353,105,653,149,924,557,50,405,670,426,45
13/07/2014,20,539,141,42,34,1367,785,213,190,0,61,75,130,44,24,543,496,202,3,164,927,239,97,455,130,601,505,41,232,595,477,33
13/07/2014,21,364,123,26,43,742,666,153,149,0,30,64,110,32,21,440,497,213,2,142,631,196,89,315,77,357,316,30,163,384,286,33
13/07/2014,22,241,47,11,32,548,325,96,79,0,45,29,38,10,10,213,228,118,3,86,384,142,67,242,72,221,148,29,59,265,163,27
13/07/2014,23,115,23,17,12,333,221,61,58,0,14,10,16,7,8,136,189,123,2,65,300,140,38,203,27,193,64,21,41,164,142,10
14/07/2014,0,64,18,7,25,169,79,38,21,0,8,10,16,6,1,89,82,43,2,48,156,17,23,112,316,63,40,8,22,138,50,7
14/07/2014,1,37,10,1,15,61,45,18,16,0,3,7,0,0,0,30,58,22,0,42,47,11,3,75,6,59,17,3,13,118,49,3
14/07/2014,2,23,2,5,4,34,30,18,26,0,3,2,0,0,3,27,33,13,0,31,25,0,8,55,11,33,26,2,18,111,14,1
14/07/2014,3,19,8,14,7,39,44,21,13,0,2,2,1,4,1,37,43,21,0,20,42,2,6,160,16,26,31,4,47,46,9,5
14/07/2014,4,30,10,17,4,71,78,20,32,0,18,8,1,0,8,69,87,46,1,34,45,16,8,148,17,9,24,6,70,74,37,5
14/07/2014,5,28,63,44,169,87,80,43,19,0,71,9,13,2,30,109,115,60,0,33,153,47,44,71,30,5,12,5,95,30,23,20
14/07/2014,6,52,189,136,757,126,170,66,60,0,438,68,54,36,121,361,397,192,15,86,393,287,145,90,160,25,27,9,302,45,51,60
14/07/2014,7,312,728,622,1777,315,380,260,228,0,1492,189,119,42,225,872,1270,588,17,131,1003,659,442,252,319,105,100,63,541,169,136,210
14/07/2014,8,629,1819,1489,4194,761,997,655,540,0,2570,314,220,80,397,1184,2180,872,32,323,2125,1722,744,280,490,164,163,101,1022,308,146,332
14/07/2014,9,423,789,613,1503,648,1133,683,711,0,977,182,172,39,132,857,900,289,14,359,1300,866,367,253,212,209,131,55,744,247,124,205
14/07/2014,10,515,439,321,615,871,1681,1082,849,0,382,129,122,46,105,1391,675,283,16,427,1468,591,284,239,310,244,181,46,1052,340,162,114
14/07/2014,11,790,489,284,624,1020,1804,1284,1371,0,479,115,126,38,162,1085,844,329,35,522,1469,599,344,456,367,459,304,86,1044,499,149,107
14/07/2014,12,1399,1390,587,791,1757,2645,2318,2502,0,1075,299,279,142,379,2252,1552,430,51,738,2287,987,550,951,625,808,563,117,1476,938,289,191
14/07/2014,13,1263,904,538,886,2060,2872,2574,2607,0,778,206,208,114,282,1341,1470,397,41,737,2313,991,450,1042,467,948,525,110,1152,855,194,242
14/07/2014,14,1209,504,417,787,1917,2600,2131,2292,0,410,155,170,74,165,1676,1170,477,34,527,2221,646,295,577,784,755,337,89,1299,550,278,125
14/07/2014,15,1359,449,551,1100,2056,2679,1683,1859,0,759,150,167,58,183,1206,871,386,41,564,1948,902,321,576,487,670,325,115,1063,526,222,175
14/07/2014,16,1551,611,757,2320,1709,2281,1645,1589,0,1739,180,256,100,313,1512,1222,742,27,380,2323,1511,408,608,804,646,388,90,1365,599,234,288
14/07/2014,17,1453,1038,1252,2428,1874,2166,1744,1517,0,2233,265,254,109,437,1785,1912,1283,56,388,3110,2108,503,765,808,742,367,125,1481,612,276,282
14/07/2014,18,1048,426,472,923,1762,1643,1273,792,0,659,193,149,82,201,914,1105,490,14,304,2182,1018,223,724,298,790,511,95,680,659,294,137
14/07/2014,19,763,244,164,268,1438,1071,405,284,0,192,76,108,60,78,585,628,264,9,265,1475,461,173,550,137,513,402,72,316,562,324,82
14/07/2014,20,632,217,85,103,996,860,257,200,0,123,55,99,25,56,500,477,269,2,205,835,284,90,418,108,454,374,47,233,434,295,46
14/07/2014,21,425,121,37,87,687,536,191,145,0,55,37,62,45,33,399,340,168,7,149,758,216,69,394,78,337,241,41,168,337,261,20
14/07/2014,22,252,58,38,40,499,320,116,121,0,34,14,18,6,19,220,269,122,1,87,461,142,59,253,50,205,166,21,95,202,140,10
14/07/2014,23,127,49,21,44,257,166,52,27,0,12,7,12,9,5,77,141,92,2,62,264,72,17,132,34,115,78,20,39,109,64,6
15/07/2014,0,43,15,3,11,120,71,27,16,0,10,1,7,5,6,33,62,30,2,49,86,22,10,63,8,67,24,12,15,48,18,0
15/07/2014,1,17,7,3,8,41,27,16,13,0,3,1,2,0,1,16,15,8,0,25,27,3,6,65,2,26,25,4,11,38,4,1
15/07/2014,2,19,9,2,4,27,27,15,11,0,0,1,3,1,0,29,25,5,0,20,35,15,7,42,2,34,10,5,6,25,10,0
15/07/2014,3,8,15,2,3,19,18,6,8,0,0,0,0,0,0,18,15,6,0,17,40,1,0,38,1,2,8,5,26,21,1,1
15/07/2014,4,9,14,4,10,25,23,2,4,0,7,2,3,3,4,33,24,30,9,12,35,10,3,24,4,4,4,5,33,23,6,4
15/07/2014,5,33,76,39,151,135,97,27,11,0,59,14,12,3,30,99,75,58,0,59,108,139,26,16,37,28,1,3,101,28,10,22
15/07/2014,6,63,266,166,852,268,148,68,78,0,505,92,55,21,143,357,403,239,6,139,487,591,155,108,180,23,14,18,366,53,17,61
15/07/2014,7,290,941,699,1983,345,446,284,241,0,1689,209,114,60,257,893,1139,609,28,250,1177,1665,449,134,372,63,64,70,633,168,74,221
15/07/2014,8,644,1544,1456,4406,779,1070,608,541,0,2594,353,229,97,361,1219,1847,810,24,496,2069,2647,758,267,434,151,124,115,1151,281,142,415
15/07/2014,9,478,710,622,1507,711,1021,647,580,0,971,227,118,32,139,574,828,316,23,573,1298,1168,358,204,236,129,115,85,560,265,92,202
15/07/2014,10,517,503,435,934,754,1221,834,801,0,400,182,101,22,89,700,735,380,10,670,1179,865,320,275,189,256,179,124,592,314,137,105
15/07/2014,11,802,561,287,741,1074,1655,1175,1242,0,482,116,119,60,178,963,863,357,17,743,1361,899,269,475,325,414,311,166,619,527,126,98
15/07/2014,12,1216,1123,525,901,1832,2859,2389,2318,0,1154,320,220,127,383,964,1320,635,49,1426,2072,1595,476,976,517,777,462,178,841,906,307,219
15/07/2014,13,1235,882,504,945,1860,2834,2373,2512,0,727,226,129,88,269,995,1345,396,51,1244,2271,1341,400,894,365,831,449,137,818,856,289,159
15/07/2014,14,1314,522,410,783,1896,2613,2056,2069,0,482,131,112,54,152,898,950,303,32,742,1865,1103,284,573,408,608,319,151,779,569,211,120
15/07/2014,15,1394,510,386,1183,1794,2268,1668,1618,0,769,145,130,46,122,1088,1112,444,18,458,2044,1574,300,574,443,575,317,106,852,685,215,142
15/07/2014,16,1700,796,790,1632,1838,2313,1672,1684,0,1712,214,125,46,316,1503,1146,751,19,421,2434,2321,469,703,522,628,371,96,938,612,198,248
15/07/2014,17,1469,982,1200,2347,2145,2157,1901,1587,0,2340,317,211,77,441,1828,1771,979,39,416,3041,1494,410,860,686,786,459,116,1532,676,232,324
15/07/2014,18,1058,562,543,981,1948,1715,1356,888,0,708,191,149,80,237,1046,1010,510,23,306,2081,828,224,573,344,870,577,140,1006,630,332,161
15/07/2014,19,923,322,201,366,1805,1346,606,491,0,271,137,110,50,103,1121,827,363,14,314,1645,740,182,622,156,814,602,112,1120,606,460,86
15/07/2014,20,857,313,112,220,1601,1049,433,288,0,156,91,82,50,72,607,567,264,8,273,1071,450,171,553,150,649,508,74,367,532,476,48
15/07/2014,21,491,147,94,109,1134,694,259,259,0,87,60,60,31,33,504,497,252,5,208,905,364,143,449,112,452,332,80,451,478,337,35
15/07/2014,22,297,111,62,59,777,622,181,156,0,45,36,48,19,16,729,357,171,0,144,630,254,94,336,66,368,268,44,1007,308,270,20
15/07/2014,23,145,55,15,45,366,236,64,68,0,20,3,4,2,5,123,169,123,0,81,351,106,49,154,24,129,75,15,58,191,165,10
16/07/2014,0,57,32,4,16,149,121,26,32,0,13,11,7,3,2,57,77,19,0,66,108,32,23,126,20,72,26,11,21,99,75,2
16/07/2014,1,30,14,6,12,60,50,14,12,0,3,5,9,6,1,16,39,13,0,77,30,16,4,45,5,57,20,8,7,106,14,1
16/07/2014,2,24,10,4,1,46,29,2,11,0,3,2,2,2,2,22,32,17,0,18,38,16,9,64,5,19,13,2,14,53,8,0
16/07/2014,3,11,12,4,5,10,40,4,10,0,0,3,0,0,0,26,22,10,0,11,20,8,1,47,3,10,1,4,23,36,3,3
16/07/2014,4,17,9,2,5,24,31,14,5,0,5,4,2,3,3,50,24,33,0,28,34,31,1,22,3,7,7,1,48,26,13,2
16/07/2014,5,48,90,48,212,104,104,29,41,0,106,12,13,7,31,113,179,102,1,55,195,238,39,41,69,23,6,16,112,41,10,22
16/07/2014,6,81,323,268,1082,214,255,96,112,0,710,140,64,24,152,469,544,273,7,98,651,925,229,95,224,32,24,22,413,70,38,79
16/07/2014,7,356,984,981,2914,460,693,435,306,0,2002,282,172,50,324,957,1343,603,21,219,1500,2445,598,172,392,84,78,87,892,231,95,211
16/07/2014,8,653,1785,1670,5044,827,1181,711,600,0,3199,444,255,72,409,1440,2165,909,21,414,2382,3246,909,266,470,209,144,136,1342,308,186,404
16/07/2014,9,577,862,734,1711,916,1311,896,765,0,1185,253,157,39,157,983,942,332,33,513,1454,1612,479,277,304,232,228,84,1093,365,161,217
16/07/2014,10,693,602,410,805,1210,1830,1324,1209,0,483,191,158,64,133,1160,849,349,25,509,1624,1223,353,396,285,371,297,142,990,393,194,177
16/07/2014,11,1014,764,437,793,1614,2542,1841,1721,0,597,231,158,76,207,1287,1117,359,18,718,1910,1257,454,748,455,727,465,131,1228,629,210,211
16/07/2014,12,1657,1550,686,1125,2461,3742,3074,3109,0,1293,389,338,159,503,1754,1796,526,35,1141,2699,1929,622,1256,642,1103,805,164,1623,1164,441,256
16/07/2014,13,1595,1108,566,1110,2363,3468,3038,2901,0,893,291,259,169,398,1456,1589,506,56,942,2738,1593,541,1016,647,977,545,168,1307,982,388,213
16/07/2014,14,1545,656,500,1039,2220,3193,2497,2407,0,656,204,247,138,243,1601,1224,519,33,715,2389,957,395,833,678,888,517,146,1442,690,318,155
16/07/2014,15,1733,600,650,1387,2470,3406,2482,2296,0,1036,191,172,84,237,1623,1409,572,56,652,2787,2011,370,824,705,758,555,135,1325,702,316,219
16/07/2014,16,1951,842,1180,2553,2542,3233,2485,2237,0,2157,317,279,121,354,2034,1806,792,30,724,3240,3102,541,909,701,772,523,149,1762,754,293,346
16/07/2014,17,1887,1146,1408,2786,2665,3175,2643,1902,0,2348,433,298,118,530,2423,2421,1285,33,900,3730,3181,598,1001,897,873,764,228,2124,933,468,371
16/07/2014,18,1367,740,589,1026,2078,2243,1752,1038,0,872,268,188,68,244,1533,1336,623,24,960,2643,1677,284,991,374,950,825,237,1492,851,453,182
16/07/2014,19,1068,318,249,406,1843,1460,658,433,0,270,135,94,40,103,1205,874,304,11,880,1683,778,161,739,193,967,747,132,1345,784,563,84
16/07/2014,20,818,232,122,210,1497,1093,447,347,0,207,92,80,33,59,688,762,300,2,616,1328,533,140,630,129,693,505,107,360,480,659,55
16/07/2014,21,547,111,65,109,1025,685,276,198,0,69,47,60,22,38,563,486,218,3,389,854,305,82,423,94,478,320,68,435,335,282,69
16/07/2014,22,288,111,69,68,649,527,172,124,0,43,28,35,5,21,582,303,137,1,151,795,268,51,321,109,302,292,85,629,328,192,31
16/07/2014,23,142,56,33,46,325,275,91,46,0,23,11,16,8,14,193,178,124,0,73,300,99,19,159,37,127,68,32,70,147,122,17
17/07/2014,0,59,23,7,6,107,84,36,22,0,4,5,25,6,4,105,69,15,0,64,127,40,18,124,8,52,45,15,30,72,39,5
17/07/2014,1,37,11,3,7,60,47,28,19,0,1,3,42,0,0,23,48,24,0,33,62,14,6,90,2,25,23,3,6,39,9,4
17/07/2014,2,10,13,2,1,20,37,14,7,0,7,4,46,2,0,19,28,7,0,23,24,10,4,33,4,27,8,1,10,23,14,1
17/07/2014,3,20,6,3,5,20,20,3,12,0,0,0,32,0,0,28,4,10,0,15,17,3,2,23,4,11,4,2,28,19,1,1
17/07/2014,4,12,5,5,6,17,34,7,4,0,4,4,10,2,0,39,14,28,0,14,19,14,11,32,12,12,10,6,48,16,6,4
17/07/2014,5,37,66,22,190,70,95,30,15,0,55,17,26,3,28,100,95,75,1,54,155,0,31,27,49,14,3,10,95,27,6,19
17/07/2014,6,72,192,170,717,179,146,92,70,0,470,61,65,20,128,309,420,206,15,148,512,0,158,101,171,37,19,21,350,47,12,61
17/07/2014,7,230,739,719,2246,418,475,285,256,0,1781,233,152,47,220,722,1073,419,21,290,1315,0,386,154,276,60,40,82,599,164,82,183
17/07/2014,8,598,1628,1523,4538,839,986,644,555,0,2651,357,242,75,369,1345,2004,821,35,455,1802,0,783,247,389,124,102,188,1162,259,164,421
17/07/2014,9,471,804,578,1520,702,1090,800,625,0,1002,229,167,26,142,889,952,296,16,538,1206,0,467,235,271,147,124,135,1053,306,130,216
17/07/2014,10,630,510,365,606,826,1507,937,843,0,428,162,111,40,120,896,627,245,30,757,1293,0,356,309,269,267,235,131,849,343,174,126
17/07/2014,11,830,632,366,626,1158,1728,1370,1454,0,527,181,109,63,205,945,832,282,73,983,1517,0,235,458,262,418,214,178,1080,544,166,146
17/07/2014,12,1229,1126,554,949,2102,2864,2392,2637,0,915,350,259,100,376,1282,1599,410,29,1503,2539,0,484,967,491,856,586,319,1022,976,315,197
17/07/2014,13,1095,900,465,901,1842,2700,2542,2463,0,668,213,88,36,216,1096,1373,307,37,1093,1868,0,404,799,353,669,472,234,1006,756,259,188
17/07/2014,14,1189,585,361,859,1673,2761,2276,1771,0,559,138,109,37,123,1201,859,414,16,826,1819,0,336,579,436,736,433,197,948,491,139,188
17/07/2014,15,1325,525,481,902,1834,2328,1793,1816,0,827,168,100,51,159,1384,974,462,15,575,2167,0,321,684,380,644,354,140,1118,573,244,154
17/07/2014,16,1652,699,882,1803,1941,2425,1771,1824,0,1729,242,165,68,269,1294,1294,545,16,563,2748,0,390,838,495,641,346,133,1492,688,228,256
17/07/2014,17,1531,981,1248,2327,2137,2659,2201,1817,0,1831,366,213,94,398,1908,1841,1031,23,449,3397,0,440,795,643,866,430,163,1698,767,255,300
17/07/2014,18,1120,551,544,945,1977,2084,1567,1212,0,685,189,201,38,228,1343,1044,461,19,327,1922,0,287,762,399,750,636,126,1149,797,276,161
17/07/2014,19,904,296,184,301,1400,1629,857,557,0,228,126,97,30,69,982,703,264,5,272,1469,0,111,746,154,712,640,57,1177,622,412,61
17/07/2014,20,729,278,104,157,1253,1416,587,441,0,143,68,55,14,48,468,564,229,1,213,1108,0,123,613,108,666,449,66,323,465,348,43
17/07/2014,21,466,124,89,132,964,1054,230,211,0,83,56,43,8,30,454,328,129,2,155,849,0,102,568,81,443,352,58,279,422,382,41
17/07/2014,22,262,122,67,62,742,966,172,198,0,51,33,27,13,19,829,317,123,1,100,526,0,47,327,37,272,309,32,1067,416,229,43
17/07/2014,23,161,57,20,56,447,1029,77,94,0,28,14,27,8,2,177,211,102,0,74,413,0,53,265,2,140,177,30,102,221,99,14
18/07/2014,0,64,5,11,12,172,203,33,30,0,7,0,11,0,2,78,63,27,0,64,116,0,20,130,6,60,116,18,57,137,38,6
18/07/2014,1,34,11,8,7,98,76,19,23,0,6,2,3,2,1,22,16,5,1,29,40,0,12,77,10,31,44,8,18,80,19,0
18/07/2014,2,9,3,0,3,71,51,29,22,0,0,0,3,0,0,19,12,5,0,22,39,0,10,91,7,41,30,8,11,53,5,0
18/07/2014,3,11,3,2,4,40,55,16,10,0,4,4,1,0,1,25,10,6,0,23,42,0,2,57,1,12,18,2,24,52,11,0
18/07/2014,4,11,10,0,7,46,66,26,8,0,2,1,2,5,0,34,27,39,4,11,41,0,0,63,24,1,9,5,36,42,4,6
18/07/2014,5,33,50,33,96,55,106,10,26,0,62,15,9,3,22,100,148,78,2,78,197,0,22,40,49,13,8,9,85,51,3,12
18/07/2014,6,58,255,177,670,143,142,67,69,0,451,86,23,13,107,283,359,231,2,130,536,0,142,82,143,38,26,31,316,44,20,68
18/07/2014,7,177,654,751,2048,305,459,249,207,0,1542,227,89,17,181,625,943,403,17,217,1260,0,392,89,234,56,56,73,551,136,78,157
18/07/2014,8,599,1455,1460,4394,762,913,623,528,0,2631,336,198,35,328,1166,1868,755,19,408,1809,0,839,229,336,146,102,118,1070,293,98,378
18/07/2014,9,533,830,562,1616,647,1162,776,565,0,1029,215,121,20,118,780,866,304,15,640,1207,0,470,251,261,183,127,148,668,232,116,236
18/07/2014,10,604,546,332,597,866,1315,1015,990,0,394,161,106,44,104,910,797,265,27,826,1388,0,338,373,333,330,261,198,771,369,199,142
18/07/2014,11,980,520,344,652,1305,1963,1493,1710,0,551,164,110,44,199,1020,893,266,29,750,1792,0,280,706,375,561,359,215,864,487,154,152
18/07/2014,12,1264,1217,564,895,2209,2852,2571,2735,0,950,359,267,88,460,1587,1590,611,39,1423,1998,0,518,1209,690,834,731,262,1135,1061,347,184
18/07/2014,13,1454,1036,545,927,1919,3090,2741,2941,0,840,277,279,111,339,1310,1548,407,21,1373,2228,0,463,1101,663,865,750,213,1134,921,468,217
18/07/2014,14,1356,581,361,783,1874,2912,1899,2103,0,492,185,229,59,175,1262,1213,455,38,1034,2212,0,417,747,504,772,451,176,996,640,259,140
18/07/2014,15,1624,598,542,954,1996,2470,2016,2121,0,886,135,127,52,191,1357,1088,512,45,788,2460,0,370,751,559,844,310,216,1069,683,250,156
18/07/2014,16,1717,558,865,1776,2007,2839,2265,2259,0,1760,232,197,76,265,1783,1267,590,27,679,2887,0,420,683,712,856,439,132,1256,740,253,289
18/07/2014,17,1765,920,1043,1933,2667,3013,2797,2216,0,1563,439,447,136,420,2227,1899,1062,19,450,2813,0,565,937,869,850,569,150,1553,1033,217,259
18/07/2014,18,1351,598,431,784,2038,2531,2124,1581,0,643,286,1136,450,251,1699,1319,487,22,369,2213,0,381,1062,598,1097,907,143,1296,1052,404,147
18/07/2014,19,1183,433,189,260,1922,2182,1330,1069,0,363,238,773,216,150,1121,973,285,6,304,1635,0,298,1118,342,1125,973,83,952,931,519,86
18/07/2014,20,1018,275,133,166,1813,1794,1156,957,0,134,75,139,54,81,775,679,304,1,214,1311,0,127,863,176,949,807,72,476,976,544,44
18/07/2014,21,726,203,118,117,1735,1763,447,386,0,108,84,155,81,36,1152,648,223,17,188,1128,0,110,650,209,954,636,46,786,828,488,37
