Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West)
22/05/2015,21,1197,240,127,270,2655,1952,883,504,0,115,154,130,37,69,1199,1749,394,0,381,1597,613,134,1013,355,0,778,110,432,915,788,66,170,121,285,419,2802,212,1096,182,299,182,81
22/05/2015,22,915,237,129,237,1804,1609,574,449,0,141,239,546,64,218,2028,1580,417,0,303,1257,1172,243,956,315,0,888,60,1734,769,603,48,110,82,374,274,2731,241,1515,204,150,92,79
22/05/2015,23,632,205,79,145,1759,1787,442,382,0,87,96,102,30,48,776,1401,393,0,253,1166,486,154,869,238,0,615,68,303,831,668,45,86,86,323,142,2275,275,905,121,77,89,72
23/05/2015,0,325,108,37,93,948,1015,218,211,0,39,54,35,6,13,551,976,337,0,218,789,283,93,802,198,0,492,66,185,552,264,24,78,51,277,61,2282,116,615,83,45,32,32
23/05/2015,1,188,29,20,34,594,444,121,101,0,24,23,14,10,9,240,320,64,0,155,417,76,22,484,41,0,222,38,74,335,93,9,12,64,180,36,1072,48,310,35,51,31,29
23/05/2015,2,132,35,6,31,319,474,136,66,0,9,39,8,1,7,110,98,19,0,128,229,36,34,394,37,0,172,16,48,215,67,4,22,18,148,17,635,19,99,20,21,9,7
23/05/2015,3,79,16,10,20,195,337,38,67,0,14,11,8,0,3,92,77,13,0,93,147,32,30,316,14,0,83,3,40,197,26,7,13,5,112,14,432,12,41,18,14,3,8
23/05/2015,4,69,6,11,11,152,215,47,52,0,4,5,5,0,3,69,51,9,0,63,101,24,12,225,36,0,39,14,30,120,21,5,5,6,11,0,404,20,39,13,6,3,2
23/05/2015,5,27,32,8,10,65,103,23,28,0,18,8,4,1,3,51,142,37,0,72,135,72,3,188,20,0,17,10,49,73,12,7,18,14,14,13,355,9,48,25,4,6,7
23/05/2015,6,34,52,12,30,92,124,2,44,0,39,18,13,2,22,59,264,55,0,125,212,208,63,130,124,0,31,24,58,82,19,26,25,19,21,9,397,11,71,44,17,8,7
23/05/2015,7,83,85,41,43,240,281,15,130,0,105,99,39,10,46,124,430,83,0,236,331,373,53,84,287,0,28,53,94,95,42,49,43,33,44,26,660,55,177,114,14,21,14
23/05/2015,8,166,159,79,98,352,520,262,306,0,98,52,86,20,84,394,676,168,0,475,827,711,122,142,470,0,57,176,322,168,97,77,53,156,151,81,1229,92,325,217,58,63,46
23/05/2015,9,273,254,111,125,739,1183,717,727,0,147,85,169,29,112,641,1104,228,0,837,1156,783,164,243,441,0,128,263,549,327,106,69,121,149,241,147,1901,190,612,267,169,217,138
23/05/2015,10,611,291,115,129,996,1990,1540,1631,0,152,78,278,58,162,1322,1325,254,0,1315,1714,1058,212,359,593,0,222,394,1060,489,237,77,143,192,252,196,2951,252,975,437,180,173,120
23/05/2015,11,941,330,168,161,1512,2978,2263,2507,0,149,125,301,85,172,1987,1614,295,0,1646,1916,1177,191,587,832,0,483,454,2126,650,317,92,136,186,352,240,3944,486,1460,554,262,193,150
23/05/2015,12,1245,475,174,178,2211,3977,2812,3046,0,171,168,517,137,229,2194,1774,348,0,1781,2362,1331,195,796,1032,0,681,487,2067,921,378,123,183,187,348,309,4577,421,1994,903,267,199,140
23/05/2015,13,1528,469,189,157,2745,3744,3129,3316,0,247,136,700,97,248,2769,1984,353,0,1976,2555,1435,192,983,1102,0,754,490,2768,926,424,118,203,169,339,317,4830,335,2681,1056,427,244,193
23/05/2015,14,1678,372,182,168,2484,3804,3564,3507,0,181,124,364,128,230,2152,2239,430,0,1811,2864,1106,222,903,1065,0,765,443,1776,933,425,126,233,159,319,318,4777,299,2718,1189,337,272,180
23/05/2015,15,1988,419,163,101,2824,3957,3698,3739,0,143,163,375,121,213,2697,2238,400,0,1365,3018,1256,262,1006,1125,0,581,413,2457,999,480,119,219,226,310,367,5251,269,2849,1180,248,235,150
23/05/2015,16,1754,397,179,156,2704,3846,3328,3373,0,184,212,738,155,303,3366,2668,396,0,817,3144,1663,324,1078,1317,0,643,214,2550,863,524,145,284,153,350,279,5182,287,2997,1024,337,253,155
23/05/2015,17,1669,526,236,129,2673,3368,2703,2364,0,175,162,445,78,184,2584,2498,408,0,556,2891,1298,284,1128,1001,0,811,248,1749,877,517,250,422,250,347,367,5134,682,2683,788,302,241,151
23/05/2015,18,1333,654,190,130,2499,2542,1785,1233,0,151,162,342,94,150,2066,2173,433,0,431,2396,968,214,1298,813,0,1147,160,1631,958,658,471,375,289,342,498,4585,520,1953,554,345,164,109
23/05/2015,19,1237,361,114,85,2464,2053,1119,548,0,81,146,277,153,77,1680,1612,292,0,435,1687,691,195,1185,481,0,1165,127,1176,877,826,124,267,250,202,622,3645,381,1975,357,231,107,64
23/05/2015,20,1107,319,60,69,2265,1660,519,449,0,60,96,274,90,69,1155,1186,244,0,333,1412,495,130,974,286,0,962,97,538,803,930,68,159,104,275,683,2990,227,1409,238,168,111,58
23/05/2015,21,928,220,60,81,2085,1199,474,326,0,64,90,166,43,58,1114,1032,171,0,277,1243,423,150,943,303,0,805,91,365,647,903,43,115,125,223,578,2478,275,1076,183,208,84,54
23/05/2015,22,679,377,121,63,1804,1607,376,496,0,87,75,142,43,80,1659,1353,280,0,315,1566,634,276,979,372,0,801,86,687,720,716,367,722,122,375,372,3404,366,1922,439,138,114,76
23/05/2015,23,551,214,62,63,1412,995,296,344,0,78,88,81,24,50,1185,1055,204,0,314,1133,519,188,833,367,0,664,75,662,701,522,64,228,133,389,244,2382,239,891,145,107,64,52
24/05/2015,0,331,128,61,63,931,795,194,227,0,39,61,81,14,29,460,723,140,0,204,778,313,116,811,221,0,531,44,160,630,261,42,91,65,456,159,2091,173,540,82,69,52,26
24/05/2015,1,136,66,38,35,544,497,167,182,0,27,27,25,2,17,261,360,59,0,188,396,144,35,757,194,0,329,38,81,450,178,20,53,78,426,43,1485,61,321,63,42,41,27
24/05/2015,2,119,20,15,30,314,300,73,142,0,8,13,7,0,2,156,175,22,0,163,264,54,40,507,68,0,220,25,60,310,39,10,33,15,294,17,942,17,252,45,23,11,8
24/05/2015,3,79,15,18,31,276,319,71,112,0,5,8,9,4,0,81,116,22,0,89,164,78,36,531,28,0,149,18,38,237,32,8,11,18,303,13,680,22,135,24,7,1,4
24/05/2015,4,49,11,8,32,126,149,53,60,0,2,5,10,3,2,41,71,24,0,90,123,49,22,369,27,0,82,14,37,148,25,5,17,12,186,5,500,17,91,15,6,8,5
24/05/2015,5,25,35,7,15,67,70,32,38,0,6,10,7,0,0,52,51,20,0,56,91,37,13,103,17,0,21,9,42,203,6,11,16,2,103,12,378,25,56,21,1,3,4
24/05/2015,6,28,25,9,24,75,88,43,50,0,7,19,10,2,9,70,53,19,0,62,90,105,17,111,54,0,26,19,88,103,11,13,10,21,35,11,261,10,55,51,9,4,5
24/05/2015,7,72,46,28,23,116,157,47,79,0,26,21,28,14,35,108,213,50,0,157,226,346,50,78,74,0,24,25,162,127,21,61,26,51,28,16,529,43,135,86,16,7,11
24/05/2015,8,112,98,43,43,294,326,163,168,0,70,52,92,17,77,299,532,128,0,323,476,624,101,103,161,0,37,75,372,105,60,44,60,126,62,33,962,82,268,164,35,30,21
24/05/2015,9,221,185,61,58,489,771,487,526,0,122,51,240,41,78,680,846,199,0,686,935,759,155,154,348,0,120,192,943,206,136,111,93,271,133,81,1548,168,488,316,75,78,71
24/05/2015,10,451,228,81,118,855,1627,1112,1304,0,95,99,397,73,164,1232,1240,264,0,1111,1375,1051,211,339,576,0,268,371,1655,322,210,106,205,268,180,74,2514,215,859,580,112,115,76
24/05/2015,11,800,333,101,118,1283,2371,1975,1964,0,122,127,684,127,272,1743,1515,364,0,1422,1757,1064,222,529,918,0,532,391,2025,469,288,96,197,107,217,170,3543,392,1610,813,166,150,115
24/05/2015,12,1065,374,122,127,1874,2909,2424,2396,0,158,163,1461,264,312,2139,1666,316,0,1646,2030,1551,153,715,1112,0,687,418,2082,679,396,89,236,89,247,242,3973,368,2024,967,189,169,128
24/05/2015,13,1459,336,134,100,2358,3146,2761,2600,0,122,100,762,194,229,2298,1805,392,0,1683,2417,1093,201,835,1127,0,857,426,2288,822,440,103,234,82,225,294,4386,296,2355,1147,253,207,124
24/05/2015,14,1454,321,124,106,2277,3164,2913,2766,0,88,97,528,136,224,2313,1840,354,0,1620,2431,1008,203,821,1175,0,643,416,2157,811,513,106,214,61,224,360,4247,263,2319,1234,224,195,140
24/05/2015,15,1485,338,96,125,2104,3227,2911,2796,0,100,144,633,138,233,2117,1834,349,0,1349,2499,1055,208,858,1133,0,552,305,2025,868,598,93,270,76,244,323,4183,230,2324,1123,248,185,126
24/05/2015,16,1453,272,103,106,2209,2866,2657,2521,0,145,185,1006,171,306,2041,2117,342,0,786,2476,1234,356,851,1007,0,474,168,1990,628,558,98,218,69,231,309,4224,222,2098,797,223,187,122
24/05/2015,17,1398,315,105,86,2179,2168,1851,1471,0,108,115,326,103,167,1430,1758,294,0,480,2211,978,237,845,701,0,597,125,1027,752,472,94,130,83,199,267,3560,301,1664,538,229,183,127
24/05/2015,18,1037,293,95,83,2068,1669,1152,728,0,116,95,204,64,134,1083,1275,236,0,377,1772,742,232,820,420,0,728,102,545,786,631,128,267,69,199,363,3022,311,1352,301,240,160,106
24/05/2015,19,806,189,48,87,1754,1203,620,337,0,90,75,157,29,57,730,931,171,0,343,1435,509,128,791,235,0,872,79,331,719,631,42,109,44,142,336,2201,189,722,139,224,132,80
24/05/2015,20,758,211,49,45,1382,785,378,225,0,33,56,88,26,30,631,960,177,0,257,963,392,122,634,194,0,496,63,195,500,610,31,77,36,93,309,1712,109,706,97,194,123,50
24/05/2015,21,585,123,28,59,1059,623,293,210,0,59,44,56,5,25,503,716,136,0,232,1002,367,119,555,130,0,508,57,204,435,419,18,61,73,147,251,1535,127,749,102,142,78,43
24/05/2015,22,366,97,35,57,717,453,175,133,0,43,43,51,8,25,342,489,97,0,170,632,241,53,371,87,0,239,56,119,439,256,30,58,32,128,96,1111,76,301,48,80,43,25
24/05/2015,23,183,52,25,22,456,277,88,90,0,36,18,20,6,9,203,398,108,0,111,457,177,65,307,82,0,164,32,64,358,129,21,26,29,35,44,918,51,230,48,60,48,29
25/05/2015,0,75,28,5,31,180,110,43,46,0,11,14,13,0,2,70,107,21,0,78,210,79,22,173,20,0,50,12,45,324,39,0,9,24,15,18,333,38,81,20,66,29,18
25/05/2015,1,43,17,4,23,91,81,30,22,0,7,7,2,1,4,17,47,3,0,32,52,23,8,160,22,0,31,4,13,125,31,4,1,1,10,9,142,13,42,16,46,40,14
25/05/2015,2,20,18,4,42,51,47,15,9,0,7,3,4,3,5,29,41,26,0,24,35,10,6,65,5,0,9,3,12,136,17,1,4,8,4,10,82,4,29,3,8,9,8
25/05/2015,3,9,9,0,15,35,25,9,6,0,1,0,5,1,0,20,13,4,0,25,26,2,9,54,4,0,13,0,30,105,0,0,0,0,0,2,58,3,19,7,6,1,1
25/05/2015,4,12,8,3,8,25,40,9,16,0,2,7,9,4,4,48,29,15,0,33,39,22,1,43,24,0,8,4,55,80,8,6,5,5,6,3,114,7,12,4,3,3,3
25/05/2015,5,32,47,29,79,71,73,53,34,0,41,18,9,2,19,94,173,47,0,31,143,168,21,67,41,0,8,9,103,113,5,12,19,2,11,13,273,19,41,31,7,8,4
25/05/2015,6,60,190,150,548,134,156,68,86,0,241,85,60,7,91,275,652,163,0,65,432,577,116,90,163,0,22,33,286,132,13,58,47,61,70,7,624,50,140,111,31,21,14
25/05/2015,7,262,708,710,2064,376,424,209,149,0,1409,289,148,33,221,797,1963,511,0,237,1279,1821,432,140,403,0,56,80,787,178,75,204,130,178,212,57,1560,216,554,266,116,137,69
25/05/2015,8,673,1841,1668,5310,883,957,707,546,0,2902,548,305,75,375,1736,4542,1269,0,366,2464,3622,1029,280,696,0,135,161,1678,268,232,418,257,476,763,145,3247,721,1390,550,365,421,174
25/05/2015,9,655,1219,905,2578,836,1183,719,674,0,1423,331,171,22,189,1105,2145,571,0,395,1679,2015,610,270,427,0,133,66,919,291,166,308,159,371,480,163,2499,569,903,310,471,546,224
25/05/2015,10,739,754,452,966,1076,1544,1032,1003,0,544,212,101,30,132,911,1241,281,0,496,1457,1300,399,340,358,0,192,93,800,348,188,136,145,279,478,188,2438,738,727,283,503,519,219
25/05/2015,11,978,566,371,759,1420,2218,1635,1611,0,421,206,117,32,128,1034,1321,317,0,604,1801,1302,370,483,434,0,347,76,966,537,253,131,134,267,388,166,2837,480,1002,397,560,601,217
25/05/2015,12,1705,1618,540,1078,2383,3063,2736,2582,0,1025,529,345,95,549,1442,2032,446,0,970,2588,1834,650,1335,654,0,600,156,1233,1012,384,203,266,807,897,321,3980,955,1689,663,711,682,251
25/05/2015,13,1846,1460,606,1469,2664,3337,3156,3108,0,918,505,346,115,573,1472,2260,459,0,901,2965,1776,633,1362,739,0,663,172,1299,1088,448,272,300,764,1079,399,4085,998,1950,797,761,765,306
25/05/2015,14,1671,810,453,1051,2288,2808,2248,2246,0,483,291,236,68,501,1437,1804,339,0,674,2461,1495,432,803,761,0,466,126,1202,620,327,195,223,312,564,258,3982,615,1508,639,699,646,240
25/05/2015,15,1572,655,511,1284,2242,2789,2155,2318,0,680,299,174,71,190,1274,1781,364,0,611,2515,1776,375,739,695,0,418,132,1142,605,322,175,166,145,522,258,4163,655,1544,633,662,717,257
25/05/2015,16,1725,633,905,2489,2355,2679,2205,1940,0,1606,407,218,71,354,1665,2591,597,0,568,2831,2682,448,785,849,0,397,134,1428,594,279,286,224,230,533,190,4673,477,1731,532,688,848,327
25/05/2015,17,2144,1282,1712,4132,2476,2752,2381,1738,0,2441,601,327,110,476,2937,4942,1474,0,597,3697,3805,660,906,1110,0,514,179,2703,692,329,462,314,323,815,298,5116,427,2440,765,800,878,383
25/05/2015,18,1577,707,767,1741,2239,2085,1490,1139,0,939,337,251,66,274,2133,2814,732,0,503,2736,2077,380,883,721,0,519,147,2326,665,320,208,162,220,413,299,3789,308,1598,498,679,542,278
25/05/2015,19,1127,338,274,534,1877,1375,756,491,0,244,195,142,32,103,1038,1341,296,0,378,1794,983,187,666,368,0,491,84,793,560,411,88,115,133,233,252,2516,221,945,245,358,349,156
25/05/2015,20,929,195,112,243,1589,979,370,330,0,88,112,99,32,80,949,942,188,0,309,1277,583,171,545,229,0,382,91,863,493,450,56,75,68,127,229,2006,117,713,155,291,258,124
25/05/2015,21,593,165,94,169,1167,652,295,180,0,72,66,88,31,46,735,789,144,0,241,918,422,113,458,188,0,315,64,669,370,354,33,81,96,112,149,1570,121,495,127,223,186,70
25/05/2015,22,281,135,51,129,749,462,159,92,0,38,55,64,13,24,559,561,113,0,168,646,278,87,328,103,0,195,50,607,260,149,26,54,63,91,96,1234,92,300,55,149,113,67
25/05/2015,23,165,76,25,53,442,316,85,65,0,20,23,25,6,9,233,358,80,0,135,375,167,43,175,61,0,89,26,141,143,100,18,32,36,33,33,837,78,172,38,91,69,29
26/05/2015,0,60,15,4,24,153,131,57,52,0,10,16,9,3,4,75,139,15,0,97,163,62,21,129,20,0,60,7,48,80,22,9,12,13,19,10,315,11,61,10,52,35,14
26/05/2015,1,40,15,1,22,80,71,16,29,0,4,2,5,5,3,46,41,11,0,50,59,38,6,71,15,0,11,9,38,68,25,0,3,4,6,10,155,7,18,21,54,23,9
26/05/2015,2,13,5,0,9,49,48,6,17,0,1,2,5,0,3,14,15,1,0,37,43,13,2,69,5,0,12,2,21,37,18,3,3,0,3,12,57,12,23,9,12,2,2
26/05/2015,3,10,9,0,2,23,17,6,6,0,0,2,0,1,0,35,33,2,0,21,35,7,9,29,8,0,7,1,29,16,4,2,1,1,2,2,55,4,4,6,11,7,3
26/05/2015,4,12,3,2,8,26,25,10,45,0,0,3,5,5,3,52,29,18,0,31,56,13,2,51,12,0,12,2,57,15,10,3,20,1,5,0,79,11,5,6,7,1,1
26/05/2015,5,21,49,33,98,83,82,36,32,0,47,10,10,2,16,84,193,60,0,61,161,159,32,27,50,0,6,12,99,28,3,13,28,9,7,14,286,34,23,29,8,9,6
26/05/2015,6,57,212,158,571,134,160,98,78,0,404,119,65,11,121,328,933,229,0,127,473,675,144,85,162,0,13,41,345,68,29,78,80,64,68,10,783,64,160,125,34,30,23
26/05/2015,7,281,843,795,2316,386,487,284,231,0,1524,356,204,46,252,867,2168,596,0,343,1333,1849,482,154,449,0,89,93,909,120,94,186,133,221,263,57,1719,273,614,335,107,117,66
26/05/2015,8,721,2003,1694,5415,897,1109,701,526,0,3077,547,321,82,428,1802,4527,1283,0,609,2489,3661,994,278,846,0,125,185,1829,372,219,452,269,434,773,145,3563,770,1396,569,377,467,205
26/05/2015,9,724,1210,921,2658,884,1169,819,1137,0,1556,400,127,26,210,1157,2238,556,0,678,1729,2161,581,356,610,0,142,140,1240,387,210,317,193,402,549,135,2749,695,1054,302,532,621,247
26/05/2015,10,726,633,493,1068,1083,1447,1010,903,0,465,221,125,28,169,930,1425,411,0,887,1534,1386,371,319,440,0,209,168,875,331,220,198,153,297,471,161,2436,647,828,342,532,585,265
26/05/2015,11,924,639,384,902,1568,1970,1512,1465,0,422,236,151,31,166,1077,1443,404,0,1079,1640,1248,422,468,434,0,348,204,943,470,237,158,118,276,482,238,2840,610,995,439,584,566,246
26/05/2015,12,1683,1374,587,1203,2414,2874,2568,2563,0,1038,538,306,79,506,1395,2205,646,0,1840,2685,1873,655,1142,749,0,560,304,1158,995,455,253,341,701,820,413,3903,1058,1650,564,717,692,301
26/05/2015,13,1855,1518,683,1347,2603,3371,3425,3040,0,940,531,416,96,478,1389,2504,722,0,1686,2711,1895,588,1321,721,0,645,280,1022,1047,509,274,325,740,1072,376,4276,992,1733,701,716,635,277
26/05/2015,14,1560,841,499,1014,2354,3060,2371,1965,0,561,297,147,75,161,1205,1846,438,0,999,2313,1718,455,769,584,0,463,181,976,723,268,165,180,358,624,206,3967,584,1581,618,638,632,242
26/05/2015,15,1709,650,534,1394,2447,3394,1370,1406,0,767,259,185,57,193,1168,2065,526,0,733,2305,2006,380,727,619,0,413,160,858,606,384,193,167,264,642,247,4324,606,1541,531,668,729,269
26/05/2015,16,1730,693,1002,2526,2298,2787,1909,1802,0,1649,475,205,42,239,1495,2863,854,0,707,2812,2932,524,733,712,0,400,174,1092,608,248,348,196,261,582,198,4413,496,1785,396,726,855,292
26/05/2015,17,2030,1337,1696,4120,2567,2710,2287,1749,0,2497,607,287,78,484,2644,4836,1574,0,595,3499,3837,714,938,1098,0,501,179,2084,637,368,477,359,366,861,266,5053,534,2543,731,885,908,354
26/05/2015,18,1546,779,797,1754,2277,2168,1658,1143,0,947,413,292,55,312,1927,2989,883,0,592,2759,2018,363,969,790,0,629,168,1613,676,368,267,202,281,433,262,3823,365,1651,608,676,634,309
26/05/2015,19,1097,314,269,608,1935,1628,811,432,0,268,165,201,38,125,1608,1461,261,0,391,1873,988,182,819,288,0,559,106,1543,571,364,98,82,125,289,228,2787,193,1137,428,464,343,187
26/05/2015,20,962,185,140,316,1710,1243,453,291,0,111,111,102,24,91,763,955,200,0,332,1254,602,120,603,176,0,455,79,492,543,363,36,74,51,171,241,1983,161,621,142,355,255,112
26/05/2015,21,657,176,90,222,1324,1077,297,115,0,54,110,91,36,53,585,863,140,0,260,972,465,124,491,176,0,331,63,386,412,321,35,44,59,143,186,1771,131,509,112,202,184,89
26/05/2015,22,405,148,74,120,914,794,192,0,0,49,69,52,7,38,1351,571,113,0,180,742,303,82,433,123,0,218,49,1091,301,194,47,70,78,88,104,1662,115,303,109,138,120,72
26/05/2015,23,223,61,40,70,540,403,118,14,0,31,32,23,5,17,430,334,74,0,135,481,196,45,184,138,0,80,32,289,164,120,23,37,35,33,32,1004,68,147,62,115,72,34
27/05/2015,0,93,45,8,28,172,173,43,32,0,8,12,12,4,5,111,153,30,0,73,211,53,31,112,21,0,35,9,61,83,35,18,18,11,19,17,410,17,60,25,71,40,21
27/05/2015,1,23,14,6,15,88,81,22,38,0,2,10,5,2,2,29,37,8,0,44,59,15,8,96,9,0,34,4,24,65,25,5,8,5,6,8,128,6,14,18,36,23,8
27/05/2015,2,17,9,7,11,50,48,11,18,0,4,1,3,1,0,20,11,2,0,35,25,15,3,47,6,0,7,10,10,47,8,2,3,4,5,11,95,7,32,5,9,3,2
27/05/2015,3,16,11,2,11,20,19,11,13,0,0,4,2,0,0,38,24,8,0,18,29,4,13,31,5,0,2,4,32,33,4,1,3,6,3,8,63,3,13,5,7,2,2
27/05/2015,4,3,7,3,5,23,29,12,25,0,3,4,7,2,2,34,50,20,0,18,20,14,0,36,16,0,6,2,39,33,8,2,7,0,0,3,63,1,15,4,13,4,4
27/05/2015,5,21,54,28,96,62,59,38,25,0,58,17,13,2,17,78,177,60,0,41,140,169,25,21,29,0,7,14,82,21,10,15,25,10,3,15,254,27,37,21,9,5,4
27/05/2015,6,57,246,157,656,138,169,82,73,0,426,107,65,9,123,317,911,254,0,92,504,707,164,71,230,0,18,30,279,43,21,64,52,87,83,15,700,55,164,149,42,35,21
27/05/2015,7,277,725,767,2156,384,473,278,207,0,1420,299,173,28,242,865,2231,582,0,217,1217,1797,438,135,437,0,43,88,803,139,110,189,138,199,248,53,1636,229,639,263,121,161,79
27/05/2015,8,710,1902,1651,5093,879,1012,729,551,0,3037,556,296,73,406,1881,4339,1309,0,405,2424,3643,945,264,830,0,137,163,1771,286,203,429,270,494,824,155,3447,754,1403,480,405,493,224
27/05/2015,9,683,1167,891,2693,894,1240,727,668,0,1467,341,164,63,186,1383,2314,555,0,499,1613,2234,606,266,661,0,128,101,1201,309,224,352,193,409,520,150,2580,598,1030,263,514,647,276
27/05/2015,10,791,769,429,1040,1163,1530,1174,1020,0,453,255,207,70,125,1033,1573,458,0,570,1526,1325,400,366,496,0,213,120,965,386,179,151,220,285,466,124,2502,761,912,296,539,575,200
27/05/2015,11,945,561,374,857,1556,2209,1692,1660,0,476,222,190,50,129,1397,1597,485,0,656,1753,1310,356,520,435,0,445,132,1136,524,225,167,142,327,432,189,3124,704,1104,381,593,646,251
27/05/2015,12,1720,1488,539,1216,2500,3047,2794,2683,0,1065,474,257,92,457,1460,2397,645,0,969,2608,2033,596,1242,744,0,649,146,1330,1033,387,258,287,816,910,315,4101,1239,1857,554,694,751,312
27/05/2015,13,1925,1431,653,1423,2624,3367,3189,3190,0,903,445,368,159,513,1593,2408,596,0,1012,2850,1873,618,1340,822,0,656,158,1470,1041,479,297,303,882,1041,403,4377,917,2058,669,766,799,330
27/05/2015,14,1590,756,412,1045,2238,2833,2185,2242,0,620,311,193,63,213,1520,2027,467,0,1000,2476,1452,471,735,691,0,467,306,1133,676,348,221,179,352,618,242,3993,595,1647,497,648,745,270
27/05/2015,15,1699,651,541,1359,2288,2874,2397,2140,0,746,260,157,45,192,1621,2263,515,0,693,2518,1847,400,747,722,0,445,161,1250,626,381,186,208,286,613,231,4250,750,1877,508,598,647,273
27/05/2015,16,2047,677,898,2402,2698,3431,2261,2186,0,1553,481,236,50,242,2145,3065,803,0,554,2977,2730,464,767,901,0,476,181,1711,684,307,312,224,328,602,201,5052,463,2186,579,870,795,265
27/05/2015,17,2208,1373,1684,3984,2649,3050,2446,1940,0,2438,607,300,69,504,3044,5056,1667,0,675,3820,3812,683,893,1212,0,505,192,2612,761,394,465,343,389,858,238,5491,573,3069,782,908,935,384
27/05/2015,18,1631,802,789,1761,2432,2351,1813,1098,0,938,366,209,61,281,2478,3104,967,0,568,2864,2116,449,989,911,0,576,165,2556,844,375,270,226,273,514,310,4147,442,2000,768,777,623,281
27/05/2015,19,1298,383,350,563,2142,1552,998,566,0,264,176,150,59,110,1268,1597,340,0,441,1904,1013,239,851,243,0,642,112,1266,679,431,95,108,132,315,240,3028,423,1767,390,493,384,166
27/05/2015,20,965,247,130,252,1716,1259,504,278,0,165,121,126,38,80,761,1115,181,0,345,1406,673,186,588,201,0,505,116,441,562,477,59,81,68,192,211,2132,230,816,200,338,255,127
27/05/2015,21,666,196,98,212,1319,1022,332,247,0,63,63,114,11,54,659,903,141,0,256,1114,460,102,508,215,0,366,103,450,498,376,40,53,58,160,163,1804,144,675,129,249,207,97
27/05/2015,22,461,179,107,140,948,819,224,151,0,51,62,47,7,29,995,696,153,0,169,895,341,113,411,172,0,315,60,1484,386,271,60,86,91,192,97,1731,353,703,197,120,102,63
27/05/2015,23,216,64,52,77,545,415,122,105,0,35,20,20,4,24,473,424,85,0,115,529,250,67,296,74,0,136,23,425,214,130,28,45,31,58,40,1135,78,244,53,117,78,59
28/05/2015,0,126,29,13,25,274,213,57,42,0,16,16,13,2,13,112,155,29,0,101,222,52,26,131,36,0,57,14,87,133,60,4,17,35,32,17,434,13,62,23,90,47,29
28/05/2015,1,32,6,2,15,70,82,23,29,0,0,10,14,6,13,43,47,23,0,66,78,21,24,68,6,0,32,15,27,82,33,2,5,0,28,9,192,9,27,5,58,37,21
28/05/2015,2,27,8,1,21,62,41,17,16,0,4,5,5,0,0,26,17,2,0,58,41,22,10,85,11,0,18,3,11,46,14,2,14,3,26,10,90,6,16,9,37,3,5
28/05/2015,3,18,14,6,13,59,42,21,15,0,0,6,0,0,0,26,19,2,0,16,38,21,8,69,3,0,14,3,31,29,4,1,1,2,9,2,90,11,19,12,4,2,1
28/05/2015,4,9,13,2,6,30,39,7,31,0,1,4,10,3,0,53,24,9,0,35,38,13,3,32,12,0,11,5,42,34,11,4,15,0,7,3,103,3,8,7,20,5,3
28/05/2015,5,25,39,31,111,87,77,44,24,0,48,28,13,3,18,96,190,56,0,74,139,165,30,49,52,0,12,10,109,35,20,12,18,4,15,13,315,21,59,22,10,10,6
28/05/2015,6,73,245,208,641,156,163,99,79,0,398,84,73,13,118,291,881,238,0,145,491,703,160,81,168,0,24,32,278,42,26,85,82,85,74,11,713,61,239,117,48,34,27
28/05/2015,7,290,800,749,2213,365,447,282,238,0,1442,342,158,42,206,914,2259,605,0,290,1361,1894,467,149,407,0,45,78,790,151,98,184,117,222,234,52,1752,214,639,339,106,129,74
28/05/2015,8,722,1945,1866,4956,904,1051,731,559,0,2955,602,269,78,342,1803,4573,1321,0,551,2523,3515,982,258,848,0,112,208,1739,321,184,425,270,526,727,164,3482,691,1418,524,336,475,203
28/05/2015,9,728,1203,950,2552,882,1203,782,732,0,1568,337,118,28,183,1136,2370,595,0,656,1692,2105,617,297,843,0,158,149,1124,282,164,329,198,465,531,145,2740,538,1100,309,572,658,287
28/05/2015,10,706,901,457,1148,1088,1653,1083,960,0,594,268,137,29,149,1077,1376,384,0,813,1569,1319,474,428,542,0,217,216,1030,382,220,162,117,274,451,118,2618,583,920,329,529,572,232
28/05/2015,11,864,752,442,887,1514,2034,1611,1503,0,489,235,164,17,134,1103,1551,394,0,1040,1743,1293,433,496,510,0,317,227,1047,503,201,128,118,291,488,196,2941,568,1072,396,640,645,253
