Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens,Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West)
28/05/2015,12,1620,1469,560,1136,2529,3038,2780,2765,0,1049,561,276,63,465,1718,2405,590,0,1779,2606,1976,655,1300,759,0,624,290,1290,979,351,277,300,855,875,320,3982,1057,1587,518,816,751,322
28/05/2015,13,1902,1564,687,1480,2843,3488,3265,3180,0,1002,512,452,180,531,1905,2562,631,0,1617,2897,1980,685,1293,1036,0,655,337,1568,975,385,301,295,859,1032,359,4420,1027,1968,656,776,727,308
28/05/2015,14,1691,739,442,1019,2297,2959,2604,2395,0,642,302,250,54,191,1660,2434,595,0,1073,2523,1462,456,801,730,0,446,192,1414,652,318,207,188,398,667,282,4039,555,1730,610,744,686,257
28/05/2015,15,1738,662,550,1247,2145,2913,2356,2393,0,791,293,246,70,242,1645,2639,597,0,772,2461,1895,418,634,773,0,449,223,1210,656,363,205,212,288,549,235,4114,530,1691,538,734,810,284
28/05/2015,16,1659,774,914,2441,2324,2866,2290,2291,0,1588,503,176,74,285,1993,3191,855,0,580,2972,2610,550,793,1026,0,391,161,1610,630,284,316,224,275,584,192,4580,549,1844,606,661,794,281
28/05/2015,17,2120,1402,1681,3866,2669,3264,2826,2188,0,2472,633,290,45,515,2943,5395,1698,0,659,3802,3452,1503,978,1375,0,572,210,2448,766,372,469,343,527,865,295,5255,600,2786,691,801,871,438
28/05/2015,18,1745,822,815,1694,2598,2710,2387,1702,0,975,386,222,57,298,2361,3261,982,0,553,2841,2154,419,906,812,0,686,187,1969,847,488,299,242,342,492,325,4130,480,2116,585,671,643,292
28/05/2015,19,1274,385,361,606,2042,2023,1376,998,0,249,182,122,35,102,1563,1798,371,0,421,1986,1090,253,805,439,0,732,118,1697,719,489,112,139,170,257,320,2956,417,1481,297,444,455,190
28/05/2015,20,1015,297,146,314,1832,1656,958,669,0,102,115,123,65,77,1140,1373,230,0,387,1394,739,127,754,312,0,605,123,973,547,584,55,85,90,169,293,2438,210,929,214,360,298,124
28/05/2015,21,914,265,121,250,1665,1327,459,284,0,106,105,70,31,63,821,1237,168,0,305,1256,607,138,628,175,0,531,80,523,567,503,45,69,125,158,267,2141,188,718,157,249,216,108
28/05/2015,22,559,161,109,150,1221,981,285,217,0,41,54,29,9,45,1464,676,167,0,204,787,374,109,567,131,0,404,78,1413,460,310,60,49,78,97,134,1930,371,777,142,147,133,77
28/05/2015,23,298,105,47,110,713,543,135,98,0,28,27,31,14,22,538,516,116,0,174,579,236,82,404,99,0,247,43,241,244,164,29,60,50,63,67,1215,80,373,64,107,62,35
29/05/2015,0,143,55,18,36,354,305,73,69,0,18,6,11,5,10,135,172,27,0,131,291,118,50,208,61,0,152,30,70,242,60,12,23,14,29,19,528,24,138,22,58,32,26
29/05/2015,1,53,20,3,15,192,158,43,49,0,12,3,2,1,2,57,47,20,0,81,87,46,17,168,35,0,114,7,35,140,31,6,15,18,17,22,235,24,40,23,70,40,18
29/05/2015,2,66,23,6,7,127,126,41,47,0,1,6,4,1,2,44,42,9,0,65,42,42,6,160,10,0,73,12,30,138,30,16,17,8,11,12,197,13,49,11,22,19,11
29/05/2015,3,33,5,3,7,110,62,27,18,0,1,4,5,0,0,39,30,6,0,24,73,13,7,114,9,0,30,8,36,93,13,2,5,0,3,3,138,9,18,9,18,3,4
29/05/2015,4,21,8,2,15,73,68,18,3,0,3,5,14,0,3,63,36,13,0,32,37,22,12,121,5,0,69,6,50,65,10,5,11,13,5,3,174,5,20,13,3,4,1
29/05/2015,5,32,51,31,101,76,79,31,55,0,50,25,13,3,18,84,172,55,0,86,127,199,29,58,45,0,6,17,112,85,8,12,32,18,13,12,297,20,60,23,13,7,4
29/05/2015,6,71,230,198,624,136,202,101,84,0,404,92,49,6,115,277,850,239,0,157,459,641,139,51,167,0,19,41,281,47,20,74,79,83,74,14,667,76,207,143,40,29,17
29/05/2015,7,286,712,748,2070,353,467,290,186,0,1305,281,136,27,222,874,2140,560,0,259,1220,1732,435,140,461,0,45,85,836,142,85,170,135,184,205,54,1619,248,543,253,116,137,62
29/05/2015,8,625,1783,1594,4660,779,985,700,507,0,3076,543,257,50,383,1950,4524,1318,0,581,2384,3363,945,304,955,0,124,203,2111,306,198,385,295,509,743,142,3414,672,1408,527,325,481,213
29/05/2015,9,725,1221,934,2596,813,1127,931,795,0,1474,348,207,23,173,1220,2326,623,0,660,1788,1999,592,281,696,0,154,189,1174,313,197,321,237,450,502,138,2449,659,913,278,510,582,269
29/05/2015,10,767,714,534,988,1215,1684,1240,1222,0,523,266,283,95,148,1047,1322,457,0,782,1622,1368,433,382,571,0,277,217,1231,369,169,190,161,321,512,135,2790,646,971,274,510,510,253
29/05/2015,11,1082,655,377,854,1668,2154,1910,1616,0,466,283,177,65,177,1382,1442,357,0,1060,1835,1326,348,590,662,0,393,273,1206,552,241,134,176,346,495,191,3214,694,1264,392,617,580,239
29/05/2015,12,1812,1441,594,1161,2541,3386,3060,2881,0,1170,731,379,90,536,1731,2405,662,0,1805,2797,1921,598,1399,794,0,806,325,1528,1197,363,201,252,842,962,366,4043,1122,1859,614,688,620,292
29/05/2015,13,1944,1460,574,1282,2618,3583,3403,3406,0,1045,549,300,94,496,1699,2671,587,0,1759,2976,1852,624,1459,799,0,759,281,1511,1236,439,231,267,982,1105,410,4635,1020,2034,696,720,630,275
29/05/2015,14,1717,725,478,956,2127,3167,2695,2609,0,650,335,261,86,273,1584,2043,431,0,1213,2533,1566,417,808,814,0,489,231,1408,758,352,184,200,468,696,324,4242,642,1705,493,613,633,242
29/05/2015,15,1722,617,524,1252,2285,3132,2684,2737,0,854,292,199,44,199,1630,2407,478,0,980,2787,1793,429,795,860,0,473,277,1349,630,354,184,210,293,552,201,4549,601,1703,527,700,623,241
29/05/2015,16,1901,835,1027,2116,2411,3496,2883,2700,0,1580,384,219,51,300,2036,3098,688,0,783,3298,2553,499,916,938,0,427,210,1542,688,299,303,205,310,570,243,5127,569,2203,595,620,703,267
29/05/2015,17,2253,1272,1450,3270,3008,3822,3294,2838,0,2046,580,340,85,479,3259,4552,1181,0,655,3772,3261,621,1196,1190,0,722,214,2585,930,423,399,314,465,902,299,5900,681,2943,647,801,841,366
29/05/2015,18,2000,883,701,1451,3444,3451,2962,2211,0,783,340,273,54,311,2585,3385,691,0,602,2817,2197,407,1277,899,0,1085,185,2129,1036,628,204,209,303,601,422,5049,680,2514,506,580,411,233
29/05/2015,19,2137,488,289,599,3326,3100,2238,1668,0,319,219,176,47,135,1922,2164,394,0,491,2267,1186,317,1367,570,0,1373,132,1282,1219,720,119,162,228,444,421,4250,522,2161,314,308,243,152
29/05/2015,20,1610,422,211,323,2647,2580,1567,1179,0,160,141,192,45,114,1515,1657,306,0,351,1847,826,169,1120,486,0,1167,109,648,1126,845,64,158,163,242,449,3552,255,1392,279,268,221,147
29/05/2015,21,1408,224,128,257,2469,1977,1020,662,0,127,99,163,41,93,1152,1500,222,0,376,1539,618,150,1074,381,0,894,96,469,971,944,51,115,124,339,467,3028,255,1385,239,208,129,94
29/05/2015,22,927,355,132,270,1934,1484,599,408,0,97,117,104,24,55,1515,1324,243,0,305,1219,541,139,890,374,0,933,61,1079,807,773,59,109,81,319,319,2827,480,1488,267,261,97,50
29/05/2015,23,688,215,96,202,1541,1528,289,346,0,64,70,84,34,52,1006,1117,183,0,282,994,434,146,743,391,0,570,58,455,798,437,56,93,109,276,148,2449,181,1039,172,119,76,53
30/05/2015,0,406,96,38,111,946,724,228,244,0,31,15,38,10,35,461,624,142,0,218,762,221,90,689,156,0,418,46,180,506,241,25,68,48,221,49,1858,104,528,104,72,52,40
30/05/2015,1,244,50,17,36,528,334,95,114,0,10,24,7,2,9,226,235,38,0,176,334,114,58,455,82,0,268,38,81,373,132,11,34,28,140,43,949,59,273,47,55,37,19
30/05/2015,2,112,15,16,30,326,287,102,79,0,5,10,2,0,2,131,72,13,0,132,167,24,26,393,56,0,139,12,49,342,55,4,16,16,137,17,653,41,213,46,31,13,16
30/05/2015,3,83,12,8,27,241,201,57,66,0,9,13,13,2,7,95,54,19,0,87,123,46,11,351,22,0,110,9,50,224,11,3,6,15,137,15,429,19,115,14,31,12,9
30/05/2015,4,37,9,5,16,124,124,66,33,0,6,4,5,0,6,55,85,33,0,98,106,41,23,277,6,0,39,11,33,141,19,4,1,7,17,8,316,11,65,15,18,3,2
30/05/2015,5,48,16,10,13,65,100,29,35,0,11,7,8,1,3,57,146,30,0,74,122,79,23,155,21,0,10,13,49,53,11,7,7,12,9,4,363,18,53,17,8,2,0
30/05/2015,6,44,49,11,27,108,119,38,35,0,57,19,13,6,14,61,295,88,0,133,177,215,54,100,153,0,16,28,56,92,9,23,34,58,12,8,462,13,76,44,22,13,10
30/05/2015,7,61,82,49,56,179,242,89,60,0,91,32,36,8,46,160,545,155,0,272,301,375,59,82,246,0,21,85,123,55,44,60,50,36,26,22,699,56,149,92,37,30,22
30/05/2015,8,133,173,145,84,356,525,291,271,0,94,49,93,20,83,485,779,204,0,468,799,624,125,119,351,0,33,166,514,126,108,42,75,104,111,81,1280,154,433,224,63,45,43
30/05/2015,9,289,189,155,130,589,1050,573,661,0,121,48,171,32,134,720,1146,354,0,817,1138,719,108,232,441,0,116,353,587,246,139,68,109,144,184,111,2019,186,558,296,90,112,87
30/05/2015,10,582,239,215,147,852,1706,1281,1319,0,178,70,203,66,152,1037,1230,347,0,1273,1591,885,161,339,542,0,226,390,977,351,237,76,150,134,208,133,2551,332,897,440,129,101,86
30/05/2015,11,861,240,231,175,1440,2384,2141,2125,0,126,83,249,74,196,1628,1669,512,0,1672,1999,946,183,585,786,0,361,453,1479,526,305,73,187,170,195,187,3425,363,1298,610,176,138,113
30/05/2015,12,1238,398,228,192,2263,3100,2643,2601,0,142,139,295,98,209,2261,1974,609,0,1834,2306,1063,177,853,1021,0,568,466,2318,773,362,83,159,142,218,246,4371,566,1947,822,264,166,102
30/05/2015,13,1700,447,245,150,2667,3680,3132,3227,0,163,143,345,109,186,2083,2161,594,0,1825,2496,1042,191,883,1063,0,669,484,1537,899,369,100,191,166,245,258,4639,623,2374,988,256,183,118
30/05/2015,14,1732,494,175,173,2646,3698,3430,3540,0,210,114,428,117,254,1956,2353,685,0,1833,2884,1144,196,1002,1161,0,663,440,1445,872,433,104,215,131,290,320,4616,429,2371,959,242,168,115
30/05/2015,15,1790,394,183,103,2492,3670,3306,3585,0,171,88,697,158,237,1982,2424,627,0,1191,2441,1327,202,996,1000,0,647,328,1569,845,284,80,239,154,174,266,4789,334,2159,875,191,144,107
30/05/2015,16,0,448,205,0,2446,3604,3089,47,0,113,182,680,113,230,2936,2596,655,0,725,2893,1275,267,1027,953,0,584,0,0,838,489,152,268,136,245,292,5223,461,0,802,0,185,125
30/05/2015,17,1703,613,206,115,2550,3082,1856,2170,0,141,119,262,79,185,2573,2383,665,0,483,2714,1058,220,1031,816,0,710,155,1776,905,501,190,271,208,200,342,5100,451,0,824,188,215,145
30/05/2015,18,1435,504,189,127,2448,2366,1713,1235,0,134,155,237,91,38,2492,2187,635,0,479,2198,974,217,480,737,0,991,144,2178,954,617,295,389,168,220,457,4443,407,0,508,225,158,122
30/05/2015,19,1379,441,128,108,2538,2138,965,656,0,116,205,831,127,190,1737,1807,437,0,402,1747,732,163,1063,432,0,1186,87,1388,901,977,108,117,252,247,692,3452,454,0,412,182,124,86
30/05/2015,20,1118,360,95,101,2366,1776,516,448,0,65,110,69,67,94,1401,1485,394,0,329,1515,499,146,693,301,0,959,81,748,882,943,55,121,143,214,639,2954,221,0,260,161,115,63
30/05/2015,21,952,196,69,82,2152,1562,317,383,0,60,68,229,50,50,1572,351,373,0,282,1157,428,145,676,325,0,850,88,1232,712,1082,61,126,102,230,580,2748,183,0,194,130,76,38
30/05/2015,22,702,485,172,73,1667,1599,311,394,0,75,69,146,60,86,2225,1846,543,0,281,1601,659,240,0,315,0,939,85,1452,770,891,348,818,117,366,495,3660,548,0,598,80,125,97
30/05/2015,23,506,176,77,85,1519,1684,323,371,0,57,56,147,67,41,1140,379,321,0,248,1150,471,148,806,301,0,881,66,542,798,632,66,162,99,351,214,2847,210,0,206,80,69,45
31/05/2015,0,347,104,47,74,897,1316,221,248,0,30,18,78,13,21,681,0,415,0,180,846,370,79,865,170,0,774,41,191,667,322,24,70,65,437,88,2237,98,0,134,41,65,45
31/05/2015,1,258,65,25,55,597,1273,164,217,0,18,35,32,10,4,422,445,160,0,181,421,140,66,796,203,0,511,40,106,558,208,14,85,42,396,28,1496,78,0,76,49,30,21
31/05/2015,2,156,20,12,45,331,724,135,102,0,14,3,5,1,2,211,175,93,0,127,253,49,27,633,54,0,439,23,79,488,106,12,35,21,287,22,1199,40,0,45,25,10,7
31/05/2015,3,92,28,6,25,253,678,75,79,0,0,15,0,0,0,127,126,54,0,100,200,67,27,555,34,0,343,5,46,329,15,11,8,25,335,23,809,24,202,26,16,5,3
31/05/2015,4,46,5,5,27,145,285,77,61,0,3,12,7,0,2,63,67,44,0,74,149,34,15,491,55,0,284,16,39,178,30,2,11,14,88,18,437,19,115,27,14,7,5
31/05/2015,5,27,15,11,20,63,123,40,41,0,5,9,6,0,4,81,58,24,0,39,125,31,16,233,31,0,75,6,44,131,19,5,17,1,56,11,370,12,69,40,9,3,3
31/05/2015,6,28,20,5,27,81,91,47,31,0,9,13,7,5,13,90,52,41,0,55,106,66,14,121,50,0,20,6,78,76,5,12,27,7,20,4,259,19,65,32,9,5,4
31/05/2015,7,49,51,19,42,120,192,87,50,0,21,17,30,8,26,144,179,100,0,146,261,269,54,77,67,0,25,53,123,103,24,23,37,24,17,22,605,45,96,63,13,7,7
31/05/2015,8,113,92,35,77,266,347,69,119,0,48,25,85,21,28,271,682,177,0,327,537,606,94,100,239,0,43,80,302,116,41,51,66,112,70,40,944,66,285,159,41,28,23
31/05/2015,9,212,113,79,88,430,717,303,417,0,78,46,169,24,87,522,865,240,0,574,940,622,120,206,342,0,117,144,576,160,141,80,100,181,102,64,1485,142,566,232,45,67,62
31/05/2015,10,467,209,97,115,796,1347,1059,1147,0,83,63,246,45,0,1078,1177,389,0,996,1317,826,128,334,525,0,235,304,1240,330,207,70,113,162,161,125,2051,186,820,376,96,107,107
31/05/2015,11,763,245,114,118,1183,2075,1779,1874,0,95,83,210,51,120,1534,1478,389,0,1166,1503,902,126,545,618,0,508,375,1595,509,297,36,120,88,173,136,3098,206,1106,399,139,132,108
31/05/2015,12,1147,342,126,108,1637,2519,2346,2221,0,89,60,253,52,36,1715,1724,418,0,1488,1869,1011,140,647,715,0,739,423,1909,629,339,53,158,77,167,224,3514,247,1380,496,189,139,107
31/05/2015,13,1350,289,138,96,1932,2728,2482,2371,0,85,82,290,90,142,2195,1793,466,0,1578,2198,908,183,770,673,0,833,379,2542,775,381,96,168,134,186,246,3861,266,1407,703,238,178,103
31/05/2015,14,1235,357,122,113,1753,2560,2651,2350,0,90,85,118,38,118,1713,1886,432,0,1394,2313,819,157,822,590,0,648,377,1710,774,391,83,191,135,187,246,3843,300,1014,478,179,135,93
31/05/2015,15,1281,265,124,104,1923,2521,2439,2282,0,68,50,115,29,151,1459,1679,404,0,1114,2021,851,178,792,704,0,555,232,1555,698,438,63,179,68,144,213,3363,232,1349,343,154,144,114
31/05/2015,16,1424,309,110,95,1905,2502,2229,2106,0,66,62,286,42,120,1955,1651,428,0,685,2055,802,179,731,626,0,351,198,2043,706,444,62,127,76,159,215,3395,243,1495,446,181,135,102
31/05/2015,17,1197,363,106,94,1681,1945,1623,1553,0,61,74,142,51,95,1187,1721,454,0,430,1824,786,144,793,527,0,503,135,769,634,389,57,84,116,115,177,2989,432,1038,285,214,150,102
31/05/2015,18,737,255,65,61,1308,1390,1022,689,0,64,62,11,10,89,824,1329,286,0,265,1440,603,201,688,273,0,607,132,362,571,416,118,232,72,92,228,2503,190,621,125,204,136,80
31/05/2015,19,678,181,41,96,1315,909,631,305,0,38,78,27,19,39,437,949,181,0,268,1024,453,152,661,180,0,588,88,199,556,437,37,97,61,97,244,1752,115,359,54,186,98,44
31/05/2015,20,523,205,76,47,955,603,248,187,0,38,42,15,1,17,270,795,139,0,200,744,365,89,469,111,0,455,51,98,497,302,28,80,37,50,158,1152,280,252,26,149,91,56
31/05/2015,21,365,122,119,44,874,526,139,158,0,33,25,18,4,20,395,650,189,0,180,693,276,96,449,51,0,345,42,108,306,380,30,75,58,42,130,1113,170,447,40,100,52,29
31/05/2015,22,238,100,22,54,530,375,114,100,0,26,41,13,0,4,236,289,205,0,141,476,204,56,266,74,0,197,24,77,395,229,23,19,28,41,87,929,66,229,23,59,43,26
31/05/2015,23,154,37,20,25,399,265,91,56,0,12,14,6,0,13,224,373,270,0,145,343,156,30,242,159,0,99,25,49,218,120,11,22,27,19,32,772,41,170,14,68,41,18
