Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South),City Square,St. Kilda-Alexandra Gardens
13/03/2015,13,49,1717,653,1626,3206,3783,3677,3907,0,945,478,484,135,520,1994,2796,864,547,1947,3311,2192,791,1463,1199,1165,863,353,1412,1236,506,309,316,890,1135,402,4963,1120,2297,840
13/03/2015,14,46,775,536,1163,2756,3331,3127,3070,0,594,260,299,47,265,1850,2860,829,416,1214,2968,1805,487,845,2224,1098,536,293,1391,795,436,227,193,554,753,304,4379,605,1992,644
13/03/2015,15,46,724,613,1344,2564,3437,2867,2840,0,801,265,285,61,220,1840,2828,696,369,996,2972,2006,569,782,1182,1030,465,306,1467,744,415,211,231,283,639,274,4751,580,2050,664
13/03/2015,16,65,780,893,2246,3000,3588,2972,2753,0,1497,349,273,57,359,2491,3617,1040,567,945,3547,2733,700,924,1440,1022,411,264,1971,821,378,294,310,318,613,249,5254,593,2347,800
13/03/2015,17,92,1240,1536,3479,3387,4077,3791,2906,0,2017,485,409,92,519,3687,5218,1540,780,747,3838,3507,825,1293,1677,1238,746,222,3045,989,544,408,449,462,883,291,5928,735,3217,1118
13/03/2015,18,65,803,664,1510,3498,4083,3102,2462,0,779,245,327,63,350,4287,3949,1055,692,694,3399,2411,475,1386,1500,1563,1000,211,4084,1082,711,220,321,342,503,392,5958,629,3257,1376
13/03/2015,19,87,619,393,669,3604,3790,2487,1859,0,369,235,348,105,217,3445,3028,715,563,601,2802,1608,366,1598,1232,1591,1285,226,3446,1240,777,147,256,284,400,525,5362,610,3415,908
13/03/2015,20,55,459,192,341,2958,2816,1872,1386,0,217,155,364,82,178,1987,2660,644,265,551,2342,1098,278,1479,920,1491,1346,177,1141,1099,1029,109,191,224,343,607,4252,360,1876,414
13/03/2015,21,40,329,132,211,2907,2252,910,718,0,133,135,241,69,102,2144,2410,560,198,452,1910,730,180,1401,724,1358,1115,137,1558,1166,1247,72,163,178,294,542,3498,287,1514,333
13/03/2015,22,31,252,180,174,2114,2040,499,472,0,128,101,131,43,74,1751,2005,511,165,335,1459,576,206,1186,491,995,995,86,1142,918,1091,73,98,110,301,477,3071,476,1634,318
13/03/2015,23,24,221,120,187,1840,1437,340,326,0,83,82,133,40,40,1006,1513,408,135,258,1170,403,146,856,403,784,617,90,432,862,818,60,107,119,345,292,2491,211,972,179
14/03/2015,0,12,80,40,83,1035,1058,301,230,0,28,33,46,8,25,541,896,225,54,212,804,288,82,882,156,456,532,60,194,589,361,29,77,50,297,77,2320,153,634,103
14/03/2015,1,6,67,22,42,618,676,146,120,0,5,19,16,2,17,264,421,107,39,173,299,67,56,602,95,337,350,25,126,439,159,11,34,27,176,34,1196,41,402,49
14/03/2015,2,1,17,12,40,365,275,72,109,0,12,9,3,2,4,149,185,82,17,136,244,55,38,385,57,126,147,26,84,200,76,5,17,9,161,18,601,19,191,30
14/03/2015,3,1,18,7,17,230,240,79,67,0,12,6,10,0,6,91,92,30,29,119,156,31,35,304,12,98,104,8,58,193,23,10,17,18,68,10,432,10,130,14
14/03/2015,4,2,7,6,10,142,133,48,23,0,11,2,7,0,2,69,66,42,10,83,106,31,5,191,12,48,38,13,65,144,21,8,10,11,25,14,395,18,83,14
14/03/2015,5,0,31,12,2,93,78,30,25,0,17,6,15,1,12,85,125,63,11,102,110,54,48,138,46,18,25,15,121,72,3,2,15,6,12,5,378,16,58,17
14/03/2015,6,0,44,14,32,103,121,49,36,0,36,15,36,4,21,90,260,99,66,155,171,228,94,81,108,19,16,38,109,85,13,19,22,20,11,7,387,26,68,52
14/03/2015,7,2,81,44,38,339,228,82,98,0,74,40,75,15,60,175,501,148,160,252,373,486,166,71,287,62,28,89,167,65,43,54,57,32,33,21,654,61,185,115
14/03/2015,8,7,157,101,73,511,534,311,259,0,127,61,128,19,98,561,869,224,228,484,788,864,330,135,505,116,75,206,459,194,77,82,115,92,122,76,1225,105,383,251
14/03/2015,9,8,201,112,141,827,1140,705,719,0,153,97,217,40,143,1081,1063,351,312,885,1197,1182,426,262,1123,221,164,306,1050,269,118,99,140,134,182,137,2117,164,890,380
14/03/2015,10,9,300,152,131,1134,1969,1363,1463,0,222,115,349,81,139,1505,1524,475,365,1312,1803,1596,554,449,1273,414,290,371,1434,455,182,90,192,199,251,208,2894,221,1147,528
14/03/2015,11,17,366,138,178,1658,2515,2268,2199,0,166,108,333,66,227,2056,1865,534,454,1581,2206,1759,559,553,1189,728,461,459,1702,625,267,96,174,173,240,201,3627,186,1497,674
14/03/2015,12,38,355,206,182,2475,2625,2767,2617,0,161,113,437,103,220,2397,2021,560,609,1885,2407,1862,515,806,1560,1200,513,495,1975,832,365,95,162,154,234,283,4124,322,1856,802
14/03/2015,13,65,390,187,122,3157,3607,3167,2844,0,152,132,322,112,267,2518,2120,697,439,1926,2518,1539,578,792,1616,1359,662,431,1989,896,385,91,199,191,239,280,4653,574,2404,901
14/03/2015,14,63,332,159,149,3210,3643,3332,3134,0,210,103,332,86,241,2403,2399,700,527,1768,2638,1386,532,816,2135,1314,594,417,1761,797,436,118,218,134,182,331,4429,297,1950,868
14/03/2015,15,68,376,164,124,3151,3633,3631,3291,0,145,134,330,98,266,2981,2354,706,508,1326,2816,1461,583,964,1704,1318,475,318,2938,741,538,96,162,144,170,351,4703,282,1977,969
14/03/2015,16,63,392,212,112,2931,3604,3290,3137,0,148,110,409,157,241,2805,2578,709,452,894,2655,1443,560,959,1888,1176,540,231,2114,814,648,91,191,168,257,342,4624,431,2663,976
14/03/2015,17,70,515,237,117,2869,3156,2812,2371,0,140,118,427,161,197,3142,2567,790,570,608,2628,1484,521,938,2011,1159,665,170,2371,836,796,86,207,148,190,349,4429,320,2392,805
14/03/2015,18,47,447,152,120,2916,2771,2129,1447,0,250,134,523,151,178,5044,2457,823,567,524,2463,2323,526,1046,1487,1449,977,134,3090,952,763,141,230,195,183,502,4333,378,1952,774
14/03/2015,19,77,462,190,140,3053,2406,1541,780,0,219,213,547,140,119,3676,2189,665,360,524,2088,1964,706,1186,800,1470,1333,149,2327,1088,1242,137,184,227,228,738,3818,505,2061,626
14/03/2015,20,46,386,118,96,2734,1843,727,521,0,115,186,274,67,59,1783,2098,505,163,450,1748,841,366,935,403,1262,1096,154,905,1043,1293,100,175,170,202,887,3455,288,987,271
14/03/2015,21,22,248,62,71,2052,1509,474,401,0,84,164,244,38,42,2040,1772,478,212,312,1359,535,250,949,804,981,845,87,1685,878,1211,58,139,122,148,740,2961,222,732,201
14/03/2015,22,22,250,117,112,1751,1290,495,399,0,81,109,201,92,45,1320,1545,458,127,270,1232,647,297,924,508,925,786,102,650,729,1155,82,136,98,384,643,2631,455,1057,153
14/03/2015,23,7,192,93,117,1538,1070,378,333,0,110,95,116,34,45,994,1594,408,122,241,978,561,230,941,239,627,583,86,528,842,802,31,78,75,388,371,2468,185,831,153
15/03/2015,0,4,95,49,90,935,804,242,281,0,47,52,77,14,20,618,1001,361,40,196,725,369,111,701,262,395,497,66,211,595,352,38,55,40,393,117,2030,115,533,73
15/03/2015,1,3,56,51,51,627,536,172,188,0,12,48,34,12,11,376,440,138,41,198,447,122,91,667,171,360,402,36,124,612,216,19,25,56,329,52,1489,60,492,46
15/03/2015,2,1,42,28,32,355,410,103,133,0,9,6,17,0,2,213,206,63,24,175,354,50,45,583,76,182,262,22,99,335,103,0,22,28,131,8,863,30,291,49
15/03/2015,3,1,19,12,45,319,283,95,94,0,9,17,8,0,1,145,136,48,21,78,249,86,35,429,45,97,134,17,61,310,38,7,12,17,117,15,754,17,211,22
15/03/2015,4,0,10,12,17,98,205,67,59,0,18,6,6,0,5,66,109,54,8,66,183,58,26,525,47,84,99,16,30,208,37,8,11,11,53,18,455,14,93,22
15/03/2015,5,0,10,5,12,77,102,46,45,0,10,17,2,1,3,77,60,30,39,68,68,86,22,179,23,28,81,7,97,131,13,6,6,6,44,2,309,26,77,35
15/03/2015,6,0,15,11,18,97,108,43,29,0,12,4,17,4,17,63,100,39,103,55,84,86,31,82,51,16,52,12,74,109,15,19,31,13,24,8,278,24,64,31
15/03/2015,7,1,47,21,32,149,144,56,48,0,48,8,44,16,39,156,223,107,248,132,212,318,100,74,122,28,37,34,223,103,24,28,42,35,28,17,461,30,150,101
15/03/2015,8,1,134,58,68,341,370,148,172,0,101,37,125,23,83,377,582,187,356,338,619,905,240,83,423,71,45,70,430,149,45,47,51,66,81,44,953,67,240,225
15/03/2015,9,5,169,91,75,620,746,513,485,0,126,45,153,28,122,638,864,263,412,615,1018,1055,330,201,780,156,127,155,683,249,88,63,105,141,125,57,1704,94,544,349
15/03/2015,10,8,227,130,87,957,1537,1084,1160,0,176,65,239,50,129,1121,1275,450,467,983,1595,1444,451,339,930,321,206,288,1088,414,143,73,153,134,155,158,2716,231,980,403
15/03/2015,11,14,281,169,105,1331,2278,1656,1839,0,158,64,311,78,182,1714,1644,517,594,1295,2027,1616,445,488,1105,637,524,365,1480,473,242,63,213,165,207,163,3714,363,1606,731
15/03/2015,12,27,419,147,114,2110,2532,2184,2200,0,132,74,368,68,221,2339,1715,551,911,1648,2196,1541,457,741,1282,1047,812,526,2164,816,364,94,152,121,205,251,4282,574,2036,840
15/03/2015,13,46,272,117,113,2711,2988,2524,2560,0,134,91,524,137,194,2824,1754,623,1167,1760,2319,1316,498,736,1346,1270,820,525,2748,782,461,76,217,71,217,223,4308,263,2082,1113
15/03/2015,14,58,341,126,115,2572,2997,2675,2689,0,120,96,536,122,261,2359,2062,729,1342,1639,2405,1146,455,898,1356,1228,628,538,2282,700,662,81,152,74,177,322,4298,248,2384,1218
15/03/2015,15,66,391,113,131,2515,3103,2749,2830,0,132,75,518,130,257,2448,2160,756,1299,1399,2437,1042,456,845,1484,1206,625,418,2104,740,674,97,186,109,134,282,4362,444,2623,1370
15/03/2015,16,67,327,147,113,2475,2907,2420,2505,0,101,70,326,111,217,3030,2368,753,1268,834,2460,996,354,867,1427,1033,438,317,2515,638,683,106,160,92,127,296,4206,263,2370,1154
15/03/2015,17,55,371,118,114,2241,2531,2118,1731,0,121,66,298,119,153,2446,2245,793,900,451,2241,1379,364,929,1226,1142,600,160,1445,696,627,101,164,97,162,247,3765,492,2050,966
15/03/2015,18,62,284,112,133,2553,2440,1501,1048,0,212,74,319,104,140,5607,1864,753,874,430,2071,2122,412,1029,914,1221,712,115,3070,802,741,100,218,96,145,378,4127,252,2016,1002
15/03/2015,19,52,351,86,139,2656,2132,943,626,0,193,96,355,81,121,3142,1779,594,610,401,1870,1773,364,1147,524,1197,1040,116,1108,902,805,89,179,110,187,546,3639,228,1262,442
15/03/2015,20,33,292,89,101,2105,1399,473,368,0,111,81,229,40,60,1167,1562,489,574,362,1525,855,284,942,420,1046,800,110,422,707,1152,77,169,96,113,614,2483,434,996,277
15/03/2015,21,26,160,56,83,1504,1015,353,275,0,69,90,202,47,69,818,1152,313,510,275,1172,449,220,744,281,725,619,120,283,544,1024,54,139,89,100,450,2186,147,1041,183
15/03/2015,22,10,108,40,47,1033,685,227,166,0,33,48,107,28,45,622,850,364,147,187,771,271,104,622,188,452,373,48,227,450,707,29,99,58,56,315,1536,92,542,138
15/03/2015,23,4,82,23,62,547,433,150,114,0,33,26,69,23,19,399,883,323,142,181,627,174,104,445,108,227,266,43,113,395,286,20,55,59,44,138,1128,51,282,54
16/03/2015,0,0,34,7,33,342,215,78,67,0,20,13,13,1,5,160,293,97,34,85,231,88,26,301,45,145,129,30,80,214,94,10,16,24,25,35,558,13,161,20
16/03/2015,1,0,19,9,29,124,75,39,38,0,6,14,11,1,5,65,99,19,19,63,82,34,9,128,42,53,46,8,35,165,53,3,7,4,16,17,160,14,50,19
16/03/2015,2,0,11,5,9,84,44,18,29,0,2,2,20,1,2,27,52,12,19,25,46,19,5,87,20,22,13,4,20,83,14,5,6,12,8,10,100,6,22,5
16/03/2015,3,1,5,4,8,74,47,14,12,0,1,0,10,1,2,53,29,11,2,32,45,17,23,105,18,15,9,4,31,119,2,2,1,1,10,3,111,18,16,4
16/03/2015,4,0,11,5,12,33,37,15,23,0,3,2,2,0,2,42,50,36,5,32,28,41,19,55,15,23,12,0,44,132,6,7,8,6,9,4,133,6,12,5
16/03/2015,5,0,45,38,94,70,72,55,24,0,44,13,13,3,21,114,221,94,37,27,140,189,56,40,51,9,16,8,161,32,6,12,19,22,17,6,299,22,40,39
16/03/2015,6,0,188,188,594,131,163,99,59,0,408,114,70,12,118,288,874,227,189,87,488,713,151,107,263,30,15,29,306,65,33,60,36,76,78,12,616,62,168,112
16/03/2015,7,0,766,701,2124,437,538,275,204,0,1374,283,203,37,236,871,2275,567,524,210,1266,1825,439,148,494,61,61,68,928,145,100,169,136,204,219,55,1701,208,645,371
16/03/2015,8,18,1856,1676,5063,1066,1221,716,596,0,2970,451,326,55,436,1902,4453,1408,835,469,2629,3754,1045,342,805,235,142,151,1958,425,224,491,285,512,673,168,3442,677,1428,619
16/03/2015,9,9,1261,902,2788,1093,1289,1024,742,0,1387,323,198,39,226,1259,2512,575,405,544,1927,2109,658,303,457,254,161,139,1330,332,208,365,197,409,602,165,2760,641,1030,370
16/03/2015,10,18,869,415,1052,1494,1915,1454,1207,0,455,224,201,47,162,1122,1830,398,219,623,1924,1566,538,418,503,431,234,108,976,478,248,219,198,306,537,221,2697,702,956,336
16/03/2015,11,22,642,437,763,1888,2475,2004,2035,0,456,230,284,78,215,1440,1831,583,364,794,2131,1396,406,544,633,603,320,155,1143,557,284,204,173,321,473,234,3342,576,1396,559
16/03/2015,12,44,1638,739,1249,2971,3678,3219,3139,0,953,504,482,150,599,1865,2650,611,676,1281,3125,1959,670,1202,815,1123,614,153,1463,1064,546,313,344,842,972,425,4271,939,1940,889
16/03/2015,13,60,1730,675,1458,3109,3965,3441,3473,0,887,457,432,127,561,1923,2742,698,602,1214,3249,1841,653,1353,935,1238,671,144,1431,1206,550,349,379,787,999,453,4679,1028,2211,855
16/03/2015,14,42,869,533,979,2689,3441,2556,2677,0,506,267,280,79,208,1731,2162,560,521,743,2776,1658,443,898,789,982,488,120,1182,682,413,184,240,324,613,309,4445,666,2215,693
16/03/2015,15,43,677,526,1330,2500,3218,2403,2420,0,687,230,267,51,209,1704,2324,601,412,674,2906,1866,415,834,781,820,442,145,1243,635,453,175,174,223,624,278,4406,558,2010,617
16/03/2015,16,61,719,934,2387,2613,3193,2429,2334,0,1532,379,225,42,270,2049,3143,858,446,690,3130,2763,503,784,881,853,392,134,1708,692,347,271,240,285,529,335,4669,481,1974,767
16/03/2015,17,65,1304,1786,4299,2774,3212,2543,2093,0,2449,545,436,73,498,3352,5228,1624,884,810,4006,3923,714,1044,1241,927,490,196,2768,783,411,344,315,357,822,316,5457,483,2859,1120
16/03/2015,18,32,799,864,1843,2502,2459,1917,1473,0,959,396,425,68,354,2258,3281,999,713,583,3169,2176,357,980,912,1044,706,168,2099,803,447,235,230,227,456,388,4193,366,2039,901
16/03/2015,19,26,448,260,594,2089,1715,903,607,0,277,212,346,69,186,1419,1822,555,337,489,2078,1053,208,990,453,1046,702,129,1181,709,543,131,149,134,336,380,2973,205,1401,626
16/03/2015,20,30,324,127,308,1857,1288,493,330,0,141,190,406,73,94,1464,1320,342,210,407,1537,653,171,693,304,891,591,108,1160,607,516,72,118,98,157,413,2352,193,1088,347
16/03/2015,21,13,237,96,205,1486,973,394,279,0,102,93,269,38,61,910,1242,322,99,264,1163,430,167,573,302,576,440,77,611,476,514,46,94,77,169,306,1857,177,903,226
16/03/2015,22,4,150,58,101,955,578,263,159,0,67,90,126,36,31,985,860,207,95,186,836,332,85,381,176,367,290,54,905,338,351,33,66,87,76,179,1382,118,519,144
16/03/2015,23,0,69,32,78,599,336,128,116,0,28,29,47,14,19,373,556,180,38,161,470,194,72,192,88,171,107,45,198,155,129,23,46,21,39,81,882,34,306,70
17/03/2015,0,1,33,6,44,199,141,50,59,0,4,17,22,4,7,156,224,89,21,111,207,64,38,124,50,28,32,15,61,106,49,10,19,2,34,7,363,19,136,34
17/03/2015,1,0,18,1,12,106,71,28,62,0,4,5,3,0,4,61,57,32,17,77,74,21,30,80,21,37,20,8,32,40,23,2,6,7,17,1,154,4,27,9
17/03/2015,2,1,16,4,19,70,23,18,36,0,7,5,9,6,1,30,22,15,22,33,33,16,10,47,4,24,12,4,13,54,12,0,0,7,6,8,76,2,17,10
17/03/2015,3,1,3,6,7,27,21,7,9,0,1,0,9,1,1,27,11,13,16,30,30,11,1,24,12,10,9,1,32,22,9,2,4,19,5,6,73,5,18,9
17/03/2015,4,0,11,5,0,34,21,20,22,0,2,3,1,0,0,33,28,17,13,22,39,15,3,47,10,9,6,2,39,19,17,6,12,1,6,3,83,2,8,3
17/03/2015,5,0,46,29,114,76,67,26,25,0,60,8,18,7,22,101,193,68,81,63,132,193,32,18,71,9,9,7,106,16,4,13,31,17,15,8,227,19,38,67
17/03/2015,6,1,194,183,704,164,183,95,90,0,425,107,72,8,127,321,915,256,195,127,504,726,123,79,228,25,19,49,341,74,28,95,59,76,90,7,657,59,150,158
17/03/2015,7,9,822,754,2217,422,552,283,245,0,1403,283,203,46,248,955,2192,608,558,314,1272,1837,444,126,562,90,33,79,844,193,122,237,154,224,287,60,1719,203,649,398
17/03/2015,8,13,1772,1689,4776,1122,1244,731,499,0,2822,582,328,79,425,2022,4715,1342,840,689,2672,3652,1016,310,951,237,150,170,1875,319,188,493,287,535,806,163,3533,725,1496,695
17/03/2015,9,9,1256,984,2924,1080,1336,824,642,0,1502,395,142,19,173,1277,2476,561,315,805,1744,2224,585,288,595,181,121,184,1091,356,186,360,230,403,567,129,2851,522,1012,421
17/03/2015,10,9,806,478,1041,1247,1728,1151,1096,0,455,247,98,24,96,1134,1513,390,247,873,1746,1605,401,382,366,345,189,196,867,332,262,204,147,301,478,164,2789,725,910,380
17/03/2015,11,16,522,457,992,1632,2371,1682,1654,0,463,208,168,36,136,1191,1642,348,170,1196,1898,1347,410,556,420,533,379,257,970,531,244,170,162,363,494,172,3385,545,1067,360
17/03/2015,12,35,1446,691,1208,2409,3363,2706,2885,0,949,509,216,54,358,1620,2019,566,351,1776,2645,2033,616,1087,572,967,579,274,1264,977,400,275,311,802,960,341,4154,1040,1395,421
17/03/2015,13,39,1373,747,1307,2587,3707,3075,3055,0,912,417,291,58,335,1590,2400,504,330,1698,2868,1934,636,1189,689,1044,621,300,1246,989,570,286,354,841,1035,348,4547,1003,1553,581
17/03/2015,14,37,765,447,1040,2337,3133,2334,2309,0,582,256,174,50,184,1506,2070,545,254,1206,2542,1552,444,736,654,807,536,216,1062,714,350,232,245,376,634,275,4082,588,1754,598
17/03/2015,15,65,670,553,1406,2378,2948,2257,2234,0,672,258,199,36,166,1511,2382,663,337,838,2711,2030,406,767,715,774,444,192,1060,658,390,207,224,255,619,198,4313,673,1712,664
17/03/2015,16,58,747,922,2503,2559,3060,2184,2141,0,1528,495,178,42,248,1873,3177,879,450,805,3102,2882,526,767,796,796,372,121,1417,664,303,361,278,276,572,204,4813,461,2072,621
17/03/2015,17,54,1363,1778,4150,2774,3132,2537,1989,0,2272,594,300,90,474,3212,5377,1589,968,780,3853,3814,717,908,1266,948,546,235,2412,821,410,472,342,393,919,297,5486,449,2875,972
17/03/2015,18,56,822,874,1771,2528,2499,1946,1349,0,1015,371,312,75,320,2559,3367,905,1064,608,3037,2108,409,1070,1028,1085,700,196,1954,787,468,308,292,295,581,276,4215,385,2088,844
17/03/2015,19,27,426,269,712,2118,1710,1012,626,0,273,212,266,62,146,1568,1980,480,497,546,2091,1088,253,796,672,1004,634,154,1455,777,563,126,145,173,412,319,2923,255,1462,562
17/03/2015,20,17,320,186,321,2032,1312,570,378,0,107,153,389,62,94,1323,1654,354,245,429,1700,681,166,697,372,823,550,163,722,621,569,78,112,123,266,300,2518,222,1162,360
17/03/2015,21,9,251,91,232,1513,1012,395,276,0,84,91,283,68,69,1344,1427,311,139,308,1337,499,163,475,296,658,405,110,903,499,588,60,109,73,234,245,2054,178,916,237
17/03/2015,22,4,215,76,154,969,680,266,221,0,67,116,110,21,36,1097,1187,220,446,220,1022,394,89,409,234,390,274,58,1282,405,398,57,107,126,137,196,1621,114,581,217
17/03/2015,23,2,109,59,80,629,517,159,150,0,33,14,85,19,17,527,845,216,284,210,674,189,77,286,161,218,154,36,286,270,249,57,127,50,100,68,1343,61,307,109
18/03/2015,0,0,26,16,55,342,253,75,86,0,9,10,16,0,7,217,392,86,25,118,281,69,41,157,65,132,55,27,86,153,111,22,28,23,69,12,490,37,142,55
18/03/2015,1,2,19,14,19,159,138,56,55,0,8,1,15,3,4,110,175,35,9,87,127,48,14,145,41,42,40,19,25,95,34,5,2,9,56,15,248,13,65,21
18/03/2015,2,0,9,5,7,95,78,22,9,0,4,6,11,1,0,80,74,8,5,60,59,16,15,85,64,32,11,10,25,51,19,0,7,11,12,10,164,5,28,9
18/03/2015,3,0,9,1,5,38,36,28,8,0,4,2,2,0,1,33,27,15,6,55,45,16,1,43,9,23,5,5,33,14,5,0,0,7,7,6,76,6,21,3
18/03/2015,4,0,12,6,11,40,34,24,13,0,2,4,5,7,1,49,38,25,25,38,39,20,2,30,6,3,5,6,40,23,7,7,8,11,4,0,140,9,22,4
18/03/2015,5,0,55,18,106,80,74,36,24,0,55,11,11,7,16,117,219,80,56,40,138,168,31,37,88,19,12,11,102,34,5,19,28,43,14,9,268,23,46,46
18/03/2015,6,0,222,201,673,170,179,88,71,0,390,102,82,10,121,329,912,270,189,101,541,752,136,92,273,31,23,31,358,62,37,88,67,100,84,13,661,48,196,169
18/03/2015,7,1,813,794,2132,441,510,249,227,0,1427,317,196,34,237,1035,2302,598,524,220,1311,1886,444,144,667,57,50,69,930,179,89,224,140,241,256,64,1723,224,662,372
18/03/2015,8,12,1906,1696,5171,1138,1172,711,566,0,2890,496,320,61,412,1903,4467,1287,799,530,2531,3792,1071,287,1006,204,165,208,1806,303,194,489,271,502,728,143,3363,691,1396,627
18/03/2015,9,7,1233,872,2658,1148,1424,891,879,0,1363,342,191,42,181,1451,2466,623,506,670,1765,2177,634,322,627,244,165,154,1225,315,208,339,175,540,562,152,2885,590,1079,351
18/03/2015,10,46,814,470,1031,1285,1828,1242,1192,0,514,272,197,50,131,1227,1603,314,405,653,1675,1638,414,411,506,351,257,164,924,392,261,159,171,362,535,142,2930,593,1046,440
18/03/2015,11,27,683,417,800,1699,2425,1960,1753,0,408,237,163,41,130,1653,1643,447,883,830,1898,1331,386,541,523,626,408,139,1326,502,329,192,183,246,510,201,3495,628,1669,518
18/03/2015,12,71,1603,696,1205,2771,3541,3310,2868,0,951,460,335,113,538,2185,2564,591,694,1264,2827,2190,652,1119,769,1089,630,211,1847,1055,429,267,330,876,950,345,4332,1260,2457,675
18/03/2015,13,67,1538,678,1459,2934,3768,3181,3326,0,955,447,399,108,498,1836,2554,663,550,1254,2919,2198,701,1253,860,1104,662,233,1496,1084,484,290,324,766,904,397,4771,1047,2135,807
18/03/2015,14,47,804,518,1153,2576,3204,2466,2454,0,517,269,275,76,162,1629,2085,546,495,770,2527,1435,350,883,758,903,532,183,1264,722,356,188,254,341,582,247,4267,621,1958,591
18/03/2015,15,57,685,533,1399,2467,3133,2435,2325,0,677,217,204,52,205,2195,2198,533,649,803,2545,2144,392,770,717,858,503,143,1882,658,360,220,206,253,586,228,4683,716,2125,596
18/03/2015,16,79,826,919,2352,2629,3212,2396,2229,0,1441,407,224,54,285,2219,3167,847,822,851,2948,2905,561,797,864,814,484,176,1629,787,329,324,243,280,580,202,4919,451,2171,792
18/03/2015,17,83,1244,1653,3968,2899,3296,2655,2153,0,2338,505,370,79,475,3025,5157,1642,1081,1229,3825,3975,719,944,1202,971,500,271,2366,978,397,477,419,391,846,268,5464,562,2848,1010
18/03/2015,18,64,844,850,1781,2512,2561,2108,1421,0,974,417,336,72,340,2310,3172,1013,1245,1306,3112,2219,376,948,992,1149,722,347,1645,849,440,263,285,270,465,280,4428,432,2185,881
18/03/2015,19,37,544,359,768,2285,1916,1197,678,0,318,231,310,67,204,1624,1992,582,1060,1358,2220,1112,231,1016,725,1109,848,320,1495,738,580,196,245,166,365,357,3318,418,1872,903
18/03/2015,20,33,297,142,371,2155,1441,637,391,0,132,169,293,52,100,1191,1670,416,412,1308,1674,743,206,720,416,891,580,311,561,545,750,96,165,183,168,371,2564,201,1126,345
18/03/2015,21,28,227,102,240,1691,1048,389,313,0,69,87,256,64,62,1278,1523,309,169,830,1347,546,201,614,330,720,627,229,991,542,598,83,108,101,211,344,2142,159,929,299
18/03/2015,22,12,166,137,186,1120,697,303,211,0,75,134,184,23,49,784,1020,331,113,574,953,359,112,486,277,499,429,151,387,448,500,62,101,93,91,179,1680,339,945,225
18/03/2015,23,1,118,45,101,689,467,172,108,0,45,36,62,10,34,418,769,213,787,191,644,255,78,372,244,274,249,55,203,229,254,56,181,62,91,81,1355,107,396,129
19/03/2015,0,1,28,16,37,266,256,65,75,0,16,12,44,7,15,185,359,84,67,102,347,107,45,238,127,138,140,33,90,155,91,24,19,13,49,33,660,44,214,61
19/03/2015,1,1,32,7,34,103,104,49,42,0,1,4,4,3,2,77,102,29,10,50,88,25,14,156,51,60,51,12,36,90,45,4,16,6,41,19,204,19,73,29
19/03/2015,2,0,9,4,8,91,73,25,27,0,10,2,5,0,2,42,41,24,32,32,38,24,19,77,17,27,19,5,39,45,24,0,2,4,64,16,118,1,35,17
19/03/2015,3,1,9,1,8,46,34,9,17,0,5,0,7,2,1,35,27,6,9,30,37,7,17,142,14,7,13,5,21,34,5,3,7,5,9,2,100,6,16,4
19/03/2015,4,0,15,5,6,36,38,18,20,0,3,2,3,2,1,44,57,31,19,30,53,11,0,63,6,7,13,1,48,46,10,9,8,7,8,7,106,4,22,8
19/03/2015,5,0,39,20,86,64,69,43,30,0,50,12,16,4,25,115,184,85,35,63,123,147,59,38,60,21,12,9,116,20,2,11,27,18,15,4,256,16,29,44
19/03/2015,6,2,238,199,657,147,172,81,91,0,443,125,88,22,128,348,885,265,169,136,472,745,212,101,217,22,20,31,365,73,23,87,95,80,81,16,699,78,190,157
19/03/2015,7,9,873,864,2199,421,515,324,227,0,1462,321,203,33,237,986,2272,612,511,306,1329,1957,469,172,562,77,60,83,956,167,110,208,187,208,230,65,1844,243,711,350
19/03/2015,8,26,1950,1822,5128,1158,1143,751,515,0,2905,577,333,98,396,1856,4515,1331,811,670,2537,3854,1475,273,896,195,150,186,1882,394,164,499,287,514,763,204,4030,644,2494,595
19/03/2015,9,16,1256,953,2759,1116,1248,834,763,0,1650,407,169,45,251,1262,2575,582,350,771,1829,2386,690,293,626,196,167,170,1257,408,198,339,280,433,557,202,2858,656,1341,445
19/03/2015,10,16,818,473,1070,1314,1702,1187,1067,0,484,261,149,47,143,997,1612,425,255,958,1740,1538,398,391,546,424,238,234,1128,358,248,182,186,344,508,173,2726,596,1012,335
19/03/2015,11,21,663,450,895,1668,1802,1876,1596,0,405,258,171,38,156,1141,1641,589,404,1141,1998,1301,437,537,516,516,292,216,875,568,255,193,190,348,442,186,3217,466,1287,425
