Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr
2-May-09,4,40,15,11,7,,171,56,36,37,6,2,3,2,,76,100,83,
2-May-09,5,43,24,19,5,,91,19,11,31,18,12,9,0,,64,138,83,
2-May-09,6,25,55,29,17,,115,51,49,43,140,56,18,4,,63,132,51,
2-May-09,7,57,78,55,33,,227,126,42,153,62,42,21,12,,150,209,74,
2-May-09,8,145,171,83,63,,521,362,250,329,69,63,84,24,,354,401,150,
2-May-09,9,285,184,131,73,,1007,921,592,727,54,186,160,77,,566,613,210,
2-May-09,10,529,280,120,91,,1713,1728,1285,1080,77,190,255,104,,853,823,307,
2-May-09,11,756,328,177,93,,2494,2643,1927,1558,96,115,399,224,,1418,1088,369,
2-May-09,12,1189,361,188,133,,3234,3133,2283,1781,128,107,503,273,,1991,1133,485,
2-May-09,13,1506,399,210,95,,3444,3507,2526,1843,122,110,564,371,,1994,1255,501,
2-May-09,14,1733,323,176,101,,3486,3709,2829,1759,226,143,732,432,,1893,1452,524,
2-May-09,15,1951,299,191,75,,3603,4034,3062,1601,78,132,866,697,,1915,1532,559,
2-May-09,16,1803,319,143,69,,3451,3663,2611,1254,103,93,585,426,,2452,1588,503,
2-May-09,17,1681,545,245,68,,3076,2468,1752,818,78,133,722,520,,2143,1579,688,
2-May-09,18,1353,219,139,60,,2201,915,854,427,63,174,980,748,,1939,1430,502,
2-May-09,19,1036,260,147,38,,1866,508,443,350,68,135,819,702,,1928,1195,435,
2-May-09,20,906,198,96,38,,1574,467,337,243,50,113,516,354,,1239,918,391,
2-May-09,21,747,184,87,49,,1496,401,300,235,27,103,518,324,,1128,1067,401,
2-May-09,22,707,185,138,33,,1516,346,257,282,20,125,581,404,,1704,904,416,
2-May-09,23,565,197,84,67,,1364,306,242,253,39,88,274,121,,1221,959,520,
3-May-09,0,311,106,57,54,,1194,305,226,157,27,50,244,83,,618,795,357,
3-May-09,1,196,78,41,35,,820,210,164,125,30,30,50,5,,373,334,172,
3-May-09,2,176,38,46,14,,595,209,113,139,5,17,27,3,,318,213,102,
3-May-09,3,144,30,23,12,,517,199,117,56,13,38,23,3,,295,280,108,
3-May-09,4,52,19,9,18,,223,75,56,72,11,5,10,3,,70,142,76,
3-May-09,5,13,12,10,6,,117,51,36,32,1,6,20,3,,58,94,68,
3-May-09,6,22,21,5,10,,106,60,28,27,8,5,15,3,,40,62,33,
3-May-09,7,28,40,31,20,,201,76,41,69,19,20,21,34,,145,188,103,
3-May-09,8,86,102,55,32,,345,179,91,193,32,55,103,82,,254,331,122,
3-May-09,9,211,193,128,51,,724,531,404,439,56,110,194,200,,643,511,173,
3-May-09,10,421,222,115,60,,1355,1335,882,787,79,73,425,438,,1143,850,295,
3-May-09,11,683,283,124,48,,2094,1892,1421,1035,100,114,750,1025,,1641,1184,398,
3-May-09,12,897,324,149,60,,2677,2500,1981,1233,100,96,1140,1497,,2005,1243,454,
3-May-09,13,1433,303,144,66,,2894,2698,2208,1324,81,137,1129,1445,,2047,1263,513,
3-May-09,14,1481,276,162,69,,2933,3045,2384,1266,82,129,1246,1559,,2065,1453,484,
3-May-09,15,1633,247,113,55,,3038,3182,2300,1202,114,190,1713,2085,,1907,1462,431,
3-May-09,16,1468,269,126,55,,2802,2685,1727,826,107,221,1456,1257,,1796,1544,555,
3-May-09,17,1384,206,120,29,,2236,1550,1031,433,95,102,698,705,,1557,1314,607,
3-May-09,18,841,111,81,23,,1439,512,351,206,59,99,405,273,,1230,1017,401,
3-May-09,19,621,75,59,33,,1441,409,335,223,68,307,866,388,,769,798,392,
3-May-09,20,542,90,53,25,,1553,252,164,156,28,97,366,152,,1105,689,351,
3-May-09,21,399,99,39,17,,1076,172,128,150,24,61,215,140,,482,601,293,
3-May-09,22,238,48,18,18,,932,129,81,84,22,43,159,59,,358,440,221,
3-May-09,23,116,16,24,9,,500,71,64,47,9,13,47,15,,223,335,183,
4-May-09,0,72,8,2,5,,643,22,14,41,5,9,13,3,,101,137,88,
4-May-09,1,40,5,10,0,,80,14,14,14,4,0,8,3,,47,49,20,
4-May-09,2,21,22,4,0,,58,23,2,15,2,3,5,3,,37,84,15,
4-May-09,3,12,8,3,8,,25,7,6,3,0,1,1,0,,19,22,12,
4-May-09,4,6,8,4,3,,36,7,2,6,4,4,1,0,,23,60,52,
4-May-09,5,26,50,41,86,,70,36,13,30,59,16,7,0,,70,106,43,
4-May-09,6,88,207,195,570,,150,97,57,112,454,131,27,10,,260,462,127,
4-May-09,7,289,888,800,2140,,483,303,181,425,518,426,54,29,,962,1255,329,
4-May-09,8,778,2070,1859,5229,,1181,804,610,980,1297,949,120,51,,1922,2958,790,
4-May-09,9,747,1151,992,2748,,1450,1090,726,995,698,464,133,30,,1064,1579,491,
4-May-09,10,872,744,560,1042,,1987,1642,1178,1187,277,231,162,52,,766,1056,323,
4-May-09,11,1125,668,463,822,,2334,2248,1652,1482,243,264,174,68,,1028,1116,377,
4-May-09,12,1829,1442,722,1130,,3789,3532,2761,2733,808,529,267,93,,1492,1931,529,
4-May-09,13,1759,1543,797,1290,,4136,4113,2974,2878,748,433,313,157,,1430,2004,636,
4-May-09,14,1646,821,565,1023,,3313,2857,2173,1782,377,247,247,88,,1313,1399,451,
4-May-09,15,1697,682,660,1326,,3294,2774,2010,1504,574,286,227,88,,1244,1510,454,
4-May-09,16,1759,763,1046,2305,,3340,2552,1788,1346,766,570,183,76,,1667,2206,588,
4-May-09,17,1867,1421,1695,3805,,3114,2383,1634,1263,1249,1096,195,72,,2442,3331,1018,
4-May-09,18,1266,589,735,1534,,1955,815,732,559,390,481,184,76,,1411,1735,565,
4-May-09,19,831,210,262,422,,1259,424,380,264,125,180,102,54,,734,882,356,
4-May-09,20,674,134,100,189,,929,307,236,157,63,103,129,47,,628,753,333,
4-May-09,21,398,125,75,81,,666,202,135,133,21,65,82,34,,408,579,309,
4-May-09,22,226,67,46,43,,422,164,125,87,15,29,64,24,,428,385,184,
4-May-09,23,102,31,20,28,,269,65,49,48,15,13,14,5,,224,288,162,
5-May-09,0,35,12,9,10,,116,29,20,25,3,5,3,6,,183,89,47,
5-May-09,1,25,3,4,4,,69,4,19,7,3,2,6,4,,16,43,22,
5-May-09,2,11,3,7,4,,34,21,3,10,1,1,0,6,,20,41,29,
5-May-09,3,15,4,2,2,,23,1,13,11,1,2,0,0,,24,12,7,
5-May-09,4,5,19,1,9,,27,8,5,5,4,1,0,0,,19,50,28,
5-May-09,5,31,48,44,100,,56,21,15,32,75,24,3,1,,91,111,29,
5-May-09,6,83,240,223,644,,163,104,71,98,446,146,30,11,,298,487,124,
5-May-09,7,337,870,884,2213,,466,361,205,461,550,439,61,10,,1038,1337,367,
5-May-09,8,778,2173,2063,5176,,1232,854,611,1048,1315,973,105,38,,2541,3075,812,
5-May-09,9,666,1105,1009,2532,,1299,1000,745,929,646,488,97,31,,1850,1369,414,
5-May-09,10,767,699,542,1067,,1693,1415,987,1072,287,213,143,75,,887,943,374,
5-May-09,11,1108,634,541,842,,1998,2027,1486,1349,297,182,236,115,,1092,857,389,
5-May-09,12,1919,1656,771,1141,,3893,3848,2809,2661,886,489,365,218,,1829,2046,670,
5-May-09,13,2132,1771,814,1447,,4251,4285,3288,3027,823,449,443,231,,2052,2211,743,
5-May-09,14,1865,836,625,943,,3370,2969,2155,1882,381,245,277,104,,1805,1546,486,
5-May-09,15,1718,908,666,1258,,3219,2775,2050,1640,587,286,197,93,,1500,1556,516,
5-May-09,16,1819,873,1014,2334,,3340,2553,1809,1293,821,559,173,90,,2323,2136,596,
5-May-09,17,1981,1499,1653,3721,,3172,2291,1730,1297,1272,1046,244,133,,3506,3341,1014,
5-May-09,18,1331,666,785,1560,,2072,866,856,683,426,493,327,155,,2690,1895,623,
5-May-09,19,995,267,248,434,,1403,468,361,315,126,169,222,224,,891,886,310,
5-May-09,20,956,127,99,398,,968,292,230,215,77,99,121,66,,1187,780,394,
5-May-09,21,553,94,79,156,,778,273,162,177,46,92,116,24,,796,593,281,
5-May-09,22,267,81,43,55,,441,107,94,90,34,76,181,106,,586,393,255,
5-May-09,23,148,35,45,47,,276,99,73,49,33,30,40,15,,229,312,142,
6-May-09,0,76,22,8,7,,147,42,16,12,5,6,12,6,,88,92,61,
6-May-09,1,37,14,7,0,,63,21,13,9,3,2,4,4,,31,28,12,
6-May-09,2,33,14,12,8,,34,5,7,5,3,3,5,0,,17,13,6,
6-May-09,3,17,8,1,0,,28,50,1,3,0,2,1,1,,22,17,9,
6-May-09,4,8,14,3,9,,26,13,12,12,1,1,0,0,,34,36,35,
6-May-09,5,15,61,55,94,,61,18,16,37,67,15,5,1,,90,106,28,
6-May-09,6,82,258,233,637,,169,99,51,89,428,168,46,18,,340,603,160,
6-May-09,7,322,939,940,2222,,473,330,234,408,564,467,70,18,,1094,1384,398,
6-May-09,8,729,2135,2020,5201,,1162,926,609,1113,1344,996,159,46,,1863,3039,771,
6-May-09,9,696,1003,981,2251,,1416,1119,752,994,628,506,84,49,,1619,1480,528,
6-May-09,10,789,731,600,970,,1846,1373,1025,1088,235,220,214,34,,2047,860,304,
6-May-09,11,1019,814,522,765,,2328,1935,1438,1363,258,208,214,96,,1118,1005,336,
6-May-09,12,1700,1655,793,1111,,3707,3802,2828,2684,839,531,400,244,,1934,1986,522,
6-May-09,13,2136,1553,813,1316,,4176,4416,3132,2957,780,441,376,178,,1572,2108,592,
6-May-09,14,1730,939,604,951,,3419,2901,2344,1859,394,276,348,163,,2340,1724,493,
6-May-09,15,1573,693,700,1219,,3440,2721,1977,1529,590,324,373,222,,1832,1713,531,
6-May-09,16,1804,817,1097,2240,,3478,2665,1919,1486,826,572,159,83,,2068,2136,609,
6-May-09,17,1953,1458,1545,3664,,3249,2341,1877,1374,1203,1033,249,101,,2837,3346,959,
6-May-09,18,1383,649,779,1574,,2057,992,883,658,434,499,502,353,,1753,1723,533,
6-May-09,19,948,249,287,433,,1516,575,401,333,153,177,378,345,,2140,904,354,
6-May-09,20,839,170,142,267,,1087,350,288,188,82,124,193,106,,727,834,336,
6-May-09,21,607,113,79,144,,819,254,168,176,29,71,221,98,,548,682,317,
6-May-09,22,345,99,69,73,,588,195,135,115,17,85,202,81,,638,428,219,
6-May-09,23,126,45,61,27,,360,91,72,66,29,30,125,78,,289,263,138,
7-May-09,0,110,18,16,9,,164,53,33,46,18,6,12,2,,117,112,37,
7-May-09,1,35,0,7,7,,92,62,27,38,8,3,3,0,,47,59,37,
7-May-09,2,25,15,13,7,,55,39,10,10,5,3,1,4,,22,21,18,
7-May-09,3,14,4,6,8,,43,14,8,4,1,3,3,2,,15,20,6,
7-May-09,4,8,6,1,2,,33,9,12,4,0,8,5,2,,32,50,42,
7-May-09,5,25,76,29,107,,58,25,15,18,49,14,1,0,,87,117,42,
7-May-09,6,74,242,285,649,,169,89,61,93,445,164,35,14,,322,544,143,
7-May-09,7,283,843,863,2208,,482,342,233,452,548,446,79,29,,1009,1435,334,
7-May-09,8,792,2106,1934,4927,,1156,885,589,1047,1324,948,107,31,,2172,2939,821,
7-May-09,9,745,1140,1053,2511,,1352,1145,735,1037,713,502,116,49,,1903,1515,391,
7-May-09,10,689,684,552,998,,1859,1458,1126,1147,245,217,71,29,,849,881,273,
7-May-09,11,853,663,465,780,,2295,2086,1459,1433,232,185,83,34,,1173,977,288,
7-May-09,12,1836,1411,722,1059,,3798,3571,2807,2583,985,637,277,127,,1682,1816,438,
7-May-09,13,1983,1463,818,1221,,4233,4290,3351,2899,820,449,268,74,,2188,2136,601,
7-May-09,14,1678,856,579,994,,3242,2978,2280,1855,362,271,200,88,,1390,1582,510,
7-May-09,15,1765,701,621,1304,,3274,2815,2123,1569,580,305,168,92,,1453,1637,496,
7-May-09,16,1807,856,1084,2227,,3291,2775,2094,1402,792,579,193,89,,1695,2070,567,
7-May-09,17,2121,1492,1551,3630,,3724,2853,2183,1477,1235,1097,294,111,,3625,3298,965,
7-May-09,18,1363,683,705,1460,,2516,1672,1421,807,472,470,307,153,,1779,1718,561,
7-May-09,19,1033,299,275,473,,1916,758,621,437,144,197,229,218,,1053,894,358,
7-May-09,20,910,201,181,275,,1453,416,310,248,105,163,125,50,,752,707,313,
7-May-09,21,592,110,93,118,,1217,326,195,164,42,124,175,70,,623,716,325,
7-May-09,22,324,77,97,73,,691,267,101,158,33,52,166,86,,693,528,194,
7-May-09,23,191,68,58,48,,509,136,95,65,27,19,58,16,,355,359,203,
8-May-09,0,96,35,25,25,,428,74,68,41,10,8,9,1,,121,159,52,
8-May-09,1,54,26,15,1,,127,52,43,31,5,4,1,0,,45,67,28,
8-May-09,2,40,11,10,2,,100,29,11,17,2,0,5,5,,44,30,14,
8-May-09,3,25,8,10,14,,66,14,10,10,0,1,0,1,,58,33,27,
8-May-09,4,14,21,2,3,,41,30,11,7,1,2,2,1,,65,46,34,
8-May-09,5,15,49,41,97,,63,24,15,19,56,18,3,0,,103,110,39,
8-May-09,6,81,246,235,583,,194,88,66,98,441,147,31,16,,273,497,128,
8-May-09,7,263,850,898,2087,,388,347,187,504,507,402,81,19,,892,1399,317,
8-May-09,8,686,1968,1847,4957,,1071,861,599,1035,1298,915,151,33,,1786,2796,751,
8-May-09,9,655,1114,1004,2444,,1294,1130,836,1011,690,478,109,29,,941,1437,364,
8-May-09,10,725,713,543,1097,,1862,1597,1185,1150,308,249,141,25,,847,948,414,
8-May-09,11,1041,660,531,832,,2387,2313,1674,1601,321,225,194,68,,1047,1139,403,
8-May-09,12,1784,1519,798,1157,,3655,3861,3042,2813,883,601,395,140,,1640,2040,619,
8-May-09,13,1985,1506,700,1209,,4302,4631,3487,3195,811,474,410,161,,1665,2195,576,
8-May-09,14,1814,887,631,1008,,3610,3425,2638,2073,453,325,365,179,,1938,1738,558,
8-May-09,15,1676,703,646,1233,,3667,3512,2576,1771,680,352,384,256,,1541,1767,545,
8-May-09,16,1958,872,968,2113,,3906,3668,2461,1758,752,708,166,58,,1823,2195,634,
8-May-09,17,2296,1375,1387,2973,,3889,3871,2904,1869,1107,1115,409,113,,2655,3152,938,
8-May-09,18,1753,631,587,1118,,3318,2857,2474,1188,484,610,940,415,,1812,2041,623,
8-May-09,19,1407,326,279,416,,2544,2072,1604,753,290,381,999,384,,1434,1255,460,
8-May-09,20,1223,212,188,241,,2330,1410,1149,443,95,168,383,158,,909,976,388,
8-May-09,21,1143,162,135,110,,2512,657,493,298,55,125,238,101,,871,998,505,
8-May-09,22,754,201,102,179,,1691,542,557,312,278,528,476,106,,1120,976,439,
8-May-09,23,557,128,106,63,,1193,409,296,212,55,152,176,49,,767,739,321,
9-May-09,0,360,86,48,64,,1730,247,170,153,23,59,73,40,,458,536,234,
9-May-09,1,173,41,22,24,,602,150,110,55,4,26,29,16,,200,186,103,
9-May-09,2,103,14,17,15,,380,110,70,35,5,14,16,2,,140,161,94,
9-May-09,3,80,26,8,6,,324,64,47,42,1,8,8,3,,111,69,48,
9-May-09,4,33,13,6,1,,177,63,25,11,2,6,2,0,,68,100,71,
9-May-09,5,22,23,20,10,,124,40,21,25,12,8,5,0,,67,141,76,
9-May-09,6,24,40,31,10,,123,51,52,34,143,20,7,4,,73,167,67,
9-May-09,7,60,80,46,23,,219,109,65,96,36,27,22,5,,107,155,66,
9-May-09,8,104,109,102,52,,487,289,241,216,65,94,49,21,,354,331,97,
9-May-09,9,226,154,164,75,,954,778,549,555,51,83,70,27,,485,488,168,
9-May-09,10,401,122,215,79,,1484,1546,1020,976,129,137,117,64,,688,716,219,
9-May-09,11,721,176,185,72,,2221,2313,1694,1308,86,94,187,84,,938,933,339,
9-May-09,12,1172,78,242,70,,3082,3163,2039,1723,106,137,358,142,,1235,1029,370,
9-May-09,13,2103,76,215,81,,3586,3279,2424,1593,109,95,479,205,,1353,1161,439,
9-May-09,14,1607,239,219,71,,3782,3588,2731,1527,149,130,516,275,,2089,1453,546,
9-May-09,15,1831,283,201,81,,3650,3839,3053,1654,51,152,770,520,,1721,1956,916,
9-May-09,16,1695,307,142,52,,3581,3501,2606,1375,75,118,536,319,,1385,1566,534,
9-May-09,17,1621,269,148,59,,2965,2324,1608,659,68,159,553,289,,1705,1323,472,
9-May-09,18,1168,196,111,29,,2243,912,732,388,55,177,826,626,,1510,1153,402,
9-May-09,19,1064,155,132,32,,1615,471,541,338,63,140,584,520,,1654,1041,436,
9-May-09,20,941,157,110,26,,1282,364,310,212,18,108,451,283,,1155,901,397,
9-May-09,21,831,178,134,36,,1284,367,235,228,33,68,364,291,,964,927,403,
9-May-09,22,654,147,85,123,,1245,438,304,256,40,174,749,446,,1566,802,389,
9-May-09,23,556,152,74,44,,1003,391,237,235,42,76,280,155,,998,825,455,
10-May-09,0,307,139,80,14,,834,273,198,172,20,47,144,97,,537,652,301,
10-May-09,1,241,95,64,29,,597,247,156,126,18,17,53,17,,313,283,145,
10-May-09,2,130,44,36,13,,375,150,101,58,7,12,20,9,,180,267,109,
10-May-09,3,78,28,18,9,,324,125,128,64,21,38,41,6,,137,153,82,
10-May-09,4,43,9,2,7,,195,83,45,30,4,5,9,7,,82,107,61,
10-May-09,5,27,16,11,11,,115,68,28,23,4,2,14,8,,76,74,50,
10-May-09,6,40,20,7,17,,122,39,44,35,4,5,17,4,,87,89,48,
10-May-09,7,92,52,26,13,,214,94,49,77,20,8,36,18,,564,202,93,
10-May-09,8,82,94,34,31,,358,160,90,185,46,62,164,99,,2611,337,95,
10-May-09,9,278,166,110,33,,818,543,357,353,55,89,290,207,,3430,562,159,
10-May-09,10,451,196,139,42,,1304,1101,788,664,43,85,495,519,,1594,798,235,
10-May-09,11,612,232,133,47,,1815,1698,1187,1001,66,112,928,1125,,3225,1199,367,
10-May-09,12,889,268,207,34,,2433,2173,1637,1070,66,100,1047,1389,,3178,1493,385,
10-May-09,13,1236,244,107,46,,2626,2432,1852,1080,52,83,1082,1498,,2193,1380,469,
10-May-09,14,1259,294,124,46,,2685,2682,2053,1149,58,83,1210,1738,,2147,1355,451,
10-May-09,15,1352,215,116,52,,2767,2619,1945,993,53,91,1378,1936,,1842,1346,472,
10-May-09,16,1388,237,133,42,,2361,2216,1672,716,71,61,1015,1458,,1641,1382,471,
10-May-09,17,1288,125,114,42,,1943,1368,963,314,71,73,502,629,,1214,1100,405,
10-May-09,18,763,90,81,32,,1268,450,396,217,30,99,366,321,,872,866,335,
10-May-09,19,670,60,45,22,,894,243,243,111,18,78,464,310,,652,725,346,
10-May-09,20,455,43,34,16,,652,193,123,98,21,60,401,174,,498,521,240,
10-May-09,21,310,70,41,19,,553,171,104,114,22,34,224,122,,393,451,206,
10-May-09,22,186,24,24,17,,414,102,73,69,7,29,102,38,,331,353,202,
10-May-09,23,134,32,17,16,,256,83,30,81,15,18,26,4,,194,266,157,
11-May-09,0,45,16,11,6,,102,16,25,40,4,13,4,2,,65,85,28,
11-May-09,1,23,13,2,1,,46,35,18,7,0,3,10,6,,27,79,21,
11-May-09,2,28,7,7,0,,38,5,13,12,0,3,0,0,,39,81,7,
11-May-09,3,12,10,2,1,,24,4,6,1,0,2,0,0,,14,9,5,
11-May-09,4,8,7,0,9,,26,6,9,5,1,0,1,2,,47,49,45,
11-May-09,5,15,45,39,75,,64,16,14,22,9,14,4,0,,85,122,46,
11-May-09,6,69,179,220,554,,167,75,46,73,127,80,15,6,,272,377,96,
11-May-09,7,316,798,824,2048,,413,325,197,361,490,385,60,19,,870,1174,291,
11-May-09,8,725,2004,1975,5314,,995,824,586,926,1359,914,93,23,,1756,2890,765,
11-May-09,9,645,1070,993,2490,,1298,885,642,895,625,437,99,39,,919,1298,354,
11-May-09,10,708,637,503,1011,,1802,1304,957,1065,224,168,125,46,,718,811,382,
11-May-09,11,915,701,456,729,,2051,1837,1341,1322,251,192,193,84,,955,836,264,
11-May-09,12,1742,1526,782,1097,,3434,3246,2483,2552,752,477,343,182,,1269,1874,602,
11-May-09,13,1951,1608,753,1301,,4014,4019,2800,2931,729,407,436,236,,1527,2100,574,
11-May-09,14,1699,796,587,976,,3232,2747,1998,1658,312,280,326,156,,1294,1330,424,
11-May-09,15,1707,703,595,1253,,3202,2607,1784,1392,329,274,203,110,,1358,1443,454,
11-May-09,16,1701,856,985,2259,,3138,2323,1647,1187,767,683,205,59,,1572,2061,635,
11-May-09,17,1976,1396,1612,3787,,2890,2122,1572,1094,1175,1256,384,125,,2410,3327,1012,
11-May-09,18,1347,622,773,1425,,1941,832,793,523,449,686,609,93,,1319,1638,549,
11-May-09,19,843,207,223,400,,1111,379,313,264,183,254,297,92,,689,763,296,
11-May-09,20,679,145,102,232,,883,233,234,142,86,120,123,64,,501,646,314,
11-May-09,21,420,89,80,104,,606,188,155,142,33,254,215,89,,429,510,246,
11-May-09,22,208,68,68,102,,502,226,244,116,75,270,237,22,,359,373,160,
11-May-09,23,151,23,46,38,,269,105,66,43,19,58,20,7,,223,327,198,
12-May-09,0,44,14,16,7,,127,23,20,17,2,20,4,2,,56,79,32,
12-May-09,1,15,14,4,3,,42,19,6,5,4,13,1,1,,34,32,25,
12-May-09,2,17,5,3,6,,37,4,5,6,2,1,0,0,,21,17,6,
12-May-09,3,6,9,7,4,,29,7,6,12,1,7,0,0,,29,10,15,
12-May-09,4,5,22,2,14,,39,23,6,7,1,6,0,2,,26,53,33,
12-May-09,5,11,52,43,91,,57,18,11,14,47,17,4,1,,92,111,32,
12-May-09,6,97,229,260,674,,181,97,55,93,465,145,32,5,,312,507,135,
12-May-09,7,309,898,956,2294,,459,362,208,436,524,461,53,13,,1010,1394,368,
12-May-09,8,793,2173,1904,5119,,1047,850,630,1036,1321,960,115,22,,1793,2901,800,
12-May-09,9,619,1055,989,2331,,1179,841,652,869,677,428,93,25,,957,1317,374,
12-May-09,10,747,706,599,1019,,1670,1273,946,1182,282,230,80,27,,876,811,454,
12-May-09,11,946,649,573,798,,1947,1755,1412,1328,269,211,168,75,,961,1021,297,
12-May-09,12,1803,1544,760,1147,,3394,3430,2656,2620,818,486,323,161,,1332,1919,533,
12-May-09,13,1992,1622,791,1236,,3989,3948,2916,2824,783,469,265,130,,1557,2183,725,
12-May-09,14,1623,813,622,945,,2956,2730,1886,1686,343,248,229,105,,1248,1500,445,
12-May-09,15,1597,718,671,1276,,3081,2560,1848,1503,526,305,173,72,,1155,1509,522,
12-May-09,16,1756,881,999,2274,,3075,2592,1802,1344,796,593,163,81,,1445,1948,608,
12-May-09,17,1987,1384,1757,3659,,2997,2083,1610,1276,1250,1087,232,126,,2513,3221,971,
12-May-09,18,1397,747,747,1438,,1982,817,769,633,403,474,268,152,,1597,1652,535,
12-May-09,19,1008,247,231,442,,1353,401,312,323,156,224,239,268,,898,891,377,
12-May-09,20,927,123,117,275,,949,330,252,180,80,105,144,73,,616,611,295,
12-May-09,21,507,112,69,110,,696,204,146,151,31,83,113,72,,600,622,309,
12-May-09,22,322,86,65,56,,488,147,100,107,19,45,187,97,,533,371,200,
12-May-09,23,160,46,49,29,,245,61,55,38,14,10,28,19,,242,232,140,
13-May-09,0,72,33,26,11,,157,40,16,17,6,4,8,6,,96,120,69,
13-May-09,1,32,25,3,7,,82,14,21,18,2,5,2,0,,22,39,12,
13-May-09,2,18,15,11,2,,42,9,6,5,1,3,2,4,,22,27,20,
13-May-09,3,6,29,2,12,,34,17,6,11,1,2,4,1,,20,18,7,
13-May-09,4,5,11,1,4,,35,7,14,3,0,2,0,0,,45,31,24,
13-May-09,5,10,57,43,86,,73,21,15,23,45,18,2,0,,84,117,40,
13-May-09,6,86,253,254,676,,177,117,66,133,461,192,28,8,,316,509,126,
13-May-09,7,337,916,947,2402,,453,339,194,491,571,500,71,19,,1033,1342,340,
13-May-09,8,742,2009,1923,4983,,1067,876,637,999,1295,949,105,26,,1782,2928,805,
13-May-09,9,610,1082,1001,2271,,1228,933,676,994,652,518,103,25,,1113,1382,388,
13-May-09,10,698,653,511,963,,1653,1295,984,1132,280,242,104,34,,886,793,314,
13-May-09,11,1057,682,545,771,,2169,1832,1440,1401,310,219,220,80,,1084,1041,354,
13-May-09,12,1774,1519,773,1123,,3691,3330,2678,2621,898,521,334,139,,1558,1950,552,
13-May-09,13,1882,1491,768,1177,,3868,4003,3025,2782,807,435,326,147,,1445,2076,638,
13-May-09,14,1729,793,548,900,,3195,2779,2010,1711,458,254,319,114,,1278,1412,423,
13-May-09,15,1731,716,636,1285,,3118,2576,1874,1468,557,277,314,202,,1258,1447,535,
13-May-09,16,1805,869,984,2249,,3309,2589,1811,1337,774,565,192,86,,1745,2101,647,
13-May-09,17,2146,1339,1568,3666,,3314,2306,1762,1271,1192,1046,259,87,,2576,3160,933,
13-May-09,18,1393,663,735,1389,,2129,1174,885,708,406,545,377,180,,1675,1772,588,
