Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre
30/12/13,14,1883,510,271,349,2745,4339,3792,4484,2222,255,85,721,406,344,2358,1918,685,391,700,3173,808,327,998,1227,1049,0,141,1782
30/12/13,15,1842,481,314,495,2809,3928,3807,4537,1983,354,154,618,413,283,2409,2022,756,413,518,3002,1062,325,940,1191,981,0,130,1765
30/12/13,16,1974,559,452,799,2679,3560,3494,4072,1542,597,231,579,391,316,2068,1909,727,485,543,3443,1443,340,989,1110,748,0,104,1595
30/12/13,17,1976,426,415,793,2636,3210,3246,3276,1220,629,169,629,386,303,1979,1761,732,417,482,3155,1518,322,982,1162,850,0,122,1209
30/12/13,18,1437,387,174,273,2360,2761,2357,1745,607,362,170,828,363,240,1474,1353,542,278,384,2507,1056,249,1118,911,919,0,121,749
30/12/13,19,1043,170,117,156,1934,1912,1261,790,356,194,111,597,274,120,1188,1128,450,189,247,1566,595,170,988,441,807,693,95,461
30/12/13,20,814,327,78,98,1549,1400,956,518,299,80,54,297,217,102,991,988,372,112,219,1447,402,108,738,315,640,628,80,387
30/12/13,21,647,149,68,99,1344,1319,760,342,241,77,39,251,177,52,847,945,387,53,210,1345,335,116,717,226,659,539,46,344
30/12/13,22,437,109,50,86,1040,876,394,245,124,86,88,431,118,101,769,670,304,43,186,1033,169,175,560,197,425,356,89,271
30/12/13,23,241,84,41,56,662,539,273,141,101,41,59,110,44,22,445,547,317,21,138,627,126,70,315,131,245,173,63,185
31/12/13,0,131,37,16,17,299,247,92,54,57,23,11,20,10,12,181,192,138,12,103,234,51,27,249,47,147,114,30,63
31/12/13,1,60,12,4,17,131,111,41,33,12,6,9,12,7,3,93,140,54,6,42,83,11,14,107,16,53,40,12,41
31/12/13,2,22,9,3,10,48,44,16,15,9,4,1,4,2,3,26,19,13,19,42,39,21,21,65,10,17,18,4,18
31/12/13,3,30,15,0,3,27,38,6,20,9,1,2,5,4,7,35,23,22,6,53,44,7,4,41,8,14,22,5,36
31/12/13,4,14,6,3,3,39,35,11,23,14,4,4,3,2,0,28,22,36,17,33,26,16,3,52,10,5,8,6,40
31/12/13,5,21,21,12,27,37,52,31,17,23,24,8,7,5,16,61,44,54,2,70,79,43,22,40,36,7,6,5,86
31/12/13,7,91,269,189,666,197,256,150,131,189,344,99,94,49,128,245,430,195,114,263,652,476,151,107,172,43,32,62,255
31/12/13,8,192,444,459,1068,370,558,443,312,390,596,83,152,51,194,479,623,264,148,452,933,708,253,177,287,92,68,100,467
31/12/13,9,341,365,293,501,650,1063,683,815,561,337,64,181,72,162,582,647,233,142,599,1021,481,192,238,296,166,95,168,410
31/12/13,10,555,408,191,251,941,1635,1432,1542,907,203,86,282,143,201,858,923,356,227,1033,1436,505,266,348,416,255,269,252,625
31/12/13,11,865,414,210,271,566,2473,2290,2606,1320,224,107,348,173,282,1199,1235,409,230,1350,1919,538,301,547,682,405,230,372,773
31/12/13,12,1298,728,331,447,1760,3173,2995,3152,1830,470,147,400,229,407,1730,1526,469,255,1800,2380,691,316,916,788,725,0,315,1186
31/12/13,13,1645,472,286,475,2377,3468,3327,3698,1981,392,117,441,251,256,2148,1447,479,305,1689,2702,801,224,989,982,933,0,301,1894
31/12/13,14,1760,400,355,461,2267,3412,3328,3985,1796,422,106,420,258,314,1827,1837,673,331,1140,2716,767,356,951,1021,906,0,236,1174
31/12/13,15,1571,438,318,571,2526,3614,3486,3931,1925,512,179,550,263,270,1884,2068,758,393,766,3199,1021,416,1139,1145,937,0,170,1408
31/12/13,16,1678,434,283,523,2472,3745,3283,3397,1523,396,193,622,343,306,2576,1877,598,546,523,3535,907,277,1145,926,978,0,132,1666
31/12/13,17,1958,327,208,348,2791,3766,2676,2600,1039,326,190,902,630,252,3403,1888,639,755,489,3182,907,323,1233,907,1118,0,136,2565
31/12/13,18,1940,352,188,231,2959,3391,2179,1411,661,296,186,1300,852,202,2897,1864,818,1140,440,2570,775,283,1221,847,1105,0,107,2843
31/12/13,19,1963,353,188,149,2994,3042,1784,1329,688,250,212,2212,1744,284,2926,2485,1027,2378,341,2899,704,320,1326,1059,1250,0,90,3762
31/12/13,20,1704,447,206,174,2995,3013,1596,1322,511,296,320,2888,2828,378,3013,2528,1250,3567,291,3172,658,336,1527,1327,1220,0,78,2681
31/12/13,21,1681,612,285,289,2717,3171,1107,1017,444,368,235,3118,3676,455,1933,2382,1431,4953,294,3065,688,324,1774,1603,1015,0,55,2713
31/12/13,22,1940,620,314,332,3705,3491,1340,1463,696,557,310,4208,4523,433,0,0,269,3169,412,3093,817,408,2166,2167,1002,0,77,2447
31/12/13,23,1619,561,228,382,2337,1692,559,690,419,408,313,4277,0,517,0,0,0,923,257,2758,605,276,1475,2552,526,0,112,2466
